TaxonSort,UltrataxonID,taxonRank,SpNo,taxonID,vernacularName,scientificName,FamilyCommonName,family,order,Population,Australian IUCN RedListStatus_2020,Supplementary,ABD_Avibase ID
1662,1,subspecies,546,u546b,Central Queensland Coast Black-faced Woodswallow,Artamus cinereus inkermani,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Endemic,Least Concern,,avibase-DF7E0476
1663,1,subspecies,546,u546c,Inland Black-faced Woodswallow,Artamus cinereus melanops,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Endemic,Least Concern,,avibase-8256E663
1664,1,subspecies,546,u546d,Cape York Black-faced Woodswallow,Artamus cinereus normani,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Endemic,Least Concern,,avibase-889D8BEE
1665,,species,548,548,Little Woodswallow,Artamus minor,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Endemic,,,avibase-CEB500D2
1666,1,subspecies,548,u548a,Northern Little Woodswallow,Artamus minor derbyi,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Endemic,Least Concern,,avibase-AB01C2EC
1667,1,subspecies,548,u548b,Western Little Woodswallow,Artamus minor minor,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Endemic,Least Concern,,avibase-8339590D
1668,,species,543,543,White-breasted Woodswallow,Artamus leucoryn,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Australian,,,avibase-05793C3E
1669,1,subspecies,543,u543,Torresian White-breasted Woodswallow,Artamus leucoryn leucopygialis,"Woodswallows, Currawongs, Butcherbirds and Magpie",Artamidae,Passeriformes,Australian,Least Concern,,avibase-D9954C82
1670,,species,368,368,Yellow-breasted Boatbill,Machaerirhynchus flaviventer,Boatbills,Machaerirhynchidae,Passeriformes,Australian,,,avibase-A7DBA3E6
1671,1,subspecies,368,u368a,Cape York Yellow-breasted Boatbill,Machaerirhynchus flaviventer flaviventer,Boatbills,Machaerirhynchidae,Passeriformes,Endemic,Least Concern,,avibase-D6A0E48B
1672,1,subspecies,368,u368b,Wet Tropics Yellow-breasted Boatbill,Machaerirhynchus flaviventer secundus,Boatbills,Machaerirhynchidae,Passeriformes,Endemic,Least Concern,,avibase-37882B3F
1673,,species,363,363,Northern Fantail,Rhipidura isura,Fantails,Rhipiduridae,Passeriformes,Australian,,,avibase-E16560EF
1674,1,subspecies,363,u363a,Papuan Northern Fantail,Rhipidura isura gularis,Fantails,Rhipiduridae,Passeriformes,Australian,Least Concern,,avibase-47C2FF58
1675,1,subspecies,363,u363b,Australian Northern Fantail,Rhipidura isura isura,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-AEA624D4
1676,,species,364,364,Willie Wagtail,Rhipidura leucophrys,Fantails,Rhipiduridae,Passeriformes,Australian,,,avibase-F65B55BD
1677,1,subspecies,364,u364a,Southern Willie Wagtail,Rhipidura leucophrys leucophrys,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-B9DF79C7
1678,1,subspecies,364,u364b,Papuan Willie Wagtail,Rhipidura leucophrys melaleuca,Fantails,Rhipiduridae,Passeriformes,Australian,Least Concern,,avibase-B8E0629D
1679,1,subspecies,364,u364c,Northern Willie Wagtail,Rhipidura leucophrys picata,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-006C4569
1680,,species,362,362,Rufous Fantail,Rhipidura rufifrons,Fantails,Rhipiduridae,Passeriformes,Australian,,,avibase-60986D77
1681,1,subspecies,362,u362a,North-eastern Rufous Fantail,Rhipidura rufifrons intermedia,Fantails,Rhipiduridae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-8C61DA3A
1682,1,subspecies,362,u362b,Southern Rufous Fantail,Rhipidura rufifrons rufifrons,Fantails,Rhipiduridae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-7337B576
1683,,species,718,718,Arafura Fantail,Rhipidura dryas,Fantails,Rhipiduridae,Passeriformes,Australian,Least Concern,,
1684,1,subspecies,718,u718a,Australian Arafura Fantail,Rhipidura dryas dryas,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,
1685,1,subspecies,718,u718b,Lesser Sundas Arafura Fantail,Rhipidura dryas semicollaris,Fantails,Rhipiduridae,Passeriformes,Vagrant,,,
1686,1,species,826,u826,Mangrove Fantail,Rhipidura phasiana,Fantails,Rhipiduridae,Passeriformes,Australian,Least Concern,,avibase-26934DF7
1687,,species,361,361,Grey Fantail,Rhipidura albiscapa,Fantails,Rhipiduridae,Passeriformes,Australian,,,avibase-B53EFC8D
1688,1,subspecies,361,u361a,Inland Grey Fantail,Rhipidura albiscapa albicauda,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-DA9A4141
1689,1,subspecies,361,u361b,Tasmanian Grey Fantail,Rhipidura albiscapa albiscapa,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-25F7A7A8
1690,1,subspecies,361,u361c,South-eastern Grey Fantail,Rhipidura albiscapa alisteri,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-144590D1
1691,1,subspecies,361,u361d,North-eastern Grey Fantail,Rhipidura albiscapa keasti,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-0C159553
1692,1,subspecies,361,u361e,Norfolk Island Grey Fantail,Rhipidura albiscapa pelzelni,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-9CAA5CAB
1693,1,subspecies,361,u361f,South-western Grey Fantail,Rhipidura albiscapa preissi,Fantails,Rhipiduridae,Passeriformes,Endemic,Least Concern,,avibase-314B3806
1694,,species,719,719,New Zealand Fantail,Rhipidura fuliginosa,Fantails,Rhipiduridae,Passeriformes,Extinct (Australia only),,,avibase-B53EFC8D
1695,1,subspecies,719,u719,Lord Howe Fantail,Rhipidura fuliginosa cervina,Fantails,Rhipiduridae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-047D8AA4
1696,1,species,9712,u9712,Crow-billed Drongo,Dicrurus annectens,Drongos,Dicruridae,Passeriformes,Vagrant,,,
1697,,species,673,673,Spangled Drongo,Dicrurus bracteatus,Drongos,Dicruridae,Passeriformes,Australian,,,avibase-FEB566B5
1698,1,subspecies,673,u673a,North-eastern Spangled Drongo,Dicrurus bracteatus atrabectus,Drongos,Dicruridae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-E001C58F
1699,1,subspecies,673,u673b,North-western Spangled Drongo,Dicrurus bracteatus baileyi,Drongos,Dicruridae,Passeriformes,Endemic,Least Concern,,avibase-7BFE400B
1700,1,subspecies,673,u673c,Southern Spangled Drongo,Dicrurus bracteatus bracteatus,Drongos,Dicruridae,Passeriformes,Endemic,Least Concern,,avibase-A5B15742
1701,1,subspecies,673,u673d,Papuan Spangled Drongo,Dicrurus bracteatus carbonarius,Drongos,Dicruridae,Passeriformes,Australian,Least Concern,,avibase-D11891F4
1702,,species,365,365,Leaden Flycatcher,Myiagra rubecula,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-CCCF40F2
1703,1,subspecies,365,u365a,North-western Leaden Flycatcher,Myiagra rubecula concinna,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-A9023DEC
1704,1,subspecies,365,u365b,Cape York Leaden Flycatcher,Myiagra rubecula okyri,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-B78103E7
1705,1,subspecies,365,u365e,Papuan Leaden Flycatcher,Myiagra rubecula papuana,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,Least Concern,,
1706,1,subspecies,365,u365c,South-eastern Leaden Flycatcher,Myiagra rubecula rubecula,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-5329442D
1707,1,subspecies,365,u365d,Eastern Leaden Flycatcher,Myiagra rubecula yorki,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-4632DEF0
1708,,species,367,367,Broad-billed Flycatcher,Myiagra ruficollis,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-AC2F9173
1709,1,subspecies,367,u367,Torresian Broad-billed Flycatcher,Myiagra ruficollis mimikae,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,Least Concern,,avibase-8F1032D4
1710,1,species,366,u366,Satin Flycatcher,Myiagra cyanoleuca,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-32EAD9E6
1711,,species,372,372,Shining Flycatcher,Myiagra alecto,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-CE626FAD
1712,1,subspecies,372,u372a,North-western Shining Flycatcher,Myiagra alecto melvillensis,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-DD2D35C7
1713,1,subspecies,372,u372b,Eastern Shining Flycatcher,Myiagra alecto wardelli,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,Least Concern,,avibase-3916D6C5
1714,1,species,722,u722,Paperbark Flycatcher,Myiagra nana,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,Least Concern,,
1715,,species,728,u728,Restless Flycatcher,Myiagra inquieta,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-F61C41E3
1716,1,species,371,u371,Frill-necked Monarch,Arses lorealis,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,,,
1717,,species,370,370,Pied Monarch,Arses kaupi,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,,,avibase-1AE95762
1718,1,subspecies,370,u370a,Southern Pied Monarch,Arses kaupi kaupi,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-54469982
1719,1,subspecies,370,u370b,Northern Pied Monarch,Arses kaupi terraereginae,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-4AF9ACBB
1720,,species,415,415,Magpie-lark,Grallina cyanoleuca,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-40BC6550
1721,1,subspecies,415,u415a,Southern Magpie-lark,Grallina cyanoleuca cyanoleuca,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-9AEB6338
1722,1,subspecies,415,u415b,Northern Magpie-lark,Grallina cyanoleuca neglecta,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,Least Concern,,avibase-FC570753
1723,,species,375,375,Spectacled Monarch,Symposiachrus trivirgatus,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-FDE2DC2E
1724,1,subspecies,375,u375a,Cape York Spectacled Monarch,Symposiachrus trivirgatus albiventris,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-4E9088FB
1725,1,subspecies,375,u375b,Southern Spectacled Monarch,Symposiachrus trivirgatus gouldii,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-67A4DEF7
1726,1,subspecies,375,u375c,Wet Tropics Spectacled Monarch,Symposiachrus trivirgatus melanorrhous,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-711265C3
1727,1,species,376,u376,White-eared Monarch,Carterornis leucotis,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic,Least Concern,,avibase-D8AF3430
1728,,species,9954,9954,Island Monarch,Monarcha cinerascens,Monarch and Flycatchers,Monarchidae,Passeriformes,Vagrant,,,avibase-3B7F9622
1729,1,subspecies,9954,u9954,Western Lesser Sundas Island Monarch,Monarcha cinerascens cinerascens,Monarch and Flycatchers,Monarchidae,Passeriformes,Vagrant,,,avibase-F00CBCFD
1730,,species,374,374,Black-winged Monarch,Monarcha frater,Monarch and Flycatchers,Monarchidae,Passeriformes,Australian,,,avibase-A9D5F566
1731,1,subspecies,374,u374,Australian Black-winged Monarch,Monarcha frater canescens,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-7DC73123
1732,1,species,373,u373,Black-faced Monarch,Monarcha melanopsis,Monarch and Flycatchers,Monarchidae,Passeriformes,Endemic (breeding only),Least Concern,,avibase-6ADE606E
1733,1,species,9919,u9919,Tiger Shrike,Lanius tigrinus,Shrikes,Laniidae,Passeriformes,Vagrant,,,avibase-73643138
1734,,species,734,734,Brown Shrike,Lanius cristatus,Shrikes,Laniidae,Passeriformes,Vagrant,,,avibase-E4968582
1735,1,subspecies,734,u734,Brown Shrike (ssp),Lanius cristatus ssp,Shrikes,Laniidae,Passeriformes,Vagrant,,,
1736,,species,9952,9952,Eurasian Magpie,Pica pica,Crows and Ravens,Corvidae,Passeriformes,Vagrant,,,avibase-FBBBA943
1737,1,subspecies,9952,u9952a,Eurasian Magpie (ssp),Pica pica ssp,Crows and Ravens,Corvidae,Passeriformes,Vagrant,,,
1738,,species,692,692,Torresian Crow,Corvus orru,Crows and Ravens,Corvidae,Passeriformes,Australian,,,avibase-3E47E56F
1739,1,subspecies,692,u692a,Australian Torresian Crow,Corvus orru cecilae,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-712E9C5D
1740,1,subspecies,692,u692b,Papuan Torresian Crow,Corvus orru orru,Crows and Ravens,Corvidae,Passeriformes,Australian,Least Concern,,avibase-E3618705
1741,1,species,691,u691,Little Crow,Corvus bennetti,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-4DADACA1
1742,1,species,954,u954,Little Raven,Corvus mellori,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-DE78C792
1743,,species,868,868,Forest Raven,Corvus tasmanicus,Crows and Ravens,Corvidae,Passeriformes,Endemic,,,avibase-2CABE055
1744,1,subspecies,868,u868a,New England Forest Raven,Corvus tasmanicus boreus,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-3133E228
1745,1,subspecies,868,u868b,Southern Forest Raven,Corvus tasmanicus tasmanicus,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-E247310C
1746,,species,930,930,Australian Raven,Corvus coronoides,Crows and Ravens,Corvidae,Passeriformes,Endemic,,,avibase-1D45897E
1747,1,subspecies,930,u930a,Eastern Australian Raven,Corvus coronoides coronoides,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-D93BBF86
1748,1,subspecies,930,u930b,Western Australian Raven,Corvus coronoides perplexus,Crows and Ravens,Corvidae,Passeriformes,Endemic,Least Concern,,avibase-AF8343F2
1749,,species,867,867,House Crow,Corvus splendens,Crows and Ravens,Corvidae,Passeriformes,Vagrant,,,avibase-39868903
1750,1,subspecies,867,u867,House Crow (ssp),Corvus splendens ssp,Crows and Ravens,Corvidae,Passeriformes,Vagrant,,,
1751,,species,693,693,White-winged Chough,Corcorax melanorhamphos,Chough and Apostlebird,Corcoracidae,Passeriformes,Endemic,,,avibase-D7FD3046
1752,1,subspecies,693,u693a,Eastern White-winged Chough,Corcorax melanorhamphos melanorhamphos,Chough and Apostlebird,Corcoracidae,Passeriformes,Endemic,Least Concern,,avibase-D0BFAD08
1753,1,subspecies,693,u693b,South Australian White-winged Chough,Corcorax melanorhamphos whiteae,Chough and Apostlebird,Corcoracidae,Passeriformes,Endemic,Least Concern,,avibase-A68FA67B
1754,,species,675,675,Apostlebird,Struthidea cinerea,Chough and Apostlebird,Corcoracidae,Passeriformes,Endemic,,,avibase-5811EC08
1755,1,subspecies,675,u675a,Southern Apostlebird,Struthidea cinerea cinerea,Chough and Apostlebird,Corcoracidae,Passeriformes,Endemic,Least Concern,,avibase-B42ADF9B
1756,1,subspecies,675,u675b,Northern Apostlebird,Struthidea cinerea dalyi,Chough and Apostlebird,Corcoracidae,Passeriformes,Endemic,Least Concern,,avibase-F7041688
1757,,species,689,689,Trumpet Manucode,Phonygammus keraudrenii,Birds of Paradise,Paradisaeidae,Passeriformes,Australian,,,avibase-07ACEB19
1758,1,subspecies,689,u689a,Cape York Trumpet Manucode,Phonygammus keraudrenii gouldii,Birds of Paradise,Paradisaeidae,Passeriformes,Endemic,Least Concern,,avibase-23FBF383
1759,1,subspecies,689,u689b,Papuan Trumpet Manucode,Phonygammus keraudrenii jamesii,Birds of Paradise,Paradisaeidae,Passeriformes,Vagrant,,,avibase-D2512F6B
1760,1,species,686,u686,Paradise Riflebird,Lophorina paradisea,Birds of Paradise,Paradisaeidae,Passeriformes,Endemic,Least Concern,,avibase-612E3B48
1761,1,species,687,u687,Victoria's Riflebird,Lophorina victoriae,Birds of Paradise,Paradisaeidae,Passeriformes,Endemic,Vulnerable,,avibase-A19AD1E4
1762,,species,688,688,Magnificent Riflebird,Lophorina magnifica,Birds of Paradise,Paradisaeidae,Passeriformes,Australian,,,avibase-D3B4EDA8
1763,1,subspecies,688,u688,Australian Magnificent Riflebird,Lophorina magnifica alberti,Birds of Paradise,Paradisaeidae,Passeriformes,Endemic,Least Concern,,avibase-19637B52
1764,1,species,384,u384,Rose Robin,Petroica rosea,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-8CB75D93
1765,,species,383,383,Pink Robin,Petroica rodinogaster,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-517E978A
1766,1,subspecies,383,u383a,Mainland Pink Robin,Petroica rodinogaster inexpectata,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-B4587824
1767,1,subspecies,383,u383b,Tasmanian Pink Robin,Petroica rodinogaster rodinogaster,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-506D156A
1768,1,species,382,u382,Flame Robin,Petroica phoenicea,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-D3766504
1769,,species,380,380,Scarlet Robin,Petroica boodang,Australian Robins,Petroicidae,Passeriformes,Australian,,,avibase-1B6D3452
1770,1,subspecies,380,u380a,Eastern Scarlet Robin,Petroica boodang boodang,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-0D5778E1
1771,1,subspecies,380,u380b,South-western Scarlet Robin,Petroica boodang campbelli,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-5D1DA60C
1772,1,subspecies,380,u380c,Tasmanian Scarlet Robin,Petroica boodang leggii,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-8A2E5FEB
1773,1,species,714,u714,Norfolk Island Robin,Petroica multicolor,Australian Robins,Petroicidae,Passeriformes,Endemic,Endangered,,avibase-1B6D3452
1774,1,species,381,u381,Red-capped Robin,Petroica goodenovii,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-A70DE4FC
1775,,species,395,395,Yellow-legged Flycatcher,Kempiella griseoceps,Australian Robins,Petroicidae,Passeriformes,Australian,,,avibase-413503AF
1776,1,subspecies,395,u395,Australian Yellow-legged Flycatcher,Kempiella griseoceps kempi,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-E61DA657
1777,1,species,378,u378,Kimberley Flycatcher,Microeca tormenti,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,
1778,,species,379,379,Lemon-bellied Flycatcher,Microeca flavigaster,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-42231432
1779,1,subspecies,379,u379a,North-central Lemon-bellied Flycatcher,Microeca flavigaster flavigaster,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-ACFAC0A0
1780,1,subspecies,379,u379b,Torresian Lemon-bellied Flycatcher,Microeca flavigaster flavissima,Australian Robins,Petroicidae,Passeriformes,Australian,Least Concern,,avibase-5F2BCE9A
1781,1,subspecies,379,u379c,South-eastern Lemon-bellied Flycatcher,Microeca flavigaster laetissima,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-7956581D
1782,,species,377,377,Jacky Winter,Microeca fascinans,Australian Robins,Petroicidae,Passeriformes,Australian,,,avibase-C5A5486E
1783,1,subspecies,377,u377a,Southern Jacky Winter,Microeca fascinans assimilis,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-31C7D239
1784,1,subspecies,377,u377b,Eastern Jacky Winter,Microeca fascinans fascinans,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-C792534A
1785,1,subspecies,377,u377c,Northern Jacky Winter,Microeca fascinans pallida,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-90BDDB15
1786,1,species,442,u442,Northern Scrub-robin,Drymodes superciliaris,Australian Robins,Petroicidae,Passeriformes,Australian,,,avibase-5FB7840A
1787,1,species,441,u441,Southern Scrub-robin,Drymodes brunneopygia,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-0608D05C
1788,1,species,390,u390,White-browed Robin,Poecilodryas superciliosa,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-09BEFD87
1789,1,species,391,u391,Buff-sided Robin,Poecilodryas cerviniventris,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-055E5B40
1790,1,species,389,u389,Grey-headed Robin,Heteromyias cinereifrons,Australian Robins,Petroicidae,Passeriformes,Australian,Near Threatened,,avibase-DDFE6AAA
1791,,species,392,392,Eastern Yellow Robin,Eopsaltria australis,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-FB313820
1792,1,subspecies,392,u392a,South-eastern Yellow Robin,Eopsaltria australis australis,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-A162091D
1793,1,subspecies,392,u392b,North-eastern Yellow Robin,Eopsaltria australis chrysorrhos,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-DAE98356
1794,,species,394,394,Western Yellow Robin,Eopsaltria griseogularis,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-6BD534AC
1795,1,subspecies,394,u394a,South-western Yellow Robin,Eopsaltria griseogularis griseogularis,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-F039E747
1796,1,subspecies,394,u394b,Eyre Peninsula Yellow Robin,Eopsaltria griseogularis rosinae,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-FD79E8BA
1797,1,species,387,u387,White-breasted Robin,Quoyornis georgianus,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-F5B2C19F
1798,,species,397,397,White-faced Robin,Tregellasia leucops,Australian Robins,Petroicidae,Passeriformes,Australian,,,avibase-8AF3DD10
1799,1,subspecies,397,u397,Australian White-faced Robin,Tregellasia leucops albigularis,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-693F5C82
1800,,species,396,396,Pale-yellow Robin,Tregellasia capito,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-42D29B35
1801,1,subspecies,396,u396a,Southern Pale-yellow Robin,Tregellasia capito capito,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-5B27B1B5
1802,1,subspecies,396,u396b,Northern Pale-yellow Robin,Tregellasia capito nana,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-A09E8F7A
1803,,species,385,385,Hooded Robin,Melanodryas cucullata,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-547BFE9C
1804,1,subspecies,385,u385a,South-eastern Hooded Robin,Melanodryas cucullata cucullata,Australian Robins,Petroicidae,Passeriformes,Endemic,Vulnerable,,avibase-D029AD16
1805,1,subspecies,385,u385b,Tiwi Hooded Robin,Melanodryas cucullata melvillensis,Australian Robins,Petroicidae,Passeriformes,Endemic,Critically Endangered,,avibase-274FB75A
1806,1,subspecies,385,u385c,Northern Hooded Robin,Melanodryas cucullata picata,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-9062979B
1807,1,subspecies,385,u385d,Western Hooded Robin,Melanodryas cucullata westralensis,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-BD27E899
1808,,species,386,386,Dusky Robin,Melanodryas vittata,Australian Robins,Petroicidae,Passeriformes,Endemic,,,avibase-F3FC656C
1809,1,subspecies,386,u386a,King Island Dusky Robin,Melanodryas vittata kingi,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-34A33A52
1810,1,subspecies,386,u386b,Tasmanian Dusky Robin,Melanodryas vittata vittata,Australian Robins,Petroicidae,Passeriformes,Endemic,Vulnerable,,avibase-0DFB7419
1811,,species,388,388,Mangrove Robin,Peneoenanthe pulverulenta,Australian Robins,Petroicidae,Passeriformes,Australian,,,avibase-F87556C7
1812,1,subspecies,388,u388a,Top End Mangrove Robin,Peneoenanthe pulverulenta alligator,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-8905BBDD
1813,1,subspecies,388,u388b,Western Mangrove Robin,Peneoenanthe pulverulenta cinereiceps,Australian Robins,Petroicidae,Passeriformes,Endemic,Least Concern,,avibase-DEED7152
1814,1,subspecies,388,u388c,Eastern Mangrove Robin,Peneoenanthe pulverulenta leucura,Australian Robins,Petroicidae,Passeriformes,Australian,Least Concern,,avibase-45228D8D
1815,1,subspecies,388,u388d,Papuan Mangrove Robin,Peneoenanthe pulverulenta pulverulenta,Australian Robins,Petroicidae,Passeriformes,Australian,Least Concern,,
1816,,species,648,648,Horsfield's Bushlark,Mirafra javanica,Larks,Alaudidae,Passeriformes,Australian,,,avibase-CC69CAE1
1817,1,subspecies,648,u648a,Wet Tropics Horsfield's Bushlark,Mirafra javanica athertonensis,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-C52B2B75
1818,1,subspecies,648,u648b,Kimberley Horsfield's Bushlark,Mirafra javanica forresti,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-95A9DFFF
1819,1,subspecies,648,u648c,Dampierland Horsfield's Bushlark,Mirafra javanica halli,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-67908ED0
1820,1,subspecies,648,u648d,Eastern Horsfield's Bushlark,Mirafra javanica horsfieldii,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-31FDA588
1821,1,subspecies,648,u648e,Tiwi Horsfield's Bushlark,Mirafra javanica melvillensis,Larks,Alaudidae,Passeriformes,Endemic,Vulnerable,,avibase-73B2C65E
1822,1,subspecies,648,u648f,Western Queensland Horsfield's Bushlark,Mirafra javanica rufescens,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-95453EE4
1823,1,subspecies,648,u648g,South Australian Horsfield's Bushlark,Mirafra javanica secunda,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-646A2592
1824,1,subspecies,648,u648h,Top End Horsfield's Bushlark,Mirafra javanica soderbergi,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-E32E9555
1825,1,subspecies,648,u648i,Pilbara Horsfield's Bushlark,Mirafra javanica woodwardi,Larks,Alaudidae,Passeriformes,Endemic,Least Concern,,avibase-DD25184B
1826,,species,993,993,Eurasian Skylark,Alauda arvensis,Larks,Alaudidae,Passeriformes,Introduced,,,avibase-2D9A3619
1827,1,subspecies,993,u993,European Eurasian Skylark,Alauda arvensis arvensis,Larks,Alaudidae,Passeriformes,Introduced,,,avibase-E5C63C33
1828,,species,969,969,Zitting Cisticola,Cisticola juncidis,Cisticolas,Cisticolidae,Passeriformes,Australian,,,avibase-AEE2063F
1829,1,subspecies,969,u969a,Eastern Zitting Cisticola,Cisticola juncidis laveryi,Cisticolas,Cisticolidae,Passeriformes,Endemic,Least Concern,,avibase-77AA4C0A
1830,1,subspecies,969,u969b,Top End Zitting Cisticola,Cisticola juncidis leanyeri,Cisticolas,Cisticolidae,Passeriformes,Endemic,Least Concern,,avibase-34E1B47E
