TEMPORARY TAXONOMIC SORT ORDER,MAJOR GROUP,FAMILYNAME,COMMON NAME,NSXCODE,GENUS,SP,SUBSPECIES,SCIENTIFIC NAME,INTRODUCED,NPW ACT STATUS,NPW ACT STATUS COMMENT,EPBC ACT STATUS,EPBC ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA,SPECIES with AUTHOR
2893,Angiospermae,MYRTACEAE,Heath Thryptomene,A02308,Thryptomene,ericaea,     ,Thryptomene ericaea,,,,,,,,1990-10-02 00:00:00,,Thryptomene ericaea F.Muell.
2894,Angiospermae,MYRTACEAE,,U04290,Thryptomene,longifolia,     ,Thryptomene longifolia,,,,,,,,1990-10-02 00:00:00,,Thryptomene longifolia J.W.Green
2895,Angiospermae,MYRTACEAE,Ribbed Thryptomene,K03885,Thryptomene,micrantha,     ,Thryptomene micrantha,,,,,,,,1990-10-02 00:00:00,,Thryptomene micrantha Hook.f.
2896,Angiospermae,MYRTACEAE,Thryptomene,U10982,Thryptomene,sp.,     ,Thryptomene sp.,,,,,,,,1990-10-02 00:00:00,,Thryptomene sp.
2897,Angiospermae,MYRTACEAE,,M02310,Thryptomene,urceolaris,     ,Thryptomene urceolaris,,,,,,,,1990-10-02 00:00:00,,Thryptomene urceolaris F.Muell.
2898,Angiospermae,PUNICACEAE,,Y06348,Punica,granatum,     ,Punica granatum,*,,,,,,,2006-02-15 00:00:00,,Punica granatum L.
2899,Angiospermae,ONAGRACEAE,Robust Willow-herb,W20071,Epilobium,billardierianum,ssp.     ,Epilobium billardierianum ssp.,,,,,,,,1990-10-02 00:00:00,1992-12-31 00:00:00,Epilobium billardierianum
2900,Angiospermae,ONAGRACEAE,Robust Willow-herb,Q04900,Epilobium,billardierianum,ssp. billardierianum    ,Epilobium billardierianum ssp. billardierianum,,,,,,,,1990-10-02 00:00:00,1992-12-31 00:00:00,Epilobium billardierianum Ser. ssp. billardierianum
2901,Angiospermae,ONAGRACEAE,Variable Willow-herb,Q02312,Epilobium,billardierianum,ssp. cinereum    ,Epilobium billardierianum ssp. cinereum,,,,,,,,1990-10-02 00:00:00,1992-12-31 00:00:00,Epilobium billardierianum Ser. ssp. cinereum (A.Rich.)P.H.Raven & Engelhorn
2902,Angiospermae,ONAGRACEAE,Variable Willow-herb,A04752,Epilobium,billardierianum,ssp. intermedium    ,Epilobium billardierianum ssp. X intermedium,,,,,,,,1990-10-02 00:00:00,2005-11-29 00:00:00,Epilobium billardierianum Ser. ssp. X intermedium P.H.Raven & Engelhorn
2903,Angiospermae,ONAGRACEAE,Glandular Willow-herb,U02314,Epilobium,ciliatum,ssp. ciliatum    ,Epilobium ciliatum ssp. ciliatum,*,,,,,,,1990-10-02 00:00:00,2008-03-26 00:00:00,Epilobium ciliatum Raf. ssp. ciliatum
2904,Angiospermae,ONAGRACEAE,Hairy Willow-herb,A02316,Epilobium,hirtigerum,     ,Epilobium hirtigerum,,,,,,,,1990-10-02 00:00:00,,Epilobium hirtigerum A.Cunn.
2905,Angiospermae,ONAGRACEAE,Showy Willow-herb,E02318,Epilobium,pallidiflorum,     ,Epilobium pallidiflorum,,,,,,,,1990-10-02 00:00:00,,Epilobium pallidiflorum Sol. ex A.Cunn.
2906,Angiospermae,ONAGRACEAE,Willow-herb,M10370,Epilobium,sp.,     ,Epilobium sp.,,,,,,,,1990-10-02 00:00:00,,Epilobium sp.
2907,Angiospermae,ONAGRACEAE,Fuchsia,Z02451,Fuchsia,magellanica,     ,Fuchsia magellanica,*,,,,,,,1990-10-02 00:00:00,2008-03-26 00:00:00,Fuchsia magellanica Lam.
2908,Angiospermae,ONAGRACEAE,Marsh Water-primrose,C04973,Ludwigia,palustris,     ,Ludwigia palustris,*,,,,,,,1990-10-02 00:00:00,,Ludwigia palustris (L.)Bayl.Ell.
2909,Angiospermae,ONAGRACEAE,Water Primrose,G02319,Ludwigia,peploides,ssp. montevidensis    ,Ludwigia peploides ssp. montevidensis,*,,,,,,,1990-10-02 00:00:00,,Ludwigia peploides (Kunth)P.H.Raven ssp. montevidensis (Spreng.)P.H.Raven
2910,Angiospermae,ONAGRACEAE,Creeping Primrose-willow.,A32616,Ludwigia,repens,     ,Ludwigia repens,*,,,,,,,2017-03-03 00:00:00,,Ludwigia repens J.R.Forst.
2911,Angiospermae,ONAGRACEAE,Water-primrose,K10601,Ludwigia,sp.,     ,Ludwigia sp.,*,,,,,,,1990-10-02 00:00:00,,Ludwigia sp.
2912,Angiospermae,ONAGRACEAE,,Q02320,Oenothera,acaulis,     ,Oenothera acaulis,*,,,,,,,1990-10-02 00:00:00,,Oenothera acaulis Cav.
2913,Angiospermae,ONAGRACEAE,Long-flowered Evening Primrose,S02321,Oenothera,affinis,     ,Oenothera affinis,*,,,,,,,1990-10-02 00:00:00,,Oenothera affinis Cambess.
2914,Angiospermae,ONAGRACEAE,Evening-Primrose,K32389,Oenothera,biennis,     ,Oenothera biennis,*,,,,,,,2013-05-09 00:00:00,,Oenothera biennis L.
2915,Angiospermae,ONAGRACEAE,Clock-weed,S32517,Oenothera,curtiflora,     ,Oenothera curtiflora,*,,,,,,,2015-05-22 00:00:00,,Oenothera curtiflora Douglas ex Lehm.
2916,Angiospermae,ONAGRACEAE,,Z06139,Oenothera,drummondii,ssp. drummondii    ,Oenothera drummondii ssp. drummondii,*,,,,,,,2005-08-03 00:00:00,2008-03-26 00:00:00,Oenothera drummondii Hook. ssp. drummondii
2917,Angiospermae,ONAGRACEAE,,W04807,Oenothera,glazioviana,     ,Oenothera glazioviana,*,,,,,,,1990-10-02 00:00:00,,Oenothera glazioviana Micheli
2918,Angiospermae,ONAGRACEAE,Clock Weed,K03673,Oenothera,lindheimeri,     ,Oenothera lindheimeri,*,,,,,,,1990-10-02 00:00:00,2008-03-26 00:00:00,Oenothera lindheimeri (Engelm. & A.Gray)W.L.Wagner & Hoch
2919,Angiospermae,ONAGRACEAE,Evening Primrose,A10704,Oenothera,sp.,     ,Oenothera sp.,*,,,,,,,1990-10-02 00:00:00,,Oenothera sp.
2920,Angiospermae,ONAGRACEAE,Rose Evening Primrose,C02317,Oenothera,speciosa,     ,Oenothera speciosa,*,,,,,,,1990-10-02 00:00:00,,Oenothera speciosa Nutt.
2921,Angiospermae,ONAGRACEAE,Common Evening Primrose,E00822,Oenothera,stricta,ssp. stricta    ,Oenothera stricta ssp. stricta,*,,,,,,,1990-10-02 00:00:00,1993-04-16 00:00:00,Oenothera stricta Ledeb. ex Link ssp. stricta
2922,Angiospermae,ONAGRACEAE,,Q15108,Onagraceae,sp.,     ,Onagraceae sp.,,,,,,,,1990-10-02 00:00:00,,Onagraceae sp.
2923,Angiospermae,HALORAGACEAE,Golden Pennants,W04291,Glischrocaryon,angustifolium,     ,Glischrocaryon angustifolium,,,,,,,,1990-10-02 00:00:00,2013-04-10 11:14:15,Glischrocaryon angustifolium (Nees)M.L.Moody & Les
2924,Angiospermae,HALORAGACEAE,Golden Pennants,C02325,Glischrocaryon,behrii,     ,Glischrocaryon behrii,,,,,,,,1990-10-02 00:00:00,,Glischrocaryon behrii (Schltdl.)Orchard
2925,Angiospermae,HALORAGACEAE,Yellow Pennants,E02326,Glischrocaryon,flavescens,     ,Glischrocaryon flavescens,,,,,,,,1990-10-02 00:00:00,,Glischrocaryon flavescens (J.Drumm.)Orchard
2926,Angiospermae,HALORAGACEAE,Golden Pennants,M10442,Glischrocaryon,sp.,     ,Glischrocaryon sp.,,,,,,,,1990-10-02 00:00:00,,Glischrocaryon sp.
2927,Angiospermae,HALORAGACEAE,Helm's Raspwort,Q03596,Gonocarpus,confertifolius,var. helmsii    ,Gonocarpus confertifolius var. helmsii,,,,,,,,1990-10-02 00:00:00,,Gonocarpus confertifolius (F.Muell.)Orchard var. helmsii Orchard
2928,Angiospermae,HALORAGACEAE,Hill Raspwort,G02327,Gonocarpus,elatus,     ,Gonocarpus elatus,,,,,,,,1990-10-02 00:00:00,,Gonocarpus elatus (A.Cunn. ex Fenzl)Orchard
2929,Angiospermae,HALORAGACEAE,Hybrid Raspwort,E15306,Gonocarpus,elatus,     ,Gonocarpus elatus X Gonocarpus mezianus,,,,,,,,1993-01-19 00:00:00,2005-12-08 00:00:00,Gonocarpus elatus X Gonocarpus mezianus (H.Schindl.)Orchard
2930,Angiospermae,HALORAGACEAE,Shade Raspwort,Y02336,Gonocarpus,humilis,     ,Gonocarpus humilis,,R,,,,,,1990-10-02 00:00:00,,Gonocarpus humilis Orchard
2931,Angiospermae,HALORAGACEAE,Broad-leaf Raspwort,Y02328,Gonocarpus,mezianus,     ,Gonocarpus mezianus,,,,,,,,1990-10-02 00:00:00,,Gonocarpus mezianus (H.Schindl.)Orchard
2932,Angiospermae,HALORAGACEAE,Creeping Raspwort,K02329,Gonocarpus,micranthus,ssp. micranthus    ,Gonocarpus micranthus ssp. micranthus,,R,,,,,,1990-10-02 00:00:00,,Gonocarpus micranthus Thunb. ssp. micranthus
2933,Angiospermae,HALORAGACEAE,Raspwort,S10453,Gonocarpus,sp.,     ,Gonocarpus sp.,,,,,,,,1990-10-02 00:00:00,,Gonocarpus sp.
2934,Angiospermae,HALORAGACEAE,Small-leaf Raspwort,U02330,Gonocarpus,tetragynus,     ,Gonocarpus tetragynus,,,,,,,,1990-10-02 00:00:00,,Gonocarpus tetragynus Labill.
2935,Angiospermae,HALORAGACEAE,Raspwort,Y15068,Haloragaceae,sp.,     ,Haloragaceae sp.,,,,,,,,1990-10-02 00:00:00,,Haloragaceae sp.
2936,Angiospermae,HALORAGACEAE,Smooth Raspwort,Q20096,Haloragis,acutangula,forma     ,Haloragis acutangula f.,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula
2937,Angiospermae,HALORAGACEAE,Smooth Raspwort,W02331,Haloragis,acutangula,forma acutangula    ,Haloragis acutangula f. acutangula,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. acutangula
2938,Angiospermae,HALORAGACEAE,Smooth Raspwort,W03599,Haloragis,acutangula,forma annulata    ,Haloragis acutangula f. annulata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. annulata Orchard
2939,Angiospermae,HALORAGACEAE,Smooth Raspwort,A03600,Haloragis,acutangula,forma dentata    ,Haloragis acutangula f. dentata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. dentata Orchard
2940,Angiospermae,HALORAGACEAE,Smooth Raspwort,C03601,Haloragis,acutangula,forma inflata    ,Haloragis acutangula f. inflata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. inflata Orchard
2941,Angiospermae,HALORAGACEAE,Smooth Raspwort,E03602,Haloragis,acutangula,forma obturbinata    ,Haloragis acutangula f. obturbinata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. obturbinata Orchard
2942,Angiospermae,HALORAGACEAE,Smooth Raspwort,Y03604,Haloragis,acutangula,forma pyramidata    ,Haloragis acutangula f. pyramidata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. pyramidata Orchard
2943,Angiospermae,HALORAGACEAE,Smooth Raspwort,K03605,Haloragis,acutangula,forma semiangulata    ,Haloragis acutangula f. semiangulata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. semiangulata (J.M.Black)Orchard
2944,Angiospermae,HALORAGACEAE,,Z01803,Haloragis,acutangula,forma stellata    ,Haloragis acutangula f. stellata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. stellata Orchard
2945,Angiospermae,HALORAGACEAE,Smooth Raspwort,M03606,Haloragis,acutangula,forma subacutangula    ,Haloragis acutangula f. subacutangula,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. subacutangula Orchard
2946,Angiospermae,HALORAGACEAE,Smooth Raspwort,Z03607,Haloragis,acutangula,forma tetraglebosa    ,Haloragis acutangula f. tetraglebosa,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. tetraglebosa Orchard
2947,Angiospermae,HALORAGACEAE,Smooth Raspwort,Q03608,Haloragis,acutangula,forma tetraptera    ,Haloragis acutangula f. tetraptera,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. tetraptera Orchard
2948,Angiospermae,HALORAGACEAE,Smooth Raspwort,S03609,Haloragis,acutangula,forma turbinata    ,Haloragis acutangula f. turbinata,,,,,,,,1990-10-02 00:00:00,,Haloragis acutangula F.Muell. f. turbinata Orchard
2949,Angiospermae,HALORAGACEAE,Raspwort,C15209,Haloragis,acutangula/odontocarpa,     ,Haloragis acutangula/odontocarpa,,,,,,,,1990-10-02 00:00:00,1993-11-29 00:00:00,Haloragis acutangula/odontocarpa
2950,Angiospermae,HALORAGACEAE,Rough Raspwort,A02332,Haloragis,aspera,     ,Haloragis aspera,,,,,,,,1990-10-02 00:00:00,,Haloragis aspera Lindl.
2951,Angiospermae,HALORAGACEAE,Eichler's Raspwort,G02335,Haloragis,eichleri,     ,Haloragis eichleri,,R,,,,,,1990-10-02 00:00:00,,Haloragis eichleri Orchard
2952,Angiospermae,HALORAGACEAE,Prickly Raspwort,K03429,Haloragis,eyreana,     ,Haloragis eyreana,,E,,EN,2000-07-16 00:00:00,,,1990-10-02 00:00:00,,Haloragis eyreana Orchard
2953,Angiospermae,HALORAGACEAE,Bluish Raspwort,A04728,Haloragis,glauca,forma glauca    ,Haloragis glauca f. glauca,,,,,,,,1990-10-02 00:00:00,,Haloragis glauca Lindl. f. glauca
2954,Angiospermae,HALORAGACEAE,Grey Raspwort,K02337,Haloragis,glauca,forma sclopetifera    ,Haloragis glauca f. sclopetifera,,,,,,,,1990-10-02 00:00:00,,Haloragis glauca Lindl. f. sclopetifera (F.Muell.)Orchard
2955,Angiospermae,HALORAGACEAE,Gosse's Raspwort,M02338,Haloragis,gossei,     ,Haloragis gossei,,,,,,,,1990-10-02 00:00:00,,Haloragis gossei F.Muell.
2956,Angiospermae,HALORAGACEAE,Variable Raspwort,Z02339,Haloragis,heterophylla,     ,Haloragis heterophylla,,,,,,,,1990-10-02 00:00:00,,Haloragis heterophylla Brongn.
2957,Angiospermae,HALORAGACEAE,,A02340,Haloragis,myriocarpa,     ,Haloragis myriocarpa,,R,,,,,,1990-10-02 00:00:00,,Haloragis myriocarpa Orchard
2958,Angiospermae,HALORAGACEAE,Mulga Nettle,U20098,Haloragis,odontocarpa,forma     ,Haloragis odontocarpa f.,,,,,,,,1990-10-02 00:00:00,,Haloragis odontocarpa
2959,Angiospermae,HALORAGACEAE,Mulga Nettle,E03610,Haloragis,odontocarpa,forma octoforma    ,Haloragis odontocarpa f. octoforma,,,,,,,,1990-10-02 00:00:00,,Haloragis odontocarpa F.Muell. f. octoforma Orchard
2960,Angiospermae,HALORAGACEAE,Mulga Nettle,G03611,Haloragis,odontocarpa,forma pterocarpa    ,Haloragis odontocarpa f. pterocarpa,,,,,,,,1990-10-02 00:00:00,,Haloragis odontocarpa F.Muell. f. pterocarpa Orchard
2961,Angiospermae,HALORAGACEAE,Mulga Nettle,C02341,Haloragis,odontocarpa,forma rugosa    ,Haloragis odontocarpa f. rugosa,,,,,,,,1990-10-02 00:00:00,,Haloragis odontocarpa F.Muell. f. rugosa Orchard
2962,Angiospermae,HALORAGACEAE,Raspwort,A10472,Haloragis,sp.,     ,Haloragis sp.,,,,,,,,1990-10-02 00:00:00,,Haloragis sp.
2963,Angiospermae,HALORAGACEAE,Shrubby Raspwort,E02342,Haloragis,uncatipila,     ,Haloragis uncatipila,,,,,,,,1990-10-02 00:00:00,,Haloragis uncatipila Orchard
2964,Angiospermae,HALORAGACEAE,Swamp Raspwort,C02333,Meionectes,brownii,     ,Meionectes brownii,,R*,PJL 23 Aug 2021: updated from R to R* following rename from Haloragis brownii to Meionectes brownii.,,,,,1990-10-02 00:00:00,2021-08-23 14:44:18,Meionectes brownii Hook.f.
2965,Angiospermae,HALORAGACEAE,Broad Milfoil,G02343,Myriophyllum,amphibium,     ,Myriophyllum amphibium,,R,,,,,,1990-10-02 00:00:00,,Myriophyllum amphibium Labill.
2966,Angiospermae,HALORAGACEAE,,Z05999,Myriophyllum,aquaticum,     ,Myriophyllum aquaticum,*,,,,,,Declared Landscape Act - Not For Sale,2005-03-21 00:00:00,,Myriophyllum aquaticum (Vell.)Verdc.
2967,Angiospermae,HALORAGACEAE,Coarse Milfoil,Z00155,Myriophyllum,caput-medusae,     ,Myriophyllum caput-medusae,,,,,,,,1990-10-02 00:00:00,,Myriophyllum caput-medusae Orchard
2968,Angiospermae,HALORAGACEAE,Upright Milfoil,S04945,Myriophyllum,crispatum,     ,Myriophyllum crispatum,,V,not evaluated,,,,,1990-10-02 00:00:00,,Myriophyllum crispatum Orchard
2969,Angiospermae,HALORAGACEAE,Clustered Milfoil,C04729,Myriophyllum,glomeratum,     ,Myriophyllum glomeratum,,E,,,,,,1990-10-02 00:00:00,,Myriophyllum glomeratum H.Schindl.
2970,Angiospermae,HALORAGACEAE,Tiny Milfoil,K02345,Myriophyllum,integrifolium,     ,Myriophyllum integrifolium,,R,,,,,,1990-10-02 00:00:00,,Myriophyllum integrifolium (Hook.f.)Hook.f.
2971,Angiospermae,HALORAGACEAE,Hooded Milfoil,M02346,Myriophyllum,muelleri,     ,Myriophyllum muelleri,,,,,,,,1990-10-02 00:00:00,,Myriophyllum muelleri Sond.
2972,Angiospermae,HALORAGACEAE,Robust Milfoil,U04794,Myriophyllum,papillosum,     ,Myriophyllum papillosum,,R,,,,,,1990-10-02 00:00:00,,Myriophyllum papillosum Orchard
2973,Angiospermae,HALORAGACEAE,Lake Milfoil,G00151,Myriophyllum,salsugineum,     ,Myriophyllum salsugineum,,,,,,,,1990-10-02 00:00:00,,Myriophyllum salsugineum Orchard
2974,Angiospermae,HALORAGACEAE,Amphibious Milfoil,Z03931,Myriophyllum,simulans,     ,Myriophyllum simulans,,,,,,,,1990-10-02 00:00:00,,Myriophyllum simulans Orchard
2975,Angiospermae,HALORAGACEAE,Milfoil,Q10680,Myriophyllum,sp.,     ,Myriophyllum sp.,,,,,,,,1990-10-02 00:00:00,,Myriophyllum sp.
2976,Angiospermae,HALORAGACEAE,Varied Milfoil,Y02344,Myriophyllum,variifolium,     ,Myriophyllum variifolium,,R,,,,,,1990-10-02 00:00:00,,Myriophyllum variifolium Hook.f.
2977,Angiospermae,HALORAGACEAE,Red Milfoil,S02349,Myriophyllum,verrucosum,     ,Myriophyllum verrucosum,,,,,,,,1990-10-02 00:00:00,,Myriophyllum verrucosum Lindl.
2978,Angiospermae,GUNNERACEAE,,G32167,Gunnera,tinctoria,     ,Gunnera tinctoria,*,,,,,,,2010-05-10 00:00:00,2010-05-11 11:52:38,Gunnera tinctoria (Molina) Mirbel
2979,Angiospermae,ARALIACEAE,Algerian Ivy,K32769,Hedera,algeriensis,     ,Hedera algeriensis,*,,,,,,,2019-11-15 00:00:00,,Hedera algeriensis Hibberd
2980,Angiospermae,ARALIACEAE,English Ivy,U32770,Hedera,helix,     ,Hedera helix,*,,,,,,,2019-11-21 00:00:00,,Hedera helix L.
2981,Angiospermae,ARALIACEAE,Irish Ivy,W32771,Hedera,hibernica,     ,Hedera hibernica,*,,,,,,,2019-11-21 00:00:00,,Hedera hibernica (G.Kirchn.)Carriere
2982,Angiospermae,ARALIACEAE,,K32777,Hedera,sp.,     ,Hedera sp.,*,,,,,,,2020-02-07 00:00:00,,Hedera sp.
2983,Angiospermae,UMBELLIFERAE,False Bishop's Weed,C04209,Ammi,majus,     ,Ammi majus,*,,,,,,,1990-10-02 00:00:00,,Ammi majus L.
2984,Angiospermae,UMBELLIFERAE,,W04671,Anethum,graveolens,     ,Anethum graveolens,*,,,,,,,1990-10-02 00:00:00,,Anethum graveolens L.
2985,Angiospermae,UMBELLIFERAE,Annual Celery,W03811,Apium,annuum,     ,Apium annuum,,,,,,,,1990-10-02 00:00:00,,Apium annuum P.S.Short
2986,Angiospermae,UMBELLIFERAE,Celery,G02351,Apium,graveolens,     ,Apium graveolens,*,,,,,,,1990-10-02 00:00:00,,Apium graveolens L.
2987,Angiospermae,UMBELLIFERAE,Native Celery,Z20019,Apium,prostratum,var.     ,Apium prostratum var.,,,,,,,,1990-10-02 00:00:00,2005-02-15 00:00:00,Apium prostratum
2988,Angiospermae,UMBELLIFERAE,Native Celery,C03813,Apium,prostratum,var. filiforme    ,Apium prostratum var. filiforme,,,,,,,,1990-10-02 00:00:00,2005-02-07 00:00:00,Apium prostratum Labill. ex Vent. var. filiforme (A.Rich.)Kirk
2989,Angiospermae,UMBELLIFERAE,Native Celery,Y02352,Apium,prostratum,var. prostratum    ,Apium prostratum var. prostratum,,,,,,,,1990-10-02 00:00:00,2005-02-07 00:00:00,Apium prostratum Labill. ex Vent. var. prostratum
2990,Angiospermae,UMBELLIFERAE,Celery,S10073,Apium,sp.,     ,Apium sp.,,,,,,,,1990-10-02 00:00:00,,Apium sp.
2991,Angiospermae,UMBELLIFERAE,Water Parsnip,Y04596,Berula,erecta,     ,Berula erecta,*,,,,,,,1990-10-02 00:00:00,,Berula erecta (Huds.)Coville
2992,Angiospermae,UMBELLIFERAE,Bifora,K02353,Bifora,testiculata,     ,Bifora testiculata,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,,Bifora testiculata (L.)Spreng.
2993,Angiospermae,UMBELLIFERAE,Hare's Ear,M02354,Bupleurum,semicompositum,     ,Bupleurum semicompositum,*,,,,,,,1990-10-02 00:00:00,,Bupleurum semicompositum L.
2994,Angiospermae,UMBELLIFERAE,Asian Centella,S05445,Centella,asiatica,     ,Centella asiatica,,,,,,,,1995-01-24 00:00:00,,Centella asiatica (L.)Urb.
2995,Angiospermae,UMBELLIFERAE,Native Centella,Q05444,Centella,cordifolia,     ,Centella cordifolia,,,,,,,,1995-01-24 00:00:00,2005-02-07 00:00:00,Centella cordifolia (Hook.f.)Nannf.
2996,Angiospermae,UMBELLIFERAE,Centella,E10202,Centella,sp.,     ,Centella sp.,,,,,,,,1990-10-02 00:00:00,,Centella sp.
2997,Angiospermae,UMBELLIFERAE,,Z04599,Centella,uniflora,     ,Centella uniflora,,V,,,,,,1990-10-02 00:00:00,,Centella uniflora (Colenso)Nannf.
2998,Angiospermae,UMBELLIFERAE,Hemlock,S02357,Conium,maculatum,     ,Conium maculatum,*,,,,,,,1990-10-02 00:00:00,,Conium maculatum L.
2999,Angiospermae,UMBELLIFERAE,Coriander,C04225,Coriandrum,sativum,     ,Coriandrum sativum,*,,,,,,,1990-10-02 00:00:00,,Coriandrum sativum L.
3000,Angiospermae,UMBELLIFERAE,Narrow-leaf Celery,Q02356,Cyclospermum,leptophyllum,     ,Cyclospermum leptophyllum,*,,,,,,,1990-10-02 00:00:00,2011-06-10 17:17:08,Cyclospermum leptophyllum (Pers.)Sprague ex Britton & P. Wilson
3001,Angiospermae,UMBELLIFERAE,Carrot,U02358,Daucus,carota,     ,Daucus carota,*,,,,,,,1990-10-02 00:00:00,,Daucus carota L.
3002,Angiospermae,UMBELLIFERAE,Native Carrot,W02359,Daucus,glochidiatus,     ,Daucus glochidiatus,,,,,,,,1990-10-02 00:00:00,,"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Ave-Lall."
3003,Angiospermae,UMBELLIFERAE,Carrot,U10306,Daucus,sp.,     ,Daucus sp.,,,,,,,,1990-10-02 00:00:00,,Daucus sp.
3004,Angiospermae,UMBELLIFERAE,White Devil,Y02360,Eryngium,campestre,     ,Eryngium campestre,*,,,,,,,1990-10-02 00:00:00,,Eryngium campestre L.
3005,Angiospermae,UMBELLIFERAE,Blue Devil,M02362,Eryngium,ovinum,     ,Eryngium ovinum,,V,,,,,,1990-10-02 00:00:00,2008-05-30 00:00:00,Eryngium ovinum A.Cunn.
3006,Angiospermae,UMBELLIFERAE,Long Eryngium,K32709,Eryngium,paludosum,     ,Eryngium paludosum,,,,,,,,2018-11-20 00:00:00,2018-11-20 17:23:04,Eryngium paludosum (C.Moore & Betche)P.W.Michael
3007,Angiospermae,UMBELLIFERAE,Blue Devil,Z15327,Eryngium,rostratum/vesiculosum,     ,Eryngium rostratum/vesiculosum,,,,,,,,1993-11-11 00:00:00,,Eryngium rostratum/vesiculosum
3008,Angiospermae,UMBELLIFERAE,Eryngium,K10389,Eryngium,sp.,     ,Eryngium sp.,,,,,,,,1990-10-02 00:00:00,,Eryngium sp.
3009,Angiospermae,UMBELLIFERAE,Little Devil,Z02363,Eryngium,supinum,     ,Eryngium supinum,,,,,,,,1990-10-02 00:00:00,,Eryngium supinum J.M.Black
3010,Angiospermae,UMBELLIFERAE,Prostrate Blue Devil,Q02364,Eryngium,vesiculosum,     ,Eryngium vesiculosum,,R,,,,,,1990-10-02 00:00:00,,Eryngium vesiculosum Labill.
3011,Angiospermae,UMBELLIFERAE,Common Giant Fennel,S02365,Ferula,communis,ssp. communis    ,Ferula communis ssp. communis,*,,,,,,,1990-10-02 00:00:00,2005-12-06 00:00:00,Ferula communis L. ssp. communis
3012,Angiospermae,UMBELLIFERAE,Fennel,U02366,Foeniculum,vulgare,     ,Foeniculum vulgare,*,,,,,,,1990-10-02 00:00:00,,Foeniculum vulgare Mill.
3013,Angiospermae,UMBELLIFERAE,Fool's Water-cress,C32597,Helosciadium,nodiflorum,     ,Helosciadium nodiflorum,*,,,,,,,2016-06-22 00:00:00,,Helosciadium nodiflorum (L.)W.D.J.Koch
3014,Angiospermae,UMBELLIFERAE,Pennywort,W02367,Hydrocotyle,bonariensis,     ,Hydrocotyle bonariensis,*,,,,,,,1990-10-02 00:00:00,,Hydrocotyle bonariensis Lam.
3015,Angiospermae,UMBELLIFERAE,Tiny Pennywort,A02368,Hydrocotyle,callicarpa,     ,Hydrocotyle callicarpa,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle callicarpa Bunge
3016,Angiospermae,UMBELLIFERAE,Thread Pennywort,C02369,Hydrocotyle,capillaris,     ,Hydrocotyle capillaris,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle capillaris F.Muell. ex Klatt
3017,Angiospermae,UMBELLIFERAE,Fringe-fruit Pennywort,M02370,Hydrocotyle,comocarpa,     ,Hydrocotyle comocarpa,,R,,,,,,1990-10-02 00:00:00,,Hydrocotyle comocarpa F.Muell.
3018,Angiospermae,UMBELLIFERAE,Spreading Pennywort,Z02371,Hydrocotyle,crassiuscula,     ,Hydrocotyle crassiuscula,,R,not evaluated,,,,,1990-10-02 00:00:00,,Hydrocotyle crassiuscula Tate
3019,Angiospermae,UMBELLIFERAE,Kangaroo Island Pennywort,Q02372,Hydrocotyle,diantha,     ,Hydrocotyle diantha,,E,,,,,,1990-10-02 00:00:00,,Hydrocotyle diantha DC.
3020,Angiospermae,UMBELLIFERAE,Yellow Pennywort,S02373,Hydrocotyle,foveolata,     ,Hydrocotyle foveolata,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle foveolata H.Eichler
3021,Angiospermae,UMBELLIFERAE,,C02385,Hydrocotyle,glochidiata,     ,Hydrocotyle glochidiata,,R*,"not evaluated
PJL 2 Jun 2022: Added * to indicate implied status based on synonymous name in schedule.",,,,,1990-10-02 00:00:00,2022-06-02 16:58:16,Hydrocotyle glochidiata Benth.
3022,Angiospermae,UMBELLIFERAE,Hairy Pennywort,U02374,Hydrocotyle,hirta,     ,Hydrocotyle hirta,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle hirta R.Br. ex A.Rich.
