TEMPORARY TAXONOMIC SORT ORDER,MAJOR GROUP,FAMILYNAME,COMMON NAME,NSXCODE,GENUS,SP,SUBSPECIES,SCIENTIFIC NAME,INTRODUCED,NPW ACT STATUS,NPW ACT STATUS COMMENT,EPBC ACT STATUS,EPBC ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA,SPECIES with AUTHOR
408,Angiospermae,AIZOACEAE,Noon-flower,M01018,Lampranthus,glaucus,     ,Lampranthus glaucus,*,,,,,,,1990-10-02 00:00:00,2006-08-28 00:00:00,Lampranthus glaucus (L.)N.E.Br.
409,Angiospermae,AIZOACEAE,,S06413,Malephora,crocea,     ,Malephora crocea,*,,,,,,,2006-02-27 00:00:00,,Malephora crocea (Jacq.)Schwantes
410,Angiospermae,AIZOACEAE,Angled Iceplant,E01022,Mesembryanthemum,aitonis,     ,Mesembryanthemum aitonis,*,,,,,,,1990-10-02 00:00:00,,Mesembryanthemum aitonis Jacq.
411,Angiospermae,AIZOACEAE,Common Iceplant,G01023,Mesembryanthemum,crystallinum,     ,Mesembryanthemum crystallinum,*,,,,,,,1990-10-02 00:00:00,,Mesembryanthemum crystallinum L.
412,Angiospermae,AIZOACEAE,,U32306,Mesembryanthemum,guerichianum,     ,Mesembryanthemum guerichianum,*,,,,,,,2012-05-23 00:00:00,,Mesembryanthemum guerichianum Pax
413,Angiospermae,AIZOACEAE,Slender Iceplant,Y01024,Mesembryanthemum,nodiflorum,     ,Mesembryanthemum nodiflorum,*,,,,,,,1990-10-02 00:00:00,,Mesembryanthemum nodiflorum L.
414,Angiospermae,AIZOACEAE,Iceplant,Y10636,Mesembryanthemum,sp.,     ,Mesembryanthemum sp.,*,,,,,,,1990-10-02 00:00:00,,Mesembryanthemum sp.
415,Angiospermae,AIZOACEAE,Match-head Plant,Q03392,Psilocaulon,granulicaule,     ,Psilocaulon granulicaule,*,,,,,,,1990-10-02 00:00:00,2005-03-02 00:00:00,Psilocaulon granulicaule (Haw.)Schwantes
416,Angiospermae,AIZOACEAE,Pigface,M02646,Ruschia,tumidula,     ,Ruschia tumidula,*,,,,,,,1990-10-02 00:00:00,,Ruschia tumidula (Haw.)Schwantes
417,Angiospermae,AIZOACEAE,Ridged Noon-flower,E01030,Sarcozona,bicarinata,     ,Sarcozona bicarinata,,V,,,,,,1990-10-02 00:00:00,,Sarcozona bicarinata S.T.Blake
418,Angiospermae,AIZOACEAE,Sarcozona,G01031,Sarcozona,praecox,     ,Sarcozona praecox,,,,,,,,1990-10-02 00:00:00,,Sarcozona praecox (F.Muell.)S.T.Blake ex H.Eichler
419,Angiospermae,AIZOACEAE,,M10882,Sarcozona,sp.,     ,Sarcozona sp.,,,,,,,,1990-10-02 00:00:00,,Sarcozona sp.
420,Angiospermae,AIZOACEAE,Sea Spinach,S01037,Tetragonia,decumbens,     ,Tetragonia decumbens,*,,,,,,,1990-10-02 00:00:00,,Tetragonia decumbens Mill.
421,Angiospermae,AIZOACEAE,Desert Spinach,U01038,Tetragonia,eremaea,     ,Tetragonia eremaea,,,,,,,,1990-10-02 00:00:00,,Tetragonia eremaea Ostenf.
422,Angiospermae,AIZOACEAE,Native Spinach,Z15183,Tetragonia,eremaea/tetragonoides,     ,Tetragonia eremaea/tetragonoides,,,,,,,,1990-10-02 00:00:00,,Tetragonia eremaea/tetragonoides
423,Angiospermae,AIZOACEAE,Bower Spinach,E03638,Tetragonia,implexicoma,     ,Tetragonia implexicoma,,,,,,,,1990-10-02 00:00:00,,Tetragonia implexicoma (Miq.)Hook.f.
424,Angiospermae,AIZOACEAE,New Zealand Spinach,Y06312,Tetragonia,moorei,     ,Tetragonia moorei,,,,,,,,2006-01-27 00:00:00,,Tetragonia moorei M.Gray
425,Angiospermae,AIZOACEAE,False Spinach,Z10971,Tetragonia,sp.,     ,Tetragonia sp.,,,,,,,,1990-10-02 00:00:00,,Tetragonia sp.
426,Angiospermae,AIZOACEAE,New Zealand Spinach,G06311,Tetragonia,tetragonoides,     ,Tetragonia tetragonoides,,,,,,,,2006-01-27 00:00:00,2017-05-23 11:33:49,Tetragonia tetragonoides (Pall.)Kuntze
427,Angiospermae,AIZOACEAE,,Y01032,Trianthema,pilosum,     ,Trianthema pilosum,,,,,,,,1990-10-02 00:00:00,2018-01-16 14:52:30,Trianthema pilosum F.Muell.
428,Angiospermae,AIZOACEAE,,K10997,Trianthema,sp.,     ,Trianthema sp.,,,,,,,,1990-10-02 00:00:00,,Trianthema sp.
429,Angiospermae,AIZOACEAE,Red Spinach,M01034,Trianthema,triquetrum,     ,Trianthema triquetrum,,,,,,,,1990-10-02 00:00:00,2018-01-16 14:54:42,Trianthema triquetrum Willd.
430,Angiospermae,AIZOACEAE,Hogweed,Z01035,Zaleya,galericulata,ssp. australis    ,Zaleya galericulata ssp. australis,,,,,,,,1990-10-02 00:00:00,2005-02-21 00:00:00,Zaleya galericulata (Melville)H.Eichler ssp. australis (Melville)S.W.L.Jacobs
431,Angiospermae,PORTULACACEAE,Australian Anacampseros,Y01040,Anacampseros,australiana,     ,Anacampseros australiana,,,,,,,,1990-10-02 00:00:00,,Anacampseros australiana J.M.Black
432,Angiospermae,PORTULACACEAE,Broad-leaf Parakeelya,K01041,Calandrinia,balonensis,     ,Calandrinia balonensis,,,,,,,,1990-10-02 00:00:00,,Calandrinia balonensis Lindl.
433,Angiospermae,PORTULACACEAE,Short-stalked Purslane,M01042,Calandrinia,brevipedata,     ,Calandrinia brevipedata,,,,,,,,1990-10-02 00:00:00,,Calandrinia brevipedata F.Muell.
434,Angiospermae,PORTULACACEAE,Pink Purslane,Z01043,Calandrinia,calyptrata,     ,Calandrinia calyptrata,,,,,,,,1990-10-02 00:00:00,,Calandrinia calyptrata Hook.f.
435,Angiospermae,PORTULACACEAE,Purslane,Z15175,Calandrinia,calyptrata/eremaea,     ,Calandrinia calyptrata/eremaea,,,,,,,,1990-10-02 00:00:00,,Calandrinia calyptrata/eremaea
436,Angiospermae,PORTULACACEAE,Purple Purslane,A01048,Calandrinia,ciliata,     ,Calandrinia ciliata,*,,,,,,,1990-10-02 00:00:00,2005-03-08 00:00:00,Calandrinia ciliata (Ruiz & Pav.)DC.
437,Angiospermae,PORTULACACEAE,Strap Purslane,Q01044,Calandrinia,corrigioloides,     ,Calandrinia corrigioloides,,,,,,,,1990-10-02 00:00:00,,Calandrinia corrigioloides F.Muell. ex Benth.
438,Angiospermae,PORTULACACEAE,Two-seed Purslane,U01046,Calandrinia,disperma,     ,Calandrinia disperma,,,,,,,,1990-10-02 00:00:00,,Calandrinia disperma J.M.Black
439,Angiospermae,PORTULACACEAE,Dryland Purslane,W01047,Calandrinia,eremaea,     ,Calandrinia eremaea,,,,,,,,1990-10-02 00:00:00,,Calandrinia eremaea Ewart
440,Angiospermae,PORTULACACEAE,Pigmy Purslane,C01049,Calandrinia,granulifera,     ,Calandrinia granulifera,,,,,,,,1990-10-02 00:00:00,,Calandrinia granulifera Benth.
441,Angiospermae,PORTULACACEAE,Parakeelya,M01050,Calandrinia,polyandra,     ,Calandrinia polyandra,,,,,,,,1990-10-02 00:00:00,2017-03-27 09:09:10,Calandrinia polyandra Benth.
442,Angiospermae,PORTULACACEAE,Creeping Parakeelya,Z01051,Calandrinia,ptychosperma,     ,Calandrinia ptychosperma,,,,,,,,1990-10-02 00:00:00,,Calandrinia ptychosperma F.Muell.
443,Angiospermae,PORTULACACEAE,Tiny Purslane,Q01052,Calandrinia,pumila,     ,Calandrinia pumila,,,,,,,,1990-10-02 00:00:00,,Calandrinia pumila (Benth.)F.Muell.
444,Angiospermae,PORTULACACEAE,Round-leaf Parakeelya,S01053,Calandrinia,remota,     ,Calandrinia remota,,,,,,,,1990-10-02 00:00:00,,Calandrinia remota J.M.Black
445,Angiospermae,PORTULACACEAE,,Z02859,Calandrinia,reticulata,     ,Calandrinia reticulata,,,,,,,,1990-10-02 00:00:00,,Calandrinia reticulata Syeda
446,Angiospermae,PORTULACACEAE,Purslane/Parakeelya,U10162,Calandrinia,sp.,     ,Calandrinia sp.,,,,,,,,1990-10-02 00:00:00,,Calandrinia sp.
447,Angiospermae,PORTULACACEAE,Bead Purslane,U01054,Calandrinia,sphaerophylla,     ,Calandrinia sphaerophylla,,R,RA d(ii),,,,,1990-10-02 00:00:00,,Calandrinia sphaerophylla J.M.Black
448,Angiospermae,PORTULACACEAE,,W01055,Calandrinia,stagnensis,     ,Calandrinia stagnensis,,R,,,,,,1990-10-02 00:00:00,,Calandrinia stagnensis J.M.Black
449,Angiospermae,PORTULACACEAE,Twining Purslane,A01056,Calandrinia,volubilis,     ,Calandrinia volubilis,,,,,,,,1990-10-02 00:00:00,,Calandrinia volubilis Benth.
450,Angiospermae,PORTULACACEAE,Miner's Lettuce,C01057,Claytonia,perfoliata,     ,Claytonia perfoliata,*,,,,,,,1990-10-02 00:00:00,,Claytonia perfoliata Donn ex Willd.
451,Angiospermae,PORTULACACEAE,White Purslane,Q02876,Montia,australasica,     ,Montia australasica,,R,"updated R* to R, Sep 2007",,,,,1990-10-02 00:00:00,2009-11-09 00:00:00,Montia australasica (Hook.f.)Pax & K.Hoffm.
452,Angiospermae,PORTULACACEAE,Waterblinks,E01058,Montia,fontana,ssp. chondrosperma    ,Montia fontana ssp. chondrosperma,,V,,,,,,1990-10-02 00:00:00,,Montia fontana L. ssp. chondrosperma (Fenzl)Walters
453,Angiospermae,PORTULACACEAE,,S10665,Montia,sp.,     ,Montia sp.,,,,,,,,1990-10-02 00:00:00,,Montia sp.
454,Angiospermae,PORTULACACEAE,Slender Purslane,Q02884,Portulaca,filifolia,     ,Portulaca filifolia,,,,,,,,1990-10-02 00:00:00,,Portulaca filifolia F.Muell.
455,Angiospermae,PORTULACACEAE,Buttercup Purslane,Q01060,Portulaca,intraterranea,     ,Portulaca intraterranea,,,,,,,,1990-10-02 00:00:00,,Portulaca intraterranea J.M.Black
456,Angiospermae,PORTULACACEAE,Common Purslane,U01062,Portulaca,oleracea,     ,Portulaca oleracea,,,,,,,,1990-10-02 00:00:00,,Portulaca oleracea L.
457,Angiospermae,PORTULACACEAE,Purslane,K10813,Portulaca,sp.,     ,Portulaca sp.,,,,,,,,1990-10-02 00:00:00,,Portulaca sp.
458,Angiospermae,PORTULACACEAE,,S15125,Portulacaceae,sp.,     ,Portulacaceae sp.,,,,,,,,1990-10-02 00:00:00,,Portulacaceae sp.
459,Angiospermae,PORTULACACEAE,Dwarf Jade Plant,M32450,Portulacaria,afra,     ,Portulacaria afra,*,,,,,,,2014-03-11 00:00:00,,Portulacaria afra (L.)Jacq.
460,Angiospermae,PORTULACACEAE,,Z05223,Talinum,paniculatum,     ,Talinum paniculatum,*,,,,,,,1992-11-13 00:00:00,,Talinum paniculatum (Jacq.)Gaertn.
461,Angiospermae,BASELLACEAE,Madeira Vine,K04261,Anredera,cordifolia,     ,Anredera cordifolia,*,,,,,Y,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,,Anredera cordifolia (Ten.)Steenis
462,Angiospermae,CARYOPHYLLACEAE,Corn Cockle,A03732,Agrostemma,githago,     ,Agrostemma githago,*,,,,,,,1990-10-02 00:00:00,,Agrostemma githago L.
463,Angiospermae,CARYOPHYLLACEAE,Lesser Thyme-leaved Sandwort,C05393,Arenaria,leptoclados,     ,Arenaria leptoclados,*,,,,,,,1993-06-10 00:00:00,,Arenaria leptoclados (Rchb.)Guss.
464,Angiospermae,CARYOPHYLLACEAE,Pink Family,E15030,Caryophyllaceae,sp.,     ,Caryophyllaceae sp.,,,,,,,,1990-10-02 00:00:00,,Caryophyllaceae sp.
465,Angiospermae,CARYOPHYLLACEAE,Chickweed,C01065,Cerastium,balearicum,     ,Cerastium balearicum,*,,,,,,,1990-10-02 00:00:00,,Cerastium balearicum F.Herm.
466,Angiospermae,CARYOPHYLLACEAE,,W15371,Cerastium,balearicum/pumilum,     ,Cerastium balearicum/pumilum,*,,,,,,,1997-04-04 00:00:00,,Cerastium balearicum/pumilum
467,Angiospermae,CARYOPHYLLACEAE,Mouse-ear Chickweed,E01066,Cerastium,diffusum,     ,Cerastium diffusum,*,,,,,,,1990-10-02 00:00:00,,Cerastium diffusum Pers.
468,Angiospermae,CARYOPHYLLACEAE,Common Mouse-ear Chickweed,G01067,Cerastium,glomeratum,     ,Cerastium glomeratum,*,,,,,,,1990-10-02 00:00:00,,Cerastium glomeratum Thuill.
469,Angiospermae,CARYOPHYLLACEAE,Chickweed,Y05396,Cerastium,pumilum,     ,Cerastium pumilum,*,,,,,,,1993-06-10 00:00:00,,Cerastium pumilum Curtis
470,Angiospermae,CARYOPHYLLACEAE,Small Mouse-ear Chickweed,G05395,Cerastium,semidecandrum,     ,Cerastium semidecandrum,*,,,,,,,1993-06-10 00:00:00,,Cerastium semidecandrum L.
471,Angiospermae,CARYOPHYLLACEAE,Chickweed,Z10207,Cerastium,sp.,     ,Cerastium sp.,*,,,,,,,1990-10-02 00:00:00,,Cerastium sp.
472,Angiospermae,CARYOPHYLLACEAE,Coast Colobanth,K01069,Colobanthus,apetalus,     ,Colobanthus apetalus,,V,,,,,,1990-10-02 00:00:00,,Colobanthus apetalus (Labill.)Druce
473,Angiospermae,CARYOPHYLLACEAE,,A05016,Gypsophila,paniculata,     ,Gypsophila paniculata,*,,,,,,,1990-10-02 00:00:00,,Gypsophila paniculata L.
474,Angiospermae,CARYOPHYLLACEAE,Gypsophila,W11087,Gypsophila,sp.,     ,Gypsophila sp.,*,,,,,,,1993-11-30 00:00:00,,Gypsophila sp.
475,Angiospermae,CARYOPHYLLACEAE,Annual Chalkwort,U01070,Gypsophila,tubulosa,     ,Gypsophila tubulosa,*,,,,,,,1990-10-02 00:00:00,1993-03-30 00:00:00,Gypsophila tubulosa (Jaub. & Spach)Boiss.
476,Angiospermae,CARYOPHYLLACEAE,Rupturewort,W01071,Herniaria,cinerea,     ,Herniaria cinerea,*,,,,,,,1990-10-02 00:00:00,1993-03-30 00:00:00,Herniaria cinerea DC.
477,Angiospermae,CARYOPHYLLACEAE,Slender Sandwort,C01073,Minuartia,mediterranea,     ,Minuartia mediterranea,*,,,,,,,1990-10-02 00:00:00,1993-03-30 00:00:00,Minuartia mediterranea (Link)K.Maly
478,Angiospermae,CARYOPHYLLACEAE,Erect Chickweed,E01074,Moenchia,erecta,     ,Moenchia erecta,*,,,,,,,1990-10-02 00:00:00,,Moenchia erecta (L.)Gaertn.
479,Angiospermae,CARYOPHYLLACEAE,Silver Whitlow,G01075,Paronychia,argentea,     ,Paronychia argentea,*,,,,,,,1990-10-02 00:00:00,,Paronychia argentea Lam.
480,Angiospermae,CARYOPHYLLACEAE,Brazilian Whitlow,K01077,Paronychia,brasiliana,     ,Paronychia brasiliana,*,,,,,,,1990-10-02 00:00:00,,Paronychia brasiliana DC.
481,Angiospermae,CARYOPHYLLACEAE,Whitlow,Z10743,Paronychia,sp.,     ,Paronychia sp.,*,,,,,,,1990-10-02 00:00:00,,Paronychia sp.
482,Angiospermae,CARYOPHYLLACEAE,Velvet Pink,Z01079,Petrorhagia,dubia,     ,Petrorhagia dubia,*,,,,,,,1990-10-02 00:00:00,2005-06-07 00:00:00,Petrorhagia dubia (Rafin)G.Lopez & Romo
483,Angiospermae,CARYOPHYLLACEAE,,K03445,Petrorhagia,nanteuilii,     ,Petrorhagia nanteuilii,*,,,,,,,1990-10-02 00:00:00,,Petrorhagia nanteuilii (Burnat)P.W.Ball & Heywood
484,Angiospermae,CARYOPHYLLACEAE,Pink,Q10760,Petrorhagia,sp.,     ,Petrorhagia sp.,*,,,,,,,1990-10-02 00:00:00,,Petrorhagia sp.
485,Angiospermae,CARYOPHYLLACEAE,,S03449,Polycarpaea,arida,     ,Polycarpaea arida,,,,,,,,1990-10-02 00:00:00,,Polycarpaea arida Pedley
486,Angiospermae,CARYOPHYLLACEAE,,K03453,Polycarpaea,breviflora,     ,Polycarpaea breviflora,,,,,,,,1990-10-02 00:00:00,2005-03-21 00:00:00,Polycarpaea breviflora F.Muell.
487,Angiospermae,CARYOPHYLLACEAE,,G10803,Polycarpaea,sp.,     ,Polycarpaea sp.,,,,,,,,1990-10-02 00:00:00,,Polycarpaea sp.
488,Angiospermae,CARYOPHYLLACEAE,Four-leaf Allseed,E01082,Polycarpon,tetraphyllum,     ,Polycarpon tetraphyllum,*,,,,,,,1990-10-02 00:00:00,,Polycarpon tetraphyllum (L.)L.
489,Angiospermae,CARYOPHYLLACEAE,Annual Pearlwort,G01083,Sagina,apetala,     ,Sagina apetala,*,,,,,,,1990-10-02 00:00:00,,Sagina apetala Ard.
490,Angiospermae,CARYOPHYLLACEAE,Sea Pearlwort,K01085,Sagina,maritima,     ,Sagina maritima,,,,,,,,1990-10-02 00:00:00,,Sagina maritima G.Don
491,Angiospermae,CARYOPHYLLACEAE,Spreading Pearlwort,M01086,Sagina,procumbens,     ,Sagina procumbens,*,,,,,,,1990-10-02 00:00:00,,Sagina procumbens L.
492,Angiospermae,CARYOPHYLLACEAE,Pearlwort,E10870,Sagina,sp.,     ,Sagina sp.,*,,,,,,,1990-10-02 00:00:00,,Sagina sp.
493,Angiospermae,CARYOPHYLLACEAE,Tufted Knawel,Z01087,Scleranthus,diander,     ,Scleranthus diander,,E,,,,,,1990-10-02 00:00:00,,Scleranthus diander R.Br.
494,Angiospermae,CARYOPHYLLACEAE,Cushion Knawel,Q01088,Scleranthus,minusculus,     ,Scleranthus minusculus,,,,,,,,1990-10-02 00:00:00,,Scleranthus minusculus F.Muell.
495,Angiospermae,CARYOPHYLLACEAE,Prickly Knawel,S01089,Scleranthus,pungens,     ,Scleranthus pungens,,,,,,,,1990-10-02 00:00:00,,Scleranthus pungens R.Br.
496,Angiospermae,CARYOPHYLLACEAE,Knawel,W10895,Scleranthus,sp.,     ,Scleranthus sp.,,,,,,,,1990-10-02 00:00:00,,Scleranthus sp.
497,Angiospermae,CARYOPHYLLACEAE,Sand Catchfly,G01091,Silene,apetala,     ,Silene apetala,*,,,,,,,1990-10-02 00:00:00,,Silene apetala Willd.
498,Angiospermae,CARYOPHYLLACEAE,Sweet-william Catchfly,A05412,Silene,armeria,     ,Silene armeria,*,,,,,,,1993-07-01 00:00:00,,Silene armeria L.
499,Angiospermae,CARYOPHYLLACEAE,Moss Campion,S01097,Silene,atocioides,     ,Silene atocioides,*,,,,,,,1990-10-02 00:00:00,1993-06-10 00:00:00,Silene atocioides Boiss.
500,Angiospermae,CARYOPHYLLACEAE,Striated Catchfly,Y01092,Silene,conica,     ,Silene conica,*,,,,,,,1990-10-02 00:00:00,,Silene conica L.
501,Angiospermae,CARYOPHYLLACEAE,Rose Campion,A01072,Silene,coronaria,     ,Silene coronaria,*,,,,,,,1990-10-02 00:00:00,2013-03-12 15:33:52,Silene coronaria (L.)Clairv.
502,Angiospermae,CARYOPHYLLACEAE,,K01093,Silene,dichotoma,     ,Silene dichotoma,*,,,,,,,1990-10-02 00:00:00,,Silene dichotoma Ehrh.
503,Angiospermae,CARYOPHYLLACEAE,Red Campion,M01094,Silene,dioica,     ,Silene dioica,*,,,,,,,1990-10-02 00:00:00,,Silene dioica (L.)Clairv.
504,Angiospermae,CARYOPHYLLACEAE,French Catchfly,S20177,Silene,gallica,var.     ,Silene gallica var.,*,,,,,,,1990-10-02 00:00:00,,Silene gallica
505,Angiospermae,CARYOPHYLLACEAE,French Catchfly,E05414,Silene,gallica,var. gallica    ,Silene gallica var. gallica,*,,,,,,,1993-07-01 00:00:00,,Silene gallica L. var. gallica
506,Angiospermae,CARYOPHYLLACEAE,French Catchfly,K03461,Silene,gallica,var. quinquevulnera    ,Silene gallica var. quinquevulnera,*,,,,,,,1990-10-02 00:00:00,,Silene gallica L. var. quinquevulnera (L.)W.D.J.Koch
507,Angiospermae,CARYOPHYLLACEAE,Field Catchfly,W04063,Silene,latifolia,     ,Silene latifolia,*,,,,,,,1990-10-02 00:00:00,2005-09-21 00:00:00,Silene latifolia Poir.
508,Angiospermae,CARYOPHYLLACEAE,Portuguese Catchfly,S03537,Silene,longicaulis,     ,Silene longicaulis,*,,,,,,,1990-10-02 00:00:00,,Silene longicaulis Pourr. ex Lag.
509,Angiospermae,CARYOPHYLLACEAE,Mediterranean Catchfly,Q01096,Silene,nocturna,     ,Silene nocturna,*,,,,,,,1990-10-02 00:00:00,1993-07-19 00:00:00,Silene nocturna L.
510,Angiospermae,CARYOPHYLLACEAE,,G04535,Silene,pendula,     ,Silene pendula,*,,,,,,,1990-10-02 00:00:00,,Silene pendula L.
511,Angiospermae,CARYOPHYLLACEAE,,C05413,Silene,pseudoatocion,     ,Silene pseudoatocion,*,,,,,,,1993-07-01 00:00:00,,Silene pseudoatocion Desf.
512,Angiospermae,CARYOPHYLLACEAE,,K05397,Silene,schafta,     ,Silene schafta,*,,,,,,,1993-06-10 00:00:00,,Silene schafta J.F.Gmel. ex Hohen.
513,Angiospermae,CARYOPHYLLACEAE,Catchfly,U10914,Silene,sp.,     ,Silene sp.,*,,,,,,,1990-10-02 00:00:00,,Silene sp.
514,Angiospermae,CARYOPHYLLACEAE,Spanish Catchfly,G05415,Silene,tridentata,     ,Silene tridentata,*,,,,,,,1993-07-01 00:00:00,,Silene tridentata Desf.
515,Angiospermae,CARYOPHYLLACEAE,Bladder Campion,U01098,Silene,vulgaris,     ,Silene vulgaris,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,1993-06-10 00:00:00,Silene vulgaris (Moench)Garcke
516,Angiospermae,CARYOPHYLLACEAE,Corn Spurrey,W01099,Spergula,arvensis,     ,Spergula arvensis,*,,,,,,,1990-10-02 00:00:00,,Spergula arvensis L.
517,Angiospermae,CARYOPHYLLACEAE,Red Sand-spurrey,K06269,Spergularia,bocconei,     ,Spergularia bocconei,*,,,,,,,2005-12-28 00:00:00,2011-03-16 18:20:16,Spergularia bocconei (Scheele)Graebn.
518,Angiospermae,CARYOPHYLLACEAE,Salt Sand-spurrey,G06275,Spergularia,brevifolia,     ,Spergularia brevifolia,,,,,,,,2005-12-28 00:00:00,2011-04-06 18:20:57,Spergularia brevifolia (Bartl.)Walp.
519,Angiospermae,CARYOPHYLLACEAE,Lesser Sand-spurrey,A06272,Spergularia,diandra,     ,Spergularia diandra,*,,,,,,,2005-12-28 00:00:00,,Spergularia diandra (Guss.)Heldr. & Sartori
520,Angiospermae,CARYOPHYLLACEAE,Lesser Sand-spurrey,C06273,Spergularia,diandroides,     ,Spergularia diandroides,,,,,,,,2005-12-28 00:00:00,2011-03-18 18:06:00,Spergularia diandroides L.G.Adams
521,Angiospermae,CARYOPHYLLACEAE,Salt Sand-spurrey,E06274,Spergularia,marina,     ,Spergularia marina,,,,,,,,2005-12-28 00:00:00,,Spergularia marina (L.)Griseb.
522,Angiospermae,CARYOPHYLLACEAE,Coast Sand-spurrey,W06271,Spergularia,media,     ,Spergularia media,*,,,,,,,2005-12-28 00:00:00,,Spergularia media (L.)C.Presl
523,Angiospermae,CARYOPHYLLACEAE,Red Sand-spurrey,Y06268,Spergularia,rubra,     ,Spergularia rubra,*,,,,,,,2005-12-28 00:00:00,,Spergularia rubra (L.)J. & C.Presl
524,Angiospermae,CARYOPHYLLACEAE,Sand-spurrey,A10932,Spergularia,sp.,     ,Spergularia sp.,*,,,,,,,1990-10-02 00:00:00,,Spergularia sp.
525,Angiospermae,CARYOPHYLLACEAE,Coast Sand-spurrey,U06270,Spergularia,tasmanica,     ,Spergularia tasmanica,,,,,,,,2005-12-28 00:00:00,2011-03-17 17:59:09,Spergularia tasmanica (Kindb.)L.G.Adams
526,Angiospermae,CARYOPHYLLACEAE,,Y06276,Spergularia,villosa,     ,Spergularia villosa,*,,,,,,,2005-12-28 00:00:00,,Spergularia villosa (Pers.)Cambess.
527,Angiospermae,CARYOPHYLLACEAE,,S32761,Stellaria,angustifolia,ssp.     ,Stellaria angustifolia ssp.,,,,,,,,2019-08-26 00:00:00,,Stellaria angustifolia
528,Angiospermae,CARYOPHYLLACEAE,Swamp Starwort,E01110,Stellaria,angustifolia,ssp. angustifolia    ,Stellaria angustifolia ssp. angustifolia,,,,,,,,1990-10-02 00:00:00,2019-08-26 10:50:51,Stellaria angustifolia Hook. ssp. angustifolia
529,Angiospermae,CARYOPHYLLACEAE,Swamp Starwort,G06063,Stellaria,angustifolia,ssp. tenella    ,Stellaria angustifolia ssp. tenella,,R,not evaluated,,,,,2005-06-08 00:00:00,2019-08-26 10:30:23,Stellaria angustifolia Hook. ssp. tenella C.H.Mill. & J.G.West
530,Angiospermae,CARYOPHYLLACEAE,Thread Starwort,M01106,Stellaria,filiformis,     ,Stellaria filiformis,,,,,,,,1990-10-02 00:00:00,,Stellaria filiformis (Benth.)Mattf.
531,Angiospermae,CARYOPHYLLACEAE,,Y06160,Stellaria,flaccida,     ,Stellaria flaccida,,,,,,,,2005-08-03 00:00:00,,Stellaria flaccida Hook.
532,Angiospermae,CARYOPHYLLACEAE,,K06161,Stellaria,graminea,     ,Stellaria graminea,*,,,,,,,2005-08-03 00:00:00,,Stellaria graminea L.
533,Angiospermae,CARYOPHYLLACEAE,Chickweed,Z01107,Stellaria,media,     ,Stellaria media,*,,,,,,,1990-10-02 00:00:00,,Stellaria media (L.)Vill.
534,Angiospermae,CARYOPHYLLACEAE,,C32765,Stellaria,multiflora,ssp.     ,Stellaria multiflora ssp.,,,,,,,,2019-08-26 00:00:00,,Stellaria multiflora
535,Angiospermae,CARYOPHYLLACEAE,Rayless Starwort,W32763,Stellaria,multiflora,ssp. collaris    ,Stellaria multiflora ssp. collaris,,R,,,,,,2019-08-26 00:00:00,,Stellaria multiflora Hook. ssp. collaris C.H.Mill. & J.G.West
536,Angiospermae,CARYOPHYLLACEAE,Rayless Starwort,U32762,Stellaria,multiflora,ssp. multiflora    ,Stellaria multiflora ssp. multiflora,,R,,,,,,2019-08-26 00:00:00,,Stellaria multiflora Hook. ssp. multiflora
537,Angiospermae,CARYOPHYLLACEAE,Rayless Starwort,A32764,Stellaria,multiflora,ssp. nebulosa    ,Stellaria multiflora ssp. nebulosa,,R,,,,,,2019-08-26 00:00:00,,Stellaria multiflora Hook. ssp. nebulosa C.H.Mill. & J.G.West
538,Angiospermae,CARYOPHYLLACEAE,Lesser Starwort,S01109,Stellaria,pallida,     ,Stellaria pallida,*,,,,,,,1990-10-02 00:00:00,,Stellaria pallida (Dumort.)Crep.
539,Angiospermae,CARYOPHYLLACEAE,Prickly Starwort,G01111,Stellaria,pungens,     ,Stellaria pungens,,R,,,,,,1990-10-02 00:00:00,,Stellaria pungens Brongn.
540,Angiospermae,CARYOPHYLLACEAE,Starwort,K10945,Stellaria,sp.,     ,Stellaria sp.,,,,,,,,1990-10-02 00:00:00,,Stellaria sp.
541,Angiospermae,CARYOPHYLLACEAE,Cow Soapwort,K02001,Vaccaria,hispanica,     ,Vaccaria hispanica,*,,,,,,,1990-10-02 00:00:00,,Vaccaria hispanica (Mill.)Rauschert
542,Angiospermae,CHENOPODIACEAE,Pointed Saltbush,E20022,Atriplex,acutibractea,ssp.     ,Atriplex acutibractea ssp.,,,,,,,,1990-10-02 00:00:00,,Atriplex acutibractea
543,Angiospermae,CHENOPODIACEAE,Pointed Saltbush,Y01120,Atriplex,acutibractea,ssp. acutibractea    ,Atriplex acutibractea ssp. acutibractea,,,,,,,,1990-10-02 00:00:00,,Atriplex acutibractea R.H.Anderson ssp. acutibractea
544,Angiospermae,CHENOPODIACEAE,Pointed Saltbush,Z04035,Atriplex,acutibractea,ssp. karoniensis    ,Atriplex acutibractea ssp. karoniensis,,,,,,,,1990-10-02 00:00:00,,Atriplex acutibractea R.H.Anderson ssp. karoniensis Aellen
