name,scientificName_old,scientificName_new,commonName_old,commonName_new,status_old,status_new,listUpdate
Andersonia sp. Mysosma (E.A. Griffin 2213) PN,Andersonia sp. Mysosma (E.A.Griffin 2213),,,,Priority 2: Poorly-known species,,removed
Apatelantha chrysotricha,,,,,Priority 2: Poorly-known species,,removed
Apatelantha insignis,,,,,Priority 2: Poorly-known species,,removed
Arthrostylis sp. Kalumburu (K.L. Wilson 10101) PN,Arthrostylis,,,,Priority 2: Poorly-known species,,removed
Austrobaeckea columnaris,,,,,Priority 2: Poorly-known species,,removed
Austrobaeckea narembeen,,,,,Priority 2: Poorly-known species,,removed
Austrobaeckea uncinella,,,,,Priority 3: Poorly-known species,,removed
Balaustion sp. Billyacatting Hill (A.S. George 14349) PN,Balaustion,,,,Priority 2: Poorly-known species,,removed
Balaustion sp. North Ironcap (R.J. Cranfield 10580) PN,Balaustion,,,,Priority 1: Poorly-known species,,removed
Balaustion sp. Yorkrakine (C.A. Gardner s.n. 09/1933) PN,Balaustion,,,,Priority 1: Poorly-known species,,removed
Bossiaea sp. Mt Frankland (L. Graham 2174) PN,Bossiaea sp. Mt Frankland (L.Graham 2174),,,,Priority 2: Poorly-known species,,removed
Calandrinia sp. Bayswater (C. Andrews s.n. 11/1902) PN,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,,removed
Calandrinia sp. Berry Springs (M.O. Parker 855) PN,Calandrinia sp. Berry Springs (M.O.Parker 855),,,,Priority 1: Poorly-known species,,removed
Calandrinia sp. Hamelin Station (F. Obbens FO 02/20) PN,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,,removed
Calandrinia sp. Lennard River (W.V. Fitzgerald 739) PN,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,,removed
Calandrinia sp. Mt Vernon Station (T.L. Setter 427) PN,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,,removed
Calandrinia sp. Torndirrup (S.D. Hopper et al. SDH 8712) PN,Calandrinia sp. Torndirrup (S.D.Hopper et al. SDH 8712),,,,Priority 2: Poorly-known species,,removed
Calytrix sp. Wandana (G. Byrne 1750) PN,Calytrix,,Fringe Myrtle,,Priority 3: Poorly-known species,,removed
Carpobrotus sp. Lateral Flowers (N. Gibson & M. Lyons 973) PN,Carpobrotus sp. Lateral Flowers (N.Gibson & M.Lyons 973),,,,Priority 2: Poorly-known species,,removed
Conostylis sp. Watheroo (S.D. Hopper 7668) PN,Conostylis,,,,Priority 2: Poorly-known species,,removed
Corymbia pedimontana,Corymbia x pedimontana,,,,Priority 1: Poorly-known species,,removed
Darwinia sp. Bindoon (S. Patrick 281) PN,Darwinia sp. Bindoon (S.Patrick 281),,,,Priority 1: Poorly-known species,,removed
Darwinia sp. Corrigin (T. Erickson TEE 308) PN,Darwinia sp. Corrigin (T.Erickson TEE 308),,,,Priority 2: Poorly-known species,,removed
Dolichocarpa sp. Hamersley Station (A.A. Mitchell PRP 1479) PN,Dolichocarpa,,,,Priority 3: Poorly-known species,,removed
Drosera sp. Kentdale (G.J. Bourke 458) PN,Drosera,,Sundews,,Priority 2: Poorly-known species,,removed
Drosera sp. Lesueur National Park (C.A. Gardner 9350) PN,Drosera,,Sundews,,Priority 2: Poorly-known species,,removed
Drosera sp. Yampi Peninsula (A.J.M. Hopkins BA 0248) PN,Drosera,,Sundews,,Priority 1: Poorly-known species,,removed
Eragrostis sp. Lake Carey (J. Paterson & J. Warden WB 40825) PN,Eragrostis,,Lovegrasses,,Priority 1: Poorly-known species,,removed
Eremophila annosicaulis,,,,,Priority 3: Poorly-known species,,removed
Eremophila compacta subsp. Kennedy Range (B. Buirchell BB 107)	,Eremophila compacta subsp. Kennedy Range (B.Buirchell BB 107),,,,Priority 2: Poorly-known species,,removed
Eremophila naaykensii,,,,,Priority 3: Poorly-known species,,removed
Eremophila sp. Lake Carey (E. Mattiske LM 197) PN,Eremophila sp. Lake Carey (E.Mattiske LM 197),,,,Priority 1: Poorly-known species,,removed
Eremophila sp. Landor (J. Start D7 33) PN,Eremophila sp. Landor (J.Start D7 33),,,,Priority 1: Poorly-known species,,removed
Eucalyptus impensa,Eucalyptus x impensa,,Eneabba Mallee,,Critically Endangered,,removed
Eucalyptus lateritica,Eucalyptus x lateritica,,Laterite Mallee,,Endangered,,removed
Eucalyptus sp. Dunbar Road (D. Nicolle & M. French DN 5466) PN,Eucalyptus sp. Dunbar Road (D.Nicolle & M.French DN 5466),,,,Priority 1: Poorly-known species,,removed
Eucalyptus x bennettiae,Eucalyptus x bennettiae,,Bennett's Mallee,,"Priority 4: Rare, Near Threatened",,removed
Fitzwillia sp. Newdegate (A. Coates 8766) PN,Fitzwillia,,,,Priority 1: Poorly-known species,,removed
Gastrolobium sp. Asperum (F. Hort 2864) PN,Gastrolobium,,,,Priority 3: Poorly-known species,,removed
Gastrolobium wonganense,Gastrolobium wonganense,,,,Priority 2: Poorly-known species,,removed
Gonocarpus benthamii subsp. Stirling (C.J. Robinson 1080),Gonocarpus benthamii subsp. Stirling (C.J.Robinson 1080),,,,"Priority 4: Rare, Near Threatened",,removed
Grevillea sp. Cooljarloo (B.J. Keighery 28 B),Grevillea sp. Cooljarloo (B.J.Keighery 28 B),,,,Priority 1: Poorly-known species,,removed
Grevillea sp. Duranillin (E.F. Shedley 180) PN,Grevillea 'RF05',,,,Priority 2: Poorly-known species,,removed
Grevillea sp. Nyabing (A. Coates & J. Ward AC 6030) PN,Grevillea 'RF05',,,,Priority 1: Poorly-known species,,removed
Grevillea sp. Trayning (W. Johnston WJ 071),Grevillea sp. Trayning (W. Johnston WJ 071),,,,Priority 1: Poorly-known species,,removed
Hibbertia archeri,,,,,Priority 1: Poorly-known species,,removed
Hibbertia sp. Mt Holland (B. Ellery BE 1437) PN,Hibbertia sp. Mt Holland (B.Ellery BE 1437),,,,Priority 1: Poorly-known species,,removed
Hibiscus sp. Kununurra (K.F. Kenneally 1940) PN,Hibiscus,,,,Priority 1: Poorly-known species,,removed
Hypocalymma linifolium,Hypocalymma linifolium,,,,Priority 1: Poorly-known species,,removed
Hypocalymma sp. Dandaragan (C.A. Gardner 9014),Hypocalymma sp. Dandaragan (C.A.Gardner 9014),,,,Priority 1: Poorly-known species,,removed
Hypocalymma sp. Nambung (R. Spjut & R. Smith s.n. 22/09/1992) PN,Hypocalymma sp. Nambung (R.Spjut & R.Smith s.n. 22/09/1992),,,,Priority 3: Poorly-known species,,removed
Hysterobaeckea sp. Exclamation Lake (M.E. Trudgen 1524)	,Hysterobaeckea sp. Exclamation Lake (M.E.Trudgen 1524),,,,Priority 1: Poorly-known species,,removed
Lambertia orbifolia subsp. Bowelling (A. Webb AW 09107) PN,Lambertia,,,,Priority 2: Poorly-known species,,removed
Lecania turicensis var. turicensis,Lecania turicensis var. turicensis,,,,Priority 2: Poorly-known species,,removed
Lepidium sp. Stirling Range (S. Barrett 1359) PN,Lepidium sp. Stirling Range (S.Barrett 1359),,,,Priority 2: Poorly-known species,,removed
Lepidosperma sp. Kambalda (A.A. Mitchell 5156) PN,Lepidosperma sp. Kambalda (A.A.Mitchell 5156),,,,Priority 2: Poorly-known species,,removed
Machaerina ascendens,,,,,Priority 2: Poorly-known species,,removed
Microcorys sp. Great Victoria Desert (J. Alford s.n. PERTH 09041567) PN,Microcorys,,,,Priority 2: Poorly-known species,,removed
Microcorys sp. Parker Range (C. Hancock s.n. PERTH 09215123) PN,Microcorys,,,,Priority 2: Poorly-known species,,removed
Micromyrtus racemosa var. Jingemarra (R.J. Cranfield 5253a) PN,Micromyrtus racemosa var. Jingemarra (R.J.Cranfield 5253a),,,,Priority 2: Poorly-known species,,removed
Mirbelia sp. Zuytdorp (G.J. Keighery & N. Gibson 1688) PN,Mirbelia sp. Zuytdorp (G.J.Keighery & N.Gibson 1688),,,,Priority 1: Poorly-known species,,removed
Murdannia sp. Top End (G.M. Chippendale 7726) PN,Murdannia sp. Top End (G.M.Chippendale 7726),,,,Priority 1: Poorly-known species,,removed
Myosotis australis,Myosotis australis,,Austral Forget-me-not,,"Priority 4: Rare, Near Threatened",,removed
Netrostylis sp. Blackwood River (A.R. Annels 3043) PN,Netrostylis,,,,Priority 3: Poorly-known species,,removed
Netrostylis sp. Chandala (G.J. Keighery 17055) PN,Netrostylis,,,,Priority 2: Poorly-known species,,removed
Netrostylis sp. Nannup (P.A. Jurjevich 1133) PN,Netrostylis,,,,Priority 1: Poorly-known species,,removed
Netrostylis sp. Warren (M. McCallum Webster 23/2/1979) PN,Netrostylis,,,,Priority 1: Poorly-known species,,removed
Olearia sp. Jerramungup (E.M. Sandiford 2528) PN,,,,,Priority 1: Poorly-known species,,removed
Paranotis sp. Pilbara (H. Ajduk HAOP04a) PN,Paranotis,,,,Priority 1: Poorly-known species,,removed
Portulaca sp. Kununurra (M.D. Barrett MDB 5981) PN,Portulaca,,Purslane Plants,,Priority 1: Poorly-known species,,removed
Ptilotus crinitus,,,,,Priority 1: Poorly-known species,,removed
Ptilotus sp. Cue (P. Armstrong PA 16/362) PN,Ptilotus sp. Cue (P.Armstrong PA 16/362),,,,Priority 1: Poorly-known species,,removed
Ptilotus sp. Kalgoorlie (J. Jackson & B. Moyle 260) PN,Ptilotus sp. Kalgoorlie (J.Jackson & B.Moyle 260),,,,Priority 1: Poorly-known species,,removed
Ptilotus sp. Kookynie (J. Jackson & B. Moyle 261) PN,Ptilotus sp. Kookynie (J.Jackson & B.Moyle 261),,,,Priority 1: Poorly-known species,,removed
Pultenaea sp. Mt Lesueur (J.S. Beard 7827) PN,Pultenaea sp. Mt Lesueur (J.S.Beard 7827),,,,Priority 2: Poorly-known species,,removed
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820) PN","Rhodanthe sp. Yuna (G.J.Keighery, B.J.Keighery & B.Moyle 2820)",,,,Priority 3: Poorly-known species,,removed
Solanum sp. W Hamersley Range (S. Colwill & B. Duncan LCR99-01) PN,Solanum,,Tūpurupuru,,Priority 1: Poorly-known species,,removed
Stackhousia muricata subsp. Perennial (W.R. Barker 3641) PN,Stackhousia,,Candles,,Priority 3: Poorly-known species,,removed
Stenanthemum sp. Eganu (S. Patrick 4537) PN,Stenanthemum,,,,Priority 2: Poorly-known species,,removed
Streptoglossa sp. Cracking clays (S. van Leeuwen et al. PBS 7353) PN,Streptoglossa sp. Cracking clays (S.van Leeuwen et al. PBS 7353),,,,Priority 3: Poorly-known species,,removed
Streptoglossa sp. South Coast (R.M. Hoggart 16/1113) PN,Streptoglossa,,,,Priority 2: Poorly-known species,,removed
Stylidium milleri,,,,,Priority 2: Poorly-known species,,removed
Stylidium perizoster,,,,,Priority 3: Poorly-known species,,removed
Styphelia sp. Kirkalocka (A.S. George 17738) PN,Styphelia,,Maal,,Priority 1: Poorly-known species,,removed
Styphelia sp. Watheroo (M. Hislop 4324) PN,Styphelia,,Maal,,Priority 2: Poorly-known species,,removed
Swainsona sp. Burnerbinmah (D. Edinger et al. 38) PN,Swainsona sp. Burnerbinmah (D.Edinger et al. 38),,,,Priority 1: Poorly-known species,,removed
Synaphea sp. Jilakin Flat Rocks Rd (R. Butcher et. al RB200) PN,Synaphea sp. Jilakin Flat Rocks Rd (R.Butcher et al. RB200),,,,Priority 1: Poorly-known species,,removed
Themeda sp. Panorama (J. Nelson et al. NS 102) PN,Themeda,,,,Priority 1: Poorly-known species,,removed
Thysanotus sp. Badgingarra (E.A. Griffin 2511),Thysanotus sp. Badgingarra (E.A.Griffin 2511),,,,Priority 2: Poorly-known species,,removed
"Tricostularia sp. Mogumber (A. Harris s.n., 23/12/2015) PN","Tricostularia sp. Mogumber (A.Harris s.n., 23/12/2015)",,,,Priority 2: Poorly-known species,,removed
Tricostularia sp. Porongurup (I. Abbott 18) PN,Tricostularia sp. Porongurup (I.Abbott 18),,,,Priority 1: Poorly-known species,,removed
Tricostularia sp. Two Peoples Bay (G. Wardell-Johnson GWJ 114) PN,Tricostularia sp. Two Peoples Bay (G.Wardell-Johnson GWJ 114),,,,Priority 2: Poorly-known species,,removed
Typhonium nudibaccatum,Typhonium nudibaccatum,,,,Priority 1: Poorly-known species,,removed
Typhonium peltandroides,Typhonium peltandroides,,,,Priority 1: Poorly-known species,,removed
Typhonium sp. Middle Creek (M.D. Barrett MDB 3246) PN,Typhonium sp. Middle Creek (M.D.Barrett MDB 3246),,,,Priority 1: Poorly-known species,,removed
Anilios sp. 'Cape Range',Anilios sp. 'Cape Range',,Cape Range Blind Snake,,Priority 1: Poorly-known species,,removed
Bettongia lesueur subsp. (Barrow and Boodie Islands),Bettongia lesueur subsp. (Barrow and Boodie Islands),,Boodie (barrow And Boodie Islands),,Conservation Dependent,,removed
Chaeropus yirratji ,Chaeropus yirratji,,Yirratji,,Extinct,,removed
Crenadactylus sp. 'Cape Range',Crenadactylus sp. 'Cape Range',,Cape Range Crenadactylus,,Priority 2: Poorly-known species,,removed
Diomedea amsterdamensis ,Diomedea amsterdamensis,,Amsterdam Albatross,,Critically Endangered,,removed
Ixobrychus flavicollis australis (southwest subpopulation),Ixobrychus flavicollis australis,,,,Priority 2: Poorly-known species,,removed
Lagorchestes hirsutus subsp. (Central Australia),Lagorchestes hirsutus subsp. (Central Australia),,Rufous Hare-wallaby (central Australia),,Endangered,,removed
Mobula alfredi ,Mobula alfredi,,Coastal Manta Ray,,Migratory,,removed
Mobula birostris ,Mobula birostris,,Giant Manta Ray,,Migratory,,removed
Mobula eregoodoo ,Mobula eregoodoo,,Pygmy Devilray,,Migratory,,removed
Ninox connivens connivens (southwest subpopulation),Ninox (Hieracoglaux) connivens connivens,,Barking Owl (southwest Subpop.),,Priority 3: Poorly-known species,,removed
Paradraculoides gnophicola,Draculoides gnophicola,,,,Vulnerable,,removed
Paradraculoides kryptus,Draculoides kryptus,,,,Vulnerable,,removed
Phaps elegans (Abrolhos subpopulation),Phaps (Phaps) elegans,,Brush Bronzewing,,"Priority 4: Rare, Near Threatened",,removed
Rhinonicteris aurantia (Pilbara form),Rhinonicteris aurantia (Pilbara form),,Pilbara Leaf-nosed Bat,,Vulnerable,,removed
Teyl sp. (MYG693),Teyl,,,,Critically Endangered,,removed
Acacia eremophila var. variabilis Maiden & Blakely,,Acacia eremophila var. variabilis,,,,Priority 3: Poorly-known species,status change
Acacia incongesta,,Acacia incongesta,,Peak Charles Wattle,,Priority 2: Poorly-known species,status change
Acacia sp. Badgingarra (F. Hort & J. Hort FH 4636),,Acacia,,Mulga,,Priority 2: Poorly-known species,status change
Acacia sp. Cockburn Range (R. Pullen 10.763),,Acacia sp. Cockburn Range (R.Pullen 10.763),,,,Priority 3: Poorly-known species,status change
Acacia sp. Moorine Rock (B.R. Maslin 4474),,Acacia sp. Moorine Rock (B.R.Maslin 4474),,,,Priority 1: Poorly-known species,status change
Acacia armigera,,Acacia,,Mulga,,Priority 1: Poorly-known species,status change
Acrotriche platycarpa,,Acrotriche,,,,Priority 1: Poorly-known species,status change
Alyogyne sp. Hyden (G.S. Durell GD 127),,Alyogyne sp. Hyden (G.S.Durell GD127),,,,Priority 1: Poorly-known species,status change
Amanita brunneola,,,,,,Priority 2: Poorly-known species,status change
Amanita cretaceaverruca,,,,,,Priority 2: Poorly-known species,status change
Amanita mallee,,,,,,Priority 1: Poorly-known species,status change
Amanita marinae,,,,,,Priority 2: Poorly-known species,status change
Amanita validiuscula,,,,,,Priority 2: Poorly-known species,status change
Andersonia sp. Mysosma (E.A. Griffin 2213),,Andersonia sp. Mysosma (E.A.Griffin 2213),,,,Priority 2: Poorly-known species,status change
Anzybas abditus,,Corybas abditus,,Small Helmet Orchid,,Priority 3: Poorly-known species,status change
Arthrostylis sp. Kalumburu (K.L. Wilson 10101),,Arthrostylis,,,,Priority 2: Poorly-known species,status change
Astroloma sp. Grass Patch (A.J.G. Wilson 110),,Astroloma sp. Grass Patch (A.J.G.Wilson 110),,,Priority 2: Poorly-known species,Priority 1: Poorly-known species,status change
Balaustion sp. Billyacatting Hill (A.S. George 14349),,Balaustion,,,,Priority 2: Poorly-known species,status change
Balaustion sp. North Ironcap (R.J. Cranfield 10580),,Balaustion,,,,Priority 1: Poorly-known species,status change
Balaustion sp. Yorkrakine (C.A. Gardner s.n. 09/1933),,Balaustion,,,,Priority 1: Poorly-known species,status change
Bossiaea sp. Mt Frankland (L. Graham 2174),,Bossiaea sp. Mt Frankland (L.Graham 2174),,,,Priority 2: Poorly-known species,status change
Calandrinia sp. Bayswater (C. Andrews s.n. 11/1902),,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,status change
Calandrinia sp. Berry Springs (M.O. Parker 855),,Calandrinia sp. Berry Springs (M.O.Parker 855),,,,Priority 1: Poorly-known species,status change
Calandrinia sp. Hamelin Station (F. Obbens FO 02/20),,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,status change
Calandrinia sp. Lennard River (W.V. Fitzgerald 739),,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,status change
Calandrinia sp. Mt Vernon Station (T.L. Setter 427),,Calandrinia,,Parakeelya,,Priority 1: Poorly-known species,status change
Calandrinia sp. Torndirrup (S.D. Hopper et al. SDH 8712),,Calandrinia sp. Torndirrup (S.D.Hopper et al. SDH 8712),,,,Priority 2: Poorly-known species,status change
Calochilus barbarossa,,Calochilus sp. Theda (R.L.Barrett et al. RLB 6158),,,,Priority 3: Poorly-known species,status change
Calytrix platycheiridius,,Calytrix platycheiridia,,,,Priority 2: Poorly-known species,status change
Calytrix sp. Wandana (G. Byrne 1750),,Calytrix,,Fringe Myrtle,,Priority 3: Poorly-known species,status change
Carpobrotus sp. Lateral Flowers (N. Gibson & M. Lyons 973),,Carpobrotus sp. Lateral Flowers (N.Gibson & M.Lyons 973),,,,Priority 2: Poorly-known species,status change
Commersonia sp. Lesmurdie (A.A. Mitchell 11429),,Commersonia,,,,Priority 2: Poorly-known species,status change
Conostylis sp. Watheroo (S.D. Hopper 7668),,Conostylis,,,,Priority 2: Poorly-known species,status change
Corymbia x pedimontana,,Corymbia x pedimontana,,,,Priority 1: Poorly-known species,status change
Corysanthes autumnalis,,Corysanthes autumnalis,,,,Priority 2: Poorly-known species,status change
Corysanthes limpida,,Corybas limpidus,,Crystal Helmet Orchid,,"Priority 4: Rare, Near Threatened",status change
Darwinia chantiae,,,,,,Priority 3: Poorly-known species,status change
Darwinia foetida Keighery,,Darwinia foetida,,Muchea Bell,,Endangered,status change
Darwinia sp. Bindoon (S. Patrick 281),,Darwinia sp. Bindoon (S.Patrick 281),,,,Priority 1: Poorly-known species,status change
Darwinia sp. Corrigin (T. Erickson TEE 308),,Darwinia sp. Corrigin (T.Erickson TEE 308),,,,Priority 2: Poorly-known species,status change
Dolichocarpa sp. Hamersley Station (A.A. Mitchell PRP 1479),,Dolichocarpa,,,,Priority 3: Poorly-known species,status change
Drosera atrata,,Drosera,,Sundews,,Priority 3: Poorly-known species,status change
Drosera hortiorum,,Drosera,,Sundews,,Priority 2: Poorly-known species,status change
Drosera koikyennuruff,,Drosera,,Sundews,,Priority 2: Poorly-known species,status change
Drosera macropetala,,Drosera,,Sundews,,Priority 1: Poorly-known species,status change
Drosera micra,,Drosera micra,,,,Priority 1: Poorly-known species,status change
Drosera reflexa,,Drosera,,Sundews,,Priority 2: Poorly-known species,status change
Drosera rubricalyx,,Drosera,,Sundews,,Priority 2: Poorly-known species,status change
Drosera sp. Kentdale (G.J. Bourke 458),,Drosera,,Sundews,,Priority 2: Poorly-known species,status change
Drosera sp. Lesueur National Park (C.A. Gardner 9350),,Drosera,,Sundews,,Priority 2: Poorly-known species,status change
Drosera sp. Yampi Peninsula (A.J.M. Hopkins BA 0248),,Drosera,,Sundews,,Priority 1: Poorly-known species,status change
Drosera x badgerupii,,Drosera x badgerupii,,,,Priority 2: Poorly-known species,status change
Eragrostis sp. Lake Carey (J. Paterson & J. Warden WB 40825),,Eragrostis,,Lovegrasses,,Priority 1: Poorly-known species,status change
Eremophila compacta subsp. Kennedy Range (B. Buirchell BB 107),,Eremophila compacta subsp. Kennedy Range (B.Buirchell BB 107),,,,Priority 2: Poorly-known species,status change
Eremophila sp. Lake Carey (E. Mattiske LM 197),,Eremophila sp. Lake Carey (E.Mattiske LM 197),,,,Priority 1: Poorly-known species,status change
Eremophila sp. Landor (J. Start D7 33),,Eremophila sp. Landor (J.Start D7 33),,,,Priority 1: Poorly-known species,status change
Eremophila tietkensii,,Eremophila tietkensii,,,,Priority 2: Poorly-known species,status change
Eucalyptus educta L.A.S.Johnson & K.D.Hill,,Eucalyptus educta,,,,Priority 2: Poorly-known species,status change
Eucalyptus sp. Dunbar Road (D. Nicolle & M. French DN 5466),,Eucalyptus sp. Dunbar Road (D.Nicolle & M.French DN 5466),,,,Priority 1: Poorly-known species,status change
Eucalyptus x impensa,,Eucalyptus x impensa,,Eneabba Mallee,,Critically Endangered,status change
Eucalyptus x lateritica,,Eucalyptus x lateritica,,Laterite Mallee,,Endangered,status change
Fitzwillia sp. Newdegate (A. Coates 8766),,Fitzwillia,,,,Priority 1: Poorly-known species,status change
Gastrolobium sp. Asperum (F. Hort 2864),,Gastrolobium,,,,Priority 3: Poorly-known species,status change
Gastrolobium wonganensis,,Gastrolobium wonganensis,,,,Priority 2: Poorly-known species,status change
Gompholobium sp. Roy Hill (G. Buller ATF08 AQ14),,Gompholobium,,Wedge Peas,,Priority 1: Poorly-known species,status change
Grevillea cooljarloo,,Grevillea 'RF05',,,,Priority 1: Poorly-known species,status change
Grevillea sp. Duranillin (E.F. Shedley 180),,Grevillea 'RF05',,,,Priority 2: Poorly-known species,status change
Grevillea sp. Nyabing (A. Coates & J. Ward AC 6030),,Grevillea 'RF05',,,,Priority 1: Poorly-known species,status change
Grevillea tesselata,,Grevillea 'RF05',,,,Priority 1: Poorly-known species,status change
Harnieria sp. Gascoyne (J.P. Bull ONS-2721.04),,Harnieria,,,,Priority 1: Poorly-known species,status change
Hibbertia ciliolata,,Hibbertia ciliolata,,,,Priority 1: Poorly-known species,status change
Hibbertia hesperia,,,,,,Priority 1: Poorly-known species,status change
Hibbertia sp. Bendering (J.W. Horn 4101),,,,,,Priority 1: Poorly-known species,status change
Hibbertia sp. Dragon Rocks (A.M. Coates 2875),,,,,,Priority 2: Poorly-known species,status change
Hibbertia sp. Frank Hann (K. Newbey 10900),,,,,,Priority 2: Poorly-known species,status change
Hibbertia sp. Mount Gibbs (G.F. Craig 6668-1),,,,,,Priority 2: Poorly-known species,status change
Hibbertia sp. Mount Gibson (B.H. Smith 883),,,,,,Priority 1: Poorly-known species,status change
Hibbertia sp. Mt Holland (B. Ellery BE 1437),,Hibbertia sp. Mt Holland (B.Ellery BE 1437),,,,Priority 1: Poorly-known species,status change
Hibbertia subvillosa,,,,,,Priority 3: Poorly-known species,status change
Hibiscus sp. Kununurra (K.F. Kenneally 1940),,Hibiscus,,,,Priority 1: Poorly-known species,status change
Hypocalymma lateriticola,,Hypocalymma,,,,Priority 1: Poorly-known species,status change
Hypocalymma x linifolium,,Hypocalymma linifolium,,,,Priority 1: Poorly-known species,status change
Hypocalymma quadrangulare,,Hypocalymma,,,,Priority 3: Poorly-known species,status change
Hypocalymma sp. Nambung (R. Spjut & R. Smith s.n. 22/09/1992),,Hypocalymma sp. Nambung (R.Spjut & R.Smith s.n. 22/09/1992),,,,Priority 3: Poorly-known species,status change
Hypocalymma x proliferum,,Hypocalymma,,,,Priority 1: Poorly-known species,status change
Hysterobaeckea sp. Exclamation Lake (M.E. Trudgen 1524),,Hysterobaeckea sp. Exclamation Lake (M.E.Trudgen 1524),,,,Priority 1: Poorly-known species,status change
Ipomoea argillicola,,Ipomoea argillicola,,,,Priority 1: Poorly-known species,status change
Isopogon sp. Ravensthorpe (D.B. Foreman 1207),,Isopogon sp. Ravensthorpe (D.B.Foreman 1207),,,,"Priority 4: Rare, Near Threatened",status change
Isotropis parviflora,,Isotropis parviflora,,,Priority 2: Poorly-known species,Priority 3: Poorly-known species,status change
Lambertia orbifolia subsp. pecuniosa,,Lambertia orbifolia,,Roundleaf Honeysuckle,,Priority 2: Poorly-known species,status change
Lambertia orbifolia subsp. Bowelling (A. Webb AW 09107),,Lambertia,,,,Priority 2: Poorly-known species,status change
Lambertia orbifolia subsp. vespera,,Lambertia orbifolia,,Roundleaf Honeysuckle,,Endangered,status change
Lazarum nudibaccatum,,Typhonium,,,,Priority 1: Poorly-known species,status change
Lazarum peltandroides,,Typhonium,,,,Priority 1: Poorly-known species,status change
Lecania turicensis turicensis,,Lecania turicensis var. turicensis,,,,Priority 2: Poorly-known species,status change
Lepidium sp. Stirling Range (S. Barrett 1359),,Lepidium sp. Stirling Range (S.Barrett 1359),,,,Priority 2: Poorly-known species,status change
Lepidosperma sp. Kambalda (A.A. Mitchell 5156),,Lepidosperma sp. Kambalda (A.A.Mitchell 5156),,,,Priority 2: Poorly-known species,status change
Leucopogon sp. Dongolocking (K. Kershaw KK 2333),,Leucopogon sp. Dongolocking (K.Kershaw KK2333),,,,Priority 3: Poorly-known species,status change
Leucopogon sp. Gunapin (F. Hort 808),,Leucopogon sp. Gunapin (F.Hort 808),,,,Priority 3: Poorly-known species,status change
Leucopogon sp. Karroun Hill (K.R. Thiele 4167),,Leucopogon sp. Karroun Hill (K.R.Thiele 4167),,,,Priority 2: Poorly-known species,status change
Leucopogon sp. Lake King (A.J.G. Wilson 65),,Leucopogon sp. Lake King (A.J.G.Wilson 65),,,,Priority 3: Poorly-known species,status change
Leucopogon sp. Tathra (M. Hislop 2900),,Leucopogon sp. Tathra (M.Hislop 2900),,,,Priority 2: Poorly-known species,status change
Leucopogon sp. Yandanooka (M. Hislop 2507),,Leucopogon sp. Yandanooka (M.Hislop 2507),,,,Priority 3: Poorly-known species,status change
Lindernia sp. Theda (R.L. Barrett & M.D. Barrett RLB 3220),,Lindernia,,,,Priority 1: Poorly-known species,status change
Microcorys sp. Great Victoria Desert (J. Alford s.n. PERTH 09041567),,Microcorys,,,,Priority 2: Poorly-known species,status change
Microcorys sp. Parker Range (C. Hancock s.n. PERTH 09215123),,Microcorys,,,,Priority 2: Poorly-known species,status change
Phebalium pauciflorum subsp. grande,,Phebalium,,,,Priority 1: Poorly-known species,status change
Phebalium sp. Windy Hill (G.F. Craig 6583),,Phebalium,,,,Priority 3: Poorly-known species,status change
Micromyrtus racemosa var. Jingemarra (R.J. Cranfield 5253a),,Micromyrtus racemosa var. Jingemarra (R.J.Cranfield 5253a),,,,Priority 2: Poorly-known species,status change
Mirbelia sp. Zuytdorp (G.J. Keighery & N. Gibson 1688),,Mirbelia sp. Zuytdorp (G.J.Keighery & N.Gibson 1688),,,,Priority 1: Poorly-known species,status change
Murdannia sp. Top End (G.M. Chippendale 7726),,Murdannia sp. Top End (G.M.Chippendale 7726),,,,Priority 1: Poorly-known species,status change
Myosotis australis subsp. australis,,Myosotis australis,,Austral Forget-me-not,,"Priority 4: Rare, Near Threatened",status change
Neptunia longipila,,,,,,Priority 2: Poorly-known species,status change
Neptunia tactilis,,,,,,Priority 3: Poorly-known species,status change
Neptunia valida,,,,,,Priority 2: Poorly-known species,status change
Netrostylis sp. Blackwood River (A.R. Annels 3043),,Netrostylis,,,,Priority 3: Poorly-known species,status change
Netrostylis sp. Chandala (G.J. Keighery 17055),,Netrostylis,,,,Priority 2: Poorly-known species,status change
Netrostylis sp. Nannup (P.A. Jurjevich 1133),,Netrostylis,,,,Priority 1: Poorly-known species,status change
Netrostylis sp. Warren (M. McCallum Webster 23/2/1979),,Netrostylis,,,,Priority 1: Poorly-known species,status change
Olearia sp. Jerramungup (E.M. Sandiford 2528),,,,,,Priority 1: Poorly-known species,status change
Paranotis sp. Pilbara (H. Ajduk HAOP04a),,Paranotis,,,,Priority 1: Poorly-known species,status change
