taxonID,scientificName,vernacularName,scientificNameAuthority,primaryDiscipline,establishmentMeans,taxonRank,speciesGroup,ffgactstatus,epbcactStatus,vicadvisorystatus,restrictedFlag,modified,extractDate,status,sourceStatus
505145,Acacia infecunda,Famine Wattle,Molyneux & Forrester,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2018-10-03,2023-01-16,Critically Endangered,Critically Endangered
503631,Acacia irrorata subsp. irrorata,Green Wattle,Sieber ex Spreng.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500047,Acacia kybeanensis,Kybean Wattle,Maiden & Blakely,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2017-07-21,2023-01-16,Vulnerable,Vulnerable
505092,Acacia lanigera var. gracilipes,Woolly Wattle,Benth.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
505093,Acacia lanigera var. lanigera,Woolly Wattle,A. Cunn.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
505141,Acacia leprosa var. uninervia,Large-leaf Cinnamon-wattle,Maslin & D.J. Murphy,Flora,,species,Dicotyledons,Endangered,,Rare,,2013-04-08,2023-01-16,Endangered,Endangered
500050,Acacia lineata,Streaked Wattle,A. Cunn. ex G. Don,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-07-21,2023-01-16,Endangered,Endangered
500052,Acacia loderi,Nealie,Maiden,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2014-11-06,2023-01-16,Critically Endangered,Critically Endangered
500054,Acacia lucasii,Woolly-bear Wattle,Blakely,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-01-19,2023-01-16,Critically Endangered,Critically Endangered
500055,Acacia maidenii,Maiden's Wattle,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-01-19,2023-01-16,Critically Endangered,Critically Endangered
500058,Acacia melvillei,Yarran,Pedley,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2016-07-11,2023-01-16,Critically Endangered,Critically Endangered
500064,Acacia nanodealbata,Dwarf Silver-wattle,J.H. Willis,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2018-10-05,2023-01-16,Vulnerable,Vulnerable
505147,Acacia nanopravissima,Little Kooka Wattle,Molyneux & Forrester,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2018-10-03,2023-01-16,Critically Endangered,Critically Endangered
500065,Acacia notabilis,Mallee Golden Wattle,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-01-19,2023-01-16,Endangered,Endangered
500070,Acacia oswaldii,Umbrella Wattle,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-05-05,2023-01-16,Critically Endangered,Critically Endangered
500073,Acacia pendula,Weeping Myall,A. Cunn. ex  G. Don,Flora,Native but some stands may be alien,species,Dicotyledons,Critically Endangered,,Endangered,,2021-05-06,2023-01-16,Critically Endangered,Critically Endangered
500074,Acacia penninervis var. penninervis,Hickory Wattle,Sieber ex DC.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
500075,Acacia phasmoides,Phantom Wattle,J.H. Willis,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500076,Acacia phlebophylla,Buffalo Sallow-wattle,F. Muell. ex H.B. Will.,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2017-07-24,2023-01-16,Critically Endangered,Critically Endangered
505136,Acacia rostriformis,Bacchus Marsh Wattle,Maslin & D.J. Murphy,Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2015-08-18,2023-01-16,Vulnerable,Vulnerable
500082,Acacia rupicola,Rock Wattle,F. Muell. ex Benth.,Flora,Native but some stands may be alien,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505960,Acacia simmonsiana,Desert Manna Wattle,O'Leary & Maslin,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-01-19,2023-01-16,Endangered,Endangered
505881,Acacia sporadica,Pale Hickory-wattle,N.G. Walsh,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2019-06-26,2023-01-16,Critically Endangered,Critically Endangered
505140,Acacia stictophylla,Dandenong Wattle,Court ex Maslin & D.J. Murphy,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-10-05,2023-01-16,Endangered,Endangered
500093,Acacia subporosa,Bower Wattle,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500094,Acacia subtilinervis,Net-veined Wattle,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
505146,Acacia tabula,Wombargo Wattle,Molyneux & Forrester,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2018-10-03,2023-01-16,Critically Endangered,Critically Endangered
500096,Acacia trineura,Three-nerve Wattle,F. Muell.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500097,Acacia triptera,Spur-wing Wattle,Benth.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
504210,Acacia uncifolia,Coast Wirilda,(J.M. Black) O'Leary,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504211,Acacia verticillata subsp. ruscifolia,Broad-leaf Prickly Moses,(A. Cunn. ex G. Don) Court,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500101,Acacia victoriae subsp. victoriae,Bramble Wattle,Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-08-22,2023-01-16,Endangered,Endangered
500103,Acacia williamsonii,Whirrakee Wattle,Court,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2017-08-22,2023-01-16,Vulnerable,Vulnerable
505621,Acianthus collinus,Hooded Mosquito-orchid,D.L. Jones,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500113,Aciphylla glacialis,Snow Aciphyll,(F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2020-10-13,2023-01-16,Endangered,Endangered
500114,Aciphylla simplicifolia,Mountain Aciphyll,(F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2013-03-23,2023-01-16,Endangered,Endangered
506010,Acrobolbus cinerascens,Grey Pouchwort,(Lehm. & Lindenb.) Schiffn.,Flora,,species,Liverworts,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500116,Acronychia oblongifolia,Yellow-wood,(A. Cunn. ex Hook.) Endl. ex Heynh.,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2014-09-03,2023-01-16,Critically Endangered,Critically Endangered
501985,Acrothamnus montanus,Snow Beard-heath,(R. Br.) Quinn,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500119,Acrotriche cordata,Coast Ground-berry,(Labill.) R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500120,Acrotriche depressa,Wiry Ground-berry,R. Br.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-01-19,2023-01-16,Critically Endangered,Critically Endangered
500121,Acrotriche leucocarpa,Tall Acrotriche,P. Jobson & Whiffin,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-08-22,2023-01-16,Endangered,Endangered
500125,Actinotus bellidioides,Tiny Flannel-flower,(Hook. f.) Benth.,Flora,,species,Dicotyledons,Extinct,,Presumed extinct,,2010-09-16,2023-01-16,Extinct,Extinct
500126,Actinotus forsythii,Ridge Flannel-flower,Maiden & Betche,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2021-01-08,2023-01-16,Critically Endangered,Critically Endangered
500131,Adiantum diaphanum,Filmy Maidenhair,Blume,Flora,,species,Fern and allies,Critically Endangered,,Endangered,,2021-08-02,2023-01-16,Critically Endangered,Critically Endangered
500132,Adiantum formosum,Black Stem,R. Br.,Flora,,species,Fern and allies,Critically Endangered,,Vulnerable,,2017-01-19,2023-01-16,Critically Endangered,Critically Endangered
505449,Adiantum hispidulum var. hispidulum,Rough Maidenhair,Sw.,Flora,,species,Fern and allies,Critically Endangered,,Rare,,2016-04-26,2023-01-16,Critically Endangered,Critically Endangered
504755,Adriana quadripartita,Coast Bitter-bush,(Labill.) Muell. Arg.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2014-09-25,2023-01-16,Endangered,Endangered
500135,Adriana tomentosa var. tomentosa,Eastern Bitter-bush,Gaudich.,Flora,,species,Dicotyledons,Endangered,,Rare,,2014-09-25,2023-01-16,Endangered,Endangered
500150,Agrostis australiensis,Tiny Bent,Mez,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500157,Agrostis muelleriana,Mueller's Bent,Vickery,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500170,Alchemilla xanthochlora,Lady's Mantle,Rothm.,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-08-14,2023-01-16,Endangered,Endangered
500171,Alectryon subcinereus,Native Quince,(A. Gray) Radlk.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2018-10-31,2023-01-16,Critically Endangered,Critically Endangered
506018,Allisoniella nigra,Black Threadwort,(Rodway) R.M. Schust.,Flora,,species,Liverworts,Critically Endangered,,Rare,,2017-08-14,2023-01-16,Critically Endangered,Critically Endangered
500679,Allocasuarina grampiana,Grampians Sheoak,L.A.S. Johnson,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500678,Allocasuarina luehmannii,Buloke,(R.T. Baker) L.A.S. Johnson,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2022-07-04,2023-01-16,Critically Endangered,Critically Endangered
504203,Allocasuarina mackliniana subsp. hirtilinea,Western Sheoak,L.A.S. Johnson,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
500681,Allocasuarina nana,Stunted Sheoak,(Sieber ex Spreng.) L.A.S. Johnson,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-08-18,2023-01-16,Endangered,Endangered
501049,Almaleea capitata,Slender Parrot-pea,(J.H. Willis) Crisp & P.H. Weston,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-01-20,2023-01-16,Endangered,Endangered
502862,Almaleea paludosa,Marsh Bush-pea,(Joy Thomps.) Crisp & P.H. Weston,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-08-22,2023-01-16,Endangered,Endangered
503845,Althenia marina,Sea Water-mat,(E.L. Robertson) Yu Ito,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2020-02-10,2023-01-16,Critically Endangered,Critically Endangered
503846,Althenia patentifolia,Spreading Water-mat,(E.L. Robertson) Terry Macfarlane in prep,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2016-08-26,2023-01-16,Endangered,Endangered
500193,Amaranthus grandiflorus,Large-flower Amaranth,(J.M. Black) J.M. Black,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2020-10-13,2023-01-16,Endangered,Endangered
500195,Amaranthus macrocarpus var. macrocarpus,Dwarf Amaranth,Benth.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-01-20,2023-01-16,Endangered,Endangered
500202,Ammannia multiflora,Jerry-jerry,Roxb.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-01-20,2023-01-16,Endangered,Endangered
500204,Ammobium alatum,Winged Everlasting,R. Br.,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2021-04-30,2023-01-16,Critically Endangered,Critically Endangered
503624,Amphibromus pithogastrus,Plump Swamp Wallaby-grass,S.W.L. Jacobs & Lapinpuro,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2017-01-20,2023-01-16,Critically Endangered,Critically Endangered
503625,Amphibromus sinuatus,Wavy Swamp Wallaby-grass,S.W.L. Jacobs & Lapinpuro,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-01-20,2023-01-16,Endangered,Endangered
500217,Amyema linophylla subsp. orientalis,Buloke Mistletoe,Barlow,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2016-11-28,2023-01-16,Critically Endangered,Critically Endangered
505168,Amyema pendula subsp. longifolia,Drooping Mistletoe,(Hook.) Barlow,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2016-04-22,2023-01-16,Critically Endangered,Critically Endangered
500802,Androcalva rossii,Native Hemp,(Guymer) C.F. Wilkins & Whitlock,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2022-04-28,2023-01-16,Critically Endangered,Critically Endangered
500694,Androcalva tatei,Trailing Commersonia,(F. Muell. ex Tate) C.F. Wilkins & Whitlock,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2016-01-29,2023-01-16,Critically Endangered,Critically Endangered
500227,Angianthus brachypappus,Spreading Angianthus,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-01-20,2023-01-16,Endangered,Endangered
500230,Angophora floribunda,Rough-barked Apple,(Sm.) Sweet,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-01-20,2023-01-16,Endangered,Endangered
506033,Anoectangium bellii,Kiwi Cave-moss,Broth. ex Dixon,Flora,,species,Mosses,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
504148,Aphanopetalum resinosum,Gum Vine,Endl.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2017-01-10,2023-01-16,Critically Endangered,Critically Endangered
500246,Apium insulare,Island Celery,P.S. Short,Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2017-01-20,2023-01-16,Vulnerable,Vulnerable
501615,Argentipallium dealbatum,Silver Everlasting,(Labill.) Paul G. Wilson,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-09-08,2023-01-16,Endangered,Endangered
507617,Argyrotegium mackayi,Silver Cudweed,(Buchanan) J.M. Ward & Breitw.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-01-10,2023-01-16,Endangered,Endangered
504519,Argyrotegium poliochlorum,Grey-green Cudweed,(N.G. Walsh) J.M. Ward & Breitw.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-01-12,2023-01-16,Endangered,Endangered
500262,Aristida holathera var. holathera,Tall Kerosene Grass,Domin,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
504631,Aristida jerichoensis var. subspinulifera,Jericho Wire-grass,Henrard,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
505184,Aristida obscura,Rough-seed Wire-grass,Henrard,Flora,,species,Monocotyledons,Endangered,,Endangered,,2010-09-16,2023-01-16,Endangered,Endangered
504795,Aristida personata,Purple Wire-grass,Henrard,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
503699,Arthropodium sp. 1 (robust glaucous),Tall Vanilla-lily,sensu Conran (1994),Flora,,species,Monocotyledons,Endangered,,Rare,,2017-11-13,2023-01-16,Endangered,Endangered
500277,Asperula ambleia,Stiff Woodruff,Airy Shaw & Turrill,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2018-10-31,2023-01-16,Critically Endangered,Critically Endangered
500280,Asperula gemella,Twin-leaf Bedstraw,Airy Shaw & Turrill,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-09-08,2023-01-16,Endangered,Endangered
505640,Asperula wimmerana,Wimmera Woodruff,Airy Shaw & Turrill,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-09-08,2023-01-16,Endangered,Endangered
503626,Asplenium aethiopicum,Shredded Spleenwort,(Burm. f.) Bech.,Flora,,species,Fern and allies,Critically Endangered,,Vulnerable,,2017-01-20,2023-01-16,Critically Endangered,Critically Endangered
500293,Asplenium appendiculatum subsp. appendiculatum,Ground Spleenwort,(Labill.) C. Presl,Flora,,species,Fern and allies,Critically Endangered,,Rare,,2021-10-10,2023-01-16,Critically Endangered,Critically Endangered
500291,Asplenium decurrens,Shore Spleenwort,Willd.,Flora,,species,Fern and allies,Endangered,,Vulnerable,,2020-10-25,2023-01-16,Endangered,Endangered
500290,Asplenium hookerianum,Maidenhair Spleenwort,Colenso,Flora,,species,Fern and allies,Critically Endangered,Vulnerable,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500292,Asplenium polyodon,Sickle Spleenwort,G. Forst.,Flora,,species,Fern and allies,Extinct,,Presumed extinct,,2010-09-16,2023-01-16,Extinct,Extinct
504214,Asplenium trichomanes subsp. quadrivalens,Common Spleenwort,D.E. Mey.,Flora,,species,Fern and allies,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504215,Asplenium trichomanes subsp. trichomanes,Common Spleenwort,L.,Flora,,species,Fern and allies,Endangered,,Rare,,2017-11-13,2023-01-16,Endangered,Endangered
500296,Astelia australiana,Tall Astelia,(J.H. Willis) L.B. Moore,Flora,,species,Monocotyledons,Endangered,Vulnerable,Vulnerable,,2021-08-02,2023-01-16,Endangered,Endangered
515001,Astelia psychrocharis,Kosciusko Pineapple-grass,F. Muell.,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2022-03-22,2023-01-16,Critically Endangered,Critically Endangered
505647,Asterolasia asteriscophora subsp. albiflora,White Star-bush,B.J. Mole,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
500300,Asterolasia phebalioides,Downy Star-Bush,F. Muell.,Flora,,species,Dicotyledons,Vulnerable,Vulnerable,Vulnerable,,2017-01-20,2023-01-16,Vulnerable,Vulnerable
507603,Asterophora mirabilis,Grey Jockey,(T.W. May) Redhead & Seifert,Flora,,species,Fungi,Endangered,,Rare,,2022-04-28,2023-01-16,Endangered,Endangered
504122,Astrotricha asperifolia subsp. 2,Bogong Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Endangered,,Rare,,2017-09-20,2023-01-16,Endangered,Endangered
505599,Astrotricha ledifolia s.s.,Common Star-hair,DC.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2017-09-20,2023-01-16,Vulnerable,Vulnerable
505604,Astrotricha linearis subsp. 1,Narrow-leaf Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Endangered,,Rare,,2017-11-13,2023-01-16,Endangered,Endangered
505605,Astrotricha linearis subsp. 2,Narrow-leaf Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Endangered,,Rare,,2018-12-12,2023-01-16,Endangered,Endangered
505606,Astrotricha parvifolia subsp. 1,Small-leaf Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2018-10-16,2023-01-16,Critically Endangered,Critically Endangered
505607,Astrotricha parvifolia subsp. 2,Small-leaf Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2018-10-16,2023-01-16,Endangered,Endangered
505602,Astrotricha sp. 1 subsp. 1,Grampians Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Endangered,,Rare,,2021-10-16,2023-01-16,Endangered,Endangered
505603,Astrotricha sp. 1 subsp. 2,Greater Grampians Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2021-10-16,2023-01-16,Vulnerable,Vulnerable
504241,Astrotricha sp. 2,Long-leaf Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2021-10-10,2023-01-16,Critically Endangered,Critically Endangered
505608,Astrotricha sp. 3,Wingan Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2021-10-16,2023-01-16,Endangered,Endangered
500307,Astrotricha sp. 4,Thick-leaf Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Vulnerable,,Rare,,2021-10-16,2023-01-16,Vulnerable,Vulnerable
505609,Astrotricha sp. 5,Wallagaraugh Star-hair,"sensu Henwood, Makinson & Maling (1999)",Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2021-10-16,2023-01-16,Critically Endangered,Critically Endangered
504216,Atriplex acutibractea subsp. acutibractea,Pointed Saltbush,R.H. Anderson,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2017-01-20,2023-01-16,Endangered,Endangered
504228,Atriplex acutibractea subsp. karoniensis,Pointed Saltbush,Aellen,Flora,,species,Dicotyledons,Endangered,,Rare,,2017-11-14,2023-01-16,Endangered,Endangered
500315,Atriplex angulata,Angular Saltbush,Benth.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-01-20,2023-01-16,Critically Endangered,Critically Endangered
