taxonRank,kingdom,class,order,family,genus,scientificName,specificEpithet,vernacularName,establishmentMeans,sourceStatus,protectedInNSW,sensitivityClass,tsprofileid,countryConservation,dcterms_modified,speciesID,taxonID,status
Species,Plantae,Flora,Flora,Rubiaceae,Asperula,Asperula asthenes,asthenes,Trailing Woodruff,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10068.0,Vulnerable,2017-10-04T17:40:55.07+11:00,8191,8191,Vulnerable
Species,Plantae,Flora,Flora,Rutaceae,Micromelum,Micromelum minutum,minutum,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20234.0,Not Listed,2020-01-22T14:40:20.517+11:00,8208,8208,Extinct
Species,Plantae,Flora,Flora,Poaceae,Elionurus,Elionurus citreus,citreus,Lemon-scented Grass,"Alive in NSW, Native",Endangered,false,Not Sensitive,10267.0,Not Listed,2017-10-04T17:46:16.5+11:00,8280,8280,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Cratystylis,Cratystylis conocephala,conocephala,Bluebush Daisy,"Alive in NSW, Native",Endangered,false,Not Sensitive,10182.0,Not Listed,2017-10-04T17:26:43.363+11:00,8334,8334,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Indigofera,Indigofera leucotricha,leucotricha,Silver Indigo,"Alive in NSW, Native",Endangered,false,Not Sensitive,10431.0,Not Listed,2017-10-04T17:31:11.2+11:00,8337,8337,Endangered
Species,Plantae,Flora,Flora,Dennstaedtiaceae,Hypolepis,Hypolepis elegans,elegans,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20223.0,Not Listed,2020-01-22T14:41:07.277+11:00,8349,8349,Extinct
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus sturgissiana,sturgissiana,Ettrema Mallee,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10318.0,Not Listed,2022-11-04T17:29:00.45+11:00,8384,8384,Vulnerable
Species,Plantae,Flora,Flora,Pteridaceae,Platyzoma,Platyzoma microphyllum,microphyllum,Braid Fern,"Alive in NSW, Native",Endangered,false,Category 3,10636.0,Not Listed,2022-12-14T19:57:38.64+11:00,8406,8406,Endangered
Subspecies,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia baueri subsp. aspera,baueri,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10005.0,Not Listed,2020-09-14T14:43:13.487+10:00,8416,8416,Vulnerable
Species,Plantae,Flora,Flora,Rhamnaceae,Pomaderris,Pomaderris pallida,pallida,Pale Pomaderris,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10653.0,Vulnerable,2017-10-04T17:38:13.8+11:00,8431,8431,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona viridis,viridis,Creeping Darling Pea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10784.0,Not Listed,2017-10-04T17:31:38.98+11:00,8484,8484,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Genoplesium,Genoplesium rhyoliticum,rhyoliticum,Rhyolite Midge Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10342.0,Endangered,2017-10-04T17:44:27.933+11:00,8541,8541,Endangered
Species,Plantae,Flora,Flora,Marsileaceae,Pilularia,Pilularia novae-hollandiae,novae-hollandiae,Austral Pillwort,"Alive in NSW, Native",Endangered,false,Category 3,10628.0,Not Listed,2022-11-04T17:29:02.78+11:00,8552,8552,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Darwinia,Darwinia peduncularis,peduncularis,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10205.0,Not Listed,2017-10-04T17:34:25.97+11:00,8597,8597,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia gordonii,gordonii,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10015.0,Endangered,2017-10-04T17:41:56.667+11:00,8604,8604,Endangered
Species,Plantae,Flora,Flora,Rhamnaceae,Pomaderris,Pomaderris sericea,sericea,Silky Pomaderris,"Alive in NSW, Native",Endangered,false,Not Sensitive,10658.0,Vulnerable,2017-10-04T17:38:14.973+11:00,8606,8606,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Geodorum,Geodorum densiflorum,densiflorum,Pink Nodding Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10349.0,Not Listed,2017-10-04T17:40:46.133+11:00,8628,8628,Endangered
Species,Plantae,Flora,Flora,Casuarinaceae,Allocasuarina,Allocasuarina glareicola,glareicola,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10038.0,Endangered,2017-10-04T17:44:24.513+11:00,8675,8675,Endangered
Species,Plantae,Flora,Flora,Lindsaeaceae,Lindsaea,Lindsaea brachypoda,brachypoda,Short-footed Screw Fern,"Alive in NSW, Native",Endangered,false,Category 3,10480.0,Not Listed,2017-10-04T17:43:59.167+11:00,8676,8676,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Zieria,Zieria adenophora,adenophora,Araluen Zieria,"Alive in NSW, Native",Critically Endangered,false,Category 2,10849.0,Endangered,2022-11-04T17:29:06.917+11:00,8685,8685,Critically Endangered
Species,Plantae,Flora,Flora,Asteraceae,Calotis,Calotis glandulosa,glandulosa,Mauve Burr-daisy,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10135.0,Vulnerable,2022-11-04T17:28:57.463+11:00,8715,8715,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Homoranthus,Homoranthus lunatus,lunatus,Crescent-leaved Homoranthus,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10410.0,Vulnerable,2017-10-04T17:46:06.967+11:00,8742,8742,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Brachyscome,Brachyscome papillosa,papillosa,Mossgiel Daisy,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10106.0,Vulnerable,2017-10-04T17:41:13.947+11:00,8805,8805,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Micromyrtus,Micromyrtus blakelyi,blakelyi,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10527.0,Vulnerable,2017-10-04T17:35:17.36+11:00,8827,8827,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus copulans,copulans,,"Alive in NSW, Native",Endangered,false,Category 3,10291.0,Endangered,2017-10-04T17:45:38.78+11:00,8876,8876,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus aquatica,aquatica,Broad-leaved Sally,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10283.0,Vulnerable,2017-10-04T17:45:39.013+11:00,8877,8877,Vulnerable
Species,Plantae,Flora,Flora,Goodeniaceae,Velleia,Velleia perfoliata,perfoliata,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10827.0,Vulnerable,2017-10-04T17:32:00.31+11:00,8956,8956,Vulnerable
Species,Plantae,Flora,Flora,Poaceae,Plinthanthesis,Plinthanthesis rodwayi,rodwayi,Budawangs Wallaby Grass,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,10639.0,Vulnerable,2020-01-21T00:26:53.277+11:00,8967,8967,Critically Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus magnificata,magnificata,Northern Blue Box,"Alive in NSW, Native",Endangered,false,Not Sensitive,10299.0,Not Listed,2017-10-04T17:45:18.467+11:00,8993,8993,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia chrysotricha,chrysotricha,Newry Golden Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10008.0,Not Listed,2017-10-04T17:33:25.53+11:00,9033,9033,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Melaleuca,Melaleuca irbyana,irbyana,Weeping Paperbark,"Alive in NSW, Native",Endangered,false,Not Sensitive,10518.0,Not Listed,2017-10-04T17:35:14.377+11:00,9059,9059,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus largeana,largeana,Craven Grey Box,"Alive in NSW, Native",Endangered,false,Not Sensitive,20268.0,Endangered,2018-07-11T09:38:35.297+10:00,9083,9083,Endangered
Species,Plantae,Flora,Flora,Sapindaceae,Cupaniopsis,Cupaniopsis serrata,serrata,Smooth Tuckeroo,"Alive in NSW, Native",Endangered,false,Not Sensitive,10192.0,Not Listed,2017-10-04T17:38:54.52+11:00,9097,9097,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea banyabba,banyabba,Banyabba Grevillea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10359.0,Vulnerable,2017-10-04T17:46:48.67+11:00,9146,9146,Vulnerable
Subspecies,Plantae,Flora,Flora,Orobanchaceae,Euphrasia,Euphrasia orthocheila subsp. peraspera,orthocheila,Tenterfield Eyebright,"Alive in NSW, Native",Endangered,false,Not Sensitive,10328.0,Not Listed,2017-10-04T17:41:28.633+11:00,9236,9236,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Pterostylis,Pterostylis nigricans,nigricans,Dark Greenhood,"Alive in NSW, Native",Vulnerable,true,Category 2,10703.0,Not Listed,2017-10-04T17:42:10.23+11:00,9279,9279,Vulnerable
Species,Plantae,Flora,Flora,Araliaceae,Astrotricha,Astrotricha cordata,cordata,Heart-leaved Star Hair,"Alive in NSW, Native",Endangered,false,Not Sensitive,10073.0,Not Listed,2017-10-04T17:45:24.013+11:00,9303,9303,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia pycnostachya,pycnostachya,Bolivia Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10025.0,Vulnerable,2017-10-04T17:33:55.763+11:00,9314,9314,Vulnerable
Species,Plantae,Flora,Flora,Cupressaceae,Callitris,Callitris baileyi,baileyi,Bailey's Cypress Pine,"Alive in NSW, Native",Endangered,false,Not Sensitive,10131.0,Not Listed,2017-10-04T17:29:11.32+11:00,9315,9315,Endangered
Species,Plantae,Flora,Flora,Araliaceae,Trachymene,Trachymene scapigera,scapigera,Mountain Trachymene,"Alive in NSW, Native",Endangered,false,Category 3,10811.0,Endangered,2022-12-14T19:43:01.23+11:00,9368,9368,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris disposita,disposita,Willawarrin Doubletail,"Alive in NSW, Native",Endangered,true,Category 2,10237.0,Not Listed,2017-10-04T17:46:05.39+11:00,9385,9385,Endangered
Subspecies,Plantae,Flora,Flora,Orobanchaceae,Euphrasia,Euphrasia collina subsp. muelleri,collina,Mueller's Eyebright,"Alive in NSW, Native",Endangered,false,Not Sensitive,10327.0,Endangered,2017-10-04T17:46:24.467+11:00,9386,9386,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia acanthoclada,acanthoclada,Harrow Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10001.0,Not Listed,2017-10-04T17:33:15.64+11:00,9438,9438,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia jucunda,jucunda,Yetman Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10016.0,Not Listed,2017-10-04T17:33:41.78+11:00,9441,9441,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus microcodon,microcodon,Border Mallee,"Alive in NSW, Native",Endangered,false,Not Sensitive,10301.0,Not Listed,2017-10-04T17:46:06.06+11:00,9465,9465,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Olearia,Olearia oliganthema,oliganthema,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20214.0,Extinct,2020-01-22T14:41:56.117+11:00,9471,9471,Extinct
Species,Plantae,Flora,Flora,Chenopodiaceae,Dysphania,Dysphania platycarpa,platycarpa,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10256.0,Not Listed,2017-10-04T17:28:43.243+11:00,9565,9565,Endangered
Species,Plantae,Flora,Flora,Cyperaceae,Cyperus,Cyperus conicus,conicus,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10198.0,Not Listed,2017-10-04T17:40:48.6+11:00,9570,9570,Endangered
Species,Plantae,Flora,Flora,Malvaceae,Sida,Sida rohlenae,rohlenae,Shrub Sida,"Alive in NSW, Native",Endangered,false,Not Sensitive,10756.0,Not Listed,2017-10-04T17:42:45.4+11:00,9609,9609,Endangered
Species,Plantae,Flora,Flora,Psilotaceae,Psilotum,Psilotum complanatum,complanatum,Flat Fork Fern,"Alive in NSW, Native",Endangered,false,Category 3,10695.0,Not Listed,2017-10-04T17:44:05.48+11:00,9621,9621,Endangered
Species,Plantae,Flora,Flora,Poaceae,Arthraxon,Arthraxon hispidus,hispidus,Hairy Jointgrass,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10066.0,Vulnerable,2017-10-04T17:36:23.267+11:00,9640,9640,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Indigofera,Indigofera helmsii,helmsii,Indigo,"Alive in NSW, Native",Endangered,false,Not Sensitive,10430.0,Not Listed,2017-10-04T17:40:26.897+11:00,9646,9646,Endangered
Species,Plantae,Flora,Flora,Haloragaceae,Myriophyllum,Myriophyllum implicatum,implicatum,,"Alive in NSW, Native",Critically Endangered,false,Category 2,20146.0,Not Listed,2012-09-04T16:44:28.56+10:00,9665,9665,Critically Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea obtusiflora,obtusiflora,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10372.0,Endangered,2017-10-04T17:37:38.473+11:00,9678,9678,Endangered
Subspecies,Plantae,Flora,Flora,Haloragaceae,Haloragis,Haloragis exalata subsp. velutina,exalata,Tall Velvet Sea-berry,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10393.0,Vulnerable,2017-10-04T17:46:25.36+11:00,9691,9691,Vulnerable
Species,Plantae,Flora,Flora,Dilleniaceae,Hibbertia,Hibbertia hexandra,hexandra,Tree Guinea Flower,"Alive in NSW, Native",Endangered,false,Not Sensitive,10399.0,Not Listed,2017-10-04T17:30:02.68+11:00,9718,9718,Endangered
Species,Plantae,Flora,Flora,Poaceae,Alexfloydia,Alexfloydia repens,repens,Floyd's Grass,"Alive in NSW, Native",Endangered,false,Not Sensitive,10036.0,Not Listed,2017-10-04T17:45:57.86+11:00,9719,9719,Endangered
Species,Plantae,Flora,Flora,Casuarinaceae,Allocasuarina,Allocasuarina defungens,defungens,Dwarf Heath Casuarina,"Alive in NSW, Native",Endangered,false,Not Sensitive,10037.0,Endangered,2017-10-04T17:45:58.093+11:00,9720,9720,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Caladenia,Caladenia arenaria,arenaria,Sand-hill Spider Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10121.0,Endangered,2017-10-04T17:41:01.9+11:00,9746,9746,Endangered
Species,Plantae,Flora,Flora,Dryopteridaceae,Polystichum,Polystichum moorei,moorei,Rock Shield Fern,"Alive in NSW, Native",Endangered,false,Not Sensitive,10890.0,Endangered,2017-10-04T17:43:45.37+11:00,9749,9749,Endangered
Species,Plantae,Flora,Flora,Ericaceae,Epacris,Epacris sparsa,sparsa,Sparse Heath,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10274.0,Vulnerable,2017-10-04T17:41:45.76+11:00,9755,9755,Vulnerable
Species,Plantae,Flora,Flora,Loranthaceae,Muellerina,Muellerina myrtifolia,myrtifolia,Myrtle-leaf Mistletoe,"Alive in NSW, Native",Endangered,false,Not Sensitive,10548.0,Not Listed,2017-10-04T17:33:03.013+11:00,9792,9792,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Senecio,Senecio georgianus,georgianus,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20216.0,Extinct,2020-01-22T14:42:43.55+11:00,9799,9799,Extinct
Variety,Plantae,Flora,Flora,Primulaceae,Lysimachia,Lysimachia vulgaris var. davurica,vulgaris,Yellow Loosestrife,"Alive in NSW, Native",Endangered,false,Category 3,10498.0,Not Listed,2018-07-11T12:44:01.023+10:00,9833,9833,Endangered
Species,Plantae,Flora,Flora,Potamogetonaceae,Zannichellia,Zannichellia palustris,palustris,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10847.0,Not Listed,2022-12-15T20:04:47.42+11:00,9836,9836,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris bracteata,bracteata,,"Alive in NSW, Native",Endangered,true,Category 2,20036.0,Extinct,2020-09-14T14:44:23.97+10:00,9839,9839,Endangered
Species,Plantae,Flora,Flora,Convolvulaceae,Ipomoea,Ipomoea polymorpha,polymorpha,Silky Cow-Vine,"Alive in NSW, Native",Endangered,false,Not Sensitive,10434.0,Not Listed,2017-10-04T17:43:15.137+11:00,9963,9963,Endangered
Species,Plantae,Flora,Flora,Solanaceae,Solanum,Solanum bauerianum,bauerianum,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20238.0,Extinct,2020-01-22T14:43:30.727+11:00,10025,10025,Extinct
Species,Plantae,Flora,Flora,Capparaceae,Capparis,Capparis canescens,canescens,Wild Orange,"Alive in NSW, Native",Endangered,false,Not Sensitive,10143.0,Not Listed,2017-10-04T17:41:45.51+11:00,10027,10027,Endangered
Subspecies,Plantae,Flora,Flora,Caryophyllaceae,Polycarpaea,Polycarpaea spirostylis subsp. glabra,spirostylis,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10642.0,Not Listed,2017-10-04T17:44:53.09+11:00,10028,10028,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea nematophylla,nematophylla,Silver-leaved Water Tree,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20229.0,Not Listed,2020-01-22T14:44:28.24+11:00,10034,10034,Extinct
Species,Plantae,Flora,Flora,Rutaceae,Melicope,Melicope vitiflora,vitiflora,Coast Euodia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10522.0,Not Listed,2017-10-04T17:45:10.34+11:00,10076,10076,Endangered
Species,Plantae,Flora,Flora,Lamiaceae,Prostanthera,Prostanthera densa,densa,Villous Mint-bush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10676.0,Vulnerable,2017-10-04T17:32:25.98+11:00,10082,10082,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea evansiana,evansiana,Evans Grevillea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10363.0,Vulnerable,2017-10-04T17:37:31.597+11:00,10093,10093,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Senecio,Senecio squarrosus,squarrosus,Swamp Groundsel,"Alive in NSW, Native",Endangered,false,Not Sensitive,10752.0,Not Listed,2017-10-04T17:27:56.367+11:00,10120,10120,Endangered
Subspecies,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia mollis subsp. maxima,mollis,,"Alive in NSW, Native",Endangered,true,Not Sensitive,10597.0,Endangered,2017-10-04T17:45:59.653+11:00,10148,10148,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris aequalis,aequalis,Buttercup Doubletail,"Alive in NSW, Native",Endangered,true,Category 2,10235.0,Vulnerable,2017-10-04T17:35:45.033+11:00,10157,10157,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Caesalpinioideae),Caesalpinia,Caesalpinia bonduc,bonduc,Knicker Nut,"Alive in NSW, Native",Endangered,false,Not Sensitive,10876.0,Not Listed,2017-10-04T17:28:13.257+11:00,10162,10162,Endangered
Species,Plantae,Flora,Flora,Chenopodiaceae,Threlkeldia,Threlkeldia inchoata,inchoata,Tall Bonefruit,"Alive in NSW, Native",Endangered,false,Not Sensitive,10804.0,Not Listed,2017-10-04T17:29:01.76+11:00,10171,10171,Endangered
Species,Plantae,Flora,Flora,Ericaceae,Monotoca,Monotoca rotundifolia,rotundifolia,Trailing Monotoca,"Alive in NSW, Native",Endangered,false,Not Sensitive,10542.0,Not Listed,2017-10-04T17:44:18.467+11:00,10186,10186,Endangered
Species,Plantae,Flora,Flora,Chenopodiaceae,Osteocarpum,Osteocarpum scleropterum,scleropterum,Squash Bush,"Alive in NSW, Native",Endangered,false,Not Sensitive,10578.0,Not Listed,2017-10-04T17:41:53.68+11:00,10202,10202,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Zieria,Zieria murphyi,murphyi,Velvet Zieria,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10860.0,Vulnerable,2022-11-04T17:29:08.573+11:00,10211,10211,Vulnerable
Species,Plantae,Flora,Flora,Gyrostemonaceae,Gyrostemon,Gyrostemon thesioides,thesioides,,"Alive in NSW, Native",Endangered,false,Category 3,10384.0,Not Listed,2017-10-04T17:46:58.14+11:00,10214,10214,Endangered
Species,Plantae,Flora,Flora,Euphorbiaceae,Fontainea,Fontainea australis,australis,Southern Fontainea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10333.0,Vulnerable,2017-10-04T17:44:27.247+11:00,10241,10241,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia petraea,petraea,Lancewood,"Alive in NSW, Native",Endangered,false,Not Sensitive,10020.0,Not Listed,2017-10-04T17:33:52.263+11:00,10285,10285,Endangered
Species,Plantae,Flora,Flora,Polygalaceae,Comesperma,Comesperma scoparium,scoparium,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20228.0,Not Listed,2020-01-22T14:45:15.6+11:00,10291,10291,Extinct
Species,Plantae,Flora,Flora,Aizoaceae,Trianthema,Trianthema cypseleoides,cypseleoides,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20210.0,Extinct,2020-01-22T14:46:00.78+11:00,10302,10302,Extinct
Species,Plantae,Flora,Flora,Proteaceae,Hakea,Hakea fraseri,fraseri,Gorge Hakea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10389.0,Vulnerable,2017-10-04T17:37:43.8+11:00,10305,10305,Vulnerable
Species,Plantae,Flora,Flora,Orobanchaceae,Euphrasia,Euphrasia bella,bella,Pretty Eyebright,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10324.0,Vulnerable,2018-10-26T23:43:18.55+11:00,10320,10320,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Oberonia,Oberonia complanata,complanata,Yellow-flowered King of the Fairies,"Alive in NSW, Native",Endangered,true,Category 2,10570.0,Not Listed,2017-10-04T17:41:25.993+11:00,10331,10331,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona flavicarinata,flavicarinata,Yellow-Keeled Swainsona,"Alive in NSW, Native",Endangered,false,Not Sensitive,10778.0,Not Listed,2017-10-04T17:31:31.323+11:00,10444,10444,Endangered
Species,Plantae,Flora,Flora,Brassicaceae,Irenepharsus,Irenepharsus magicus,magicus,Elusive Cress,"Alive in NSW, Native",Endangered,false,Not Sensitive,10436.0,Not Listed,2022-11-04T17:29:01.437+11:00,10447,10447,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia notabilis,notabilis,Mallee Golden Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10019.0,Not Listed,2017-10-04T17:33:48.92+11:00,10490,10490,Endangered
Species,Plantae,Flora,Flora,Sapotaceae,Niemeyera,Niemeyera chartacea,chartacea,Smooth-leaved Plum,"Alive in NSW, Native",Endangered,false,Not Sensitive,10559.0,Not Listed,2011-11-11T11:23:06+11:00,10537,10537,Endangered
Species,Plantae,Flora,Flora,Ericaceae,Leucopogon,Leucopogon confertus,confertus,Torrington Beard-heath,"Alive in NSW, Native",Endangered,false,Category 3,10472.0,Endangered,2017-10-04T17:30:20.43+11:00,10552,10552,Endangered
Species,Plantae,Flora,Flora,Euphorbiaceae,Monotaxis,Monotaxis macrophylla,macrophylla,Large-leafed Monotaxis,"Alive in NSW, Native",Endangered,false,Not Sensitive,10541.0,Not Listed,2017-10-04T17:30:44.79+11:00,10562,10562,Endangered
Species,Plantae,Flora,Flora,Orobanchaceae,Centranthera,Centranthera cochinchinensis,cochinchinensis,Swamp Foxglove,"Alive in NSW, Native",Endangered,false,Not Sensitive,10153.0,Not Listed,2017-10-04T17:43:23.853+11:00,10581,10581,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea divaricata,divaricata,,"Alive in NSW, Native",Endangered,false,Category 3,10362.0,Not Listed,2017-10-04T17:37:31.347+11:00,10599,10599,Endangered
Species,Plantae,Flora,Flora,Convolvulaceae,Wilsonia,Wilsonia backhousei,backhousei,Narrow-leafed Wilsonia,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10838.0,Not Listed,2017-10-04T17:29:05.4+11:00,10636,10636,Vulnerable
Subspecies,Plantae,Flora,Flora,Thymelaeaceae,Pimelea,Pimelea serpyllifolia subsp. serpyllifolia,serpyllifolia,Thyme Rice-Flower,"Alive in NSW, Native",Endangered,false,Not Sensitive,10631.0,Not Listed,2017-10-04T17:43:12.557+11:00,10673,10673,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea beadleana,beadleana,Beadle's Grevillea,"Alive in NSW, Native",Endangered,false,Category 3,10360.0,Endangered,2017-10-04T17:44:19.12+11:00,10676,10676,Endangered
Species,Plantae,Flora,Flora,Rhamnaceae,Pomaderris,Pomaderris notata,notata,McPherson Range Pomaderris,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10652.0,Not Listed,2017-10-04T17:38:13.567+11:00,10731,10731,Vulnerable
Species,Plantae,Flora,Flora,Stackhousiaceae,Stackhousia,Stackhousia clementii,clementii,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10767.0,Not Listed,2017-10-04T17:42:00.977+11:00,10746,10746,Endangered
Species,Plantae,Flora,Flora,Chenopodiaceae,Dysphania,Dysphania plantaginella,plantaginella,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10255.0,Not Listed,2017-10-04T17:42:22.057+11:00,10770,10770,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Indigofera,Indigofera baileyi,baileyi,Bailey's Indigo,"Alive in NSW, Native",Endangered,false,Not Sensitive,10428.0,Not Listed,2022-11-04T17:29:01.093+11:00,10820,10820,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris flavescens,flavescens,Pale Yellow Doubletail,"Alive in NSW, Native",Critically Endangered,true,Category 2,10238.0,Critically Endangered,2022-11-04T17:28:59.09+11:00,10832,10832,Critically Endangered
Species,Plantae,Flora,Flora,Lamiaceae,Prostanthera,Prostanthera staurophylla,staurophylla,Tenterfield Mint-bush,"Alive in NSW, Native",Endangered,false,Category 2,10680.0,Vulnerable,2021-03-17T13:45:16.64+11:00,10840,10840,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Hicksbeachia,Hicksbeachia pinnatifolia,pinnatifolia,Red Boppel Nut,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10405.0,Vulnerable,2017-10-04T17:37:47.537+11:00,10857,10857,Vulnerable
Species,Plantae,Flora,Flora,Urticaceae,Dendrocnide,Dendrocnide moroides,moroides,Gympie Stinger,"Alive in NSW, Native",Endangered,false,Not Sensitive,10214.0,Not Listed,2017-10-04T17:39:43.74+11:00,10874,10874,Endangered
Species,Plantae,Flora,Flora,Lamiaceae,Westringia,Westringia davidii,davidii,David's Westringia,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10835.0,Vulnerable,2017-10-04T17:43:16.997+11:00,10885,10885,Vulnerable
Subspecies,Plantae,Flora,Flora,Corynocarpaceae,Corynocarpus,Corynocarpus rupestris subsp. rupestris,rupestris,Glenugie Karaka,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10181.0,Vulnerable,2017-10-04T17:40:44.79+11:00,10955,10955,Vulnerable
