scientificName,vernacularName,family,sourceStatus,status
Picris squarrosa,Squat Picris,Asteraceae,r,Rare
Podolepis aristata subsp. affinis,Grey Podolepis,Asteraceae,r,Rare
Podolepis hieracioides,Long Podolepis,Asteraceae,r,Rare
Podolepis laciniata,High-plain Podolepis,Asteraceae,r,Rare
Quinetia urvillei,Grey Zig-zag,Asteraceae,r,Rare
Rhodanthe polygalifolia,Milkwort Sunray,Asteraceae,r,Rare
Senecio X orarius,Coast Fireweed,Asteraceae,r,Rare
Senecio campylocarpus,Floodplain Fireweed,Asteraceae,r,Rare
Austrobryonia micrantha,Mallee Cucumber,Cucurbitaceae,r,Rare
Bauera sessiliflora,Grampians Bauera,Cunoniaceae,r,Rare
Wittsteinia vacciniacea,Baw Baw Berry,Alseuosmiaceae,r,Rare
Sticherus flabellatus var. flabellatus,Shiny Fan-fern,Gleicheniaceae,r,Rare
Sticherus tener s.s.,Tasman Fan-fern,Gleicheniaceae,r,Rare
Coopernookia barbata,Purple Coopernookia,Goodeniaceae,r,Rare
Dampiera purpurea,Mountain Dampiera,Goodeniaceae,r,Rare
Goodenia arguta,Grassland Goodenia,Goodeniaceae,r,Rare
Goodenia bellidifolia subsp. bellidifolia,Daisy Goodenia,Goodeniaceae,r,Rare
Goodenia benthamiana,Small-leaf Goodenia,Goodeniaceae,r,Rare
Goodenia connata,Cup Goodenia,Goodeniaceae,r,Rare
Goodenia heterophylla subsp. heterophylla,Variable Goodenia,Goodeniaceae,r,Rare
Goodenia lineata,Grampians Goodenia,Goodeniaceae,r,Rare
Senecio cunninghamii var. cunninghamii,Branching Groundsel,Asteraceae,r,Rare
Senecio diaschides,Shingle Fireweed,Asteraceae,r,Rare
Senecio distalilobatus,Distal-lobe Fireweed,Asteraceae,r,Rare
Senecio extensus,Alpine Fireweed,Asteraceae,r,Rare
Senecio glomeratus subsp. longifructus,Annual Fireweed,Asteraceae,r,Rare
Senecio gregorii,Fleshy Groundsel,Asteraceae,r,Rare
Senecio hispidissimus,Sand Fireweed,Asteraceae,r,Rare
Senecio interpositus,Tableland Fireweed,Asteraceae,r,Rare
Senecio lageniformis,Monaro Fireweed,Asteraceae,r,Rare
Senecio linearifolius var. gariwerdensis,Fireweed Groundsel (Grampians variant),Asteraceae,r,Rare
Senecio linearifolius var. intermedius,Fireweed Groundsel (Suggan Buggan variant),Asteraceae,r,Rare
Senecio microbasis,Slender Fireweed,Asteraceae,r,Rare
Senecio nigrapicus,Black-tip Fireweed,Asteraceae,r,Rare
Senecio pectinatus var. major,Alpine Groundsel,Asteraceae,r,Rare
Senecio pinnatifolius var. alpinus,Snowfield Groundsel,Asteraceae,r,Rare
Senecio platylepis,Toothed Groundsel,Asteraceae,r,Rare
Senecio spathulatus var. latifructus,Dune Groundsel,Asteraceae,r,Rare
Carex aff. bichenoviana (Volcanic Lakes),Tufted Curly Sedge,Cyperaceae,r,Rare
Carex alsophila,Forest Sedge,Cyperaceae,r,Rare
Carex blakei,Alpine Sedge,Cyperaceae,r,Rare
Carex canescens,Short Sedge,Cyperaceae,r,Rare
Carex capillacea,Hair Sedge,Cyperaceae,r,Rare
Carex gunniana var. brevior,Swamp Sedge,Cyperaceae,r,Rare
Carex jackiana,Carpet Sedge,Cyperaceae,r,Rare
Carex nemoralis,River Hook-sedge,Cyperaceae,r,Rare
Oreobolus oxycarpus subsp. oxycarpus,Tuft-rush,Cyperaceae,r,Rare
Oreobolus pumilio subsp. pumilio,Alpine Tuft-rush,Cyperaceae,r,Rare
Schoenus carsei,Wiry Bog-sedge,Cyperaceae,r,Rare
Schoenus ericetorum,Heathy Bog-sedge,Cyperaceae,r,Rare
Schoenus imberbis,Beardless Bog-sedge,Cyperaceae,r,Rare
Schoenus lepidosperma subsp. pachylepis,Slender Bog-sedge,Cyperaceae,r,Rare
Schoenus melanostachys,Black Bog-sedge,Cyperaceae,r,Rare
Schoenus nanus,Tiny Bog-sedge,Cyperaceae,r,Rare
Schoenus racemosus,Tufted Bog-sedge,Cyperaceae,r,Rare
Schoenus sculptus,Gimlet Bog-sedge,Cyperaceae,r,Rare
Scirpus polystachyus,Large-head Club-sedge,Cyperaceae,r,Rare
Cystopteris tasmanica,Brittle Bladder-fern,Cystopteridaceae,r,Rare
Goodenia stelligera,Spiked Goodenia,Goodeniaceae,r,Rare
Gonocarpus mezianus,Hairy Raspwort,Haloragaceae,r,Rare
Stuartina hamata,Prickly Cudweed,Asteraceae,r,Rare
Taraxacum aristum,Mountain Dandelion,Asteraceae,r,Rare
Vittadinia condyloides,Club-hair New Holland Daisy,Asteraceae,r,Rare
Carex raleighii,Raleigh Sedge,Cyperaceae,r,Rare
Carex umbricola,Forest Hook-sedge,Cyperaceae,r,Rare
Carpha alpina,Small Flower-rush,Cyperaceae,r,Rare
Carpha nivicola,Broad-leaf Flower-rush,Cyperaceae,r,Rare
Chaetospora turbinata,Top Bog-sedge,Cyperaceae,r,Rare
Cladium procerum,Leafy Twig-sedge,Cyperaceae,r,Rare
Cyathochaeta diandra,Sheath Sedge,Cyperaceae,r,Rare
Fimbristylis velata,Veiled Fringe-sedge,Cyperaceae,r,Rare
Haloragodendron baeuerlenii,Shrubby Raspwort,Haloragaceae,r,Rare
Myriophyllum alpinum,Alpine Water-milfoil,Haloragaceae,r,Rare
Corynotheca licrota,Sand Lily,Hemerocallidaceae,r,Rare
Dianella callicarpa,Swamp Flax-lily,Hemerocallidaceae,r,Rare
Vittadinia cuneata var. hirsuta,Fuzzy New Holland Daisy,Asteraceae,r,Rare
Vittadinia cuneata var. morrisii,Fuzzy New Holland Daisy,Asteraceae,r,Rare
Vittadinia tenuissima,Delicate New Holland Daisy,Asteraceae,r,Rare
Xerochrysum papillosum,Island Everlasting,Asteraceae,r,Rare
Plagiochasma rupestre,Cliff Waxwort,Aytoniaceae,r,Rare
Bartramia mossmaniana,Tall Apple-moss,Bartramiaceae,r,Rare
Gahnia microstachya,Slender Saw-sedge,Cyperaceae,r,Rare
Isolepis montivaga,Fog Club-sedge,Cyperaceae,r,Rare
Isolepis wakefieldiana,Tufted Club-sedge,Cyperaceae,r,Rare
Lepidosperma canescens,Hoary Rapier-sedge,Cyperaceae,r,Rare
Lepidosperma limicola,Razor Sword-sedge,Cyperaceae,r,Rare
Machaerina laxa,Lax Twig-sedge,Cyperaceae,r,Rare
Dianella sp. aff. revoluta (Genoa),Eastern Flax-lily,Hemerocallidaceae,r,Rare
Dianella sp. aff. tasmanica (Snowy River),Rock Flax-lily,Hemerocallidaceae,r,Rare
Herpolirion novae-zelandiae,Sky Lily,Hemerocallidaceae,r,Rare
Thelionema umbellatum,Clustered Lily,Hemerocallidaceae,r,Rare
Calyptrochaeta brownii,Brown's Mitre-moss,Hookeriaceae,r,Rare
Calyptrochaeta otwayensis,Otway Mitre-moss,Hookeriaceae,r,Rare
Distichophyllum crispulum,Crisped Mitre-moss,Hookeriaceae,r,Rare
Dicranoloma platycaulon,Wavy Fork-moss,Dicranaceae,r,Rare
Hibbertia cistiflora subsp. rostrata,Rock Rose Guinea-flower,Dilleniaceae,r,Rare
Hibbertia dentata,Trailing Guinea-flower,Dilleniaceae,r,Rare
Hibbertia diffusa,Wedge Guinea-flower,Dilleniaceae,r,Rare
Hibbertia hermanniifolia subsp. recondita,Outcrop Guinea-flower,Dilleniaceae,r,Rare
Hibbertia hirticalyx,Bass Guinea-flower,Dilleniaceae,r,Rare
Hibbertia humifusa subsp. humifusa,Rising Star Guinea-flower,Dilleniaceae,r,Rare
Hibbertia pallidiflora,Pale Guinea-flower,Dilleniaceae,r,Rare
Calostemma purpureum s.s.,Garland Lily,Amaryllidaceae,r,Rare
Cardamine moirensis,Riverina Bitter-cress,Brassicaceae,r,Rare
Hibbertia rufa,Brown Guinea-flower,Dilleniaceae,r,Rare
Hibbertia sericea var. scabrifolia,Silky Guinea-flower,Dilleniaceae,r,Rare
Hibbertia spathulata subsp. spathulata,Rock Guinea-flower,Dilleniaceae,r,Rare
Hibbertia truncata,Port Campbell Guinea-flower,Dilleniaceae,r,Rare
Drosera arcturi,Alpine Sundew,Droseraceae,r,Rare
Lastreopsis hispida,Bristly Shield-fern,Dryopteridaceae,r,Rare
Lastreopsis microsora subsp. microsora,Creeping Shield-fern,Dryopteridaceae,r,Rare
Polystichum formosum,Broad Shield-fern,Dryopteridaceae,r,Rare
Echinodium hispidum,Madeira Moss,Echinodiaceae,r,Rare
Laxmannia gracilis,Slender Wire-lily,Anthericaceae,r,Rare
Sowerbaea juncea,Rush Lily,Anthericaceae,r,Rare
Aciphylla glacialis,Snow Aciphyll,Apiaceae,r,Rare
Aciphylla simplicifolia,Mountain Aciphyll,Apiaceae,r,Rare
Diplaspis nivis,Snow Pennywort,Apiaceae,r,Rare
Irenepharsus magicus,Elusive Cress,Brassicaceae,r,Rare
Lepidium desvauxii,Bushy Peppercress,Brassicaceae,r,Rare
Rorippa eustylis,Dwarf Bitter-cress,Brassicaceae,r,Rare
Tetratheca stenocarpa,Long Pink-bells,Elaeocarpaceae,r,Rare
Tetratheca subaphylla,Leafless Pink-bells,Elaeocarpaceae,r,Rare
Encalypta vulgaris,Common Extinguisher-moss,Encalyptaceae,r,Rare
Dendrobium striolatum,Streaked Rock-orchid,Epidendroideae,r,Rare
Acrothamnus montanus,Snow Beard-heath,Ericaceae,r,Rare
Acrotriche cordata,Coast Ground-berry,Ericaceae,r,Rare
Acrotriche leucocarpa,Tall Acrotriche,Ericaceae,r,Rare
Brachyloma depressum,Spreading Brachyloma,Ericaceae,r,Rare
Epacris celata,Cryptic Heath,Ericaceae,r,Rare
Epacris glacialis,Reddish Bog-heath,Ericaceae,r,Rare
Epacris impressa var. grandiflora,Grampians Heath,Ericaceae,r,Rare
Epacris petrophila,Snow Heath,Ericaceae,r,Rare
Epacris rhombifolia,Mountain Coral Heath,Ericaceae,r,Rare
Leucopogon microphyllus var. pilibundus,Hairy Beard-heath,Ericaceae,r,Rare
Leucopogon neurophyllus,Veined Beard-heath,Ericaceae,r,Rare
Oreomyrrhis argentea,Silver Caraway,Apiaceae,r,Rare
Oschatzia cuneifolia,Wedge Oschatzia,Apiaceae,r,Rare
Platysace ericoides,Heath Platysace,Apiaceae,r,Rare
Xanthosia leiophylla,Parsley Xanthosia,Apiaceae,r,Rare
Xanthosia tasmanica,Southern Xanthosia,Apiaceae,r,Rare
Marsdenia flavescens,Yellow Milk-vine,Apocynaceae,r,Rare
Astrotricha asperifolia subsp. 2,Bogong Star-hair,Araliaceae,r,Rare
Leucopogon pilifer,Thready Beard-heath,Ericaceae,r,Rare
Leucopogon thymifolius,Thyme Beard-heath,Ericaceae,r,Rare
Leucopogon virgatus var. brevifolius,Common Beard-heath,Ericaceae,r,Rare
Monotoca billawinica,Grampians Broom-heath,Ericaceae,r,Rare
Monotoca glauca,Currant-wood,Ericaceae,r,Rare
Monotoca oreophila,Mountain Broom-heath,Ericaceae,r,Rare
Pentachondra pumila,Carpet Heath,Ericaceae,r,Rare
Richea victoriana,Serpent Heath,Ericaceae,r,Rare
Styphelia attenuata,Grey Beard-heath,Ericaceae,r,Rare
Styphelia esquamata,Swamp Beard-heath,Ericaceae,r,Rare
Styphelia exarrhena,Desert Styphelia,Ericaceae,r,Rare
Styphelia riparia,River Beard-heath,Ericaceae,r,Rare
Styphelia woodsii,Nodding Beard-heath,Ericaceae,r,Rare
Trochocarpa clarkei,Lilac Berry,Ericaceae,r,Rare
Eriocaulon scariosum,Common Pipewort,Eriocaulaceae,r,Rare
Adriana tomentosa var. tomentosa,Eastern Bitter-bush,Euphorbiaceae,r,Rare
Bertya cunninghamii subsp. pubiramula,Sticky Bertya,Euphorbiaceae,r,Rare
Beyeria lanceolata,Pinkwood,Euphorbiaceae,r,Rare
Beyeria lasiocarpa,Wallaby-bush,Euphorbiaceae,r,Rare
Astrotricha ledifolia s.s.,Common Star-hair,Araliaceae,r,Rare
Astrotricha linearis subsp. 1,Narrow-leaf Star-hair,Araliaceae,r,Rare
Astrotricha linearis subsp. 2,Narrow-leaf Star-hair,Araliaceae,r,Rare
Astrotricha sp. 1 subsp. 1,Grampians Star-hair,Araliaceae,r,Rare
Astrotricha sp. 4,Thick-leaf Star-hair,Araliaceae,r,Rare
Trachymene humilis subsp. breviscapa,Alpine Trachymene,Araliaceae,r,Rare
Trachymene humilis subsp. humilis,Alpine Trachymene,Araliaceae,r,Rare
Trachymene thysanocarpa,Mallee Trachymene,Araliaceae,r,Rare
Lobelia beaugleholei,Showy Lobelia,Campanulaceae,r,Rare
Lobelia dentata,Toothed Lobelia,Campanulaceae,r,Rare
Lobelia purpurascens,Whiteroot,Campanulaceae,r,Rare
Wahlenbergia tumidifructa,Mallee Annual-bluebell,Campanulaceae,r,Rare
Eupomatia laurina,Bolwarra,Eupomatiaceae,r,Rare
Almaleea paludosa,Marsh Bush-pea,Fabaceae,r,Rare
Bossiaea bracteosa,Mountain Leafless Bossiaea,Fabaceae,r,Rare
Bossiaea cordigera,Wiry Bossiaea,Fabaceae,r,Rare
Bossiaea ensata,Sword Bossiaea,Fabaceae,r,Rare
Bossiaea heterophylla,Variable Bossiaea,Fabaceae,r,Rare
Bossiaea riparia,River Leafless Bossiaea,Fabaceae,r,Rare
Bossiaea rosmarinifolia,Grampians Bossiaea,Fabaceae,r,Rare
Daviesia genistifolia s.s.,Broom Bitter-pea,Fabaceae,r,Rare
Arthropodium sp. 1 (robust glaucous),Tall Vanilla-lily,Asparagaceae,r,Rare
Bulbine crassa,Coast Lily,Asphodelaceae,r,Rare
Asplenium appendiculatum subsp. appendiculatum,Ground Spleenwort,Aspleniaceae,r,Rare
Asplenium trichomanes subsp. quadrivalens,Common Spleenwort,Aspleniaceae,r,Rare
Asplenium trichomanes subsp. trichomanes,Common Spleenwort,Aspleniaceae,r,Rare
Ammobium alatum,Winged Everlasting,Asteraceae,r,Rare
Colobanthus affinis,Alpine Colobanth,Caryophyllaceae,r,Rare
Colobanthus apetalus var. apetalus,Coast Colobanth,Caryophyllaceae,r,Rare
Scleranthus brockiei,Brock Knawel,Caryophyllaceae,r,Rare
Scleranthus diander,Tufted Knawel,Caryophyllaceae,r,Rare
Scleranthus fasciculatus,Spreading Knawel,Caryophyllaceae,r,Rare
Scleranthus singuliflorus,Mossy Knawel,Caryophyllaceae,r,Rare
Daviesia mimosoides subsp. acris,Blunt-leaf Bitter-pea,Fabaceae,r,Rare
Daviesia pectinata,Thorny Bitter-pea,Fabaceae,r,Rare
Dillwynia oreodoxa,Grampians Parrot-pea,Fabaceae,r,Rare
Dillwynia sieberi,Sieber's Parrot-pea,Fabaceae,r,Rare
Dillwynia uncinata,Silky Parrot-pea,Fabaceae,r,Rare
Gompholobium glabratum,Dainty Wedge-pea,Fabaceae,r,Rare
Gompholobium inconspicuum,Creeping Wedge-pea,Fabaceae,r,Rare
Goodia medicaginea,Western Golden-tip,Fabaceae,r,Rare
Goodia pubescens,Silky Golden-tip,Fabaceae,r,Rare
Hovea asperifolia subsp. spinosissima,Rough Hovea,Fabaceae,r,Rare
Hovea corrickiae,Glossy Hovea,Fabaceae,r,Rare
Hovea magnibractea,Large-bract Hovea,Fabaceae,r,Rare
Hovea pannosa s.s.,Rusty Velvet-pods,Fabaceae,r,Rare
Hovea purpurea,Tall Hovea,Fabaceae,r,Rare
Argentipallium dealbatum,Silver Everlasting,Asteraceae,r,Rare
Argyrotegium mackayi,Silver Cudweed,Asteraceae,r,Rare
Argyrotegium nitidulum,Shining Cudweed,Asteraceae,r,Rare
Argyrotegium poliochlorum,Grey-green Cudweed,Asteraceae,r,Rare
Brachyscome exilis,Finger-leaved Daisy,Asteraceae,r,Rare
Brachyscome obovata,Baw Baw Daisy,Asteraceae,r,Rare
Brachyscome petrophila,Rock Daisy,Asteraceae,r,Rare
Brachyscome ptychocarpa,Tiny Daisy,Asteraceae,r,Rare
Brachyscome radicans,Marsh Daisy,Asteraceae,r,Rare
Brachyscome readeri,Reader's Daisy,Asteraceae,r,Rare
Brachyscome riparia,Snowy River Daisy,Asteraceae,r,Rare
Brachyscome salkiniae,Elegant Daisy,Asteraceae,r,Rare
Brachyscome tadgellii,Tadgell's Daisy,Asteraceae,r,Rare
Brachyscome willisii,Narrow-wing Daisy,Asteraceae,r,Rare
Allocasuarina grampiana,Grampians Sheoak,Casuarinaceae,r,Rare
Allocasuarina mackliniana subsp. hirtilinea,Western Sheoak,Casuarinaceae,r,Rare
Allocasuarina nana,Stunted Sheoak,Casuarinaceae,r,Rare
Stackhousia nuda,Wiry Stackhousia,Celastraceae,r,Rare
Stackhousia pulvinaris,Alpine Stackhousia,Celastraceae,r,Rare
Lespedeza juncea subsp. sericea,Chinese Lespedeza,Fabaceae,r,Rare
Phyllota remota,Slender Phyllota,Fabaceae,r,Rare
Platylobium alternifolium,Victorian Flat-pea,Fabaceae,r,Rare
Platylobium reflexum,Victorian Flat-pea,Fabaceae,r,Rare
Podolobium ilicifolium,Prickly Podolobium,Fabaceae,r,Rare
Calotis cuneifolia,Blue Burr-daisy,Asteraceae,r,Rare
Calotis cymbacantha,Burr-daisy,Asteraceae,r,Rare
Calotis lappulacea,Yellow Burr-daisy,Asteraceae,r,Rare
Cassinia diminuta,Dwarf Cassinia,Asteraceae,r,Rare
Cassinia maritima,Coast Cassinia,Asteraceae,r,Rare
Cassinia monticola,Mountain Cassinia,Asteraceae,r,Rare
Cassinia nivalis,Ochre Cassinia,Asteraceae,r,Rare
Cassinia scabrida,Rough Cassinia,Asteraceae,r,Rare
Cassinia venusta,Elegant Cassinia,Asteraceae,r,Rare
Celmisia costiniana,Carpet Snow-daisy,Asteraceae,r,Rare
Celmisia latifolia,Victorian Snow-daisy,Asteraceae,r,Rare
Celmisia tomentella,Silver Snow-daisy,Asteraceae,r,Rare
Centipeda crateriformis subsp. compacta,Compact Sneezeweed,Asteraceae,r,Rare
Centipeda nidiformis,Cotton Sneezeweed,Asteraceae,r,Rare
Centipeda thespidioides s.s.,Desert Sneezeweed,Asteraceae,r,Rare
Ceratogyne obionoides,Wingwort,Asteraceae,r,Rare
Allisoniella nigra,Black Threadwort,Cephaloziellaceae,r,Rare
Cephalomitrion aterrimum,Black Rustwort,Cephaloziellaceae,r,Rare
Atriplex acutibractea subsp. karoniensis,Pointed Saltbush,Chenopodiaceae,r,Rare
Atriplex lindleyi subsp. conduplicata,Baldoo,Chenopodiaceae,r,Rare
Atriplex nummularia subsp. omissa,Dwarf Old-man Saltbush,Chenopodiaceae,r,Rare
Atriplex paludosa subsp. paludosa,Marsh Saltbush,Chenopodiaceae,r,Rare
Atriplex papillata,Coral Saltbush,Chenopodiaceae,r,Rare
Atriplex pseudocampanulata,Mealy Saltbush,Chenopodiaceae,r,Rare
Pultenaea aff. retusa (Mt Kaye),Mt Kaye Bush-pea,Fabaceae,r,Rare
Pultenaea altissima,Tall Bush-pea,Fabaceae,r,Rare
Pultenaea benthamii,Bentham's Bush-pea,Fabaceae,r,Rare
Pultenaea canaliculata,Coast Bush-pea,Fabaceae,r,Rare
Pultenaea capitellata,Hard-head Bush-pea,Fabaceae,r,Rare
Pultenaea costata,Ribbed Bush-pea,Fabaceae,r,Rare
Pultenaea daltonii,Hoary Bush-pea,Fabaceae,r,Rare
Pultenaea densifolia,Dense Bush-pea,Fabaceae,r,Rare
Pultenaea fasciculata,Alpine Bush-pea,Fabaceae,r,Rare
Pultenaea foliolosa,Small-leaf Bush-pea,Fabaceae,r,Rare
Pultenaea gunnii subsp. tuberculata,Golden Bush-pea,Fabaceae,r,Rare
Pultenaea juniperina s.s.,Prickly Beauty,Fabaceae,r,Rare
Pultenaea luehmannii,Thready Bush-pea,Fabaceae,r,Rare
Pultenaea patellifolia,Mt. Byron Bush-pea,Fabaceae,r,Rare
Pultenaea platyphylla,Flat-leaf Bush-pea,Fabaceae,r,Rare
Pultenaea polifolia,Dusky Bush-pea,Fabaceae,r,Rare
Pultenaea prolifera,Otway Bush-pea,Fabaceae,r,Rare
Pultenaea reflexifolia,Wombat Bush-pea,Fabaceae,r,Rare
Pultenaea subalpina,Rosy Bush-pea,Fabaceae,r,Rare
Pultenaea tenella,Delicate Bush-pea,Fabaceae,r,Rare
Pultenaea victoriensis,Victoria Range Bush-pea,Fabaceae,r,Rare
Pultenaea vrolandii,Cupped Bush-pea,Fabaceae,r,Rare
Pultenaea weindorferi,Swamp Bush-pea,Fabaceae,r,Rare
Pultenaea williamsoniana,Williamson's Bush-pea,Fabaceae,r,Rare
Pultenaea williamsonii,Highland Bush-pea,Fabaceae,r,Rare
Senna aciphylla,Sprawling Cassia,Fabaceae,r,Rare
Sphaerolobium acanthos,Grampians Globe-pea,Fabaceae,r,Rare
Coronidium waddelliae,Snowy Everlasting,Asteraceae,r,Rare
Craspedia adenophora,Sticky Billy-buttons,Asteraceae,r,Rare
Craspedia aurantia var. aurantia,Orange Billy-buttons,Asteraceae,r,Rare
Craspedia aurantia var. jamesii,Green Billy-buttons,Asteraceae,r,Rare
Craspedia crocata,Crimson Billy-buttons,Asteraceae,r,Rare
Craspedia sylvestris,Mountain Forest Billy-buttons,Asteraceae,r,Rare
Cymbonotus lawsonianus,Bear's-ear,Asteraceae,r,Rare
Elachanthus glaber,Smooth Elachanth,Asteraceae,r,Rare
Elachanthus pusillus,Small Elachanth,Asteraceae,r,Rare
Chenopodium desertorum subsp. desertorum,Frosted Goosefoot,Chenopodiaceae,r,Rare
Dissocarpus biflorus var. biflorus,Twin-flower Saltbush,Chenopodiaceae,r,Rare
Maireana oppositifolia,Heathy Bluebush,Chenopodiaceae,r,Rare
Maireana sedifolia,Pearl Bluebush,Chenopodiaceae,r,Rare
Maireana triptera,Three-wing Bluebush,Chenopodiaceae,r,Rare
Swainsona behriana,Southern Swainson-pea,Fabaceae,r,Rare
Swainsona microphylla,Small-leaf Swainson-pea,Fabaceae,r,Rare
Trigonella suavissima,Sweet Fenugreek,Fabaceae,r,Rare
Eriochlamys behrii s.s.,Woolly Mantle,Asteraceae,r,Rare
Euchiton traversii,Mat Cudweed,Asteraceae,r,Rare
Euchiton umbricola,Cliff Cudweed,Asteraceae,r,Rare
Ewartia nubigena,Silver Ewartia,Asteraceae,r,Rare
Gnephosis drummondii,Slender Cup-flower,Asteraceae,r,Rare
Gnephosis tenuissima,Dwarf Cup-flower,Asteraceae,r,Rare
Malacocera tricornis,Goat Head,Chenopodiaceae,r,Rare
Rhagodia parabolica,Fragrant Saltbush,Chenopodiaceae,r,Rare
Rhagodia ulicina,Spiny Goosefoot,Chenopodiaceae,r,Rare
Salsola tragus subsp. pontica,Coast Saltwort,Chenopodiaceae,r,Rare
Sclerolaena X caput-casuarii,Humped Copperburr,Chenopodiaceae,r,Rare
Sclerolaena X ramsayae,Ramsay's Hybrid Copperburr,Chenopodiaceae,r,Rare
Sclerolaena uniflora,Two-spined Copperburr,Chenopodiaceae,r,Rare
Tecticornia lylei,Wiry Glasswort,Chenopodiaceae,r,Rare
Tecticornia moniliformis,Ruby Glasswort,Chenopodiaceae,r,Rare
Tecticornia nitida,Shining Glasswort,Chenopodiaceae,r,Rare
Tecticornia pterygosperma subsp. pterygosperma,Whiteseed Glasswort,Chenopodiaceae,r,Rare
Fissidens dealbatus,Nerveless Pocket-moss,Fissidentaceae,r,Rare
Fissidens strictus,Water Pocket-moss,Fissidentaceae,r,Rare
Frankenia crispa,Hoary Sea-heath,Frankeniaceae,r,Rare
Frankenia foliosa,Leafy Sea-heath,Frankeniaceae,r,Rare
Frankenia serpyllifolia,Bristly Sea-heath,Frankeniaceae,r,Rare
Frankenia sessilis,Small-leaf Sea-heath,Frankeniaceae,r,Rare
Leptorhynchos squamatus subsp. alpinus,Alpine Buttons,Asteraceae,r,Rare
Leucochrysum alpinum,Alpine Sunray,Asteraceae,r,Rare
Millotia macrocarpa,Large-fruited Millotia,Asteraceae,r,Rare
Minuria cunninghamii,Bush Minuria,Asteraceae,r,Rare
Minuria denticulata,Woolly Minuria,Asteraceae,r,Rare
Minuria integerrima,Smooth Minuria,Asteraceae,r,Rare
Olearia asterotricha,Rough Daisy-bush,Asteraceae,r,Rare
Olearia brevipedunculata,Rusty Daisy-bush,Asteraceae,r,Rare
Olearia calcarea,Lime Daisy-bush,Asteraceae,r,Rare
Tecticornia triandra,Desert Glasswort,Chenopodiaceae,r,Rare
Diplachne fusca subsp. fusca,Brown Beetle-grass,Chloridoideae,r,Rare
Pseudomarsupidium piliferum,Twin-tooth Featherwort,Adelanthaceae,r,Rare
Gentianella muelleriana subsp. willisiana,Mt Buller Snow-gentian,Gentianaceae,r,Rare
Gentianella polysperes,Early Forest-gentian,Gentianaceae,r,Rare
Olearia frostii,Bogong Daisy-bush,Asteraceae,r,Rare
Olearia iodochroa,Violet Daisy-bush,Asteraceae,r,Rare
Olearia minor,Satin Daisy-bush,Asteraceae,r,Rare
Olearia passerinoides subsp. passerinoides,Slender Daisy-bush,Asteraceae,r,Rare
Olearia phlogopappa subsp. flavescens,Dusty Daisy-bush,Asteraceae,r,Rare
Olearia sp. 2,Peninsula Daisy-bush,Asteraceae,r,Rare
Olearia stricta subsp. stricta,Upright Daisy-bush,Asteraceae,r,Rare
Olearia tenuifolia,Scented Daisy-bush,Asteraceae,r,Rare
Olearia tomentosa,Toothed Daisy-bush,Asteraceae,r,Rare
Olearia tubuliflora,Rayless Daisy-bush,Asteraceae,r,Rare
Ozothamnus alpinus,Alpine Everlasting,Asteraceae,r,Rare
Ozothamnus argophyllus,Spicy Everlasting,Asteraceae,r,Rare
Ozothamnus rogersianus,Nunniong Everlasting,Asteraceae,r,Rare
Ozothamnus stirlingii,Ovens Everlasting,Asteraceae,r,Rare
Wurmbea biglandulosa subsp. biglandulosa,Glandular Early Nancy,Colchicaceae,r,Rare
Wurmbea uniflora,One-flower Early Nancy,Colchicaceae,r,Rare
Convolvulus crispifolius,Silver Bindweed,Convolvulaceae,r,Rare
Convolvulus recurvatus subsp. recurvatus,Recurved Bindweed,Convolvulaceae,r,Rare
Dichondra sp. 1,Silky Kidney-weed,Convolvulaceae,r,Rare
Cortinarius canaria,Canary Dermocybe,Cortinariaceae,r,Rare
Cortinarius cramesinus species complex,Orange Dermocybe,Cortinariaceae,r,Rare
Acacia leprosa var. uninervia,Large-leaf Cinnamon-wattle,Mimosaceae,r,Rare
Acacia lineata,Streaked Wattle,Mimosaceae,r,Rare
Acacia nanodealbata,Dwarf Silver-wattle,Mimosaceae,r,Rare
Acacia penninervis var. penninervis,Hickory Wattle,Mimosaceae,r,Rare
Acacia phlebophylla,Buffalo Sallow-wattle,Mimosaceae,r,Rare
Acacia rupicola,Rock Wattle,Mimosaceae,r,Rare
Acacia simmonsiana,Desert Manna Wattle,Mimosaceae,r,Rare
Acacia stictophylla,Dandenong Wattle,Mimosaceae,r,Rare
Lasiopetalum schulzenii,Drooping Velvet-bush,Sterculioideae,r,Rare
Thomasia petalocalyx,Paper Flower,Sterculioideae,r,Rare
Levenhookia sonderi,Slender Stylewort,Stylidiaceae,r,Rare
Prasophyllum sp. aff. montanum A,Mountain Leek-orchid,Orchidaceae,r,Rare
Prasophyllum sphacelatum,Large Alpine Leek-orchid,Orchidaceae,r,Rare
Prasophyllum sylvestre,Forest Leek-orchid,Orchidaceae,r,Rare
Pterostylis X ingens,Sharp Greenhood,Orchidaceae,r,Rare
Pterostylis aestiva,Long-tongue Summer-greenhood,Orchidaceae,r,Rare
Pterostylis boormanii,Sikh's Whiskers,Orchidaceae,r,Rare
Pterostylis clivosa,Red-tip Greenhood,Orchidaceae,r,Rare
Pterostylis crassa,Fleshy Greenhood,Orchidaceae,r,Rare
Pterostylis crassicaulis,Alpine Swan Greenhood,Orchidaceae,r,Rare
Pterostylis cucullata subsp. sylvicola,Tall Leafy Greenhood,Orchidaceae,r,Rare
