scientificName,vernacularName,Current Scientific Name,status,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos  Keeling  Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area,listed sprat taxonID,current sprat taxonID,kingdom,class,Profile,Date extracted,nsl name,family,genus,species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author,sourceStatus
Rhincodon typus,Whale Shark,-,Vulnerable,-,Yes,Yes,Yes,-,Yes,Yes,Yes,Yes,-,Yes,Yes,Yes,-,-,-,Yes,66680,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66680,2022-10-05,-,Rhincodontidae,Rhincodon,typus,-,-,-,-,Vulnerable
Rhinerrhizopsis matutina,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,82846,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82846,2022-10-05,https://id.biodiversity.org.au/name/apni/200945,Orchidaceae,Rhinerrhizopsis,matutina,-,-,D.L.Jones  M.A.Clem.,-,Vulnerable
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,87639,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87639,2022-10-05,-,Rhinolophidae,Rhinolophus,robertsi,-,-,"Tate, 1952",-,Vulnerable
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,82790,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82790,2022-10-05,-,Rhinonycteridae,Rhinonicteris,aurantia (Pilbara form),-,-,"(J.E. Gray, 1845)",-,Vulnerable
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",-,Extinct,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67106,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67106,2022-10-05,-,Muscicapidae,Rhipidura,fuliginosa,-,cervina,-,"Ramsay, 1879",Extinct
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid ",-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,20109,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20109,2022-10-05,https://id.biodiversity.org.au/name/apni/68275,Orchidaceae,Rhizanthella,gardneri,-,-,R.S.Rogers,-,Critically Endangered
Rhizanthella johnstonii,South Coast Underground Orchid,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,89853,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89853,2022-10-05,https://id.biodiversity.org.au/name/apni/50024025,Orchidaceae,Rhizanthella,johnstonii,-,-,K.W.Dixon  Christenh.,-,Critically Endangered
Rhizanthella slateri,Eastern Underground Orchid,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,Yes,-,-,-,-,11768,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11768,2022-10-05,https://id.biodiversity.org.au/name/apni/68289,Orchidaceae,Rhizanthella,slateri,-,-,(Rupp) M.Clements  Cribb,-,Endangered
Rhodamnia rubescens,"Scrub Turpentine, Brown Malletwood",-,Critically Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,15763,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15763,2022-10-05,https://id.biodiversity.org.au/name/apni/68708,Myrtaceae,Rhodamnia,rubescens,-,-,(Benth.) Miq.,-,Critically Endangered
Rhodomyrtus psidioides,Native Guava,-,Critically Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,19162,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19162,2022-10-05,https://id.biodiversity.org.au/name/apni/69209,Myrtaceae,Rhodomyrtus,psidioides,-,-,(G.Don) Benth.,-,Critically Endangered
Ricinocarpos brevis,-,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,82879,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82879,2022-10-05,https://id.biodiversity.org.au/name/apni/207857,Euphorbiaceae,Ricinocarpos,brevis,-,-,R.J.F.Henderson  Mollemans,-,Endangered
Ricinocarpos gloria-medii,Glory of the Centre,-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6525,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6525,2022-10-05,https://id.biodiversity.org.au/name/apni/113125,Euphorbiaceae,Ricinocarpos,gloria-medii,-,-,J.H.Willis,-,Vulnerable
Ricinocarpos trichophorus,Barrens Wedding Bush,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,19931,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19931,2022-10-05,https://id.biodiversity.org.au/name/apni/113586,Euphorbiaceae,Ricinocarpos,trichophorus,-,-,Muell.Arg.,-,Endangered
Ristantia gouldii,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,18776,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18776,2022-10-05,https://id.biodiversity.org.au/name/apni/114279,Myrtaceae,Ristantia,gouldii,-,-,Peter G.Wilson  B.Hyland,-,Vulnerable
Romnalda strobilacea,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,5948,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5948,2022-10-05,https://id.biodiversity.org.au/name/apni/62201,Xanthorrhoeaceae,Romnalda,strobilacea,-,-,R.Henderson  Sharpe,-,Vulnerable
Rostratula australis,Australian Painted Snipe,-,Endangered,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,Yes,-,-,-,-,77037,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77037,2022-10-05,-,Rostratulidae,Rostratula,australis,-,-,"(Gould, 1838)",-,Endangered
Roycea pycnophylloides,Saltmat,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21161,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21161,2022-10-05,https://id.biodiversity.org.au/name/apni/77718,Chenopodiaceae,Roycea,pycnophylloides,-,-,C.Gardner,-,Endangered
Rutidosis heterogama,Heath Wrinklewort,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13132,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13132,2022-10-05,https://id.biodiversity.org.au/name/apni/116776,Asteraceae,Rutidosis,heterogama,-,-,Philipson,-,Vulnerable
Rutidosis leiolepis,Monaro Golden Daisy,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21490,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21490,2022-10-05,https://id.biodiversity.org.au/name/apni/105443,Asteraceae,Rutidosis,leiolepis,-,-,F.Muell.,-,Vulnerable
Rutidosis leptorhynchoides,Button Wrinklewort,-,Endangered,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,67251,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67251,2022-10-05,https://id.biodiversity.org.au/instance/apni/7062419,Asteraceae,Rutidosis,leptorhynchoides,-,-,F.Muell.,-,Endangered
Rytidosperma pumilum,Feldmark Grass,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66716,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66716,2022-10-05,https://id.biodiversity.org.au/name/apni/194058,Poaceae,Rytidosperma,pumilum,-,-,(Kirk) Clayton  Renvoize ex Connor  Edgar,-,Vulnerable
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",-,Vulnerable,-,-,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,-,66889,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66889,2022-10-05,-,Emballonuridae,Saccolaimus,saccolaimus,-,nudicluniatus,-,"(De Vis, 1905)",Vulnerable
Sagina diemensis,Tasmanian Pearlwort,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64974,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64974,2022-10-05,https://id.biodiversity.org.au/name/apni/144373,Caryophyllaceae,Sagina,diemensis,-,-,L.G.Adams,-,Endangered
Samadera bidwillii,Quassia,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,29708,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=29708,2022-10-05,https://id.biodiversity.org.au/name/apni/60786,Simaroubaceae,Samadera,bidwillii,-,-,(Hook.f.) Oliv.,-,Vulnerable
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86885,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86885,2022-10-05,https://id.biodiversity.org.au/name/apni/229447,Simaroubaceae,Samadera,sp. Moonee Creek (J.King s.n. Nov. 1949),-,-,NSW Herbarium,-,Endangered
Sankowskya stipularis,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64699,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64699,2022-10-05,https://id.biodiversity.org.au/name/apni/154755,Euphorbiaceae,Sankowskya,stipularis,-,-,P.I.Forster,-,Endangered
Sannantha crenulata,Fern-leaf Baeckea,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,83096,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83096,2022-10-05,https://id.biodiversity.org.au/name/apni/214920,Myrtaceae,Sannantha,crenulata,-,-,(F.Muell.) Peter G.Wilson,-,Vulnerable
Sannantha tozerensis,a shrub,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83204,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83204,2022-10-05,https://id.biodiversity.org.au/name/apni/207069,Myrtaceae,Sannantha,tozerensis,-,-,(A.R.Bean) Peter G.Wilson,-,Vulnerable
Sarcochilus fitzgeraldii,Ravine Orchid,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,19131,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19131,2022-10-05,https://id.biodiversity.org.au/name/apni/62974,Orchidaceae,Sarcochilus,fitzgeraldii,-,-,F.Muell.,-,Vulnerable
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,4124,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4124,2022-10-05,https://id.biodiversity.org.au/name/apni/63075,Orchidaceae,Sarcochilus,hartmannii,-,-,F.Muell.,-,Vulnerable
Sarcochilus hirticalcar,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,11388,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11388,2022-10-05,https://id.biodiversity.org.au/name/apni/63127,Orchidaceae,Sarcochilus,hirticalcar,-,-,(Dockr.) M.Clements  B.Wallace,-,Vulnerable
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,12673,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12673,2022-10-05,https://id.biodiversity.org.au/name/apni/63618,Orchidaceae,Sarcochilus,weinthalii,-,-,Bailey,-,Vulnerable
Sarcophilus harrisii,Tasmanian Devil,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,299,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=299,2022-10-05,-,Dasyuridae,Sarcophilus,harrisii,-,-,"(Boitard, 1841)",-,Endangered
Scaevola macrophylla,Large-flowered Scaevola,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,11806,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11806,2022-10-05,https://id.biodiversity.org.au/name/apni/110446,Goodeniaceae,Scaevola,macrophylla,-,-,(Vriese) Benth.,-,Critically Endangered
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,56792,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56792,2022-10-05,-,Pseudomugilidae,Scaturiginichthys,vermeilipinnis,-,-," Ivantsoff, Unmack, Saeed  Crowley, 1991",-,Endangered
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,63904,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=63904,2022-10-05,https://id.biodiversity.org.au/name/apni/118480,Asteraceae,Schoenia,filifolia,subsp.,subulifolia,-,(F.Muell.) Paul G.Wilson,Endangered
Sclerolaena blakei,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,5706,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5706,2022-10-05,https://id.biodiversity.org.au/name/apni/65098,Chenopodiaceae,Sclerolaena,blakei,-,-,(Ising) A.J.Scott,-,Vulnerable
Sclerolaena napiformis,Turnip Copperburr,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,11742,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11742,2022-10-05,https://id.biodiversity.org.au/name/apni/66143,Chenopodiaceae,Sclerolaena,napiformis,-,-,Paul G.Wilson,-,Endangered
Sclerolaena walkeri,-,-,Vulnerable,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,16152,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16152,2022-10-05,https://id.biodiversity.org.au/name/apni/66632,Chenopodiaceae,Sclerolaena,walkeri,-,-,(C.White) A.J.Scott,-,Vulnerable
Selaginella andrewsii,Tallebudgera spikemoss,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,67901,-,Plantae,Lycopodopiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67901,2022-10-05,https://id.biodiversity.org.au/name/apni/177656,Selaginellaceae,Selaginella,andrewsii,-,-,Jermy  J.S.Holmes,-,Vulnerable
Semotrachia euzyga,a land snail,-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79219,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79219,2022-10-05,-,Camaenidae,Semotrachia,euzyga,-,-,"(Tate, 1894)",-,Endangered
Senecio australis,a daisy,-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,40250,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=40250,2022-10-05,https://id.biodiversity.org.au/name/apni/84098,Asteraceae,Senecio,australis,-,-,Willd.,-,Vulnerable
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,14030,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14030,2022-10-05,https://id.biodiversity.org.au/name/apni/84247,Asteraceae,Senecio,behrianus,-,-,Sond.  F.Muell.,-,Endangered
Senecio evansianus,a daisy,-,Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,55340,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55340,2022-10-05,https://id.biodiversity.org.au/name/apni/117751,Asteraceae,Senecio,evansianus,-,-,Belcher,-,Endangered
Senecio georgianus,Grey Groundsel,-,Extinct,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,12873,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12873,2022-10-05,https://id.biodiversity.org.au/name/apni/101196,Asteraceae,Senecio,georgianus,-,-,DC.,-,Extinct
Senecio hooglandii,a daisy,-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,55346,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55346,2022-10-05,https://id.biodiversity.org.au/name/apni/117757,Asteraceae,Senecio,hooglandii,-,-,Belcher,-,Vulnerable
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,16333,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16333,2022-10-05,https://id.biodiversity.org.au/name/apni/102085,Asteraceae,Senecio,macrocarpus,-,-,Belcher,-,Vulnerable
Senecio megaglossus,Superb Groundsel,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13374,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13374,2022-10-05,https://id.biodiversity.org.au/name/apni/102127,Asteraceae,Senecio,megaglossus,-,-,F.Muell.,-,Vulnerable
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",-,Vulnerable,-,-,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,64976,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64976,2022-10-05,https://id.biodiversity.org.au/name/apni/135120,Asteraceae,Senecio,psilocarpus,-,-,Belcher  Albr.,-,Vulnerable
Seringia exastia,Fringed Fire-bush,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,88920,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88920,2022-10-05,https://id.biodiversity.org.au/name/apni/6586527,Malvaceae,Seringia,exastia,-,-,(C.F.Wilkins) C.F.Wilkins  Whitlock,-,Critically Endangered
Seriolella brama,Blue Warehou,-,Conservation Dependent,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,Yes,69374,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=69374,2022-10-05,-,Centrolophidae,Seriolella,brama,-,-,"(Gnther, 1860)",-,Conservation Dependent
Setonix brachyurus,Quokka,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,229,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=229,2022-10-05,-,Macropodidae,Setonix,brachyurus,-,-,"(Quoy and Gaimard,1830)",-,Vulnerable
Sinumelon bednalli,Bednall's Land Snail,-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79113,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79113,2022-10-05,-,Camaenidae,Sinumelon,bednalli,-,-,"(Ponsonby, 1904)",-,Endangered
Sminthopsis butleri,Butler's Dunnart,-,Vulnerable,-,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,302,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=302,2022-10-05,-,Dasyuridae,Sminthopsis,butleri,-,-,"Archer, 1979",-,Vulnerable
Sminthopsis douglasi,Julia Creek Dunnart,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,305,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=305,2022-10-05,-,Dasyuridae,Sminthopsis,douglasi,-,-,"Archer,1979",-,Vulnerable
Sminthopsis griseoventer aitkeni,Kangaroo Island Dunnart,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,87634,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87634,2022-10-05,-,Dasyuridae,Sminthopsis,griseoventer,-,aitkeni,-,"(Kitchener, Stoddart  Henry, 1984)",Endangered
Sminthopsis psammophila,Sandhill Dunnart,-,Endangered,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,291,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=291,2022-10-05,-,Dasyuridae,Sminthopsis,psammophila,-,-,"Spencer,1895",-,Endangered
Solanum bauerianum,Bridal Flower ,-,Extinct,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13657,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13657,2022-10-05,https://id.biodiversity.org.au/name/apni/100125,Solanaceae,Solanum,bauerianum,-,-,Endl.,-,Extinct
Solanum dissectum,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,75720,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75720,2022-10-05,https://id.biodiversity.org.au/name/apni/170941,Solanaceae,Solanum,dissectum,-,-,Symon,-,Endangered
Solanum dunalianum,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,13819,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13819,2022-10-05,https://id.biodiversity.org.au/name/apni/101148,Solanaceae,Solanum,dunalianum,-,-,Gaudich.,-,Vulnerable
Solanum graniticum,Granite Nightshade,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,84819,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84819,2022-10-05,https://id.biodiversity.org.au/name/apni/192017,Solanaceae,Solanum,graniticum,-,-,A.R.Bean,-,Endangered
Solanum johnsonianum,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,84820,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84820,2022-10-05,https://id.biodiversity.org.au/name/apni/191971,Solanaceae,Solanum,johnsonianum,-,-,A.R.Bean,-,Endangered
Solanum karsense,Menindee Nightshade,-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,7776,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7776,2022-10-05,https://id.biodiversity.org.au/name/apni/68896,Solanaceae,Solanum,karsense,-,-,Symon,-,Vulnerable
Solanum orgadophilum,Capella Potato Bush,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,89185,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89185,2022-10-05,https://id.biodiversity.org.au/name/apni/229354,Solanaceae,Solanum,orgadophilum,-,-,A.R.Bean,-,Critically Endangered
Solanum sulphureum,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87381,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87381,2022-10-05,https://id.biodiversity.org.au/name/apni/223369,Solanaceae,Solanum,sulphureum,-,-,A.R.Bean,-,Endangered
Sophora fraseri,-,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,8836,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8836,2022-10-05,https://id.biodiversity.org.au/name/apni/109098,Fabaceae,Sophora,fraseri,-,-,Benth.,-,Vulnerable
Sphaerolobium acanthos,Grampians Globe-pea,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,65835,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65835,2022-10-05,https://id.biodiversity.org.au/name/apni/154939,Fabaceae,Sphaerolobium,acanthos,-,-,Crisp,-,Critically Endangered
Sphenotoma drummondii,Mountain Paper-heath,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21160,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21160,2022-10-05,https://id.biodiversity.org.au/name/apni/85603,Ericaceae,Sphenotoma,drummondii,-,-,(Benth.) F.Muell.,-,Endangered
Sphyrna lewini,Scalloped Hammerhead,-,Conservation Dependent,-,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,Yes,85267,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85267,2022-10-05,-,Sphyrnidae,Sphyrna,lewini,-,-,"(Griffith  Smith, 1834)",-,Conservation Dependent
