scientificName,vernacularName,Current Scientific Name,status,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos  Keeling  Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area,listed sprat taxonID,current sprat taxonID,kingdom,class,Profile,Date extracted,nsl name,family,genus,species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author,sourceStatus
Pterodroma heraldica,Herald Petrel,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,Yes,-,-,-,-,Yes,66973,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66973,2022-10-05,-,Procellariidae,Pterodroma,heraldica,-,-,"(Salvin, 1888)",-,Critically Endangered
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,-,-,Yes,26033,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26033,2022-10-05,-,Procellariidae,Pterodroma,leucoptera,-,leucoptera,-,"(Gould, 1844)",Endangered
Pterodroma mollis,Soft-plumaged Petrel,-,Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,Yes,Yes,1036,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1036,2022-10-05,-,Procellariidae,Pterodroma,mollis,-,-,"(Gould,1844)",-,Vulnerable
Pterodroma neglecta neglecta,Kermadec Petrel (western),-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,Yes,Yes,Yes,-,-,Yes,64450,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64450,2022-10-05,-,Procellariidae,Pterodroma,neglecta,-,neglecta,"(Schlegel, 1863)",-,Vulnerable
Pteropus brunneus,"Percy Island Flying-fox, Dusky Fruit Bat",-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,184,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=184,2022-10-05,-,Pteropodidae,Pteropus,brunneus,-,-,"Dobson, 1878",-,Extinct
Pteropus conspicillatus,Spectacled Flying-fox,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,185,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=185,2022-10-05,-,Pteropodidae,Pteropus,conspicillatus,-,-,"Gould, 1850",-,Endangered
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,87611,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87611,2022-10-05,-,Pteropodidae,Pteropus,natalis,-,-,"Thomas, 1887",-,Critically Endangered
Pteropus poliocephalus,Grey-headed Flying-fox,-,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,Yes,-,-,-,-,186,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=186,2022-10-05,-,Pteropodidae,Pteropus,poliocephalus,-,-,"Temminck, 1825",-,Vulnerable
Pterostylis arenicola,Sandhill Greenhood Orchid,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,17919,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17919,2022-10-05,https://id.biodiversity.org.au/name/apni/74152,Orchidaceae,Pterostylis,arenicola,-,-,M.Clements  J.Stewart,-,Vulnerable
Pterostylis basaltica,Basalt Greenhood,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,56506,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56506,2022-10-05,https://id.biodiversity.org.au/name/apni/119039,Orchidaceae,Pterostylis,basaltica,-,-,D.L.Jones  M.A.Clem.,-,Endangered
Pterostylis bicornis,-,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,9074,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9074,2022-10-05,https://id.biodiversity.org.au/name/apni/74183,Orchidaceae,Pterostylis,bicornis,-,-,D.Jones  M.Clements,-,Vulnerable
Pterostylis bryophila,Hindmarsh Valley Greenhood,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,75722,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75722,2022-10-05,https://id.biodiversity.org.au/name/apni/178866,Orchidaceae,Pterostylis,bryophila,-,-,D.L.Jones,-,Critically Endangered
Pterostylis cheraphila,Floodplain Rustyhood,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,56508,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56508,2022-10-05,https://id.biodiversity.org.au/name/apni/119041,Orchidaceae,Pterostylis,cheraphila,-,-,D.L.Jones  M.A.Clem.,-,Vulnerable
Pterostylis chlorogramma,Green-striped Greenhood,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,56510,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56510,2022-10-05,https://id.biodiversity.org.au/name/apni/119043,Orchidaceae,Pterostylis,chlorogramma,-,-,D.L.Jones  M.A.Clem.,-,Vulnerable
Pterostylis commutata,Midland Greenhood,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64535,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64535,2022-10-05,https://id.biodiversity.org.au/name/apni/154672,Orchidaceae,Pterostylis,commutata,-,-,D.L.Jones,-,Critically Endangered
Pterostylis cucullata,Leafy Greenhood,-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,15459,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15459,2022-10-05,https://id.biodiversity.org.au/name/apni/74401,Orchidaceae,Pterostylis,cucullata,-,-,R.Br.,-,Vulnerable
Pterostylis despectans,Lowly Greenhood,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,6272,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6272,2022-10-05,https://id.biodiversity.org.au/name/apni/74529,Orchidaceae,Pterostylis,despectans,-,-,(Nicholls) M.Clements  D.Jones,-,Endangered
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,4562,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4562,2022-10-05,https://id.biodiversity.org.au/name/apni/74689,Orchidaceae,Pterostylis,gibbosa,-,-,R.Br.,-,Endangered
Pterostylis lepida,Halbury Greenhood,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86227,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86227,2022-10-05,https://id.biodiversity.org.au/name/apni/226098,Orchidaceae,Pterostylis,lepida,-,-,(D.L.Jones) G.N.Backh.,-,Endangered
Pterostylis mirabilis,Nodding Rufoushood,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86228,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86228,2022-10-05,https://id.biodiversity.org.au/name/apni/216108,Orchidaceae,Pterostylis,mirabilis,-,-,(D.L.Jones) R.J.Bates,-,Vulnerable
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",-,Critically Endangered,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,22903,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22903,2022-10-05,https://id.biodiversity.org.au/name/apni/75185,Orchidaceae,Pterostylis,oreophila,-,-,Clemesha,-,Critically Endangered
Pterostylis pratensis,Liawenee Greenhood,-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,66896,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66896,2022-10-05,https://id.biodiversity.org.au/name/apni/172359,Orchidaceae,Pterostylis,pratensis,-,-,D.L. Jones,-,Vulnerable
Pterostylis psammophila,Two-bristle Greenhood,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86649,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86649,2022-10-05,https://id.biodiversity.org.au/name/apni/216109,Orchidaceae,Pterostylis,psammophila,-,-,(D.L.Jones) R.J.Bates,-,Critically Endangered
Pterostylis pulchella,Pretty Greenhood,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6448,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6448,2022-10-05,https://id.biodiversity.org.au/name/apni/75341,Orchidaceae,Pterostylis,pulchella,-,-,Messmer,-,Vulnerable
Pterostylis rubenachii,Arthur River Greenhood,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64536,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64536,2022-10-05,https://id.biodiversity.org.au/name/apni/154649,Orchidaceae,Pterostylis,rubenachii,-,-,D.L.Jones,-,Endangered
Pterostylis saxicola,Sydney Plains Greenhood,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64537,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64537,2022-10-05,https://id.biodiversity.org.au/name/apni/154616,Orchidaceae,Pterostylis,saxicola,-,-,D.L.Jones  M.A.Clements,-,Endangered
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,84991,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84991,2022-10-05,https://id.biodiversity.org.au/name/apni/227716,Orchidaceae,Pterostylis,sinuata,-,-,(D.L.Jones) Janes  Duretto,-,Endangered
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64965,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64965,2022-10-05,https://id.biodiversity.org.au/name/apni/154673,Orchidaceae,Pterostylis,sp. Botany Bay (A.Bishop J221/1-13),-,-,NSW Herbarium,-,Endangered
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64539,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64539,2022-10-05,https://id.biodiversity.org.au/name/apni/154619,Orchidaceae,Pterostylis,sp. Hale (R.Bates 21725),-,-,SA Herbarium,-,Endangered
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,13139,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13139,2022-10-05,https://id.biodiversity.org.au/name/apni/75884,Orchidaceae,Pterostylis,tenuissima,-,-,Nicholls,-,Vulnerable
Pterostylis valida,Robust Greenhood,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,64598,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64598,2022-10-05,https://id.biodiversity.org.au/name/apni/123621,Orchidaceae,Pterostylis,valida,-,-,(Nicholls) D.L.Jones,-,Critically Endangered
Pterostylis vernalis,Halbury Rustyhood,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84711,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84711,2022-10-05,https://id.biodiversity.org.au/name/apni/226107,Orchidaceae,Pterostylis,vernalis,-,-,(D.L.Jones) G.N.Backh.,-,Critically Endangered
Pterostylis wapstrarum,Fleshy Greenhood,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,66694,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66694,2022-10-05,https://id.biodiversity.org.au/name/apni/172362,Orchidaceae,Pterostylis,wapstrarum,-,-,D.L.Jones,-,Critically Endangered
Pterostylis X aenigma,Enigmatic Greenhood,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,82697,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82697,2022-10-05,https://id.biodiversity.org.au/name/apni/119038,Orchidaceae,Pterostylis,X aenigma,-,-,D.L.Jones  M.A.Clem.,-,Endangered
Pterostylis xerophila,Desert Greenhood,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,7997,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7997,2022-10-05,https://id.biodiversity.org.au/name/apni/76100,Orchidaceae,Pterostylis,xerophila,-,-,M.A.Clem.,-,Vulnerable
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64971,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64971,2022-10-05,https://id.biodiversity.org.au/name/apni/172364,Orchidaceae,Pterostylis,ziegeleri,-,-,D.L.Jones,-,Vulnerable
Ptilotus beckerianus,Ironstone Mulla Mulla,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,3787,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3787,2022-10-05,https://id.biodiversity.org.au/name/apni/77009,Amaranthaceae,Ptilotus,beckerianus,-,-,(F.Muell.) F.Muell. ex J.M.Black ,-,Vulnerable
Ptilotus pyramidatus,Pyramid Mulla-mulla,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,18216,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18216,2022-10-05,https://id.biodiversity.org.au/name/apni/79670,Amaranthaceae,Ptilotus,pyramidatus,-,-,(Moq.) F.Muell.,-,Critically Endangered
Ptychosema pusillum,Dwarf Pea,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,11268,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11268,2022-10-05,https://id.biodiversity.org.au/name/apni/57260,Fabaceae,Ptychosema,pusillum,-,-,Lindley,-,Vulnerable
Pultenaea aristata,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18062,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18062,2022-10-05,https://id.biodiversity.org.au/name/apni/57764,Fabaceae,Pultenaea,aristata,-,-,Sieber ex DC.,-,Vulnerable
Pultenaea baeuerlenii,Budawangs Bush-pea,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13130,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13130,2022-10-05,https://id.biodiversity.org.au/name/apni/57897,Fabaceae,Pultenaea,baeuerlenii,-,-,F.Muell.,-,Vulnerable
Pultenaea elusa,Elusive Bush-pea,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78990,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78990,2022-10-05,https://id.biodiversity.org.au/name/apni/189162,Fabaceae,Pultenaea,elusa,-,-,(J.D.Briggs  Crisp) de Kok,-,Endangered
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11887,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11887,2022-10-05,https://id.biodiversity.org.au/name/apni/59497,Fabaceae,Pultenaea,glabra,-,-,Benth.,-,Vulnerable
Pultenaea maidenii,Maiden's Bush-pea,-,Extinct,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,2869,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2869,2022-10-05,https://id.biodiversity.org.au/name/apni/60568,Fabaceae,Pultenaea,maidenii,-,-,Reader,-,Extinct
Pultenaea parrisiae,-,-,Vulnerable,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,56699,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56699,2022-10-05,https://id.biodiversity.org.au/name/apni/153479,Fabaceae,Pultenaea,parrisiae,-,-,J.D.Briggs  Crisp,-,Vulnerable
Pultenaea parviflora,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19380,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19380,2022-10-05,https://id.biodiversity.org.au/name/apni/61169,Fabaceae,Pultenaea,parviflora,-,-,Sieber ex DC.,-,Vulnerable
Pultenaea pauciflora,Narrogin Pea,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,14013,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14013,2022-10-05,https://id.biodiversity.org.au/name/apni/61216,Fabaceae,Pultenaea,pauciflora,-,-,M.Scott,-,Vulnerable
Pultenaea setulosa,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,2705,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2705,2022-10-05,https://id.biodiversity.org.au/name/apni/62206,Fabaceae,Pultenaea,setulosa,-,-,Benth.,-,Vulnerable
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Pultenaea praecipua subsp. praecipua,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87188,92567,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87188,2022-10-05,https://id.biodiversity.org.au/name/apni/194574,Fabaceae,Pultenaea,sp. Genowlan Point (NSW 417813),-,-,NSW Herbarium,-,Critically Endangered
Pultenaea trichophylla,Tufted Bush-pea,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,12715,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12715,2022-10-05,https://id.biodiversity.org.au/name/apni/62879,Fabaceae,Pultenaea,trichophylla,-,-,H.B.Will. ex J.Black,-,Endangered
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,10271,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10271,2022-10-05,https://id.biodiversity.org.au/name/apni/63177,Fabaceae,Pultenaea,villifera,var.,glabrescens,-,J.M.Black,Vulnerable
Pultenaea williamsoniana,Williamsons Bush-pea,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,5061,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5061,2022-10-05,https://id.biodiversity.org.au/name/apni/63524,Fabaceae,Pultenaea,williamsoniana,-,-,J.H.Willis,-,Vulnerable
Pycnoptilus floccosus,Pilotbird,-,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,Yes,-,-,-,-,525,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=525,2022-10-05,-,Acanthizidae,Pycnoptilus,floccosus,-,-,"Gould, 1851",-,Vulnerable
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,81253,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81253,2022-10-05,-,Helicarionidae,Quintalia,stoddartii,-,-,"Gray, 1834",-,Critically Endangered
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",-,Vulnerable,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,1262,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1262,2022-10-05,-,Typhlopidae,Ramphotyphlops,exocoeti,-,-,"(Boulenger, 1887)",-,Vulnerable
Randia moorei,Spiny Gardenia,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,10577,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10577,2022-10-05,https://id.biodiversity.org.au/name/apni/93079,Rubiaceae,Randia,moorei,-,-,Benth.,-,Endangered
Ranunculus anemoneus,Anemone Buttercup,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14889,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14889,2022-10-05,https://id.biodiversity.org.au/name/apni/93660,Ranunculaceae,Ranunculus,anemoneus,-,-,F.Muell.,-,Vulnerable
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,4862,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4862,2022-10-05,https://id.biodiversity.org.au/name/apni/113323,Ranunculaceae,Ranunculus,prasinus,-,-,Menadue,-,Endangered
Rattus macleari,"Maclear's Rat, Christmas Island Rat",-,Extinct,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25904,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25904,2022-10-05,-,Muridae,Rattus,macleari,-,-,"Thomas, 1887",-,Extinct
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",-,Extinct,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25905,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25905,2022-10-05,-,Muridae,Rattus,nativitatis,-,-,"(Thomas, 1889)",-,Extinct
Reedia spathacea,Reedia,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,2995,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2995,2022-10-05,https://id.biodiversity.org.au/name/apni/95715,Cyperaceae,Reedia,spathacea,-,-,F.Muell.,-,Critically Endangered
Rexea solandri (eastern Australian population),Eastern Gemfish,-,Conservation Dependent,-,Yes,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,Yes,76339,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76339,2022-10-05,-,Gempylidae,Rexea,solandri (eastern Australian population),-,-,"Cuvier, 1832",-,Conservation Dependent
Rhagodia acicularis,Wongan Rhagodia,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,11145,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11145,2022-10-05,https://id.biodiversity.org.au/name/apni/110131,Chenopodiaceae,Rhagodia,acicularis,-,-,Paul G.Wilson,-,Vulnerable
Rhaphidospora bonneyana,-,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,8029,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8029,2022-10-05,https://id.biodiversity.org.au/name/apni/67708,Acanthaceae,Rhaphidospora,bonneyana,-,-,(F.Muell.) R.M.Barker,-,Vulnerable
Rhaponticum australe,"Austral Cornflower, Native Thistle",-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,22647,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22647,2022-10-05,https://id.biodiversity.org.au/name/apni/203251,Asteraceae,Rhaponticum,australe,-,-,(Gaudich.) Sojak,-,Vulnerable
Rheobatrachus silus,Southern Gastric-brooding Frog,-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1909,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1909,2022-10-05,-,Myobatrachidae,Rheobatrachus,silus,-,-,"Liem,1973",-,Extinct
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1910,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1910,2022-10-05,-,Myobatrachidae,Rheobatrachus,vitellinus,-,-,"Mahony, Tyler  Davies, 1984",-,Extinct
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1761,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1761,2022-10-05,-,Chelidae,Rheodytes,leukops,-,-,"Legler and Cann, 1980",-,Vulnerable
