scientificName,vernacularName,family,status,sourceStatus
Ozothamnus vagans,,Asteraceae,Vulnerable,V
Picris barbarorum,,Asteraceae,Vulnerable,V
Picris conyzoides,,Asteraceae,Vulnerable,V
Picris evae,,Asteraceae,Vulnerable,V
Pluchea alata,,Asteraceae,Endangered,E
Pluchea punctata,,Asteraceae,Endangered,E
Pluchea tenuis,,Asteraceae,Vulnerable,V
Podolepis monticola,mountain podolepis,Asteraceae,Vulnerable,V
Rhodanthe rufescens,,Asteraceae,Near threatened,NT
Rutidosis crispata,,Asteraceae,Vulnerable,V
Rutidosis glandulosa,,Asteraceae,Near threatened,NT
Rutidosis lanata,,Asteraceae,Near threatened,NT
Sphaeromorphaea major,,Asteraceae,Near threatened,NT
Tetramolopium sp. (Mt Bowen D.G.Fell+ DGF1224),,Asteraceae,Vulnerable,V
Tetramolopium vagans,,Asteraceae,Vulnerable,V
Trioncinia patens,,Asteraceae,Critically Endangered,CR
Trioncinia retroflexa,,Asteraceae,Endangered,E
Vittadinia decora,,Asteraceae,Endangered,E
Diplazium cordifolium,,Athyriaceae,Vulnerable,V
Diplazium pallidum,,Athyriaceae,Endangered,E
Diplazium squamuligerum,,Athyriaceae,Critically Endangered,CR
Dolichandrone spathacea,,Bignoniaceae,Near threatened,NT
Neosepicaea viticoides,,Bignoniaceae,Near threatened,NT
Tecomanthe hillii,Fraser Island creeper,Bignoniaceae,Near threatened,NT
Blandfordia grandiflora,christmas bells,Blandfordiaceae,Endangered,E
Blechnum reticulatum,,Blechnaceae,Near threatened,NT
Ehretia microphylla,,Boraginaceae,Vulnerable,V
Borya inopinata,Stewart Range pincushion lily,Boryaceae,Vulnerable,V
Berrya rotundifolia,,Brownlowiaceae,Vulnerable,V
Brownlowia argentata,,Brownlowiaceae,Near threatened,NT
Canarium acutifolium,,Burseraceae,Vulnerable,V
Canarium acutifolium var. acutifolium,,Burseraceae,Vulnerable,V
Commersonia beeronensis,,Byttneriaceae,Critically Endangered,CR
Commersonia inglewoodensis,,Byttneriaceae,Critically Endangered,CR
Commersonia leiperi,Leiper's commersonia,Byttneriaceae,Endangered,E
Commersonia pearnii,,Byttneriaceae,Critically Endangered,CR
Commersonia perkinsiana,headland commersonia,Byttneriaceae,Critically Endangered,CR
Commersonia reticulata,,Byttneriaceae,Vulnerable,V
Lasiopetalum sp. (Proston J.A.Baker 17),Proston velvet bush,Byttneriaceae,Endangered,E
Calophyllum bicolor,,Calophyllaceae,Vulnerable,V
Kayea larnachiana,,Calophyllaceae,Vulnerable,V
Mammea touriga,brown touriga,Calophyllaceae,Near threatened,NT
Lobelia fenshamii,,Campanulaceae,Endangered,E
Lobelia fontana,,Campanulaceae,Critically Endangered,CR
Lobelia membranacea,,Campanulaceae,Near threatened,NT
Wahlenbergia scopulicola,,Campanulaceae,Vulnerable,V
Capparis batianoffii,,Capparaceae,Vulnerable,V
Capparis humistrata,,Capparaceae,Endangered,E
Capparis thozetiana,,Capparaceae,Vulnerable,V
Allocasuarina emuina,Mt. Emu she-oak,Casuarinaceae,Endangered,E
Allocasuarina filidens,Mt. Beerwah she-oak,Casuarinaceae,Vulnerable,V
Allocasuarina rigida subsp. exsul,,Casuarinaceae,Vulnerable,V
Allocasuarina rupicola,shrubby she-oak,Casuarinaceae,Near threatened,NT
Allocasuarina thalassoscopica,Mt. Coolum she-oak,Casuarinaceae,Endangered,E
Gymnostoma australianum,,Casuarinaceae,Vulnerable,V
Apatophyllum flavovirens,,Celastraceae,Critically Endangered,CR
Apatophyllum olsenii,,Celastraceae,Endangered,E
Apatophyllum teretifolium,,Celastraceae,Near threatened,NT
Denhamia megacarpa,large-fruited denhamia,Celastraceae,Endangered,E
Denhamia parvifolia,,Celastraceae,Vulnerable,V
Hexaspora pubescens,,Celastraceae,Vulnerable,V
Atriplex morrisii,,Chenopodiaceae,Vulnerable,V
Sclerolaena blakei,,Chenopodiaceae,Vulnerable,V
Garcinia russellii,Rupert's mangosteen,Clusiaceae,Critically Endangered,CR
Combretum trifoliatum,,Combretaceae,Vulnerable,V
Dansiea elliptica,,Combretaceae,Near threatened,NT
Dansiea grandiflora,,Combretaceae,Vulnerable,V
Macropteranthes leiocaulis,,Combretaceae,Near threatened,NT
Macropteranthes montana,,Combretaceae,Vulnerable,V
Ipomoea antonschmidii,,Convolvulaceae,Near threatened,NT
Ipomoea imperati,,Convolvulaceae,Vulnerable,V
Ipomoea saintronanensis,,Convolvulaceae,Vulnerable,V
Stictocardia queenslandica,,Convolvulaceae,Vulnerable,V
Corsia dispar,,Corsiaceae,Near threatened,NT
Corynocarpus rupestris subsp. arborescens,southern corynocarpus,Corynocarpaceae,Vulnerable,V
Cheilocostus potierae,,Costaceae,Endangered,E
Cucumis costatus,,Cucurbitaceae,Near threatened,NT
Momordica sphaeroidea,,Cucurbitaceae,Near threatened,NT
Nothoalsomitra suberosa,,Cucurbitaceae,Near threatened,NT
Ceratopetalum corymbosum,,Cunoniaceae,Vulnerable,V
Ceratopetalum macrophyllum,,Cunoniaceae,Near threatened,NT
Davidsonia johnsonii,smooth davidsonia,Cunoniaceae,Endangered,E
Eucryphia jinksii,Springbrook leatherwood,Cunoniaceae,Critically Endangered,CR
Eucryphia wilkiei,Wilkie's leatherwood,Cunoniaceae,Critically Endangered,CR
Callitris baileyi,Bailey's cypress,Cupressaceae,Near threatened,NT
Alsophila cunninghamii,,Cyatheaceae,Near threatened,NT
Alsophila exilis,,Cyatheaceae,Endangered,E
Sphaeropteris celebica,,Cyatheaceae,Near threatened,NT
Sphaeropteris felina,,Cyatheaceae,Endangered,E
Cycas brunnea,,Cycadaceae,Vulnerable,V
Cycas cairnsiana,,Cycadaceae,Vulnerable,V
Cycas couttsiana,,Cycadaceae,Vulnerable,V
Cycas cupida,,Cycadaceae,Vulnerable,V
Cycas desolata,,Cycadaceae,Vulnerable,V
Cycas distans,,Cycadaceae,Endangered,E
Cycas megacarpa,,Cycadaceae,Endangered,E
Cycas ophiolitica,Marlborough blue,Cycadaceae,Endangered,E
Cycas platyphylla,,Cycadaceae,Vulnerable,V
Cycas semota,,Cycadaceae,Endangered,E
Cycas silvestris,,Cycadaceae,Vulnerable,V
Cycas terryana,,Cycadaceae,Vulnerable,V
Cycas tuckeri,,Cycadaceae,Vulnerable,V
Carex breviscapa,,Cyperaceae,Vulnerable,V
Caustis blakei subsp. macrantha,,Cyperaceae,Vulnerable,V
Cyperus cephalotes,,Cyperaceae,Endangered,E
Cyperus clarus,,Cyperaceae,Vulnerable,V
Cyperus rupicola,,Cyperaceae,Vulnerable,V
Cyperus semifertilis,,Cyperaceae,Vulnerable,V
Eleocharis difformis,,Cyperaceae,Endangered,E
Eleocharis retroflexa,,Cyperaceae,Vulnerable,V
Fimbristylis adjuncta,,Cyperaceae,Endangered,E
Fimbristylis carolinii,,Cyperaceae,Near threatened,NT
Fimbristylis distincta,,Cyperaceae,Vulnerable,V
Fimbristylis micans,,Cyperaceae,Vulnerable,V
Fimbristylis vagans,,Cyperaceae,Endangered,E
Paramapania parvibractea,,Cyperaceae,Vulnerable,V
Calochlaena villosa,,Dicksoniaceae,Near threatened,NT
Hibbertia advena,,Dilleniaceae,Endangered,E
Hibbertia cymosa,,Dilleniaceae,Vulnerable,V
Hibbertia elata,guinea flower,Dilleniaceae,Near threatened,NT
Hibbertia hexandra,,Dilleniaceae,Near threatened,NT
Hibbertia monticola,mountain guinea flower,Dilleniaceae,Near threatened,NT
Dipteris conjugata,,Dipteridaceae,Near threatened,NT
Drosera adelae,,Droseraceae,Near threatened,NT
Drosera buubugujin,,Droseraceae,Critically Endangered,CR
Drosera prolifera,trailing sundew,Droseraceae,Vulnerable,V
Drosera schizandra,notched sundew,Droseraceae,Vulnerable,V
Dryopteris hasseltii,,Dryopteridaceae,Near threatened,NT
Dryopteris sparsa,,Dryopteridaceae,Vulnerable,V
Dryopteris wattsii,,Dryopteridaceae,Vulnerable,V
Elaphoglossum callifolium,,Dryopteridaceae,Near threatened,NT
Lastreopsis dissecta,,Dryopteridaceae,Near threatened,NT
Lastreopsis silvestris,,Dryopteridaceae,Vulnerable,V
Lastreopsis walleri,,Dryopteridaceae,Vulnerable,V
Parapolystichum grayi,,Dryopteridaceae,Vulnerable,V
Parapolystichum tinarooense,,Dryopteridaceae,Vulnerable,V
Diospyros areolifolia,,Ebenaceae,Vulnerable,V
Diospyros granitica,,Ebenaceae,Near threatened,NT
Aceratium ferrugineum,rusty carabeen,Elaeocarpaceae,Near threatened,NT
Aceratium sericoleopsis,silky aceratium,Elaeocarpaceae,Near threatened,NT
Dubouzetia saxatilis,,Elaeocarpaceae,Vulnerable,V
Elaeocarpus coorangooloo,brown quandong,Elaeocarpaceae,Near threatened,NT
Elaeocarpus thelmae,,Elaeocarpaceae,Vulnerable,V
Peripentadenia mearsii,buff quandong,Elaeocarpaceae,Near threatened,NT
Peripentadenia phelpsii,,Elaeocarpaceae,Vulnerable,V
Acrotriche baileyana,,Ericaceae,Near threatened,NT
Agiortia cicatricata,,Ericaceae,Near threatened,NT
Dracophyllum sayeri,,Ericaceae,Vulnerable,V
Gaultheria viridicarpa,green waxberry,Ericaceae,Endangered,E
Lissanthe brevistyla,,Ericaceae,Vulnerable,V
Styphelia malayana subsp. novoguineensis,,Ericaceae,Vulnerable,V
Styphelia recurvisepala,,Ericaceae,Endangered,E
Styphelia sp. (Coolmunda D.Halford Q1635),,Ericaceae,Endangered,E
Eriocaulon aloefolium,,Eriocaulaceae,Critically Endangered,CR
Eriocaulon carsonii,,Eriocaulaceae,Endangered,E
Eriocaulon carsonii subsp. carsonii,,Eriocaulaceae,Endangered,E
Eriocaulon carsonii subsp. orientale,,Eriocaulaceae,Endangered,E
Eriocaulon giganticum,,Eriocaulaceae,Critically Endangered,CR
Acalypha lyonsii,,Euphorbiaceae,Vulnerable,V
Baloghia marmorata,jointed baloghia,Euphorbiaceae,Vulnerable,V
Bertya calycina,,Euphorbiaceae,Vulnerable,V
Bertya ernestiana,,Euphorbiaceae,Vulnerable,V
Bertya glandulosa,,Euphorbiaceae,Vulnerable,V
Bertya granitica,,Euphorbiaceae,Endangered,E
Bertya pedicellata,,Euphorbiaceae,Near threatened,NT
Bertya pinifolia,,Euphorbiaceae,Vulnerable,V
Bertya recurvata,,Euphorbiaceae,Endangered,E
Bertya sharpeana,Mt. Coolum bertya,Euphorbiaceae,Near threatened,NT
Croton brachypus,,Euphorbiaceae,Near threatened,NT
Croton caudatus,,Euphorbiaceae,Endangered,E
Croton choristadenius,,Euphorbiaceae,Vulnerable,V
Croton densivestitus,,Euphorbiaceae,Near threatened,NT
Croton lucens,,Euphorbiaceae,Critically Endangered,CR
Croton magneticus,,Euphorbiaceae,Vulnerable,V
Croton mamillatus,Bahrs scrub croton,Euphorbiaceae,Critically Endangered,CR
Croton simulans,,Euphorbiaceae,Vulnerable,V
Croton stockeri,,Euphorbiaceae,Vulnerable,V
Euphorbia carissoides,,Euphorbiaceae,Vulnerable,V
Fontainea australis,southern fontainea,Euphorbiaceae,Vulnerable,V
Fontainea fugax,,Euphorbiaceae,Endangered,E
Fontainea rostrata,,Euphorbiaceae,Vulnerable,V
Fontainea venosa,,Euphorbiaceae,Vulnerable,V
Mallotus megadontus,,Euphorbiaceae,Vulnerable,V
Omphalea celata,,Euphorbiaceae,Vulnerable,V
Ricinocarpos canianus,,Euphorbiaceae,Endangered,E
Ricinocarpos speciosus,,Euphorbiaceae,Vulnerable,V
Shonia carinata,,Euphorbiaceae,Vulnerable,V
Trigonostemon inopinatus,,Euphorbiaceae,Vulnerable,V
Wetria australiensis,,Euphorbiaceae,Vulnerable,V
Frankenia scabra,,Frankeniaceae,Near threatened,NT
Boea kinnearii,,Gesneriaceae,Endangered,E
Sticherus milnei,,Gleicheniaceae,Vulnerable,V
Coopernookia scabridiuscula,coopernookia,Goodeniaceae,Vulnerable,V
Goodenia arenicola,,Goodeniaceae,Extinct in the wild,PE
Goodenia stirlingii,,Goodeniaceae,Near threatened,NT
Gyrostemon osmus,,Gyrostemonaceae,Critically Endangered,CR
Gonocarpus effusus,,Haloragaceae,Vulnerable,V
Gonocarpus hirtus,,Haloragaceae,Vulnerable,V
Haloragis exalata subsp. velutina,,Haloragaceae,Vulnerable,V
Myriophyllum coronatum,,Haloragaceae,Vulnerable,V
Neostrearia fleckeri,,Hamamelidaceae,Near threatened,NT
Noahdendron nicholasii,,Hamamelidaceae,Endangered,E
Dianella incollata,,Hemerocallidaceae,Near threatened,NT
Hernandia bivalvis,cudgerie,Hernandiaceae,Near threatened,NT
Crepidomanes aphlebioides,,Hymenophyllaceae,Critically Endangered,CR
Crepidomanes majoriae,,Hymenophyllaceae,Vulnerable,V
Didymoglossum exiguum,,Hymenophyllaceae,Extinct in the wild,PE
Didymoglossum mindorense,,Hymenophyllaceae,Near threatened,NT
Hymenophyllum digitatum,,Hymenophyllaceae,Vulnerable,V
Hymenophyllum eboracense,,Hymenophyllaceae,Vulnerable,V
Hymenophyllum gracilescens,,Hymenophyllaceae,Vulnerable,V
Hymenophyllum kerianum,,Hymenophyllaceae,Vulnerable,V
Hymenophyllum lobbii,,Hymenophyllaceae,Extinct in the wild,PE
Hymenophyllum pallidum,,Hymenophyllaceae,Near threatened,NT
Hymenophyllum reinwardtii,,Hymenophyllaceae,Critically Endangered,CR
Hymenophyllum whitei,,Hymenophyllaceae,Critically Endangered,CR
Polyphlebium endlicherianum,,Hymenophyllaceae,Vulnerable,V
Callicarpa thozetii,,Lamiaceae,Endangered,E
Coleus acariformis,Mt Emu mint bush,Lamiaceae,Endangered,E
Coleus amoenus,,Lamiaceae,Vulnerable,V
Coleus blakei,,Lamiaceae,Near threatened,NT
Coleus eungellaensis,,Lamiaceae,Vulnerable,V
Coleus gratus,,Lamiaceae,Vulnerable,V
Coleus habrophyllus,,Lamiaceae,Endangered,E
Coleus insularis,Millmerran mint bush,Lamiaceae,Critically Endangered,CR
Coleus leiperi,,Lamiaceae,Vulnerable,V
Coleus minutus,Mt Mulligan mint bush,Lamiaceae,Near threatened,NT
Coleus nitidus,,Lamiaceae,Endangered,E
Coleus omissus,,Lamiaceae,Endangered,E
Coleus torrenticola,,Lamiaceae,Endangered,E
Newcastelia velutina,,Lamiaceae,Vulnerable,V
Prostanthera albohirta,,Lamiaceae,Critically Endangered,CR
Prostanthera athertoniana,,Lamiaceae,Critically Endangered,CR
Prostanthera clotteniana,,Lamiaceae,Endangered,E
Prostanthera eungella,,Lamiaceae,Critically Endangered,CR
Prostanthera mulliganensis,Mount Mulligan prostanthera,Lamiaceae,Critically Endangered,CR
Prostanthera petraea,,Lamiaceae,Near threatened,NT
Prostanthera sp. (Dunmore D.M.Gordon 8A),,Lamiaceae,Vulnerable,V
Prostanthera spathulata,,Lamiaceae,Vulnerable,V
Prostanthera tozerana,Mount Tozer prostanthera,Lamiaceae,Critically Endangered,CR
Westringia blakeana,,Lamiaceae,Near threatened,NT
Westringia grandifolia,,Lamiaceae,Endangered,E
Westringia parvifolia,,Lamiaceae,Vulnerable,V
Westringia rupicola,,Lamiaceae,Vulnerable,V
Westringia sericea,native rosemary,Lamiaceae,Vulnerable,V
Beilschmiedia castrisinensis,,Lauraceae,Near threatened,NT
Cinnamomum propinquum,pepperwood,Lauraceae,Vulnerable,V
Cryptocarya floydii,gorge laurel,Lauraceae,Near threatened,NT
Cryptocarya foetida,stinking cryptocarya,Lauraceae,Vulnerable,V
Cryptocarya glaucocarpa,,Lauraceae,Vulnerable,V
Endiandra anthropophagorum,,Lauraceae,Vulnerable,V
Endiandra bellendenkerana,,Lauraceae,Near threatened,NT
Endiandra cooperana,,Lauraceae,Endangered,E
Endiandra globosa,ball-fruited walnut,Lauraceae,Near threatened,NT
Endiandra grayi,,Lauraceae,Vulnerable,V
Endiandra hayesii,rusty rose walnut,Lauraceae,Vulnerable,V
Endiandra jonesii,,Lauraceae,Vulnerable,V
Endiandra microneura,,Lauraceae,Near threatened,NT
Endiandra phaeocarpa,,Lauraceae,Vulnerable,V
Endiandra wongawallanensis,,Lauraceae,Endangered,E
Litsea granitica,,Lauraceae,Vulnerable,V
Litsea macrophylla,,Lauraceae,Near threatened,NT
Lomandra teres,,Laxmanniaceae,Vulnerable,V
Romnalda ophiopogonoides,,Laxmanniaceae,Vulnerable,V
Romnalda strobilacea,,Laxmanniaceae,Vulnerable,V
Sowerbaea subtilis,,Laxmanniaceae,Vulnerable,V
Acacia acrionastes,,Leguminosae,Near threatened,NT
Acacia ammophila,,Leguminosae,Vulnerable,V
Acacia arbiana,,Leguminosae,Near threatened,NT
Acacia argentina,,Leguminosae,Vulnerable,V
Acacia argyrotricha,,Leguminosae,Vulnerable,V
Acacia armitii,,Leguminosae,Near threatened,NT
Acacia attenuata,,Leguminosae,Vulnerable,V
Acacia barakulensis,,Leguminosae,Vulnerable,V
Acacia baueri subsp. baueri,tiny wattle,Leguminosae,Vulnerable,V
Acacia calantha,,Leguminosae,Near threatened,NT
Acacia castorum,Peak Range wattle,Leguminosae,Vulnerable,V
Acacia crombiei,pink gidgee,Leguminosae,Vulnerable,V
Acacia curranii,curly-bark wattle,Leguminosae,Vulnerable,V
Acacia deuteroneura,,Leguminosae,Critically Endangered,CR
Acacia eremophiloides,,Leguminosae,Vulnerable,V
Acacia forsteri,Forster's wattle,Leguminosae,Critically Endangered,CR
Acacia guymeri,,Leguminosae,Near threatened,NT
Acacia handonis,Hando's wattle,Leguminosae,Vulnerable,V
Acacia hockingsii,,Leguminosae,Vulnerable,V
Acacia homaloclada,,Leguminosae,Vulnerable,V
Acacia hylonoma,,Leguminosae,Vulnerable,V
Acacia islana,,Leguminosae,Vulnerable,V
Acacia lauta,Tara wattle,Leguminosae,Vulnerable,V
Acacia longipedunculata,,Leguminosae,Near threatened,NT
Acacia lumholtzii,,Leguminosae,Critically Endangered,CR
Acacia ommatosperma,,Leguminosae,Near threatened,NT
Acacia pedleyi,,Leguminosae,Vulnerable,V
Acacia peuce,waddy,Leguminosae,Vulnerable,V
Acacia porcata,,Leguminosae,Endangered,E
Acacia pubifolia,Wyberba wattle,Leguminosae,Vulnerable,V
Acacia purpureopetala,purple-flowered wattle,Leguminosae,Vulnerable,V
Acacia rubricola,,Leguminosae,Endangered,E
Acacia saxicola,Mt. Maroon wattle,Leguminosae,Endangered,E
Acacia solenota,,Leguminosae,Endangered,E
Acacia sp. (Castletower N.Gibson TOI345),,Leguminosae,Vulnerable,V
Acacia sp. (Ruined Castle Creek P.I.Forster+ PIF17848),,Leguminosae,Vulnerable,V
Acacia spania,,Leguminosae,Near threatened,NT
Acacia storyi,,Leguminosae,Near threatened,NT
Acacia tingoorensis,,Leguminosae,Vulnerable,V
Acacia torringtonensis,,Leguminosae,Vulnerable,V
Acacia wardellii,,Leguminosae,Near threatened,NT
Archidendron kanisii,,Leguminosae,Vulnerable,V
Archidendron lovelliae,bacon wood,Leguminosae,Vulnerable,V
Austrocallerya pilipes,,Leguminosae,Near threatened,NT
Cassia marksiana,,Leguminosae,Vulnerable,V
Crudia abbreviata,,Leguminosae,Near threatened,NT
Crudia papuana,,Leguminosae,Vulnerable,V
Cynometra roseiflora,,Leguminosae,Critically Endangered,CR
Daviesia discolor,,Leguminosae,Vulnerable,V
Daviesia quoquoversus,,Leguminosae,Vulnerable,V
Dioclea hexandra,,Leguminosae,Vulnerable,V
Glycine argyrea,,Leguminosae,Near threatened,NT
Hardenbergia sp. (Mt Mulligan J.R.Clarkson 5775),,Leguminosae,Vulnerable,V
Heliodendron xanthoxylon,yellow siris,Leguminosae,Near threatened,NT
Indigofera oxyrachis,,Leguminosae,Vulnerable,V
Labichea brassii,,Leguminosae,Near threatened,NT
Mezoneuron hymenocarpum,,Leguminosae,Near threatened,NT
Mirbelia confertiflora,,Leguminosae,Near threatened,NT
Phylacium bracteosum,,Leguminosae,Near threatened,NT
Pultenaea setulosa,,Leguminosae,Vulnerable,V
Pultenaea whiteana,Mt. Barney bush pea,Leguminosae,Vulnerable,V
Senegalia albizioides,,Leguminosae,Near threatened,NT
Senegalia pennata subsp. kerrii,,Leguminosae,Vulnerable,V
Sophora fraseri,brush sophora,Leguminosae,Vulnerable,V
Strongylodon lucidus,,Leguminosae,Near threatened,NT
Swainsona murrayana,slender Darling pea,Leguminosae,Vulnerable,V
Torenia polygonoides,,Linderniaceae,Vulnerable,V
Lindsaea terrae-reginae,,Lindsaeaceae,Endangered,E
Logania diffusa,,Loganiaceae,Vulnerable,V
Cecarria obtusifolia,,Loranthaceae,Near threatened,NT
Dactyliophora novae-guineae,,Loranthaceae,Near threatened,NT
Muellerina myrtifolia,,Loranthaceae,Near threatened,NT
Huperzia serrata,,Lycopodiaceae,Extinct in the wild,PE
Phlegmariurus carinatus,,Lycopodiaceae,Endangered,E
Phlegmariurus creber,rat-tail tassel-fern,Lycopodiaceae,Critically Endangered,CR
Phlegmariurus dalhousieanus,blue tassel-fern,Lycopodiaceae,Critically Endangered,CR
Phlegmariurus delbrueckii,,Lycopodiaceae,Vulnerable,V
Phlegmariurus ledermannii,,Lycopodiaceae,Vulnerable,V
Phlegmariurus lockyeri,,Lycopodiaceae,Vulnerable,V
Phlegmariurus phlegmarioides,,Lycopodiaceae,Vulnerable,V
Phlegmariurus pinifolius,,Lycopodiaceae,Endangered,E
Phlegmariurus squarrosus,water tassel-fern,Lycopodiaceae,Critically Endangered,CR
Phlegmariurus tetrastichoides,,Lycopodiaceae,Vulnerable,V
Phlegmariurus varius,,Lycopodiaceae,Vulnerable,V
Pseudodiphasium volubile,,Lycopodiaceae,Extinct in the wild,PE
Pseudolycopodiella limosa,,Lycopodiaceae,Near threatened,NT
Ammannia robertsii,,Lythraceae,Vulnerable,V
Macarthuria complanata,,Macarthuriaceae,Near threatened,NT
Tristellateia australasiae,,Malpighiaceae,Near threatened,NT
Lawrencia buchananensis,,Malvaceae,Vulnerable,V
Maundia triglochinoides,,Maundiaceae,Vulnerable,V
Aglaia argentea,silver boodyarra,Meliaceae,Vulnerable,V
Aglaia monticola,,Meliaceae,Near threatened,NT
Owenia cepiodora,onion cedar,Meliaceae,Vulnerable,V
Carronia pedicellata,,Menispermaceae,Endangered,E
Fawcettia tinosporoides,,Menispermaceae,Vulnerable,V
Hypserpa polyandra,,Menispermaceae,Vulnerable,V
Hypserpa polyandra var. polyandra,,Menispermaceae,Vulnerable,V
Hemmantia webbii,,Monimiaceae,Vulnerable,V
Steganthera australiana,,Monimiaceae,Near threatened,NT
Steganthera laxiflora subsp. lewisensis,,Monimiaceae,Near threatened,NT
Wilkiea sp. (McDowall Range J.G.Tracey 14552),,Monimiaceae,Near threatened,NT
Ficus melinocarpa var. hololampra,,Moraceae,Near threatened,NT
Musa fitzalanii,,Musaceae,Extinct in the wild,PE
Musa jackeyi,,Musaceae,Endangered,E
Ardisia bakeri,ardisia,Myrsinaceae,Near threatened,NT
Ardisia fasciculata,,Myrsinaceae,Vulnerable,V
Embelia flueckigeri,,Myrsinaceae,Extinct in the wild,PE
Myrsine serpenticola,,Myrsinaceae,Endangered,E
Acmena mackinnoniana,Rocky River satinash,Myrtaceae,Near threatened,NT
Acmenosperma pringlei,,Myrtaceae,Vulnerable,V
Backhousia oligantha,,Myrtaceae,Critically Endangered,CR
Backhousia tetraptera,,Myrtaceae,Critically Endangered,CR
Baeckea trapeza,,Myrtaceae,Vulnerable,V
Barongia lophandra,,Myrtaceae,Vulnerable,V
Calytrix gurulmundensis,,Myrtaceae,Vulnerable,V
Calytrix islensis,,Myrtaceae,Vulnerable,V
Corymbia clandestina,,Myrtaceae,Vulnerable,V
Corymbia leptoloma,,Myrtaceae,Vulnerable,V
Corymbia petalophylla,,Myrtaceae,Vulnerable,V
Corymbia rhodops,red-throated bloodwood,Myrtaceae,Vulnerable,V
Corymbia scabrida,rough-leaved yellowjacket,Myrtaceae,Near threatened,NT
Corymbia xanthope,Glen Geddes bloodwood,Myrtaceae,Vulnerable,V
Decaspermum struckoilicum,Mount Morgan myrtle,Myrtaceae,Critically Endangered,CR
Eucalyptus argophloia,Queensland western white gum,Myrtaceae,Critically Endangered,CR
Eucalyptus beaniana,,Myrtaceae,Vulnerable,V
Eucalyptus broviniensis,,Myrtaceae,Endangered,E
Eucalyptus codonocarpa,mallee ash,Myrtaceae,Near threatened,NT
Eucalyptus conglomerata,swamp stringybark,Myrtaceae,Endangered,E
Eucalyptus curtisii,Plunkett mallee,Myrtaceae,Near threatened,NT
Eucalyptus dalveenica,,Myrtaceae,Critically Endangered,CR
Eucalyptus decolor,,Myrtaceae,Near threatened,NT
Eucalyptus dunnii,Dunn's white gum,Myrtaceae,Vulnerable,V
Eucalyptus farinosa,Mount Stewart ironbark,Myrtaceae,Endangered,E
Eucalyptus hallii,Goodwood gum,Myrtaceae,Vulnerable,V
Eucalyptus infera,Durikai mallee,Myrtaceae,Vulnerable,V
Eucalyptus kabiana,Mt. Beerwah mallee,Myrtaceae,Vulnerable,V
Eucalyptus nudicaulis,Mt Isa mallee,Myrtaceae,Endangered,E
Eucalyptus pachycalyx subsp. waajensis,,Myrtaceae,Endangered,E
Eucalyptus paedoglauca,Mt. Stuart ironbark,Myrtaceae,Vulnerable,V
Eucalyptus scoparia,Wallangarra white gum,Myrtaceae,Vulnerable,V
Eucalyptus sicilifolia,,Myrtaceae,Vulnerable,V
Eucalyptus sideroxylon subsp. improcera,,Myrtaceae,Vulnerable,V
Eucalyptus taurina,Helidon ironbark,Myrtaceae,Endangered,E
Eucalyptus tereticornis subsp. rotunda,,Myrtaceae,Near threatened,NT
Eucalyptus virens,shiny-leaved ironbark,Myrtaceae,Vulnerable,V
Gossia fragrantissima,,Myrtaceae,Endangered,E
Gossia gonoclada,,Myrtaceae,Critically Endangered,CR
Gossia inophloia,,Myrtaceae,Critically Endangered,CR
Homoranthus brevistylis,,Myrtaceae,Critically Endangered,CR
Homoranthus coracinus,,Myrtaceae,Critically Endangered,CR
Homoranthus cummingii,,Myrtaceae,Critically Endangered,CR
Homoranthus decumbens,,Myrtaceae,Vulnerable,V
Homoranthus inopinatus,,Myrtaceae,Critically Endangered,CR
Homoranthus montanus,,Myrtaceae,Critically Endangered,CR
Homoranthus papillatus,mouse bush,Myrtaceae,Critically Endangered,CR
Homoranthus porteri,,Myrtaceae,Vulnerable,V
Homoranthus tricolor,,Myrtaceae,Critically Endangered,CR
Homoranthus tropicus,,Myrtaceae,Near threatened,NT
Homoranthus vagans,,Myrtaceae,Vulnerable,V
Homoranthus zeteticorum,,Myrtaceae,Endangered,E
Kardomia granitica,,Myrtaceae,Endangered,E
Kardomia silvestris,,Myrtaceae,Endangered,E
Kardomia squarrulosa,,Myrtaceae,Vulnerable,V
Kunzea calida,Mount Stewart kunzea,Myrtaceae,Vulnerable,V
Kunzea sericothrix,,Myrtaceae,Endangered,E
Kunzea truncata,,Myrtaceae,Endangered,E
Lenwebbia prominens,,Myrtaceae,Near threatened,NT
Lenwebbia sp. (Blackall Range P.R.Sharpe 5387),,Myrtaceae,Endangered,E
Lenwebbia sp. (Main Range P.R.Sharpe+ 4877),Main Range lenwebbia,Myrtaceae,Critically Endangered,CR
Leptospermum barneyense,,Myrtaceae,Vulnerable,V
Leptospermum luehmannii,,Myrtaceae,Vulnerable,V
Leptospermum oreophilum,,Myrtaceae,Vulnerable,V
Leptospermum pallidum,,Myrtaceae,Near threatened,NT
Leptospermum venustum,,Myrtaceae,Vulnerable,V
Melaleuca cheelii,,Myrtaceae,Near threatened,NT
Melaleuca comosa,,Myrtaceae,Vulnerable,V
Melaleuca flavovirens,,Myrtaceae,Near threatened,NT
Melaleuca formosa,,Myrtaceae,Near threatened,NT
Melaleuca groveana,,Myrtaceae,Near threatened,NT
Melaleuca irbyana,,Myrtaceae,Endangered,E
