scientificName,vernacularName,family,genus,sourceStatus,status
Westringia davidii,David's Westringia,Lamiaceae,Westringia,Vulnerable,Vulnerable
Corynocarpus rupestris subsp. rupestris,Glenugie Karaka,Corynocarpaceae,Corynocarpus,Vulnerable,Vulnerable
Zieria involucrata,,Rutaceae,Zieria,Endangered,Endangered
Kunzea rupestris,,Myrtaceae,Kunzea,Vulnerable,Vulnerable
Pterostylis chaetophora,,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Osteocarpum pentapterum,,Chenopodiaceae,Osteocarpum,Extinct,Extinct
Persoonia hirsuta,Hairy Geebung,Proteaceae,Persoonia,Endangered,Endangered
Plectranthus alloplectus,Narrow-leaved Plectranthus,Lamiaceae,Plectranthus,Endangered,Endangered
Prostanthera cineolifera,Singleton Mint Bush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Leptorhynchos waitzia,Button Immortelle,Asteraceae,Leptorhynchos,Endangered,Endangered
Capparis loranthifolia var. loranthifolia,Narrow-leafed Bumble,Capparaceae,Capparis,Endangered,Endangered
Caladenia tessellata,Thick Lip Spider Orchid,Orchidaceae,Caladenia,Endangered,Endangered
Caesia parviflora var. minor,Small Pale Grass-lily,Anthericaceae,Caesia,Endangered,Endangered
Lasiopetalum joyceae,,Malvaceae,Lasiopetalum,Vulnerable,Vulnerable
Dendrobium melaleucaphilum,Spider orchid,Orchidaceae,Dendrobium,Endangered,Endangered
Eucalyptus parramattensis subsp. decadens,,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Styphelia perileuca,Montane Green Five-corners,Ericaceae,Styphelia,Vulnerable,Vulnerable
Homopholis belsonii,Belson's Panic,Poaceae,Homopholis,Endangered,Endangered
Kunzea cambagei,Cambage Kunzea,Myrtaceae,Kunzea,Vulnerable,Vulnerable
Acacia dangarensis,,Fabaceae (Mimosoideae),Acacia,Critically Endangered,Critically Endangered
Asterolasia elegans,,Rutaceae,Asterolasia,Endangered,Endangered
Isoglossa eranthemoides,Isoglossa,Acanthaceae,Isoglossa,Endangered,Endangered
Kippistia suaedifolia,Fleshy Minuria,Asteraceae,Kippistia,Endangered,Endangered
Crotalaria cunninghamii,Green Bird Flower,Fabaceae (Faboideae),Crotalaria,Endangered,Endangered
Eucalyptus aggregata,Black Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Tasmannia glaucifolia,Fragrant Pepperbush,Winteraceae,Tasmannia,Vulnerable,Vulnerable
Euphrasia arguta,,Orobanchaceae,Euphrasia,Critically Endangered,Critically Endangered
Eucalyptus leucoxylon subsp. pruinosa,Yellow Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Lindernia alsinoides,Noah's False Chickweed,Linderniaceae,Lindernia,Endangered,Endangered
Rhodamnia rubescens,Scrub Turpentine,Myrtaceae,Rhodamnia,Critically Endangered,Critically Endangered
Goodenia occidentalis,Western Goodenia,Goodeniaceae,Goodenia,Endangered,Endangered
Fontainea oraria,Coastal Fontainea,Euphorbiaceae,Fontainea,Critically Endangered,Critically Endangered
Stenopetalum velutinum,Velvet Thread-petal,Brassicaceae,Stenopetalum,Extinct,Extinct
Lasiopetalum longistamineum,,Malvaceae,Lasiopetalum,Vulnerable,Vulnerable
Rhodomyrtus psidioides,Native Guava,Myrtaceae,Rhodomyrtus,Critically Endangered,Critically Endangered
Pterostylis foliata,Slender Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pimelea venosa,Bolivia Hill Rice-flower,Thymelaeaceae,Pimelea,Endangered,Endangered
Oberonia titania,Red-flowered King of the Fairies,Orchidaceae,Oberonia,Vulnerable,Vulnerable
Desmodium acanthocladum,Thorny Pea,Fabaceae (Faboideae),Desmodium,Vulnerable,Vulnerable
Prostanthera discolor,,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Acacia bakeri,Marblewood,Fabaceae (Mimosoideae),Acacia,Vulnerable,Vulnerable
Eucalyptus saxatilis,Suggan Buggan Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Grevillea acanthifolia subsp. paludosa,Bog Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Pultenaea aristata,Prickly Bush-pea,Fabaceae (Faboideae),Pultenaea,Vulnerable,Vulnerable
Pterostylis gibbosa,Illawarra Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Acacia pubescens,Downy Wattle,Fabaceae (Mimosoideae),Acacia,Vulnerable,Vulnerable
Sophora fraseri,Brush Sophora,Fabaceae (Faboideae),Sophora,Vulnerable,Vulnerable
Persoonia nutans,Nodding Geebung,Proteaceae,Persoonia,Endangered,Endangered
Syzygium paniculatum,Magenta Lilly Pilly,Myrtaceae,Syzygium,Endangered,Endangered
Dillwynia tenuifolia,,Fabaceae (Faboideae),Dillwynia,Vulnerable,Vulnerable
Melaleuca deanei,Deane's Paperbark,Myrtaceae,Melaleuca,Vulnerable,Vulnerable
Haloragodendron lucasii,,Haloragaceae,Haloragodendron,Endangered,Endangered
Grevillea caleyi,Caley's Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Olax angulata,Square-stemmed Olax,Olacaceae,Olax,Vulnerable,Vulnerable
Rutidosis leptorrhynchoides,Button Wrinklewort,Asteraceae,Rutidosis,Endangered,Endangered
Pultenaea parviflora,,Fabaceae (Faboideae),Pultenaea,Endangered,Endangered
Syzygium moorei,Durobby,Myrtaceae,Syzygium,Vulnerable,Vulnerable
Darwinia glaucophylla,,Myrtaceae,Darwinia,Vulnerable,Vulnerable
Zieria granulata,Illawarra Zieria,Rutaceae,Zieria,Endangered,Endangered
Tetratheca glandulosa,,Elaeocarpaceae,Tetratheca,Vulnerable,Vulnerable
Eucalyptus benthamii,Camden White Gum,Myrtaceae,Eucalyptus,Critically Endangered,Critically Endangered
Tetratheca juncea,Black-eyed Susan,Elaeocarpaceae,Tetratheca,Vulnerable,Vulnerable
Eucalyptus macarthurii,"Paddys River Box, Camden Woollybutt",Myrtaceae,Eucalyptus,Endangered,Endangered
Pimelea spicata,Spiked Rice-flower,Thymelaeaceae,Pimelea,Endangered,Endangered
Pomaderris brunnea,Brown Pomaderris,Rhamnaceae,Pomaderris,Endangered,Endangered
Acronychia littoralis,Scented Acronychia,Rutaceae,Acronychia,Endangered,Endangered
Eucalyptus camfieldii,Camfield's Stringybark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Darwinia biflora,,Myrtaceae,Darwinia,Vulnerable,Vulnerable
Acrophyllum australe,,Cunoniaceae,Acrophyllum,Vulnerable,Vulnerable
Pultenaea glabra,Smooth Bush-Pea,Fabaceae (Faboideae),Pultenaea,Vulnerable,Vulnerable
Acalypha eremorum,Acalypha,Euphorbiaceae,Acalypha,Endangered,Endangered
Amperea xiphoclada var. pedicellata,,Euphorbiaceae,Amperea,Extinct,Extinct
Caladenia concolor,Crimson Spider Orchid,Orchidaceae,Caladenia,Endangered,Endangered
Caladenia rosella,Rosella Spider Orchid,Orchidaceae,Caladenia,Extinct,Extinct
Calotis moorei,A burr-daisy,Asteraceae,Calotis,Endangered,Endangered
Cheilanthes sieberi subsp. pseudovellea,,Pteridaceae,Cheilanthes,Endangered,Endangered
Dentella minutissima,,Rubiaceae,Dentella,Endangered,Endangered
Eucalyptus caleyi subsp. ovendenii,Ovenden's Ironbark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus langleyi,Albatross Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus parvula,Small-leaved Gum,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus robertsonii subsp. hemisphaerica,Robertson's Peppermint,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Grammitis stenophylla,Narrow-leaf Finger Fern,Grammitidaceae,Grammitis,Endangered,Endangered
Grevillea guthrieana,Guthrie's Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea masonii,Mason's Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea wilkinsonii,Tumut Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Haloragis exalata subsp. exalata,Square Raspwort,Haloragaceae,Haloragis,Vulnerable,Vulnerable
Homoranthus prolixus,Granite Homoranthus,Myrtaceae,Homoranthus,Vulnerable,Vulnerable
Indigofera longibractea,Showy Indigo,Fabaceae (Faboideae),Indigofera,Endangered,Endangered
Lepidium foliosum,Leafy Peppercress,Brassicaceae,Lepidium,Extinct,Extinct
Ozothamnus tesselatus,,Asteraceae,Ozothamnus,Vulnerable,Vulnerable
Parsonsia dorrigoensis,Milky Silkpod,Apocynaceae,Parsonsia,Vulnerable,Vulnerable
Persoonia bargoensis,Bargo Geebung,Proteaceae,Persoonia,Endangered,Endangered
Persoonia laxa,,Proteaceae,Persoonia,Extinct,Extinct
Pomaderris elachophylla,Lacy Pomaderris,Rhamnaceae,Pomaderris,Endangered,Endangered
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Prasophyllum petilum,Tarengo Leek Orchid,Orchidaceae,Prasophyllum,Endangered,Endangered
Pseudanthus ovalifolius,Oval-leafed Pseudanthus,Picrodendraceae,Pseudanthus,Endangered,Endangered
Pterostylis sp. Botany Bay,Botany Bay Bearded Orchid,Orchidaceae,Pterostylis,Endangered,Endangered
Scaevola collaris,Fan Flower,Goodeniaceae,Scaevola,Endangered,Endangered
Senecio spathulatus,Coast Groundsel,Asteraceae,Senecio,Endangered,Endangered
Swainsona pyrophila,Yellow Swainson-pea,Fabaceae (Faboideae),Swainsona,Vulnerable,Vulnerable
Tylophora linearis,,Apocynaceae,Tylophora,Vulnerable,Vulnerable
Viola cleistogamoides,Hidden Violet,Violaceae,Viola,Endangered,Endangered
Westringia kydrensis,Kydra Westringia,Lamiaceae,Westringia,Endangered,Endangered
Zieria adenodonta,Wollumbin Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria baeuerlenii,Bomaderry Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria buxijugum,Box Range Zieria,Rutaceae,Zieria,Critically Endangered,Critically Endangered
Zieria citriodora,Lemon Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria covenyi,Coveny's Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria floydii,Floyd's Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria formosa,Shapely Zieria,Rutaceae,Zieria,Critically Endangered,Critically Endangered
Zieria ingramii,Keith's Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria lasiocaulis,Willi Willi Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria parrisiae,Parris' Zieria,Rutaceae,Zieria,Critically Endangered,Critically Endangered
Zieria prostrata,Headland Zieria,Rutaceae,Zieria,Endangered,Endangered
Zieria tuberculata,Warty Zieria,Rutaceae,Zieria,Vulnerable,Vulnerable
Genoplesium superbum,Superb Midge Orchid,Orchidaceae,Genoplesium,Endangered,Endangered
Leucopogon fletcheri subsp. fletcheri,,Ericaceae,Leucopogon,Endangered,Endangered
Pomaderris cocoparrana,Cocoparra Pomaderris,Rhamnaceae,Pomaderris,Endangered,Endangered
Paspalidium grandispiculatum,,Poaceae,Paspalidium,Vulnerable,Vulnerable
Microtis angusii,Angus's Onion Orchid,Orchidaceae,Microtis,Endangered,Endangered
Micromyrtus grandis,Severn River Heath-myrtle,Myrtaceae,Micromyrtus,Endangered,Endangered
Triplarina nowraensis,Nowra Heath Myrtle,Myrtaceae,Triplarina,Endangered,Endangered
Angophora inopina,Charmhaven Apple,Myrtaceae,Angophora,Vulnerable,Vulnerable
Pterostylis saxicola,Sydney Plains Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Placostylus bivaricosus,Lord Howe Placostylus,Bulimulidae,Placostylus,Endangered,Endangered
Thersites mitchellae,Mitchell's Rainforest Snail,Camaenidae,Thersites,Endangered,Endangered
Synemon plana,Golden Sun Moth,Castniidae,Synemon,Vulnerable,Vulnerable
Paralucia spinifera,"Purple Copper Butterfly, Bathurst Copper Butterfly",Lycaenidae,Paralucia,Endangered,Endangered
Dryococelus australis,Lord Howe Island Phasmid,Phasmatidae,Dryococelus,Critically Endangered,Critically Endangered
Meridolum corneovirens,Cumberland Plain Land Snail,Camaenidae,Meridolum,Endangered,Endangered
Ninox novaeseelandiae albaria,Southern Boobook (Lord Howe Is. subsp.),Strigidae,Ninox,Extinct,Extinct
Rhipidura fuliginosa,New Zealand Fantail (Lord Howe Is. subsp.),Rhipiduridae,Rhipidura,Extinct,Extinct
Porphyrio albus,White Gallinule,Rallidae,Porphyrio,Extinct,Extinct
Gerygone insularis,Lord Howe Gerygone,Acanthizidae,Gerygone,Extinct,Extinct
Columba vitiensis godmanae,White-throated Pigeon (Lord Howe Is. subsp.),Columbidae,Columba,Extinct,Extinct
Aplonis fusca hulliana,Tasman Starling (Lord Howe Is. subsp.),Sturnidae,Aplonis,Extinct,Extinct
Zosterops strenuus,Robust White-eye,Zosteropidae,Zosterops,Extinct,Extinct
Pachycephala pectoralis contempta,Golden Whistler (Lord Howe Is. subsp.),Pachycephalidae,Pachycephala,Vulnerable,Vulnerable
Zosterops lateralis tephropleurus,Silvereye (Lord Howe Is. subsp.),Zosteropidae,Zosterops,Vulnerable,Vulnerable
Cyclodomorphus praealtus,Alpine She-oak Skink,Scincidae,Cyclodomorphus,Endangered,Endangered
Myuchelys bellii,"Western Sawshelled Turtle, Bell's Turtle",Chelidae,Myuchelys,Endangered,Endangered
Pseudophryne pengilleyi,Northern Corroboree Frog,Myobatrachidae,Pseudophryne,Critically Endangered,Critically Endangered
Triplarina imbricata,Creek Triplarina,Myrtaceae,Triplarina,Endangered,Endangered
Genoplesium plumosum,Tallong Midge Orchid,Orchidaceae,Genoplesium,Critically Endangered,Critically Endangered
Petalura gigantea,Giant Dragonfly,Petaluridae,Petalura,Endangered,Endangered
Cyperus semifertilis,Missionary Nutgrass,Cyperaceae,Cyperus,Endangered,Endangered
Grevillea raybrownii,,Proteaceae,Grevillea,Vulnerable,Vulnerable
Angophora exul,Gibraltar Rock Apple,Myrtaceae,Angophora,Endangered,Endangered
Eucalyptus dissita,Gibraltar Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus fracta,Broken Back Ironbark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Phyllanthus microcladus,Brush Sauropus,Phyllanthaceae,Phyllanthus,Endangered,Endangered
Baeckea kandos,,Myrtaceae,Baeckea,Endangered,Endangered
Chamaesyce psammogeton,Sand Spurge,Euphorbiaceae,Chamaesyce,Endangered,Endangered
Pomaderris adnata,Sublime Point Pomaderris,Rhamnaceae,Pomaderris,Endangered,Endangered
Pomaderris delicata,Delicate Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,Critically Endangered
Pomaderris bodalla,Bodalla Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,Vulnerable
Pomaderris reperta,Denman Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,Critically Endangered
Prostanthera junonis,Somersby Mintbush,Lamiaceae,Prostanthera,Endangered,Endangered
Prostanthera askania,Tranquility Mintbush,Lamiaceae,Prostanthera,Endangered,Endangered
Prostanthera palustris,Swamp Mint-bush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Pimelea axiflora subsp. pubescens,Bungonia Rice-flower,Thymelaeaceae,Pimelea,Endangered,Endangered
Pterostylis elegans,Elegant Greenhood,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis metcalfei,Metcalfe's Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,Myrtaceae,Eucalyptus,Endangered,Endangered
Distichlis distichophylla,Australian Saltgrass,Poaceae,Distichlis,Endangered,Endangered
Quassia sp. Moonee Creek,Moonee Quassia,Simaroubaceae,Quassia,Endangered,Endangered
Pultenaea sp. Olinda,,Fabaceae (Faboideae),Pultenaea,Endangered,Endangered
Cullen parvum,Small Scurf-pea,Fabaceae (Faboideae),Cullen,Endangered,Endangered
Persoonia hindii,,Proteaceae,Persoonia,Endangered,Endangered
Grevillea parviflora subsp. parviflora,Small-flower Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Eucalyptus corticosa,Creswick Apple Box,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Acacia carneorum,Purple-wood Wattle,Fabaceae (Mimosoideae),Acacia,Vulnerable,Vulnerable
Euphrasia ruptura,,Orobanchaceae,Euphrasia,Extinct,Extinct
Lepidosperma evansianum,Evans Sedge,Cyperaceae,Lepidosperma,Vulnerable,Vulnerable
Homoranthus croftianus,Bolivia Homoranthus,Myrtaceae,Homoranthus,Endangered,Endangered
Dillwynia glaucula,Michelago Parrot-pea,Fabaceae (Faboideae),Dillwynia,Endangered,Endangered
Carex archeri,Archer's Carex,Cyperaceae,Carex,Endangered,Endangered
Austrostipa nullanulla,A spear-grass,Poaceae,Austrostipa,Endangered,Endangered
Austrostipa wakoolica,A spear-grass,Poaceae,Austrostipa,Endangered,Endangered
Austrostipa metatoris,A spear-grass,Poaceae,Austrostipa,Vulnerable,Vulnerable
Calystegia affinis,Lord Howe Island Morning Glory,Convolvulaceae,Calystegia,Critically Endangered,Critically Endangered
Litoria verreauxii alpina,Alpine Tree Frog,Hylidae,Litoria,Endangered,Endangered
Coprosma inopinata,Small-leaved Currant Bush,Rubiaceae,Coprosma,Endangered,Endangered
Geniostoma huttonii,Hutton's Geniostoma,Loganiaceae,Geniostoma,Endangered,Endangered
Xylosma parvifolia,Mountain Xylosma,Flacourtiaceae,Xylosma,Endangered,Endangered
Macrozamia humilis,Inverell Cycad,Zamiaceae,Macrozamia,Endangered,Endangered
Lasiopetalum behrii,Pink Velvet Bush,Malvaceae,Lasiopetalum,Critically Endangered,Critically Endangered
Phyllanthus maderaspatensis,,Phyllanthaceae,Phyllanthus,Endangered,Endangered
Baloskion longipes,Dense Cord-rush,Restionaceae,Baloskion,Vulnerable,Vulnerable
Persoonia pauciflora,North Rothbury Persoonia,Proteaceae,Persoonia,Critically Endangered,Critically Endangered
Leionema lachnaeoides,,Rutaceae,Leionema,Endangered,Endangered
Leionema ralstonii,Ralston's Leionema,Rutaceae,Leionema,Vulnerable,Vulnerable
Leionema sympetalum,Rylstone Bell,Rutaceae,Leionema,Vulnerable,Vulnerable
Nematolepis rhytidophylla,Nalbaugh Nematolepis,Rutaceae,Nematolepis,Vulnerable,Vulnerable
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
Typhonium sp. aff. brownii,Stinky Lily,Araceae,Typhonium,Endangered,Endangered
Boronia boliviensis,Bolivia Hill Boronia,Rutaceae,Boronia,Endangered,Endangered
Diuris arenaria,Sand Doubletail,Orchidaceae,Diuris,Endangered,Endangered
Grevillea parviflora subsp. supplicans,,Proteaceae,Grevillea,Endangered,Endangered
Hakea archaeoides,Big Nellie Hakea,Proteaceae,Hakea,Vulnerable,Vulnerable
Hakea dohertyi,Kowmung Hakea,Proteaceae,Hakea,Endangered,Endangered
Pomaderris paniculosa subsp. paniculosa,,Rhamnaceae,Pomaderris,Extinct,Extinct
Harnieria hygrophiloides,Native Justicia,Acanthaceae,Harnieria,Endangered,Endangered
Rytidosperma vickeryae,Perisher Wallaby-grass,Poaceae,Rytidosperma,Endangered,Endangered
Asterolasia buxifolia,,Rutaceae,Asterolasia,Endangered,Endangered
Eucalyptus oresbia,Small-fruited Mountain Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus canobolensis,Silver-Leaf Candlebark,Myrtaceae,Eucalyptus,Endangered,Endangered
Carex klaphakei,Klaphake's Sedge,Cyperaceae,Carex,Endangered,Endangered
Grevillea juniperina subsp. juniperina,Juniper-leaved Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Prasophyllum canaliculatum,Summer Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Dodonaea stenozyga,Desert Hopbush,Sapindaceae,Dodonaea,Critically Endangered,Critically Endangered
Davidsonia jerseyana,Davidson's Plum,Cunoniaceae,Davidsonia,Endangered,Endangered
Davidsonia johnsonii,Smooth Davidson's Plum,Cunoniaceae,Davidsonia,Endangered,Endangered
Rytidosperma pumilum,Feldmark Grass,Poaceae,Rytidosperma,Vulnerable,Vulnerable
Eucalyptus alligatrix subsp. alligatrix,,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Philotheca angustifolia subsp. angustifolia,,Rutaceae,Philotheca,Extinct,Extinct
Acacia atrox,Myall Creek Wattle,Fabaceae (Mimosoideae),Acacia,Endangered,Endangered
Aponogeton queenslandicus,,Aponogetonaceae,Aponogeton,Endangered,Endangered
Nurus atlas,Atlas Rainforest Ground-beetle,Carabidae,Nurus,Endangered,Endangered
Nurus brevis,Shorter Rainforest Ground-beetle,Carabidae,Nurus,Endangered,Endangered
Mitrasacme pygmaea,Pygmy Bishop's Hat,Loganiaceae,Mitrasacme,Endangered,Endangered
Wollemia nobilis,Wollemi Pine,Araucariaceae,Wollemia,Critically Endangered,Critically Endangered
"Diuris sp. (Oaklands, D.L. Jones 5380)",Oaklands Diuris,Orchidaceae,Diuris,Endangered,Endangered
Pericryptodrilus nanus,Lord Howe Earthworm,Megascolecidae,Pericryptodrilus,Critically Endangered,Critically Endangered
Brachyscome ascendens,Border Ranges Daisy,Asteraceae,Brachyscome,Endangered,Endangered
Caladenia attenuata,Duramana Fingers,Orchidaceae,Caladenia,Critically Endangered,Critically Endangered
Xanthosia scopulicola,,Apiaceae,Xanthosia,Vulnerable,Vulnerable
Pultenaea humilis,Dwarf Bush-pea,Fabaceae (Faboideae),Pultenaea,Vulnerable,Vulnerable
Cyclodomorphus venustus,,Scincidae,Cyclodomorphus,Endangered,Endangered
Myotis macropus,Southern Myotis,Vespertilionidae,Myotis,Vulnerable,Vulnerable
Hibbertia superans,,Dilleniaceae,Hibbertia,Endangered,Endangered
Homoranthus binghiensis,Binghi Homoranthus,Myrtaceae,Homoranthus,Endangered,Endangered
Nyctophilus howensis,Lord Howe Island Bat,Vespertilionidae,Nyctophilus,Extinct,Extinct
Artamus cyanopterus cyanopterus,Dusky Woodswallow,Artamidae,Artamus,Vulnerable,Vulnerable
Calyptorhynchus banksii banksii,Red-tailed Black-Cockatoo (coastal subspecies),Cacatuidae,Calyptorhynchus,Critically Endangered,Critically Endangered
Calyptorhynchus banksii samueli,Red-tailed Black-Cockatoo (inland subspecies),Cacatuidae,Calyptorhynchus,Vulnerable,Vulnerable
Climacteris picumnus victoriae,Brown Treecreeper (eastern subspecies),Climacteridae,Climacteris,Vulnerable,Vulnerable
Geophaps scripta scripta,Squatter Pigeon (southern subspecies),Columbidae,Geophaps,Critically Endangered,Critically Endangered
Poephila cincta cincta,Black-throated Finch (southern subspecies),Estrildidae,Poephila,Extinct,Extinct
Amytornis barbatus barbatus,Grey Grasswren,Maluridae,Amytornis,Endangered,Endangered
Amytornis striatus striatus,,Maluridae,Amytornis,Critically Endangered,Critically Endangered
Melithreptus gularis gularis,Black-chinned Honeyeater (eastern subspecies),Meliphagidae,Melithreptus,Vulnerable,Vulnerable
Turdus poliocephalus vinitinctus,Island Thrush (Lord Howe Is. subsp.),Turdidae,Turdus,Extinct,Extinct
Melanodryas cucullata cucullata,Hooded Robin (south-eastern form),Petroicidae,Melanodryas,Vulnerable,Vulnerable
Pomatostomus temporalis temporalis,Grey-crowned Babbler (eastern subspecies),Pomatostomidae,Pomatostomus,Vulnerable,Vulnerable
Pterodroma leucoptera leucoptera,Gould's Petrel,Procellariidae,Pterodroma,Vulnerable,Vulnerable
Pterodroma neglecta neglecta,Kermadec Petrel (west Pacific subspecies),Procellariidae,Pterodroma,Vulnerable,Vulnerable
Cyanoramphus novaezelandiae subflavescens,Red-crowned Parakeet (Lord Howe Is. subsp.),Psittacidae,Cyanoramphus,Extinct,Extinct
Pezoporus wallicus wallicus,Eastern Ground Parrot,Psittacidae,Pezoporus,Vulnerable,Vulnerable
Tyto longimembris,Eastern Grass Owl,Tytonidae,Tyto,Vulnerable,Vulnerable
Genoplesium vernale,East Lynne Midge Orchid,Orchidaceae,Genoplesium,Vulnerable,Vulnerable
Diomedea antipodensis,Antipodean Albatross,Diomedeidae,Diomedea,Vulnerable,Vulnerable
Diomedea gibsoni,Gibson's Albatross,Diomedeidae,Diomedea,Vulnerable,Vulnerable
Hibbertia tenuifolia,Narrow-leaved Guinea Flower,Dilleniaceae,Hibbertia,Endangered,Endangered
Glycine latrobeana,Clover Glycine,Fabaceae (Faboideae),Glycine,Critically Endangered,Critically Endangered
Hygrocybe austropratensis,,Hygrophoraceae,Hygrocybe,Endangered,Endangered
Hygrocybe reesiae,,Hygrophoraceae,Hygrocybe,Vulnerable,Vulnerable
Hygrocybe anomala var. ianthinomarginata,,Hygrophoraceae,Hygrocybe,Vulnerable,Vulnerable
Hygrocybe aurantipes,,Hygrophoraceae,Hygrocybe,Vulnerable,Vulnerable
Hygrocybe lanecovensis,,Hygrophoraceae,Hygrocybe,Endangered,Endangered
Camarophyllopsis kearneyi,,Hygrophoraceae,Camarophyllopsis,Endangered,Endangered
Calotis pubescens,Max Mueller's Burr-daisy,Asteraceae,Calotis,Endangered,Endangered
Eucalyptus boliviana,Bolivia Stringybark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Leptorhynchos orientalis,Lanky Buttons,Asteraceae,Leptorhynchos,Endangered,Endangered
Prasophyllum retroflexum,Kiandra Leek Orchid,Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Convolvulus tedmoorei,Bindweed,Convolvulaceae,Convolvulus,Endangered,Endangered
Ocybadistes knightorum,Black Grass-dart Butterfly,Hesperiidae,Ocybadistes,Endangered,Endangered
Argynnis hyperbius,Laced Fritillary,Nymphalidae,Argynnis,Endangered,Endangered
Eidothea hardeniana,Nightcap Oak,Proteaceae,Eidothea,Endangered,Endangered
Hygrocybe collucera,,Hygrophoraceae,Hygrocybe,Endangered,Endangered
Hygrocybe griseoramosa,,Hygrophoraceae,Hygrocybe,Endangered,Endangered
Cyclodomorphus melanops elongatus,Mallee Slender Blue-tongue Lizard,Scincidae,Cyclodomorphus,Endangered,Endangered
Hibbertia puberula,,Dilleniaceae,Hibbertia,Endangered,Endangered
Isoodon obesulus obesulus,Southern Brown Bandicoot (eastern),Peramelidae,Isoodon,Endangered,Endangered
Arctocephalus pusillus doriferus,Australian Fur-seal,Otariidae,Arctocephalus,Vulnerable,Vulnerable
Litoria daviesae,Davies' Tree Frog,Hylidae,Litoria,Vulnerable,Vulnerable
Solanum celatum,,Solanaceae,Solanum,Endangered,Endangered
Solanum limitare,Border Ranges Nightshade,Solanaceae,Solanum,Endangered,Endangered
Thelymitra adorata,Wyong Sun Orchid,Orchidaceae,Thelymitra,Critically Endangered,Critically Endangered
Phyllodes imperialis southern subspecies,Southern Pink Underwing Moth,Noctuidae,Phyllodes,Endangered,Endangered
Liopholis guthega,Guthega Skink,Scincidae,Liopholis,Endangered,Endangered
Panesthia lata,Lord Howe Island wood-feeding cockroach,Blaberidae,Panesthia,Endangered,Endangered
Hygrocybe rubronivea,,Hygrophoraceae,Hygrocybe,Vulnerable,Vulnerable
Hybomorphus melanosomus,Lord Howe Island ground weevil,Curculionidae,Hybomorphus,Extinct,Extinct
Ctenotus pantherinus ocellifer,Leopard Ctenotus,Scincidae,Ctenotus,Endangered,Endangered
Asterolasia beckersii,Dungowan Starbush,Rutaceae,Asterolasia,Critically Endangered,Critically Endangered
Eucalyptus castrensis,Singleton Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
