NSXCODE,SPECIESNR,SYNONYM,SUPRAFAMILY,FAMILY,FAMILY_NUM,STATUS,GENUS,SPECIES,SPECIES_AUTHOR,INFRASP_RANK,INFRASP_NAME,INFRASP_AUTHOR,EPBC_STATUS,NPWSA_STATUS,HYBRID,HYBRIDRANK,SYNQUALIFIER,COMMON_NAME_1,COMMON_NAME_2,NW,NW_QUEST,NW_FLAG,LE,LE_QUEST,LE_FLAG,NU,NU_QUEST,NU_FLAG,GT,GT_QUEST,GT_FLAG,FR,FR_QUEST,FR_FLAG,EA,EA_QUEST,EA_FLAG,EP,EP_QUEST,EP_FLAG,NL,NL_QUEST,NL_FLAG,MU,MU_QUEST,MU_FLAG,YP,YP_QUEST,YP_FLAG,SL,SL_QUEST,SL_FLAG,KI,KI_QUEST,KI_FLAG,SE,SE_QUEST,SE_FLAG,Final data modification on: Tuesday 15 March 2022 2:45 AM. Extract created on: Tuesday 15 March 2022 11:40 AM
E05926,26685,0,Angiospermae,Compositae,91.435,,Olearia,arckaringensis,P.J.Lang,,,,Endangered,Endangered,,,,Arckaringa Daisy,,,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03249,6387,0,Angiospermae,Compositae,91.435,,Olearia,microdisca,J.M.Black,,,,Endangered,Endangered,,,,Small-flower Daisy-bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
U03298,6499,0,Angiospermae,Compositae,91.435,,Senecio,behrianus,Sond. & F.Muell. ex Sond.,,,,Endangered,Endangered,,,,Behr's Groundsel,Stiff Groundsel,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,,,,,,,,,,
E30098,23911,0,Angiospermae,Eriocaulaceae,91.487,,Eriocaulon,australasicum,(F.Muell.) Korn.,,,,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
K00613,26333,0,Angiospermae,Eriocaulaceae,91.487,,Eriocaulon,carsonii,F.Muell.,ssp.,carsonii,,Endangered,Endangered,,,,Salt Pipewort,,,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z00295,14001,0,Angiospermae,Gramineae,91.495,,Lachnagrostis,limitanea,(J.M.Black) S.W.L.Jacobs,,,,Endangered,Endangered,,,,Spalding Blown-grass,Rare Blown-grass,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,
U05146,11124,0,Angiospermae,Orchidaceae,91.514,,Caladenia,argocalla,D.L.Jones,,,,Endangered,Endangered,,,,White Beauty Spider-orchid,Large White Spider-orchid,,,,,,,,,,,,,,,,,,,,,,NL,,,MU,,,,,,SL,,,,,,,,,
Q04360,8228,0,Angiospermae,Orchidaceae,91.514,,Caladenia,audasii,R.S.Rogers,,,,Endangered,,,,,Audas' Spider-orchid,Mcivor Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Y05140,11110,0,Angiospermae,Orchidaceae,91.514,,Caladenia,behrii,Schltdl.,,,,Endangered,Endangered,,,,Pink-lip Spider-orchid,Behr's White Spider-orchid,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,SL,,,,,,,,,
A05148,11126,0,Angiospermae,Orchidaceae,91.514,,Caladenia,colorata,D.L.Jones,,,,Endangered,Endangered,,,,Coloured Spider-orchid,Mallee White Spider-orchid,,,,,,,,,,,,,,,,,,,,,,NL,,,MU,,,,,,SL,,,,,,SE,,,
M32654,29511,0,Angiospermae,Orchidaceae,91.514,,Caladenia,conferta,D.L.Jones,,,,Endangered,Endangered,,,,Coast Spider-orchid,,,,,,,,,,,,,,,,,,,,EP,?,,,,,,,,YP,,,,,,,,,SE,,,
C05165,13636,0,Angiospermae,Orchidaceae,91.514,,Caladenia,fulva,G.W.Carr,,,,Endangered,Endangered,,,,Tawny Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
U00774,1551,0,Angiospermae,Orchidaceae,91.514,,Caladenia,gladiolata,R.S.Rogers,,,,Endangered,Endangered,,,,Bayonet Spider-orchid,,,,,,,,,,,,,,FR,,,,,,,,,NL,,,,,,,,,SL,,,,,,,,,
E05158,11147,0,Angiospermae,Orchidaceae,91.514,,Caladenia,hastata,(Nicholls) Rupp,,,,Endangered,,,,,Mellblom's Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,?,,
Y05168,11172,0,Angiospermae,Orchidaceae,91.514,,Caladenia,lowanensis,G.W.Carr,,,,Endangered,,,,,Wimmera Spider-orchid,Mallee Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,?id,
Z32727,29613,0,Angiospermae,Orchidaceae,91.514,,Caladenia,macroclavia,D.L.Jones,,,,Endangered,Endangered,,,,Large-club Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,YP,,,,,,,,,,,,
E04366,8237,0,Angiospermae,Orchidaceae,91.514,,Caladenia,richardsiorum,D.L.Jones,,,,Endangered,Endangered,,,,Little Dip Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
S00781,1559,0,Angiospermae,Orchidaceae,91.514,,Caladenia,rigida,R.S.Rogers,,,,Endangered,Endangered,,,,Stiff White Spider-orchid,Adelaide Hills White Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
A05384,11922,0,Angiospermae,Orchidaceae,91.514,,Caladenia,tensa,G.W.Carr,,,,Endangered,,,,,Inland Green-comb Spider-orchid,Rigid Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,,,,,,,SE,,,
M05418,12034,0,Angiospermae,Orchidaceae,91.514,,Caladenia,xanthochila,D.Beards. & C.Beards.,,,,Endangered,Endangered,,,,Yellow-lip Spider-orchid,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,SE,,,
C04841,9013,0,Angiospermae,Orchidaceae,91.514,,Caladenia,xantholeuca,D.L.Jones,,,,Endangered,Endangered,,,,Flinders Ranges White Caladenia,,,,,,,,,,,,,,FR,,,,,,,,,NL,,,,,,,,,,,,,,,,,,
M05178,11184,0,Angiospermae,Orchidaceae,91.514,,Dipodium,campanulatum,D.L.Jones,,,,Endangered,Vulnerable,,,,Bell-flower Hyacinth Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
S06069,13623,0,Angiospermae,Orchidaceae,91.514,,Prasophyllum,frenchii,F.Muell.,,,,Endangered,Endangered,,,,Maroon Leek-orchid,Slaty Leek-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
G06291,13959,0,Angiospermae,Orchidaceae,91.514,,Prasophyllum,goldsackii,J.Z.Weber & R.J.Bates,,,,Endangered,Endangered,,,,Goldsack's Leek-orchid,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,,,,,,,,,,
E04746,8830,0,Angiospermae,Orchidaceae,91.514,,Prasophyllum,pruinosum,R.S.Rogers,,,,Endangered,Endangered,,,,Plum Leek-orchid,Dull Leek-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
U05462,13961,0,Angiospermae,Orchidaceae,91.514,,Pterostylis,despectans,(Nicholls) M.A.Clem. & D.L.Jones,,,,Endangered,Endangered,,,,Mt Bryan Greenhood,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,
W05463,14064,0,Angiospermae,Orchidaceae,91.514,,Pterostylis,sp. Hale (R.Bates 21725),EPBC list,,,,Endangered,Vulnerable*,,,,Hale Greenhood,,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,,,,SL,,,,,,SE,,,
Q00860,1684,0,Angiospermae,Orchidaceae,91.514,,Thelymitra,epipactoides,F.Muell.,,,,Endangered,Endangered,,,,Metallic Sun-orchid,Stout Sun-orchid,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,,,,SL,,,,,,SE,,,
Q05728,12840,0,Angiospermae,Dilleniaceae,91.105,,Hibbertia,tenuis,Toelken & R.J.Bates,,,,Critically Endangered,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
U32366,28015,0,Angiospermae,Rhamnaceae,91.263,,Spyridium,fontis-woodii,(F.Muell.) F.Muell. ex Benth.,,,,Critically Endangered,Endangered,,,,Woods Well Spyridium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
G05351,26510,0,Angiospermae,Scrophulariaceae,91.4,,Veronica,derwentiana,Andrews,ssp.,homalodonta,(B.G.Briggs & Ehrend.) B.G.Briggs,Critically Endangered,Endangered,,,,Mt Lofty Speedwell,Derwent Speedwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,KI,,,,,,
G02935,5824,0,Angiospermae,Compositae,91.435,,Acanthocladium,dockeri,F.Muell.,,,,Critically Endangered,Endangered,,,,Spiny Everlasting,,,,,,,,,,,,,,,,,,,,,,,NL,,,MU,,,,,,,,,,,,,,,
G05855,13248,0,Angiospermae,Compositae,91.435,,Cassinia,tegulata,Orchard,,,,Critically Endangered,Endangered,,,,Sticky Cassinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
C06265,26449,0,Angiospermae,Orchidaceae,91.514,,Caladenia,intuta,(D.L.Jones) R.J.Bates,,,,Critically Endangered,Endangered,,,,Ghost Spider Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,,,,,,,,,,,
A05172,11177,0,Angiospermae,Orchidaceae,91.514,,Calochilus,cupreus,R.S.Rogers,,,,Critically Endangered,Endangered,,,,Copper Beard-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Y32052,26653,0,Angiospermae,Orchidaceae,91.514,,Prasophyllum,laxum,R.J.Bates,,,,Critically Endangered,Endangered,,,,Lax Leek-orchid,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
Q06068,13622,0,Angiospermae,Orchidaceae,91.514,,Prasophyllum,murfetii,D.L.Jones,,,,Critically Endangered,Endangered,,,,Maroon Leek-orchid,Slaty Leek-orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
S00845,12748,0,Angiospermae,Orchidaceae,91.514,,Pterostylis,bryophila,D.L.Jones,,,,Critically Endangered,Endangered,,,,Hindmarsh Greenhood,Blunt-tongue Greenhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
C32069,27115,0,Angiospermae,Orchidaceae,91.514,,Pterostylis,psammophila,(D.L.Jones) R.J.Bates,,,,Critically Endangered,Endangered,,,,Two-bristle Greenhood,Veined Greenhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q06040,14102,0,Angiospermae,Orchidaceae,91.514,,Thelymitra,cyanapicata,Jeanes,,,,Critically Endangered,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q32208,27250,0,Angiospermae,Orchidaceae,91.514,,Thelymitra,hygrophila,R.J.Bates,,,,Critically Endangered,Endangered,,,,Blue Star Sun-orchid,Slender Swamp Sun-orchid,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,,,,
K31173,25270,0,Zygomycota, ,20.1,,Sclerogone,eucalypti,Warcup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
K31173,25271,1,Zygomycota, ,20.1,,Endogone,eucalypti,Warcup ms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E30514,24458,0,Zygomycota,Endogonaceae,20.2,,Endogone,aggregata,P.A.Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
G30515,24459,0,Zygomycota,Endogonaceae,20.2,,Endogone,crassa,P.A.Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Y30516,24460,0,Zygomycota,Endogonaceae,20.2,,Endogone,flammicorona,Trappe & Gerd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
K30517,24461,0,Zygomycota,Endogonaceae,20.2,,Endogone,reticulata,P.A.Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
M30518,24462,0,Zygomycota,Endogonaceae,20.2,,Endogone,tuberculosa,Lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
M30374,24281,0,Zygomycota, ,20.3,,Conidiobolus,coronatus,(Costantin) A.Batko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q30608,24578,0,Zygomycota, ,20.4,,Glomus,arborense,McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
S30609,24579,0,Zygomycota, ,20.4,,Glomus,caledonium,(T.H.Nicolson & Gerd.) Trappe & Gerd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
E30610,24580,0,Zygomycota, ,20.4,,Glomus,cerebriforme,McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
G30611,24581,0,Zygomycota, ,20.4,,Glomus,clarum,T.H.Nicolson & N.C.Schenck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Y30612,24582,0,Zygomycota, ,20.4,,Glomus,microcarpum,Tul. & C.Tul.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
K30613,24583,0,Zygomycota, ,20.4,,Glomus,pubescens,(Sacc. & Ellis) Trappe & Gerd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
M30614,24584,0,Zygomycota, ,20.4,,Glomus,pulvinatum,(Henn.) Trappe & Gerd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Z30615,24585,0,Zygomycota, ,20.4,,Glomus,tenerum,P.A.Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q30616,24586,0,Zygomycota, ,20.4,,Glomus,warcupii,McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
A31012,25060,0,Zygomycota, ,20.5,,Phycomyces,nitens,(C.Agardh: Fr.) Kunze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q31028,25077,0,Chytridiomycota, ,21.1,,Physoderma,alfalfae,(Pat. & Lagerh.) Karling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
A31232,25354,0,Chytridiomycota, ,21.2,,Synchytrium,endobioticum,(Schilb.) Percival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
C31233,25355,0,Chytridiomycota, ,21.2,,Synchytrium,papillatum,Farl.,,,,,,,,,,,,,,,,,,,,GT,,,FR,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
E31234,25356,0,Chytridiomycota, ,21.2,,Synchytrium,succisae,de Bary & Woronin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,SL,,,,,,,,,
W31339,25486,0,Chytridiomycota, ,21.3,,Urophlyctis,pulposa,Bubak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
K30225,24092,0,Ascomycota, ,23.02,,Apiognomonia,veneta,(Sacc. & Speg.) Hoehn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
K30225,24093,1,Ascomycota, ,23.02,,Gnomonia,veneta,(Sacc. & Speg.) Kleb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M30306,24197,0,Ascomycota, ,23.02,,Capnodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
Q30500,24442,0,Ascomycota, ,23.02,,Dimeriella,ludwigeanum,(Sacc.) Hansf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Y30540,24488,0,Ascomycota, ,23.02,,Eudarluca,caricis,(Biv.) O.E.Erikss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Y30540,24489,1,Ascomycota, ,23.02,,Darluca,filum,(Biv.: Fr.) Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30896,24917,0,Ascomycota, ,23.02,,Mycosphaerella,mori,(Fuckel) F.A.Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q30896,24918,1,Ascomycota, ,23.02,,Septogloeum,mori,(Lev.) Briosi & Cavara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S30897,24919,0,Ascomycota, ,23.02,,Mycosphaerella,pinodes,(Berk. & A.Bloxam) Vestergr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
U30898,24920,0,Ascomycota, ,23.02,,Mycosphaerella,rubi,Roark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
U30934,24965,0,Ascomycota, ,23.02,,Parodiella,banksiae,Sacc. & Bizz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Q31036,25090,0,Ascomycota, ,23.02,,Pleospora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
M31238,25362,0,Ascomycota, ,23.02,,Thallochaete,baileyi,(Berk. & Broome) Hansf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q31352,25504,0,Ascomycota, ,23.02,,Venturia,carpophila,E.E.Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,,,,,,,,,,
Q31352,25505,1,Ascomycota, ,23.02,,Cladosporium,carpophilum,Thuem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S31353,25506,0,Ascomycota, ,23.02,,Venturia,inaequalis,(Cooke) G.Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
S31353,25507,1,Ascomycota, ,23.02,,Fusicladium,dendriticum,(Wallr.) Fuckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U31354,25508,0,Ascomycota, ,23.02,,Venturia,pyrina,Aderh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,,,,
U31354,25509,1,Ascomycota, ,23.02,,Fusicladium,pyrorum,(Lib.) Fuckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S30261,24137,0,Ascomycota, ,23.04,,Blumeria,graminis,(DC.) Speer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
S30261,24138,1,Ascomycota, ,23.04,,Erysiphe,graminis,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W30539,24486,0,Ascomycota, ,23.04,,Erysiphe,betae,(Vanha) Weltzien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
W30539,24487,1,Ascomycota, ,23.04,,Erysiphe,polygoni,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G31199,25308,0,Ascomycota, ,23.04,,Sphaerotheca,humuli,(DC.) Burrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
G31199,25309,1,Ascomycota, ,23.04,,Sphaerotheca,macularis,(Wallr.) Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y31200,25310,0,Ascomycota, ,23.04,,Sphaerotheca,pannosa,(Wallr.) Lev.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
M31318,25462,0,Ascomycota, ,23.04,,Uncinula,necator,(Schwein.) Burrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Q32788,29841,0,Ascomycota,Elaphomycetaceae,23.05,,Elaphomyces,sp.,,,,,,,,,,Deer Fungus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
U30318,24212,0,Ascomycota, ,23.06,,Chadefaudia,gymnogongri,(Feldmann) Kohlm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
U30334,24232,0,Ascomycota, ,23.08,,Claviceps,nigricans,Tul.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,?,,
C30397,24317,0,Ascomycota,Clavicipitaceae,23.1,,Cordyceps,gunnii,(Berk.) Berk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
S30705,24699,0,Ascomycota,Hypocreaceae,23.12,,Hypocrea,schweinitzii,(Fr.) Sacc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
U30706,24700,0,Ascomycota,Hypocreaceae,23.12,,Hypomyces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
U31214,25329,0,Ascomycota, ,23.14,,Stigmatomyces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
C30301,24191,0,Ascomycota, ,23.16,,Calycella,discedens,(P.Karst.) Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,?,,
S30501,24443,0,Ascomycota, ,23.16,,Diplocarpon,rosae,F.A.Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
S30501,24444,1,Ascomycota, ,23.16,,Fabraea,rosae,(F.A.Wolf) Seaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S30617,24587,0,Ascomycota, ,23.16,,Godronia,daviesiae,Hansf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
W30643,24614,0,Ascomycota, ,23.16,,Helotiella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,?,,,,,,,,
A30644,24615,0,Ascomycota, ,23.16,,Helotium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,,,,,,,SE,,,
K30657,24632,0,Ascomycota, ,23.16,,Hyaloscypha,leuconica,(Cooke) Nannf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
K30681,24664,0,Ascomycota, ,23.16,,Hymenoscyphus,herbarum,(Pers.: Fr.) Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,?,,
K30681,24665,1,Ascomycota, ,23.16,,Helotium,herbarum,(Pers.: Fr.) Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M30682,24666,0,Ascomycota, ,23.16,,Hymenoscyphus,robustior,(P.Karst.) Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,?,,
M30682,24667,1,Ascomycota, ,23.16,,Helotium,robustius,(P.Karst.) P.Karst.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S30713,24707,0,Ascomycota, ,23.16,,Hysteropezizella,dianellae,Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
W30919,24946,0,Ascomycota, ,23.16,,Orbilia,sarraziniana,Boud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,?,,,,,,,,
W31071,25140,0,Ascomycota, ,23.16,,Pseudopeziza,medicaginis,(Lib.) Sacc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,,,,,,,,,,
A31072,25141,0,Ascomycota, ,23.16,,Pseudopeziza,trifolii,(Bernh.) Fuckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Z31159,25251,0,Ascomycota, ,23.16,,Rutstroemia,lanaripes,Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,?,,,,,
C30849,24867,0,Ascomycota,Dermateaceae,23.18,,Mollisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,SE,,,
K30593,24558,0,Ascomycota,Geoglossaceae,23.2,,Geoglossum,cookeanum,Nannf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
M30594,24559,0,Ascomycota,Geoglossaceae,23.2,,Geoglossum,glabrum,Pers.: Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Z30595,24560,0,Ascomycota,Geoglossaceae,23.2,,Geoglossum,muelleri,Cooke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Q30596,24561,0,Ascomycota,Geoglossaceae,23.2,,Geoglossum,nigritum,(Fr.) Cooke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
S30597,24562,0,Ascomycota,Geoglossaceae,23.2,,Geoglossum,umbratile,Sacc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Q30472,24406,0,Ascomycota,Hyaloscyphaceae,23.22,,Dasyscyphus,lachnodermus,(Berk.) Rehm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
G30751,24757,0,Ascomycota,Hyaloscyphaceae,23.22,,Lachnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
Z30251,24124,0,Ascomycota,Leotiaceae,23.24,,Banksiamyces,katerinae,G.W Beaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
Q30252,24125,0,Ascomycota,Leotiaceae,23.24,,Banksiamyces,toomansis,(Berk. & Broome) G.W.Beaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,SE,,,
