NSXCODE,SPECIESNR,SYNONYM,SUPRAFAMILY,FAMILY,FAMILY_NUM,STATUS,GENUS,SPECIES,SPECIES_AUTHOR,INFRASP_RANK,INFRASP_NAME,INFRASP_AUTHOR,EPBC_STATUS,NPWSA_STATUS,HYBRID,HYBRIDRANK,SYNQUALIFIER,COMMON_NAME_1,COMMON_NAME_2,NW,NW_QUEST,NW_FLAG,LE,LE_QUEST,LE_FLAG,NU,NU_QUEST,NU_FLAG,GT,GT_QUEST,GT_FLAG,FR,FR_QUEST,FR_FLAG,EA,EA_QUEST,EA_FLAG,EP,EP_QUEST,EP_FLAG,NL,NL_QUEST,NL_FLAG,MU,MU_QUEST,MU_FLAG,YP,YP_QUEST,YP_FLAG,SL,SL_QUEST,SL_FLAG,KI,KI_QUEST,KI_FLAG,SE,SE_QUEST,SE_FLAG,Final data modification on: Tuesday 15 March 2022 2:45 AM. Extract created on: Tuesday 15 March 2022 11:40 AM
A04488,15909,1,Angiospermae,Compositae,91.435,,Helichrysum,eremaeum,Haegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S04185,8012,0,Angiospermae,Compositae,91.435,,Chrysocephalum,pterochaetum,F.Muell.,,,,,,,,,Shrub Everlasting,Perennial Sunray,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,,,,,,,,,,,,,,,,SE,,?n,
S04185,15911,1,Angiospermae,Compositae,91.435,,Helichrysum,pterochaetum,(F.Muell.) F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S04185,15912,1,Angiospermae,Compositae,91.435,,Helipterum,pterochaetum,(F.Muell.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03165,6214,0,Angiospermae,Compositae,91.435,,Chrysocephalum,semipapposum,(Labill.) Steetz,,,,,,,,,Clustered Everlasting,Yellow Buttons,,,,,,,,,,,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
S03165,15914,1,Angiospermae,Compositae,91.435,,Gnaphalium,semipapposum,Labill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03165,15913,1,Angiospermae,Compositae,91.435,,Helichrysum,semipapposum,(Labill.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03165,15915,1,Angiospermae,Compositae,91.435,,Helichrysum,semipapposum,(Labill.) DC.,var.,brevifolium,(Sond.) Maiden & Betche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03165,15916,1,Angiospermae,Compositae,91.435,,Helichrysum,squarrulosum,DC.,var.,brevifolium,(Sond.) Haegi,,,,,"nom.nud., in error",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W32219,27293,0,Angiospermae,Compositae,91.435,,Chrysocephalum,vitellinum,Sond. & F.Muell. ex Sonder,,,,,,,,,Common Everlasting,Small Yellow Button,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,,,,
W32219,27302,1,Angiospermae,Compositae,91.435,,Chrysocephalum,apiculatum,auct.non (Labill.) Steetz:Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W32219,27297,1,Angiospermae,Compositae,91.435,,Helichrysum,apiculatum,auct.non (Labill.) D.Don: Haegi(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03039,5999,0,Angiospermae,Compositae,91.435,,Chthonocephalus,pseudevax,Steetz,,,,,,,,,Ground-heads,,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,,,,MU,,,,,,SL,,,,,,,,,
Q03040,6000,0,Angiospermae,Compositae,91.435,*,Cichorium,intybus,L.,,,,,,,,,Chicory,Succory,,,,,,,,,,,,,FR,,*,,,,,,,NL,,*,MU,,*,,,,SL,,*,KI,,*,SE,,*,
Z03527,13219,0,Angiospermae,Compositae,91.435,*,Cirsium,arvense,(L.) Scop.,var.,arvense,,,Declared,,,,Perennial Thistle,Creeping Thistle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,SE,,*,
Z03527,15928,1,Angiospermae,Compositae,91.435,,Serratula,arvensis,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03041,6001,0,Angiospermae,Compositae,91.435,*,Cirsium,vulgare,(Savi) Ten.,,,,,Declared,,,,Spear Thistle,Swamp Thistle,,,,,,,,,,GT,,?e,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,KI,,*,SE,,*,
S03041,15929,1,Angiospermae,Compositae,91.435,,Carduus,lanceolatus,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03041,15930,1,Angiospermae,Compositae,91.435,,Carduus,vulgaris,Savi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03041,15931,1,Angiospermae,Compositae,91.435,,Cirsium,lanceolatum,(L.) Scop.,,,,,,,,nom.illeg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A03512,13305,0,Angiospermae,Compositae,91.435,*,Conyza,bilbaoana,J.Remy,,,,,,,,,Fleabane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,,,,
W03043,6007,0,Angiospermae,Compositae,91.435,*,Conyza,bonariensis,(L.) Cronquist,,,,,,,,,Flax-leaf Fleabane,Tall Fleabane,NW,,*,LE,,*,NU,,*,GT,,*,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,KI,,*,SE,,*,
W03043,15978,1,Angiospermae,Compositae,91.435,,Conyza,ambigua,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03043,15979,1,Angiospermae,Compositae,91.435,,Erigeron,bonariensis,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03043,15981,1,Angiospermae,Compositae,91.435,,Erigeron,crispus,Pourr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03043,15980,1,Angiospermae,Compositae,91.435,,Erigeron,linifolius,Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G04703,8754,0,Angiospermae,Compositae,91.435,*,Conyza,canadensis,(L.) Cronquist,var.,canadensis,,,,,,,Canadian Fleabane,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,,,,,,,SL,,*,,,,SE,,*,
G04703,15982,1,Angiospermae,Compositae,91.435,,Erigeron,canadensis,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03042,27026,0,Angiospermae,Compositae,91.435,*,Conyza,sumatrensis,(Retz.) E.Walker,,,,,,,,,Tall Fleabane,,,,,,,,NU,,*,,,,,,,,,,,,,NL,,*,MU,,*,,,,SL,,*,,,,SE,,*,
U03042,27027,1,Angiospermae,Compositae,91.435,,Conyza,albida,Willd. ex Spreng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03042,15977,1,Angiospermae,Compositae,91.435,,Conyza,floribunda,Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03099,27023,0,Angiospermae,Compositae,91.435,,Coronidium,adenophorum,(F.Muell.) Paul G.Wilson,,,,,Rare,,,,Branched Everlasting,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,,,,KI,,,SE,,,
G03099,27024,1,Angiospermae,Compositae,91.435,,Helichrysum,adenophorum,F.Muell.,var.,adenophorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C32473,28512,0,Angiospermae,Compositae,91.435,,Coronidium,densifolium,J.M.Black ex N.G.Walsh,,,,,,,,,Leafy Button Everlasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
C32473,28513,1,Angiospermae,Compositae,91.435,,Helichrysum,scorpioides,auct.non Labill.: Jessop & Toelken(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03162,28508,0,Angiospermae,Compositae,91.435,,Coronidium,gunnianum,(Hook.) N.G.Walsh,,,,,Endangered,,,,Pale Everlasting,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,SE,,,
M03162,28509,1,Angiospermae,Compositae,91.435,,Helichrysum,rutidolepis,"auct.non DC.: J.M.Black(1929), Jessop & Toelken(1986)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03162,17412,1,Angiospermae,Compositae,91.435,,Leptorhynchos,linearis,auct.non Less.: Jessop(1984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A32472,28510,0,Angiospermae,Compositae,91.435,,Coronidium,scorpioides,(Labill.) Paul G.Wilson,,,,,,,,,Button Everlasting,,,,,,,,,,,,,,,,,,,,EP,?,,,,,MU,,,YP,,,SL,,,,,,SE,,,
A32472,28511,1,Angiospermae,Compositae,91.435,,Helichrysum,scorpioides,Labill.,,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S32833,30028,0,Angiospermae,Compositae,91.435,?e,Cosmos,bipinnatus,Cav.,,,,,,,,,Garden Cosmos,,,,,,,,,,,,,,,,,,,,EP,,?e,,,,,,,,,,SL,,?e,,,,SE,,?e,
Q32832,30027,0,Angiospermae,Compositae,91.435,?e,Cosmos,sulphureus,Cav.,,,,,,,,,Orange Cosmos,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,?e,,,,,,,,,,,,,
U32198,27983,0,Angiospermae,Compositae,91.435,?e,Cota,tinctoria,(L.) J.Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,,,,,,,SL,,?e,,,,,,,
U32198,27984,1,Angiospermae,Compositae,91.435,,Anthemis,tinctoria,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U32198,29472,1,Angiospermae,Compositae,91.435,,Anthemis,tinctoria,L.,ssp.,australis,(R.Fern.) Oberpr. & Greuter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03045,6013,0,Angiospermae,Compositae,91.435,,Cotula,australis,(Sieber ex Spreng.) Hook.f.,,,,,,,,,Common Cotula,Carrot Weed,,,,,,,,,,,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
C03045,16041,1,Angiospermae,Compositae,91.435,,Anacyclus,australis,Sieber ex Spreng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03046,6015,0,Angiospermae,Compositae,91.435,*,Cotula,bipinnata,Thunb.,,,,,,,,,Ferny Cotula,,,,,,,,,,,,,,,,,,,,,,,NL,,*,MU,,*,,,,SL,,*,KI,,*,SE,,*,
G03047,6016,0,Angiospermae,Compositae,91.435,*,Cotula,coronopifolia,L.,,,,,,,,,Water Buttons,Button Weed,,,,LE,,*,,,,,,,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,KI,,*,SE,,*,
G03047,16042,1,Angiospermae,Compositae,91.435,,Cotula,integrifolia,Hook.f.,,,,,,,,nom.illeg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y05044,9387,0,Angiospermae,Compositae,91.435,,Cotula,vulgaris,Levyns,var.,australasica,J.H.Willis,,,,,,Slender Cotula,,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,YP,,,SL,,,KI,,,SE,,,
Y05044,16043,1,Angiospermae,Compositae,91.435,,Cotula,filifolia,auct.non Thunb.: J.M.Black(1929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05834,13171,0,Angiospermae,Compositae,91.435,,Craspedia,haplorrhiza,J.Everett & Doust,,,,,,,,,Billy-buttons,Bachelor Buttons,,,,,,,,,,,,,,,,,,,EP,,,NL,,,MU,,,,,,,,,,,,,,,
U05834,16045,1,Angiospermae,Compositae,91.435,,Craspedia,glauca,auct.non (Labill.) Spreng.: D.A.Cooke(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05834,16046,1,Angiospermae,Compositae,91.435,,Craspedia,richea,Cass.,,,,,,,,"nom.illeg., partly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05834,16047,1,Angiospermae,Compositae,91.435,,Craspedia,uniflora,auct.non G.Forst.: J.M.Black(1929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05560,12535,0,Angiospermae,Compositae,91.435,,Craspedia,paludicola,J.Everett & Doust,,,,,Vulnerable,,,,Swamp Buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
A05560,16048,1,Angiospermae,Compositae,91.435,,Craspedia,glauca,auct.non (Labill.) Spreng.): D.A.Cooke(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S05833,13170,0,Angiospermae,Compositae,91.435,,Craspedia,variabilis,J.Everett & Doust,,,,,,,,,Billy-buttons,Bachelor Buttons,,,,LE,?,,,,,,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
S05833,16049,1,Angiospermae,Compositae,91.435,,Craspedia,glauca,auct.non (Labill.) Spreng.: D.A.Cooke(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S05833,16050,1,Angiospermae,Compositae,91.435,,Craspedia,richea,Cass.,,,,,,,,"nom.illeg., partly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S05833,16051,1,Angiospermae,Compositae,91.435,,Craspedia,uniflora,auct.non G.Forst.: J.M.Black(1929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03054,6028,0,Angiospermae,Compositae,91.435,,Cratystylis,conocephala,(F.Muell.) S.Moore,,,,,,,,,Bluebush Daisy,Greybush,NW,,,,,,NU,,,GT,,,,,,EA,,,EP,,,NL,,,MU,,,YP,,,,,,,,,,,,
E03054,16094,1,Angiospermae,Compositae,91.435,,Aster,conocephalus,(F.Muell.) F.Muell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03054,16093,1,Angiospermae,Compositae,91.435,,Eurybia,conocephala,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03054,16091,1,Angiospermae,Compositae,91.435,,Olearia,conocephala,(F.Muell.) F.Muell. ex Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03054,16092,1,Angiospermae,Compositae,91.435,,Pluchea,conocephala,(F.Muell.) F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03054,16095,1,Angiospermae,Compositae,91.435,,Stera,conocephala,(F.Muell.) Ewart & B.Rees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G04819,12949,0,Angiospermae,Compositae,91.435,,Cremnothamnus,thomsonii,(F.Muell.) Puttock,,,,,,,,,Thomson's Daisy,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G04819,16097,1,Angiospermae,Compositae,91.435,,Helichrysum,thomsonii,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G04819,16096,1,Angiospermae,Compositae,91.435,,Ozothamnus,thomsonii,(F.Muell.) Paul G.Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03056,6035,0,Angiospermae,Compositae,91.435,*,Crepis,capillaris,(L.) Wallr.,,,,,,,,,Smooth Hawksbeard,,,,,,,,,,,,,,,,,,,,,,,NL,,*,MU,,*,,,,SL,,*,,,,SE,,*,
Y03056,16099,1,Angiospermae,Compositae,91.435,,Crepis,virens,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03056,16098,1,Angiospermae,Compositae,91.435,,Lapsana,capillaris,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04940,9224,0,Angiospermae,Compositae,91.435,?e,Crepis,dioscoridis,L.,,,,,,,,,Hawksbeard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
W04815,8960,0,Angiospermae,Compositae,91.435,*,Crepis,foetida,L.,ssp.,foetida,,,,,,,Stinking Hawksbeard,Foetid Hawksbeard,,,,,,,,,,,,,FR,,*,,,,,,,NL,,*,,,,YP,,*,SL,,*,KI,,*,SE,,*,
M03058,6039,0,Angiospermae,Compositae,91.435,*,Crepis,pusilla,(Sommier) Merxm.,,,,,,,,,Dandelion Crepis,,,,,,,,,,,,,,,,,,,,EP,,*,,,,,,,,,,SL,,*,KI,,*,,,,
M03058,16100,1,Angiospermae,Compositae,91.435,,Melitella,pusilla,Sommier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04423,28335,0,Angiospermae,Compositae,91.435,*,Crepis,vesicaria,L.,ssp.,taraxicifolia,(Thuill.) Thell.,,,,,,Bladder Hawksbeard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,*,SE,,*,
Z04423,16103,1,Angiospermae,Compositae,91.435,,Barkhausia,haenseleri,Boiss. ex DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04423,16101,1,Angiospermae,Compositae,91.435,,Crepis,taraxacifolia,Thuill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04423,28336,1,Angiospermae,Compositae,91.435,,Crepis,vesicaria,L.,ssp.,haenseleri,(Boiss. ex DC.) Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04423,16102,1,Angiospermae,Compositae,91.435,,Crepis,vesicaria,L.,var.,taraxacifolia,(Thuill.) B.Bovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03423,6733,0,Angiospermae,Compositae,91.435,?e,Crupina,vulgaris,Cass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
W03423,16122,1,Angiospermae,Compositae,91.435,,Centaurea,crupina,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03423,16123,1,Angiospermae,Compositae,91.435,,Serratula,crupina,(L.) Vill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03061,6046,0,Angiospermae,Compositae,91.435,,Cymbonotus,preissianus,Steetz,,,,,,,,,Austral Bear's-ear,Australian Bear's-ear,,,,,,,,,,,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
C03061,16181,1,Angiospermae,Compositae,91.435,,Cymbonotus,lawsonianus,auct.non Gaudich.: J.M.Black(1929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03062,13578,0,Angiospermae,Compositae,91.435,*,Cynara,cardunculus,L.,ssp.,flavescens,Wiklund,,Declared,,,,Artichoke Thistle,Spanish Artichoke,,,,,,,,,,,,,FR,,*,EA,,*,,,,NL,,*,MU,,*,YP,,*,SL,,*,,,,,,,
K32337,27866,0,Angiospermae,Compositae,91.435,?e,Dahlia,imperialis,Roezl ex Ortgies,,,,,,,,,Tree Dahlia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
Z03315,13111,0,Angiospermae,Compositae,91.435,*,Delairea,odorata,Lem.,,,,,,,,,Cape Ivy,Ivy Groundsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,SE,,*,
Z03315,16267,1,Angiospermae,Compositae,91.435,,Senecio,mikanioides,Otto ex Walp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S04709,13082,0,Angiospermae,Compositae,91.435,,Dichromochlamys,dentatifolia,(F.Muell.) Dunlop,,,,,,,,,,,NW,,,LE,,,,,,GT,,,FR,,,EA,,,,,,,,,,,,,,,,,,,,,,,,
S04709,16305,1,Angiospermae,Compositae,91.435,,Pterigeron,dentatifolius,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03063,6049,0,Angiospermae,Compositae,91.435,,Dimorphocoma,minutula,F.Muell. & Tate,,,,,,,,,,,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,,,,,,,,,,,,,,,,,,,
Z04043,27985,0,Angiospermae,Compositae,91.435,*,Dimorphotheca,fruticosa,(L.) DC.,,,,,,,,,Trailing African Daisy,,,,,,,,,,,GT,,*,,,,,,,,,,,,,,,,YP,,*,SL,,*,KI,,*,,,,
Z04043,18576,1,Angiospermae,Compositae,91.435,,Calendula,fruticosa,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04043,27986,1,Angiospermae,Compositae,91.435,,Osteospermum,fruticosum,(L.) Norl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03064,6050,0,Angiospermae,Compositae,91.435,*,Dimorphotheca,pluvialis,(L.) Moench,,,,,,,,,Cape Marigold,Namaqualand Daisy,,,,,,,,,,,,,,,,,,,EP,,*,,,,,,,,,,SL,,*,,,,SE,,*,
Y03064,16338,1,Angiospermae,Compositae,91.435,,Calendula,pluvialis,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03064,16337,1,Angiospermae,Compositae,91.435,,Dimorphotheca,annua,Less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y03972,7695,0,Angiospermae,Compositae,91.435,*,Dimorphotheca,sinuata,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,*,NL,,*,,,,,,,,,,,,,,,,
Y03972,16339,1,Angiospermae,Compositae,91.435,,Dimorphotheca,aurantiaca,Hort.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03198,6279,0,Angiospermae,Compositae,91.435,*,Dittrichia,graveolens,(L.) Greuter,,,,,,,,,Stinkweed,Stinkwort,,,,,,,NU,,*,GT,,*,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,KI,,*,SE,,*,
M03198,16381,1,Angiospermae,Compositae,91.435,,Erigeron,graveolens,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03198,16380,1,Angiospermae,Compositae,91.435,,Inula,graveolens,(L.) Desf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03065,6053,0,Angiospermae,Compositae,91.435,,Eclipta,alatocarpa,Melville,,,,,,,,,,,NW,,,LE,,,,,,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03066,28584,0,Angiospermae,Compositae,91.435,,Eclipta,platyglossa,F.Muell.,ssp.,platyglossa,,,,,,,Yellow Twin-heads,,,,,,,,,,,,,,FR,,,,,,EP,,,NL,,,MU,,,,,,SL,,,,,,SE,,,
M03066,28585,1,Angiospermae,Compositae,91.435,,Eclipta,platyglossa,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03066,16445,1,Angiospermae,Compositae,91.435,,Wollastonia,ecliptoides,F.Muell.,,,,,,,,nom.inval.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03067,6056,0,Angiospermae,Compositae,91.435,,Elachanthus,glaber,Paul G.Wilson,,,,,Rare,,,,Shiny Elachanth,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
Q03068,6057,0,Angiospermae,Compositae,91.435,,Elachanthus,pusillus,F.Muell.,,,,,,,,,Elachanth,,,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,,,,,,,
Q04000,7751,0,Angiospermae,Compositae,91.435,*,Erigeron,karvinskianus,DC.,,,,,,,,,Bony-tip Fleabane,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,,,,,,,SL,,*,,,,SE,,*,
Q04000,16617,1,Angiospermae,Compositae,91.435,,Erigeron,mucronatus,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W32023,26446,0,Angiospermae,Compositae,91.435,,Eriochlamys,behrii,Sond. & F.Muell.,,,,,,,,,Woolly Mantle,,,,,,,,,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,,,,KI,,,,,,
A32024,26447,0,Angiospermae,Compositae,91.435,,Eriochlamys,cupularis,N.G.Walsh,,,,,,,,,Woolly Mantle,,,,,,,,,,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,
A32024,26448,1,Angiospermae,Compositae,91.435,,Eriochlamys,behrii,auct.non Sonder & F.Muell.: Barker et al.(2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U32022,26444,0,Angiospermae,Compositae,91.435,,Eriochlamys,eremaea,N.G.Walsh,,,,,,,,,Woolly Mantle,,NW,,,LE,,,,,,GT,,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,
U32022,26445,1,Angiospermae,Compositae,91.435,,Eriochlamys,behrii,auct.non Sond. & F.Muell.: Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03073,6064,0,Angiospermae,Compositae,91.435,,Erodiophyllum,elderi,F.Muell.,,,,,,,,,Koonamore Daisy,,,,,LE,,,NU,,,,,,FR,,,EA,,,EP,,,NL,,,MU,,,,,,,,,,,,,,,
K05045,9388,0,Angiospermae,Compositae,91.435,,Erymophyllum,ramosum,(A.Gray) Paul G.Wilson,ssp.,ramosum,,,,,,,,,,,,,,,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K05045,16653,1,Angiospermae,Compositae,91.435,,Helipterum,tenellum,auct.non Turcz.: D.A.Cooke(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K05045,16654,1,Angiospermae,Compositae,91.435,,Pteropogon,ramosus,A.Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
