"Supplied Name","guid","scientificName","family","kingdom","scientificNameAuthorship","kingdom","class","family","status","statusDescription","significant","endemicity","taxonID","vernacular name","countryStatus","countryStatusDescription"
"Morelia viridis","urn:lsid:biodiversity.org.au:afd.taxon:baef28a0-f4f8-4c6f-aead-2228f9b07ee6","Morelia viridis","Pythonidae",,"(Schlegel, 1872)","Animalia","Reptilia","Boidae","NT","Near threatened wildlife","Y","Naturally occurs in Australia and overseas","520","green python",,
"Crepidium marsupichilum","https://id.biodiversity.org.au/name/apni/185160","Crepidium marsupichilum","Orchidaceae",,"(Upton) Szlach.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","5795",,,
"Hymenophyllum gracilescens","https://id.biodiversity.org.au/node/apni/2902972","Hymenophyllum gracilescens","Hymenophyllaceae",,"Domin","Plantae","Equisetopsida","Hymenophyllaceae","V","Vulnerable wildlife","Y","Queensland endemic","12052",,,
"Caladenia catenata","https://id.biodiversity.org.au/name/apni/90921","Caladenia catenata","Orchidaceae",,"(Sm.) Druce","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","17790",,,
"Pezoporus occidentalis","urn:lsid:biodiversity.org.au:afd.taxon:ea536e50-03cc-44d1-9f99-b11fd0c3a345","Pezoporus occidentalis","Psittacidae",,"Gould, 1861","Animalia","Aves","Psittacidae","E","Endangered wildlife","Y","Australian endemic","1133","night parrot","E","Endangered"
"Calochilus ammobius","https://id.biodiversity.org.au/name/apni/178004","Calochilus ammobius","Orchidaceae",,"D.L.Jones & B.Gray","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","27933",,,
"Oncidium euxanthinum","ALA_Oncidium_euxanthinum","Oncidium euxanthinum",,,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","37727",,,
"Litoria andiirrmalin","urn:lsid:biodiversity.org.au:afd.taxon:c1481ba8-e1d9-42ce-ad92-e17f9231f210","Litoria andiirrmalin","Hylidae",,"McDonald, 1997","Animalia","Amphibia","Hylidae","V","Vulnerable wildlife","Y","Queensland endemic","18173","Melville Range treefrog",,
"Saccolabiopsis rectifolia","https://id.biodiversity.org.au/name/apni/102546","Saccolabiopsis rectifolia","Orchidaceae",,"(Dockrill) Garay","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9835",,,
"Dendrobium bigibbum","https://id.biodiversity.org.au/node/apni/2903549","Vappodes bigibba","Orchidaceae",,"Lindl.","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","13977","Cooktown orchid","V","Vulnerable"
"Phaius australis","https://id.biodiversity.org.au/node/apni/2910902","Phaius australis","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Naturally occurs in Australia and overseas","12722",,"E","Endangered"
"Cheirostylis ovata","https://id.biodiversity.org.au/name/apni/62876","Cheirostylis ovata","Orchidaceae",,"(F.M.Bailey) Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","13323","caterpillar orchid",,
"Peristylus chlorandrellus","https://id.biodiversity.org.au/name/apni/189024","Peristylus chlorandrellus","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","30812",,,
"Dendrobium carrii","https://id.biodiversity.org.au/name/apni/85318","Dendrobium carrii","Orchidaceae",,"Rupp & C.T.White","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7936",,,
"Pterostylis bicornis","https://id.biodiversity.org.au/taxon/apni/51316867","Pterostylis bicornis","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","8554","horned greenhood","V","Vulnerable"
"Pterostylis chaetophora","https://id.biodiversity.org.au/name/apni/74270","Pterostylis chaetophora","Orchidaceae",,"M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Australian endemic","6221",,,
"Pterostylis pedunculata","https://id.biodiversity.org.au/name/apni/75254","Pterostylis pedunculata","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12696","maroonhood",,
"Calochilus robertsonii","https://id.biodiversity.org.au/name/apni/99095","Calochilus robertsonii","Orchidaceae",,"Benth.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","15832","purplish beard orchid",,
"Macrozamia lomandroides - Macrozamia pauli-guilielmi","ALA_Macrozamia_lomandroides_Macrozamia_pauli_guilielmi","Macrozamia lomandroides - Macrozamia pauli-guilielmi",,,,"Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Queensland endemic","29176",,,
"Peristylus","https://id.biodiversity.org.au/node/apni/2891262","Peristylus","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21253",,,
"Cophixalus zweifeli","urn:lsid:biodiversity.org.au:afd.taxon:9f1cc87c-6c80-470c-ae55-07f124745c62","Cophixalus zweifeli","Microhylidae",,"Davies & McDonald, 1998","Animalia","Amphibia","Microhylidae","V","Vulnerable wildlife","Y","Queensland endemic","19463","Cape Melville boulderfrog",,
"Luisia",,,,,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21010",,,
"Bulbophyllum aurantiacum var. wattsii","https://id.biodiversity.org.au/name/apni/69423","Bulbophyllum aurantiacum var. wattsii","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","40385",,,
"Crepidomanes majoriae","https://id.biodiversity.org.au/node/apni/2915758","Crepidomanes majoriae","Hymenophyllaceae",,"(Watts) N.A.Wakef.","Plantae","Equisetopsida","Hymenophyllaceae","V","Vulnerable wildlife","Y","Queensland endemic","14093",,,
"Thrixspermum congestum","https://id.biodiversity.org.au/name/apni/76916","Thrixspermum congestum","Orchidaceae",,"(F.M.Bailey) Dockrill","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","22806",,,
"Pterostylis nutans","https://id.biodiversity.org.au/name/apni/75055","Pterostylis nutans","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","9321",,,
"Eria parviflora","ALA_Eria_parviflora","Eria parviflora",,,"F.M.Bailey","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","37683",,,
"Chiloglottis sylvestris","https://id.biodiversity.org.au/name/apni/64830","Chiloglottis sylvestris","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","9260",,,
"Schistotylus","https://id.biodiversity.org.au/node/apni/2920886","Schistotylus","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Native to Queensland - endemicity not defined","21465",,,
"Vanda","https://id.biodiversity.org.au/node/apni/2914162","Vanda","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Native to Queensland - endemicity not defined","21710",,,
"Pterostylis acuminata","https://id.biodiversity.org.au/name/apni/73951","Pterostylis acuminata","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12690","sharp greenhood",,
"Bryobium dischorense","https://id.biodiversity.org.au/name/apni/176950","Bryobium dischorense","Orchidaceae",,"(Schltr.) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","33231",,,
"Elusor macrurus","urn:lsid:biodiversity.org.au:afd.taxon:d315deea-822c-4f2c-b439-da33d6af5fd6","Elusor macrurus","Chelidae",,"Cann & Legler, 1994","Animalia","Reptilia","Chelidae","E","Endangered wildlife","Y","Queensland endemic","56","Mary River turtle","E","Endangered"
"Glossodia minor","https://id.biodiversity.org.au/name/apni/95009","Glossodia minor","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","13203","small wax lip orchid",,
"Pterostylis vitrea","https://id.biodiversity.org.au/name/apni/218132","Pterostylis vitrea","Orchidaceae",,"(D.L.Jones) Bostock","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","32533",,,
"Bulbophyllum newportii","https://id.biodiversity.org.au/name/apni/69671","Bulbophyllum newportii","Orchidaceae",,"(F.M.Bailey) Rolfe","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","13490",,,
"Corunastylis filiformis","https://id.biodiversity.org.au/name/apni/169237","Corunastylis filiformis","Orchidaceae",,"(Fitzg.) D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","27536",,,
"Pseudolycopodiella limosa",,,,,"(Hook.) A.R.Field","Plantae","Equisetopsida","Lycopodiaceae","NT","Near threatened wildlife","Y","Queensland endemic","41174",,,
"Aponogeton queenslandicus","https://id.biodiversity.org.au/node/apni/2901053","Aponogeton queenslandicus","Aponogetonaceae",,"H.Bruggen","Plantae","Equisetopsida","Aponogetonaceae","C","Least concern wildlife","N","Australian endemic","11267",,,
"Prasophyllum incompositum","https://id.biodiversity.org.au/name/apni/117507","Prasophyllum incompositum","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Queensland endemic","7910",,,
"Cestichis swenssonii","https://id.biodiversity.org.au/name/apni/196167","Cestichis swenssonii","Orchidaceae",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","36435",,,
"Aphyllorchis","https://id.biodiversity.org.au/node/apni/2918669","Aphyllorchis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","20190",,,
"Bulbophyllum purpurascens","https://id.biodiversity.org.au/name/apni/69695","Bulbophyllum purpurascens","Orchidaceae",,"Teijsm. & Binn.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39191",,,
"Nepenthes tenax","https://id.biodiversity.org.au/node/apni/2903162","Nepenthes tenax","Nepenthaceae",,"C.Clarke & R.Kruger","Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","Queensland endemic","31114",,,
"Amytornis barbatus diamantina","urn:lsid:biodiversity.org.au:afd.taxon:278e3761-ad9c-4e6f-a55a-1b13e65103d8","Amytornis (Maluropsis) barbatus diamantina","Maluridae",,"Schodde & Christidis, 1987","Animalia","Aves","Maluridae","NT","Near threatened wildlife","Y","Australian endemic","29886","grey grasswren (Lake Eyre basin)",,
"Calamus warburgii","https://id.biodiversity.org.au/node/apni/2888238","Calamus warburgii","Arecaceae",,"K.Schum.","Plantae","Equisetopsida","Arecaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","12823",,,
"Pterostylis pearsonii","https://id.biodiversity.org.au/name/apni/227714","Pterostylis pearsonii","Orchidaceae",,"(D.L.Jones) Janes & Duretto","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36534",,,
"Dendrobium","https://id.biodiversity.org.au/taxon/apni/51316786","Dendrobium","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","13286",,,
"Amytornis ballarae","urn:lsid:biodiversity.org.au:afd.taxon:85ac6948-fcfe-45a6-bfb1-33380ecaa2e4","Amytornis (Amytornis) ballarae","Maluridae",,"(Mathews, 1914)","Animalia","Aves","Maluridae","C","Least concern wildlife","N","Australian endemic","1566","Kalkadoon grasswren",,
"Bulbophyllum minutissimum","https://id.biodiversity.org.au/name/apni/69643","Bulbophyllum minutissimum","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","17779","grain-of-wheat orchid",,
"Dockrillia teretifolia","https://id.biodiversity.org.au/taxon/apni/51316840","Dockrillia teretifolia","Orchidaceae",,"(R.Br.) Brieger","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","5671","rat's tail orchid",,
"Thelasis","https://id.biodiversity.org.au/node/apni/2894892","Thelasis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21620",,,
"Dockrillia rigida","https://id.biodiversity.org.au/name/apni/165815","Dockrillia rigida","Orchidaceae",,"(R.Br.) Rauschert","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","5801",,,
"Hymenophyllum kerianum","https://id.biodiversity.org.au/node/apni/2893172","Hymenophyllum kerianum","Hymenophyllaceae",,"Watts","Plantae","Equisetopsida","Hymenophyllaceae","V","Vulnerable wildlife","Y","Queensland endemic","13885",,,
"Lastreopsis dissecta","https://id.biodiversity.org.au/taxon/apni/51283677","Lastreopsis dissecta","Dryopteridaceae",,"(C.T.White & Goy) Labiak, Sundue & R.C.Moran","Plantae","Equisetopsida","Dryopteridaceae","NT","Near threatened wildlife","Y","Queensland endemic","36593",,,
"Euastacus bindal","urn:lsid:biodiversity.org.au:afd.taxon:1d250cc1-5097-479d-aaa0-9ed9b33f3015","Euastacus bindal","Parastacidae",,"Morgan, 1989","Animalia",,"Parastacidae","CR","Critically endangered wildlife","Y","Queensland endemic","33590","Mt Elliot crayfish","CE","Critically endangered"
"Thrixspermum platystachys","https://id.biodiversity.org.au/name/apni/77106","Thrixspermum platystachys","Orchidaceae",,"(F.M.Bailey) Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","12678",,,
"Dendrobium speciosum var. nitidum","https://id.biodiversity.org.au/name/apni/86507","Dendrobium speciosum var. nitidum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","40382",,,
"Thelymitra ixioides","https://id.biodiversity.org.au/name/apni/115549","Thelymitra ixioides","Orchidaceae",,"Sw.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","6207",,,
"Phaius","https://id.biodiversity.org.au/node/apni/2900058","Phaius","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21267",,,
"Thrixspermum","https://id.biodiversity.org.au/node/apni/2920435","Thrixspermum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21627",,,
"Sarcochilus","https://id.biodiversity.org.au/node/apni/2915999","Sarcochilus","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","12662",,,
"Pterostylis taurus","https://id.biodiversity.org.au/name/apni/75872","Pterostylis taurus","Orchidaceae",,"M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9776","charging bull orchid",,
"Dendrobium speciosum subsp. hillii","https://id.biodiversity.org.au/name/apni/177221","Dendrobium speciosum subsp. hillii","Orchidaceae",,"(Mast.) D.P.Banks & Clemesha","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12829",,,
"Flickingeria clementsii","https://id.biodiversity.org.au/name/apni/189023","Flickingeria clementsii","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","30811",,,
"Hydnophytum ferrugineum","https://id.biodiversity.org.au/node/apni/2898233","Hydnophytum ferrugineum","Rubiaceae",,"P.I.Forst.","Plantae","Equisetopsida","Rubiaceae","V","Vulnerable wildlife","Y","Queensland endemic","27448",,,
"Cleisostoma congestum","https://id.biodiversity.org.au/name/apni/71235","Cleisostoma congestum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","39929",,,
"Schoenorchis sarcophylla","https://id.biodiversity.org.au/name/apni/108518","Schoenorchis sarcophylla","Orchidaceae",,"Schltr.","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","12663",,,
"Litoria lorica","urn:lsid:biodiversity.org.au:afd.taxon:8002722e-d0f8-4de2-af61-5cba07d44cd2","Litoria lorica","Hylidae",,"Davies & McDonald, 1979","Animalia","Amphibia","Hylidae","CR","Critically endangered wildlife","Y","Queensland endemic","602","little waterfall frog","CE","Critically endangered"
"Cyathea celebica","https://id.biodiversity.org.au/node/apni/2913984","Cyathea celebica","Cyatheaceae",,"Blume","Plantae","Equisetopsida","Cyatheaceae","NT","Near threatened wildlife","Y","Naturally occurs in Queensland and overseas","14650",,,
"Habenaria ovoidea","https://id.biodiversity.org.au/name/apni/106566","Habenaria ovoidea","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39922",,,
"Pterostylis mystacina","https://id.biodiversity.org.au/name/apni/229395","Pterostylis mystacina","Orchidaceae",,"(D.L.Jones) Janes & Duretto","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","33979",,,
"Lemmaphyllum accedens","https://id.biodiversity.org.au/taxon/apni/51291744","Lemmaphyllum accedens","Polypodiaceae",,"(Blume) Donk","Plantae","Equisetopsida","Polypodiaceae","PE","Extinct in the wild wildlife","Y","Naturally occurs in Queensland and overseas","11649",,"EX","Extinct"
"Livistona drudei","https://id.biodiversity.org.au/node/apni/2900687","Livistona drudei","Arecaceae",,"F.Muell.","Plantae","Equisetopsida","Arecaceae","V","Vulnerable wildlife","Y","Queensland endemic","12780","Halifax fan palm",,
"Oberonia palmicola","https://id.biodiversity.org.au/name/apni/84679","Oberonia palmicola","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","4988",,,
"Caladenia gracillima","https://id.biodiversity.org.au/name/apni/167934","Caladenia gracillima","Orchidaceae",,"(Rupp) D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","26363",,,
"Pterostylis exquisita","https://id.biodiversity.org.au/taxon/apni/51305143","Pterostylis exquisita","Orchidaceae",,"(D.L.Jones) D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36233",,,
"Phlegmariurus nummulariifolius","ALA_Phlegmariurus_nummulariifolius","Phlegmariurus nummulariifolius",,,"(Blume) Ching","Plantae","Equisetopsida","Lycopodiaceae","C","Least concern wildlife",,"XU","40556",,,
"Hydriastele costata","https://id.biodiversity.org.au/node/apni/2887019","Hydriastele costata","Arecaceae",,"F.M.Bailey","Plantae","Equisetopsida","Arecaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","29580",,"V","Vulnerable"
"Arthrochilus sabulosus","https://id.biodiversity.org.au/name/apni/117348","Arthrochilus sabulosus","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7934",,,
"Appendicula australiensis","https://id.biodiversity.org.au/name/apni/182002","Appendicula australiensis","Orchidaceae",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","7919",,,
"Dendrobium x ruppiosum","https://id.biodiversity.org.au/name/apni/118529","Dendrobium x ruppiosum","Orchidaceae",,"Clemesha","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9065",,,
"Dendrobium agrostophyllum","https://id.biodiversity.org.au/name/apni/84860","Dendrobium agrostophyllum","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","13282","buttercup orchid",,
"Acianthus fornicatus","https://id.biodiversity.org.au/node/apni/2889011","Acianthus fornicatus","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","14087","pixie caps",,
"Petalochilus","https://id.biodiversity.org.au/name/apni/175324","Petalochilus","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","33430",,,
"Macrozamia machinii","https://id.biodiversity.org.au/node/apni/2914591","Macrozamia machinii","Zamiaceae",,"P.I.Forst. & D.L.Jones","Plantae","Equisetopsida","Zamiaceae","V","Vulnerable wildlife","Y","Queensland endemic","6480",,"V","Vulnerable"
"Uvidicolus sphyrurus","urn:lsid:biodiversity.org.au:afd.taxon:6406a15f-e067-4f14-a2be-ce4fe6bf6029","Uvidicolus sphyrurus","Carphodactylidae",,"(Ogilby, 1892)","Animalia","Reptilia","Carphodactylidae","C","Least concern wildlife","Y","Australian endemic","398","border thick-tailed gecko","V","Vulnerable"
"Drosera prolifera","https://id.biodiversity.org.au/node/apni/2900397","Drosera prolifera","Droseraceae",,"C.T.White","Plantae","Equisetopsida","Droseraceae","V","Vulnerable wildlife","Y","Queensland endemic","11621","trailing sundew","V","Vulnerable"
"Microtis rara","https://id.biodiversity.org.au/name/apni/74164","Microtis rara","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Australia and overseas","9455","scented onion orchid",,
"Mobilabium hamatum","https://id.biodiversity.org.au/name/apni/78255","Mobilabium hamatum","Orchidaceae",,"Rupp","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","12783",,,
"Bulbophyllum weinthalii subsp. weinthalii","https://id.biodiversity.org.au/name/apni/177009","Bulbophyllum weinthalii subsp. weinthalii","Orchidaceae",,"R.S.Rogers","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","26724",,,
"Saltuarius eximius","urn:lsid:biodiversity.org.au:afd.taxon:5a7be811-ee62-4319-87f2-ed15a756c813","Saltuarius eximius","Carphodactylidae",,"Hoskin & Couper, 2013","Animalia","Reptilia","Carphodactylidae","C","Least concern wildlife","N","Queensland endemic","34950","Cape Melville leaf-tailed gecko",,
"Cryptostylis hunteriana","https://id.biodiversity.org.au/node/apni/2889169","Cryptostylis hunteriana","Orchidaceae",,"Nicholls","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","Y","Queensland endemic","22074",,"V","Vulnerable"
"Pseudomugil mellis","urn:lsid:biodiversity.org.au:afd.taxon:1243bf40-dbce-477f-8a63-5e81c4ba38ef","Pseudomugil mellis","Pseudomugilidae",,"Allen & Ivantsoff, 1982","Animalia","Actinopterygii","Pseudomugilidae","V","Vulnerable wildlife","Y","Queensland endemic","18166","honey blue eye","V","Vulnerable"
"Amytornis barbatus barbatus","urn:lsid:biodiversity.org.au:afd.taxon:16804299-e7f3-490a-aa30-9fae990a8a64","Amytornis (Maluropsis) barbatus barbatus","Maluridae",,"Favaloro & McEvey, 1968","Animalia","Aves","Maluridae","E","Endangered wildlife","Y","Australian endemic","29885","grey grasswren (Bulloo)","E","Endangered"
"Corunastylis sp. (Wyberba D.L.Jones+ 2557)","ALA_Corunastylis_sp_Wyberba_D_L_Jones_2557","Corunastylis sp. (Wyberba D.L.Jones+ 2557)",,,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36583",,,
"Oberonia rimachila","https://id.biodiversity.org.au/name/apni/206424","Oberonia rimachila","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae",,,"N","Queensland endemic","31936",,,
"Diuris lanceolata","https://id.biodiversity.org.au/node/apni/2919208","Diuris lanceolata","Orchidaceae",,"Lindl.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","Y","Australian endemic","7944","snake orchid","E","Endangered"
"Cadetia","https://id.biodiversity.org.au/node/apni/2896876","Cadetia","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","20332",,,
"Sarcochilus borealis","https://id.biodiversity.org.au/name/apni/62743","Sarcochilus borealis","Orchidaceae",,"(Nicholls) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7914",,,
"Saproscincus saltus","urn:lsid:biodiversity.org.au:afd.taxon:3b9bb3ae-e881-413b-8504-20c02705db20","Saproscincus saltus","Scincidae",,"Hoskin, 2013","Animalia","Reptilia","Scincidae","C","Least concern wildlife","N","Queensland endemic","34971","Cape Melville shade skink",,
"Pterostylis borealis","https://id.biodiversity.org.au/taxon/apni/51290628","Pterostylis borealis","Orchidaceae",,"(D.L.Jones) D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36221",,,
"Dendrobium lichenastrum","https://id.biodiversity.org.au/name/apni/85874","Dendrobium lichenastrum","Orchidaceae",,"(F.Muell.) Kraenzl.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9367",,,
"Pterostylis rufa","https://id.biodiversity.org.au/name/apni/75574","Pterostylis rufa","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","16349",,,
"Petalura ingentissima","urn:lsid:biodiversity.org.au:afd.taxon:cfeda8ec-73fa-4bff-8822-7b097a0a3a82","Petalura ingentissima","Petaluridae",,"Tillyard, 1908","Animalia","Insecta","Petaluridae",,,"N","Queensland endemic","35260","giant petaltail",,
"Cyrtostylis","https://id.biodiversity.org.au/node/apni/2911772","Cyrtostylis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","20548",,,
"Epipogium roseum","https://id.biodiversity.org.au/name/apni/107039","Epipogium roseum","Orchidaceae",,"(D.Don) Lindl.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","12800","leafless nodding orchid",,
"Dendrobium antennatum","https://id.biodiversity.org.au/node/apni/2907965","Ceratobium antennatum","Orchidaceae",,"Lindl.","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Naturally occurs in Queensland and overseas","13283","antelope orchid","E","Endangered"
"Cymbidium",,,,,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","13279",,,
"Habenaria fuscina","https://id.biodiversity.org.au/name/apni/176872","Habenaria fuscina","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","31654",,,
"Macrozamia parcifolia","https://id.biodiversity.org.au/node/apni/2895445","Macrozamia parcifolia","Zamiaceae",,"P.I.Forst. & D.L.Jones","Plantae","Equisetopsida","Zamiaceae","V","Vulnerable wildlife","Y","Queensland endemic","6481",,"V","Vulnerable"
"Crepidium lawleri","https://id.biodiversity.org.au/node/apni/2910602","Crepidium lawleri","Orchidaceae",,"(Lavarack & B.Gray) Szlach.","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Queensland endemic","5794",,"E","Endangered"
"Dendrobium kingianum x D.speciosum","ALA_Dendrobium_kingianum_x_D_speciosum","Dendrobium kingianum x D.speciosum","Orchidaceae",,"Bidwill ex Lindl.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","9305",,,
"Bowenia serrulata","https://id.biodiversity.org.au/node/apni/2898331","Bowenia serrulata","Zamiaceae",,"(W.Bull) Chamb.","Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Queensland endemic","17845","Byfield fern",,
"Dendrobium complanatum","https://id.biodiversity.org.au/name/apni/85337","Dendrobium complanatum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39953",,,
