scientificName,vernacularName,category,generalisation
Egernia stokesii stokesii,Houtman Abrolhos spiny-tailed skink,P4,10 km
Elanus scriptus,Letter-winged Kite,P4,10 km
Elapognathus minor,Short-nosed Snake,P2,10 km
Enteropogon minutus,,P1,10 km
Eretmochelys imbricata,Hawksbill Turtle,VU,10 km
Erythrotriorchis radiatus,Red Goshawk,VU,10 km
Erythrura gouldiae,Gouldian Finch,P4,10 km
Eubalaena australis,Southern Right Whale,VU,10 km
Euoplos inornatus,inornate trapdoor spider (northern Jarrah Forest),P3,10 km
Falco hypoleucos,Grey Falcon,VU,10 km
Falco peregrinus,Peregrine Falcon,OS,10 km
Falco peregrinus japonensis,Japanese Peregrine Falcon,Subsp. of OS,10 km
Falco peregrinus macropus,Australian Peregrine Falcon,Subsp. of OS,10 km
Falcunculus frontatus whitei,crested shrike-tit (northern),P3,10 km
Falsistrellus mackenziei,"Western False Pipistrelle, Western Falsistrelle",P4,10 km
Fibulacamptus bisetosus,a non-marine Harpacticoid copepod (Muirillup Rock),P2,10 km
Fregata andrewsi,Christmas Island frigatebird,MI,10 km
Fregata ariel,Lesser Frigatebird,MI,10 km
Fregata ariel ariel,Lesser Frigatebird,Subsp. of MI,10 km
Fregata minor,great frigatebird,MI,10 km
Galaxias truttaceus (Western Australian population),,EN,10 km
Galaxiella munda,"mud minnow, western dwarf galaxias",VU,10 km
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Blackstripe Minnow",EN,10 km
Gallinago hardwickii,Latham's snipe,MI,10 km
Gallinago megala,Swinhoe's snipe,MI,10 km
Gallinago stenura,pin-tailed snipe,MI,10 km
Gelochelidon nilotica,Gull-billed Tern,MI,10 km
Gelochelidon nilotica [nilotica],,Subsp of MI,10 km
Gelochelidon nilotica affinis,Gull-billed Tern,Subsp of MI,10 km
Geocrinia alba,White-bellied Frog,CR,10 km
Geocrinia lutea,"Nornalup Frog, Walpole Frog",P4,10 km
Geocrinia vitellina,Orange-bellied Frog,VU,10 km
Geophaps smithii blaauwi,Partridge Pigeon (western),VU,10 km
Geophaps smithii smithii,Partridge Pigeon (eastern),P4,10 km
Geotria australis,Pouched Lamprey,P3,10 km
Glacidorbis occidentalis,Jarrah forest freshwater snail,P3,10 km
Glareola maldivarum,Oriental Pratincole,MI,10 km
Glossurocolletes bilobatus,a short-tongued bee (southwest),P2,10 km
Glyphis garricki,Northern River Shark,P1,10 km
Hadra wilsoni,Wilson's camaenid land snail (Prince Regent),P2,10 km
Helicarion castanea,a helicarionid land snail,EX,10 km
Hemisaga lucifer,Devil's Slide katydid (Porongorup),P2,10 km
Hemisaga vepreculae,thorny bush katydid (Moora),P2,10 km
Hephaestus epirrhinos,Long-nose Sooty Grunter,P2,10 km
Hesperocolletes douglasi,"Douglas's Broad-headed Bee, Short-tongued Native Bee",CR,10 km
Hipposideros stenotis,Northern Leaf-nosed bat,P2,10 km
Hirundapus caudacutus,White-throated Needletail,MI,10 km
Hirundapus caudacutus caudacutus,White-throated Needletail,Subsp. of MI,10 km
Hirundo rustica,Barn Swallow,MI,10 km
Hirundo rustica gutturalis,Barn Swallow,Subsp. of MI,10 km
Hirundo rustica tytleri,Barn Swallow,Subsp. of MI,10 km
Hurleya sp. (WAM C23193),Crystal Cave crangonyctoid,CR,10 km
Hydrobates matsudairae,Matsudaira's storm-petrel,MI,10 km
Hydrobates monorhis,Swinhoe's Storm-petrel,MI,10 km
Hydromys chrysogaster,"Water-rat, Rakali",P4,10 km
Hydroprogne caspia,Caspian Tern,MI,10 km
Hylaeus globuliferus,woolybush bee,P3,10 km
Hypseleotris aurea,Golden Gudgeon,P2,10 km
Ideoblothrus linnaei,Linnaeus' pseudoscorpion (Mesa A),P1,10 km
Ideoblothrus sp. 'Mesa A' (WAM T81374),an Ideoblothrus pseudoscorpion (Mesa A),P1,10 km
Idiosoma arenaceum,Geraldton Sandplain shield-backed trapdoor spider,P3,10 km
Idiosoma castellum,tree-stem trapdoor spider,P4,10 km
Idiosoma clypeatum,northern shield-backed trapdoor spider,P3,10 km
Idiosoma dandaragan,Dandaragan Plateau shield-backed trapdoor spider,P2,10 km
Idiosoma formosum,ornate shield-backed trapdoor spider,EN,10 km
Idiosoma gardneri,Mt Lesueur shield-backed trapdoor spider,P2,10 km
Idiosoma gutharuka,Gutha Pintharuka shield-backed trapdoor spider,P1,10 km
Idiosoma incomptum,Carnarvon shield-backed trapdoor spider,P3,10 km
Idiosoma intermedium,Coolgardie shield-backed trapdoor spider,P3,10 km
Idiosoma kopejtkaorum,Lake Goorly shield-backed trapdoor spider,EN,10 km
Idiosoma kwongan,Kwongan heath shield-backed trapdoor spider,P1,10 km
Idiosoma mcclementsorum,Julimar shield-backed trapdoor spider,P2,10 km
Idiosoma mcnamarai,Central-eastern Wheatbelt shield-backed trapdoor spider,P1,10 km
Idiosoma nigrum,Shield-backed Trapdoor Spider,EN,10 km
Idiosoma schoknechtorum,Mortlock River shield-backed trapdoor spider,P3,10 km
Idiosoma sigillatum,Swan Coastal Plain shield-backed trapdoor spider,P3,10 km
Indohya damocles,Cameron's Cave Pseudoscorpion,CR,10 km
Isoodon auratus auratus,"Golden Bandicoot (mainland), Wintarru",VU,10 km
Isoodon auratus barrowensis,Barrow Island Golden Bandicoot,VU,10 km
Isoodon fusciventer,"Quenda, southwestern brown bandicoot",P4,10 km
Isurus oxyrinchus,shortfin mako,MI,10 km
Isurus paucus,longfin mako,MI,10 km
Ixalodectes flectocercus,Beverley shield-back,P3,10 km
Ixobrychus dubius,Australian Little Bittern,P4,10 km
Ixobrychus eurhythmus,,IA,10 km
Ixobrychus flavicollis australis,"Black Bittern (southwest subpop.), Australian Black Bittern",P2,10 km
Jalmenus aridus,"inland hairstreak, desert blue butterfly",P1,10 km
Kawaniphila pachomai,grey vernal katydid (southwest),P1,10 km
Kimberleyeleotris hutchinsi,Mitchell gudgeon,P2,10 km
Kimberleyeleotris notata,Drysdale gudgeon,P2,10 km
Kimboraga exanimus,lifeless camaenid land snail (Prince Regenet),P3,10 km
Kimboraga micromphala,a camaenid land snail (Windjana and Geiki Gorges),P2,10 km
Kimboraga yammerana,Yammera Gap camaenid land snail (Napier Range),P1,10 km
Kumonga exleyi,Cape Range Remipede,CR,10 km
Kwonkan eboracum,Yorkrakine Trapdoor Spider,CR,10 km
Kwonkan moriartii,Moriarty's trapdoor spider,P2,10 km
Lagenodelphis hosei,Fraser's dolphin,MI,10 km
Lagenorhynchus obscurus,dusky dolphin,MI,10 km
Lagorchestes asomatus,"Central Hare-wallaby, kuluwarri",EX,10 km
Lagorchestes conspicillatus conspicillatus,Barrow Island spectacled hare-wallaby,VU,10 km
Lagorchestes conspicillatus leichardti,Spectacled Hare-wallaby (mainland),P4,10 km
Lagorchestes hirsutus (Central Australia),"rufous hare-wallaby (Central Australia), Mala",EN,10 km
Lagorchestes hirsutus bernieri,"Shark Bay Rufous Hare-wallaby, Rufous Hare-wallaby (Bernier and Dorre Islands)",VU,10 km
Lagorchestes hirsutus hirsutus,Rufous Hare-wallaby (south-western),EX,10 km
Lagostrophus fasciatus fasciatus,"Banded hare-wallaby, Mernine",VU,10 km
Lagynochthonius asema,Mesa A Lagynochthonius pseudoscorpion,P1,10 km
Lamna nasus,"porbeagle, mackerel shark",MI,10 km
Leggadina lakedownensis,"Northern Short-tailed Mouse, Lakeland Downs Mouse, Kerakenga",P4,10 km
Leiopotherapon aheneus,Fortescue Grunter,P4,10 km
Leiopotherapon macrolepis,Large-scale Grunter,P2,10 km
Leioproctus contrarius,a short-tongued bee,P3,10 km
Leioproctus douglasiellus,a short-tongued bee,EN,10 km
Leipoa ocellata,Malleefowl,VU,10 km
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",EN,10 km
Lepidogalaxias salamandroides,Salamanderfish,EN,10 km
Leporillus apicalis,Lesser Stick-nest Rat,EX,10 km
Leporillus conditor,"Greater Stick-nest Rat, Wopilkara",CD,10 km
Lerista allochira,Cape Range Slider,P3,10 km
Lerista axillaris,striped-sided robust slider (Kalbarri),P2,10 km
Lerista bunglebungle,Bungle Bungle robust slider,P2,10 km
Lerista eupoda,West Coast mulga slider,P1,10 km
Lerista haroldi,Gnaraloo mulch slider,P1,10 km
Lerista humphriesi,taper-tailed West Coast slider (Murchison River),P3,10 km
Lerista kalumburu,Kalumburu Kimberley slider,P2,10 km
Lerista lineata,"Perth slider, lined skink",P3,10 km
Lerista macropisthopus remota,unpatterned robust slider (Robertson Range),P2,10 km
Lerista nevinae,Nevin's Slider,EN,10 km
Lerista planiventralis maryani,Maryan's keeled slider (Ashburton),P1,10 km
Lerista praefrontalis,"Buccaneer burrowing skink, Yampi sandslider",P1,10 km
Lerista puncticauda,dotty-tailed robust slider (Great Victoria Desert),P2,10 km
Lerista quadrivincula,four-lined slider (Karratha),P1,10 km
Lerista robusta,broad-eyed slider (Kimberley),P1,10 km
Lerista separanda,Dampierland plain slider,P2,10 km
Lerista viduata,Ravensthorpe range slider,P1,10 km
Lerista yuna,Yuna broad-blazed slider,P3,10 km
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",EX,10 km
Liagoceradocus branchialis,Cape Range Liagoceradocus Amphipod,EN,10 km
Liagoceradocus subthalassicus,Barrow Island Liagoceradocus Amphipod,VU,10 km
Liasis olivaceus barroni,Pilbara Olive Python,VU,10 km
Limicola falcinellus,Broad-billed Sandpiper,MI,10 km
Limnodromus semipalmatus,Asian Dowitcher,MI,10 km
Limosa lapponica,Bar-tailed Godwit,MI,10 km
Limosa lapponica anadyrensis,,Subsp. of MI,10 km
Limosa lapponica baueri,Bar-tailed Godwit (western Alaskan),VU,10 km
Limosa lapponica lapponica,Bar-tailed Godwit,Subsp. of MI,10 km
Limosa lapponica menzbieri,Bar-tailed Godwit (northern Siberian),CR,10 km
Limosa limosa,Black-tailed Godwit,MI,10 km
Limosa limosa melanuroides,Black-tailed Godwit,Subsp. of MI,10 km
Liopholis kintorei,"Great Desert Skink, Tjakura",VU,10 km
Liopholis pulchra longicauda,Jurien Bay Skink,VU,10 km
Macroderma gigas,Ghost Bat,VU,10 km
Macronectes giganteus,Southern Giant Petrel,MI,10 km
Macronectes halli,Northern Giant Petrel,MI,10 km
Macrotis lagotis,"Bilby, Dalgyte, Ninu",VU,10 km
Macrotis leucura,"Lesser Bilby, tjunpi",EX,10 km
Malurus assimilis bernieri,,VU,10 km
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),EN,10 km
Malurus lamberti bernieri,Shark Bay varigated fairy-wren,VU,10 km
Malurus leucopterus edouardi,Barrow Island black and white fairy-wren,VU,10 km
Malurus leucopterus leucopterus,Dirk Hartog black and white fairy-wren,VU,10 km
Maratus sarahae,Sarah's peacock spider,CR,10 km
Megaptera novaeangliae,Humpback Whale,CD & MI,10 km
Megaptera novaeangliae australis,,Subsp. of CD & MI,10 km
Mesembriomys gouldii gouldii,"Black-footed Tree-rat, djintamoonga",EN,10 km
Mesembriomys macrurus,Golden-backed Tree-rat,P4,10 km
Milyeringa justitia,Barrow Cave Gudgeon,VU,10 km
Milyeringa veritas,"Cave Gudgeon, Blind Gudgeon",VU,10 km
Mobula alfredi,,MI,10 km
Mobula birostris,,MI,10 km
Mobula eregoodoo,,MI,10 km
Mobula thurstoni,bentfin devilray,MI,10 km
Morelia carinata,Rough-scaled Python,OS,10 km
Mormopterus cobourgianus,North-western Free-tailed Bat,P1,10 km
Motacilla cinerea,Grey Wagtail,MI,10 km
Motacilla cinerea cinerea,,Subsp. of MI,10 km
Motacilla flava,Yellow Wagtail,MI,10 km
Mouldingia occidentalis,a camaenid land snail (eastern Napier Ranges),CR,10 km
Myrmecobius fasciatus,"Numbat, Walpurti",EN,10 km
Myrmecobius fasciatus fasciatus,"Numbat, Walpurti",Subsp of EN,10 km
Nannatherina balstoni,Balston's Pygmy Perch,VU,10 km
Nannoperca pygmaea,Little Pygmy Perch,EN,10 km
Nanotrachia orientalis,a camaenid land snail (eastern Napier Ranges),VU,10 km
Natator depressus,Flatback Turtle,VU,10 km
Nedsia chevronia,Chevron's freshwater amphipod (Barrow Island),P2,10 km
Nedsia fragilis,a freshwater amphipod,VU,10 km
Nedsia humphreysi,a freshwater amphipod,VU,10 km
Nedsia hurlberti,a freshwater amphipod,VU,10 km
Nedsia macrosculptilis,a freshwater amphipod,VU,10 km
Nedsia sculptilis,a freshwater amphipod,VU,10 km
Nedsia straskraba,a freshwater amphipod,VU,10 km
Nedsia urifimbriata,a freshwater amphipod,VU,10 km
Neelaps calonotos,"Black-striped Snake, black-striped burrowing snake",P3,10 km
Neopasiphae simplicior,a short-tongued bee,EN,10 km
Neophoca cinerea,Australian sea-lion,EN,10 km
Ningbingia australis australis,a camaenid land snail (Ningbing Ranges),CR,10 km
Ningbingia australis elongata,a camaenid land snail (Ningbing Ranges),CR,10 km
Ningbingia bulla,Knob Peak camaenid land snail (Ningbing Ranges),CR,10 km
Ningbingia dentiens,a camaenid land snail (Ningbing Ranges),CR,10 km
Ningbingia laurina,Lauries' camaenid land snail (Ningbing Ranges),CR,10 km
Ningbingia octava,No. 8 Bore camaenid land snail (Ningbing Ranges),CR,10 km
Ningbingia res,a camaenid land snail (Ningbing Ranges),CR,10 km
Ninox connivens connivens,Barking owl (southwest subpop.),P3,10 km
Nocticola flabella,"Cape Range blind cockroach, Cape Range delicate cockroach",P4,10 km
Northiella narethae,Naretha Blue Bonnet,P4,10 km
Nososticta pilbara,Pilbara threadtail,P2,10 km
Notamacropus eugenii derbianus,tammar wallaby,P4,10 km
Notamacropus irma,western brush wallaby,P4,10 km
Notomys longicaudatus,"long-tailed hopping-mouse, koolawa",EX,10 km
Notomys macrotis,"big-eared hopping mouse, noompa",EX,10 km
Notoryctes caurinus,"northern marsupial mole, kakarratul",P4,10 km
Notoryctes typhlops,"southern marsupial mole, Itjaritjari",P4,10 km
Notoscincus butleri,lined soil-crevice skink (Dampier),P4,10 km
Numenius madagascariensis,Eastern Curlew,CR,10 km
Numenius minutus,little curlew,MI,10 km
Numenius phaeopus,Whimbrel,MI,10 km
Numenius phaeopus variegatus,Whimbrel,Subsp. of MI,10 km
Nyctophilus major tor,Central Long-eared Bat,P3,10 km
Occirhenea georgiana,"a rhytidid land snail, Albany carnivorous snail",EX,10 km
Oceanites oceanicus,Wilson's Storm-petrel,MI,10 km
Oceanites oceanicus oceanicus,Wilson's Storm Petrel,Subsp. of MI,10 km
Oceanodroma matsudariae,,MI,10 km
Oceanodroma monorhis,Swinhoe's Storm Petrel,MI,10 km
Ogyris subterrestris petrina,Arid Bronze Azure Butterfly,CR,10 km
Onychogalea lunata,"Crescent Nailtail Wallaby, tjawalpa",EX,10 km
Onychoprion anaethetus,Bridled Tern,MI,10 km
Onychoprion anaethetus anaethetus,,Subsp. of MI,10 km
Ophisternon candidum,Blind Cave Eel,VU,10 km
Orcaella heinsohni,Australian Snubfin Dolphin,P4 & MI,10 km
Orcinus orca,killer whale,MI,10 km
Ordtrachia elegans,a camaenid land snail (Jeremiah Hills),CR,10 km
Ordtrachia septentrionalis,Rosewood keeled snail,CR,10 km
Osphranter robustus isabellinus,Barrow Island Euro,VU,10 km
Oxyura australis,Blue-billed Duck,P4,10 km
Ozimops cobourgianus,Northern Coastal Free-tailed Bat,P1,10 km
Pachysaga strobila,Vasse pachysaga (Busselton-Donnybrook),P1,10 km
Pandion haliaetus,Osprey,MI,10 km
Paradraculoides anachoretus,Mesa A Paradraculoides,VU,10 km
Paradraculoides bythius,Mesa B/C Paradraculoides,VU,10 km
Parantechinus apicalis,Dibbler,EN,10 km
Paraplatyarthrus subterraneus,Poseidon slater,P1,10 km
Parartemia contracta,A brine shrimp (Wheatbelt),P1,10 km
Parasuta spectabilis bushi,spectacled hooded snake (Esperance),P1,10 km
Paroplocephalus atriceps,Lake Cronin Snake,P3,10 km
Perameles bougainville,"Shark Bay bandicoot, western barred bandicoot, little marl, Shark Bay bandicoot",VU,10 km
Perameles eremiana,"Desert Bandicoot, walilya",EX,10 km
Perameles myosuros,Marl,EX,10 km
Perameles papillon,"Nullarbor barred bandicoot, butterfly bandicoot",EX,10 km
Petrogale burbidgei,monjon,P4,10 km
Petrogale concinna monastria,Nabarlek (Kimberley),EN,10 km
Petrogale lateralis (MacDonnell Ranges),"MacDonnell Ranges Black-footed Rock-wallaby, Black-footed Rock-wallaby (MacDonnell Ranges), Warru",VU,10 km
Petrogale lateralis (West Kimberley),"West Kimberley Black-footed Rock-wallaby, Black-footed Rock-wallaby (West Kimberley)",EN,10 km
Petrogale lateralis centralis,Central Australian rock-wallaby,VU,10 km
Petrogale lateralis hacketti,Recherche black-footed rock-wallaby,VU,10 km
Petrogale lateralis kimberleyensis,West Kimberley rock-wallaby,EN,10 km
Petrogale lateralis lateralis,"black-flanked rock-wallaby, black-footed rock-wallaby, moororong",EN,10 km
Petropseudes dahli,"Rock Ringtail Possum, Wogoit",P3,10 km
Pezoporus flaviventris,Western Ground Parrot,CR,10 km
Pezoporus wallicus flaviventris,Western Ground Parrot,CR,10 km
Pezoporus occidentalis,Night Parrot,CR,10 km
Phaethon lepturus,White-tailed Tropicbird,MI,10 km
Phaethon rubricauda,Red-tailed Tropicbird,MI & P4,10 km
Phalaropus lobatus,Red-necked Phalarope,MI,10 km
Phaps elegans (Abrolhos subpop.),brush bronzewing (Abrolhos subpop.),P4,10 km
Phascogale calura,"Red-tailed Phascogale, Kenngoor",CD,10 km
Phascogale tapoatafa kimberleyensis,Kimberley Brush-tailed Phascogale,VU,10 km
Phascogale tapoatafa wambenger,"South-western Brush-tailed Phascogale, Wambenger",CD,10 km
Phasmodes jeeba,springtime corroboree stick katydid (Eneabba),P3,10 km
Philomachus pugnax,"Ruff, reeve",MI,10 km
Phoebetria fusca,Sooty Albatross,EN,10 km
Phoebetria palpebrata,Light-mantled Albatross,MI & P4,10 km
Phycodurus eques,Leafy Sea Dragon,P2,10 km
Physeter macrocephalus,Sperm Whale,VU,10 km
Pilsbrycharopa tumida,a charopid land snail (Noonkanbah),P1,10 km
Platycercus icterotis xanthogenys,western rosella (inland),P4,10 km
Plegadis falcinellus,Glossy Ibis,MI,10 km
Pletholax edelensis,,P3,10 km
Pletholax gracilis edelensis,Keeled Legless Lizard (Shark Bay),P3,10 km
Pluvialis fulva,Pacific Golden Plover,MI,10 km
Pluvialis squatarola,Grey Plover,MI,10 km
Pluvialis squatarola squatarola,Grey Plover,Subsp. of MI,10 km
Pogona minor minima,Abrolhos dwarf bearded dragon,VU,10 km
Polytelis alexandrae,Princess Parrot,P4,10 km
Potorous gilbertii,Gilbert's Potoroo,CR,10 km
Potorous platyops,Broad-faced Potoroo,EX,10 km
Prionospio thalanji,Bundera Skinhole worm,CR,10 km
Pristis clavata,Dwarf Sawfish,MI & P1,10 km
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish",MI & P3,10 km
Pristis zijsron,Green Sawfish,VU,10 km
Procellaria aequinoctialis,White-chinned Petrel,VU,10 km
Prymnbriareus nimberlinus,Nimberline camaenid land snail (El Questro Station),P3,10 km
Psacadonotus seriatus,a fan-winged katydid (Champion Bay),P1,10 km
Pseudemydura umbrina,"Western Swamp Tortoise, Western Swamp Turtle",CR,10 km
Pseudocheirus occidentalis,"Western Ringtail Possum, ngwayir",CR,10 km
Pseudococcus markharveyi,Banksia montana mealybug,CR,10 km
Pseudohydryphantes doegi,Doeg's watermite,P2,10 km
Pseudomys australis,"Plains Rat, palyoora",VU,10 km
Pseudomys chapmani,"Western Pebble-mound Mouse, Ngadji",P4,10 km
Pseudomys fieldi,"Shark Bay Mouse, Djoongari",VU,10 km
Pseudomys gouldii,Gould's Mouse,VU,10 km
Pseudomys occidentalis,Western Mouse,P4,10 km
Pseudomys shortridgei,"Heath Mouse, Heath Rat, Dayang",VU,10 km
Pseudonaja affinis exilis,Rottnest Island Dugite,P4,10 km
Pseudonaja affinis tanneri,"Pygmy Dugite, Recherche Dugite",P4,10 km
Psophodes nigrogularis nigrogularis,Western Whipbird (western heath),EN,10 km
Psophodes nigrogularis oberon,"Western Whipbird (western mallee), Western Whipbird (mallee)",P4,10 km
Rhagada gibbensis,Gibb River camaenid land snail,P1,10 km
Rhagada harti,Mt Hart Station camaenid land snail,P2,10 km
Rhincodon typus,Whale Shark,MI,10 km
Rhinonicteris aurantia,Orange Leaf-nosed bat,P4,10 km
Rhinonicteris aurantia (Pilbara),Pilbara leaf-nosed bat,VU,10 km
Rhytidid sp. (WAM 2295-69),Stirling Range Rhytidid snail,CR,10 km
Rostratula australis,Australian Painted Snipe,EN,10 km
Saccolaimus saccolaimus nudicluniatus,Bare-rumped Sheath-tailed Bat,P3,10 km
Setonix brachyurus,Quokka,VU,10 km
Simoselaps minimus,Dampierland burrowing snake,P2,10 km
Sminthopsis butleri,Butler's dunnart,VU,10 km
Sminthopsis longicaudata,long-tailed dunnart,P4,10 km
Sminthopsis psammophila,sandhill dunnart,EN,10 km
Sousa sahulensis,Australian humpback dolphin,MI & P4,10 km
Spatula querquedula,garganey,MI,10 km
Speleophria bunderae,a copepod (Bundera Sinkhole),CR,10 km
Speleostrophus nesiotes,Barrow Island Millipede,VU,10 km
Spicospina flammocaerulea,Sunset Frog,VU,10 km
Stenella attenuata,pantropical spotted dolphin,MI,10 km
Stenella attenuata attenuata,,Subsp. of MI,10 km
Stenella longirostris,Spinner Dolphin,MI & P4,10 km
Stenella longirostris roseiventris,Dwarf Spinner Dolphin,Subsp. of MI & P4,10 km
Stercorarius antarcticus lonnbergi,"brown skua, Subantarctic skua",P4,10 km
Stercorarius longicaudus,"long-tailed jaeger, long-tailed skua",MI,10 km
Stercorarius maccormicki,South Polar Skua,MI,10 km
Stercorarius parasiticus,"Arctic jaeger, Arctic skua",MI,10 km
Stercorarius pomarinus,"Pomarine Jaeger, Pomarine Skua",MI,10 km
Sterna dougallii,Roseate Tern,MI,10 km
Sterna dougallii bangsi,Roseate Tern,Subsp. of MI,10 km
Sterna dougallii gracilis,Roseate Tern,Subsp. of MI,10 km
Sterna hirundo,Common Tern,MI,10 km
Sterna hirundo hirundo,Common Tern,Subsp. of MI,10 km
Sterna hirundo longipennis,Common Tern,Subsp. of MI,10 km
Sterna hirundo minussensis,,Subsp. of MI,10 km
Sterna paradisaea,Arctic tern,MI,10 km
Sterna sumatrana,Black-naped Tern,MI,10 km
Sternula albifrons,Little Tern,MI,10 km
Sternula nereis nereis,Fairy Tern,VU,10 km
Stipiturus malachurus hartogi,Dirk Hartog Island emu-wren,VU,10 km
Stygiocaris lancifera,Lance-beaked Cave Shrimp,VU,10 km
