"Supplied Name","guid","scientificName","family","kingdom","vernacular name","guid","family","status","sourceStatus","Supplied  Name"
"Senecio linearifolius var. dangarensis","https://id.biodiversity.org.au/node/apni/2889924","Senecio linearifolius var. dangarensis","Asteraceae",,"Senecio linearifolius var. dangarensis","<a href=""https://id.biodiversity.org.au/node/apni/2889924"">https://id.biodiversity.org.au/node/apni/2889924</a>","Asteraceae","Endangered","Endangered","Senecio linearifolius var. dangarensis"
"Diuris praecox","https://id.biodiversity.org.au/node/apni/2898996","Diuris praecox","Orchidaceae",,"Rough Doubletail","<a href=""https://id.biodiversity.org.au/node/apni/2898996"">https://id.biodiversity.org.au/node/apni/2898996</a>","Orchidaceae","Vulnerable","Vulnerable","Diuris praecox"
"Rhaphidospora bonneyana","https://id.biodiversity.org.au/node/apni/2896807","Rhaphidospora bonneyana","Acanthaceae",,"Rhaphidospora bonneyana","<a href=""https://id.biodiversity.org.au/node/apni/2896807"">https://id.biodiversity.org.au/node/apni/2896807</a>","Acanthaceae","Presumed Extinct","Presumed Extinct","Rhaphidospora bonneyana"
"Polycarpaea spirostylis subsp. glabra","https://id.biodiversity.org.au/node/apni/2902940","Polycarpaea spirostylis subsp. glabra","Caryophyllaceae",,"Polycarpaea spirostylis subsp. glabra","<a href=""https://id.biodiversity.org.au/node/apni/2902940"">https://id.biodiversity.org.au/node/apni/2902940</a>","Caryophyllaceae","Endangered","Endangered","Polycarpaea spirostylis subsp. glabra"
"Sternula albifrons","urn:lsid:biodiversity.org.au:afd.taxon:3f0c9473-1850-45b9-84f0-4b5a6c30c071","Sternula albifrons","Laridae",,"Little Tern","urn:lsid:biodiversity.org.au:afd.taxon:3f0c9473-1850-45b9-84f0-4b5a6c30c071","Laridae","Endangered","Endangered","Sternula albifrons"
"Hibbertia spanantha","https://id.biodiversity.org.au/taxon/apni/51283403","Hibbertia spanantha","Dilleniaceae",,"Julian's Hibbertia (Hibbertia spanantha)","<a href=""https://id.biodiversity.org.au/taxon/apni/51283403"">https://id.biodiversity.org.au/taxon/apni/51283403</a>","Dilleniaceae","Critically Endangered","Critically Endangered","Hibbertia spanantha"
"Gingidia rupicola","https://id.biodiversity.org.au/node/apni/6904884","Gingidia rupicola","Apiaceae",,"Gingidia rupicola","<a href=""https://id.biodiversity.org.au/node/apni/6904884"">https://id.biodiversity.org.au/node/apni/6904884</a>","Apiaceae","Endangered","Endangered","Gingidia rupicola"
"Zieria odorifera subsp. copelandii","https://id.biodiversity.org.au/node/apni/2899319","Zieria odorifera subsp. copelandii","Rutaceae",,"Zieria odorifera subsp. copelandii","<a href=""https://id.biodiversity.org.au/node/apni/2899319"">https://id.biodiversity.org.au/node/apni/2899319</a>","Rutaceae","Critically Endangered","Critically Endangered","Zieria odorifera subsp. copelandii"
"Crotalaria cunninghamii","https://id.biodiversity.org.au/node/apni/2897979","Crotalaria cunninghamii","Fabaceae",,"Green Bird Flower","<a href=""https://id.biodiversity.org.au/node/apni/2897979"">https://id.biodiversity.org.au/node/apni/2897979</a>","Fabaceae","Endangered","Endangered","Crotalaria cunninghamii"
"Anseranas semipalmata","urn:lsid:biodiversity.org.au:afd.taxon:e6c44fa1-6428-42b4-a5f3-1315783484b0","Anseranas semipalmata","Anseranatidae",,"Magpie Goose","urn:lsid:biodiversity.org.au:afd.taxon:e6c44fa1-6428-42b4-a5f3-1315783484b0","Anseranatidae","Vulnerable","Vulnerable","Anseranas semipalmata"
"Genoplesium littorale","https://id.biodiversity.org.au/name/apni/167947","Genoplesium littorale","Orchidaceae",,"Tuncurry Midge Orchid","<a href=""https://id.biodiversity.org.au/name/apni/167947"">https://id.biodiversity.org.au/name/apni/167947</a>","Orchidaceae","Critically Endangered","Critically Endangered","Genoplesium littorale"
"Chalinolobus picatus","urn:lsid:biodiversity.org.au:afd.taxon:b8adea80-2c27-4c39-ab64-336cb25d9178","Chalinolobus picatus","Vespertilionidae",,"Little Pied Bat","urn:lsid:biodiversity.org.au:afd.taxon:b8adea80-2c27-4c39-ab64-336cb25d9178","Vespertilionidae","Vulnerable","Vulnerable","Chalinolobus picatus"
"Senecio spathulatus","https://id.biodiversity.org.au/node/apni/2915236","Senecio spathulatus","Asteraceae",,"Coast Groundsel","<a href=""https://id.biodiversity.org.au/node/apni/2915236"">https://id.biodiversity.org.au/node/apni/2915236</a>","Asteraceae","Endangered","Endangered","Senecio spathulatus"
"Angophora robur","https://id.biodiversity.org.au/taxon/apni/51258118","Angophora robur","Myrtaceae",,"Sandstone Rough-barked Apple","<a href=""https://id.biodiversity.org.au/taxon/apni/51258118"">https://id.biodiversity.org.au/taxon/apni/51258118</a>","Myrtaceae","Vulnerable","Vulnerable","Angophora robur"
"Persoonia pauciflora","https://id.biodiversity.org.au/node/apni/2899054","Persoonia pauciflora","Proteaceae",,"North Rothbury Persoonia","<a href=""https://id.biodiversity.org.au/node/apni/2899054"">https://id.biodiversity.org.au/node/apni/2899054</a>","Proteaceae","Critically Endangered","Critically Endangered","Persoonia pauciflora"
"Bettongia tropica","urn:lsid:biodiversity.org.au:afd.taxon:614776a4-2cb4-49c1-bd22-c00741acf15e","Bettongia tropica","Potoroidae",,"Northern Bettong","urn:lsid:biodiversity.org.au:afd.taxon:614776a4-2cb4-49c1-bd22-c00741acf15e","Potoroidae","Presumed Extinct","Presumed Extinct","Bettongia tropica"
"Pomaderris adnata","https://id.biodiversity.org.au/node/apni/2896205","Pomaderris adnata","Rhamnaceae",,"Sublime Point Pomaderris","<a href=""https://id.biodiversity.org.au/node/apni/2896205"">https://id.biodiversity.org.au/node/apni/2896205</a>","Rhamnaceae","Endangered","Endangered","Pomaderris adnata"
"Eidothea hardeniana","https://id.biodiversity.org.au/node/apni/2908076","Eidothea hardeniana","Proteaceae",,"Nightcap Oak","<a href=""https://id.biodiversity.org.au/node/apni/2908076"">https://id.biodiversity.org.au/node/apni/2908076</a>","Proteaceae","Endangered","Endangered","Eidothea hardeniana"
"Persoonia hindii","https://id.biodiversity.org.au/node/apni/2913791","Persoonia hindii","Proteaceae",,"Persoonia hindii","<a href=""https://id.biodiversity.org.au/node/apni/2913791"">https://id.biodiversity.org.au/node/apni/2913791</a>","Proteaceae","Endangered","Endangered","Persoonia hindii"
"Camarophyllopsis kearneyi","667fc56a-bdbd-470e-8865-6eae825bb852","Camarophyllopsis kearneyi",,,"Camarophyllopsis kearneyi","667fc56a-bdbd-470e-8865-6eae825bb852",,"Endangered","Endangered","Camarophyllopsis kearneyi"
"Eucalyptus sp. Howes Swamp Creek","ALA_Eucalyptus_sp_Howes_Swamp_Creek","Eucalyptus sp. Howes Swamp Creek",,,"Eucalyptus sp. Howes Swamp Creek","ALA_Eucalyptus_sp_Howes_Swamp_Creek",,"Endangered","Endangered","Eucalyptus sp. Howes Swamp Creek"
"Antaresia stimsoni","urn:lsid:biodiversity.org.au:afd.taxon:e87421fb-263e-4cd1-a882-976bddbc895d","Antaresia stimsoni","Pythonidae",,"Stimson's Python","urn:lsid:biodiversity.org.au:afd.taxon:e87421fb-263e-4cd1-a882-976bddbc895d","Pythonidae","Vulnerable","Vulnerable","Antaresia stimsoni"
"Genoplesium superbum","https://id.biodiversity.org.au/name/apni/117491","Genoplesium superbum","Orchidaceae",,"Superb Midge Orchid","<a href=""https://id.biodiversity.org.au/name/apni/117491"">https://id.biodiversity.org.au/name/apni/117491</a>","Orchidaceae","Endangered","Endangered","Genoplesium superbum"
"Cyanoramphus novaezelandiae subflavescens","urn:lsid:biodiversity.org.au:afd.taxon:0497e96d-cedc-4a79-82d2-d8f8557b7831","Cyanoramphus novaezelandiae subflavescens","Psittacidae",,"Red-crowned Parakeet (Lord Howe Is. subsp.)","urn:lsid:biodiversity.org.au:afd.taxon:0497e96d-cedc-4a79-82d2-d8f8557b7831","Psittacidae","Presumed Extinct","Presumed Extinct","Cyanoramphus novaezelandiae subflavescens"
"Cyclodomorphus praealtus","urn:lsid:biodiversity.org.au:afd.taxon:91f49257-08dd-4515-b26d-6cdeeada1a70","Cyclodomorphus praealtus","Scincidae",,"Alpine She-oak Skink","urn:lsid:biodiversity.org.au:afd.taxon:91f49257-08dd-4515-b26d-6cdeeada1a70","Scincidae","Endangered","Endangered","Cyclodomorphus praealtus"
"Lepidium hyssopifolium","https://id.biodiversity.org.au/node/apni/2898429","Lepidium hyssopifolium","Brassicaceae",,"Aromatic Peppercress","<a href=""https://id.biodiversity.org.au/node/apni/2898429"">https://id.biodiversity.org.au/node/apni/2898429</a>","Brassicaceae","Endangered","Endangered","Lepidium hyssopifolium"
"Melicope vitiflora","https://id.biodiversity.org.au/node/apni/2899601","Melicope vitiflora","Rutaceae",,"Coast Euodia","<a href=""https://id.biodiversity.org.au/node/apni/2899601"">https://id.biodiversity.org.au/node/apni/2899601</a>","Rutaceae","Endangered","Endangered","Melicope vitiflora"
"Bulbophyllum globuliforme","https://id.biodiversity.org.au/node/apni/2891560","Bulbophyllum globuliforme","Orchidaceae",,"Hoop Pine Orchid","<a href=""https://id.biodiversity.org.au/node/apni/2891560"">https://id.biodiversity.org.au/node/apni/2891560</a>","Orchidaceae","Vulnerable","Vulnerable","Bulbophyllum globuliforme"
"Hakea pulvinifera","https://id.biodiversity.org.au/node/apni/2917559","Hakea pulvinifera","Proteaceae",,"Lake Keepit Hakea","<a href=""https://id.biodiversity.org.au/node/apni/2917559"">https://id.biodiversity.org.au/node/apni/2917559</a>","Proteaceae","Endangered","Endangered","Hakea pulvinifera"
"Macronectes giganteus","urn:lsid:biodiversity.org.au:afd.taxon:df81ddc9-3b5e-43d1-b132-a16e58f142e5","Macronectes giganteus","Procellariidae",,"Southern Giant Petrel","urn:lsid:biodiversity.org.au:afd.taxon:df81ddc9-3b5e-43d1-b132-a16e58f142e5","Procellariidae","Endangered","Endangered","Macronectes giganteus"
"Diuris sp. aff. chrysantha","ALA_Diuris_sp_aff_chrysantha","Diuris sp. aff. chrysantha",,,"Byron Bay Diuris","ALA_Diuris_sp_aff_chrysantha",,"Endangered","Endangered","Diuris sp. aff. chrysantha"
"Esacus magnirostris","urn:lsid:biodiversity.org.au:afd.taxon:3ef2d391-7210-4521-a994-5c9b4b8338b2","Esacus magnirostris","Burhinidae",,"Beach Stone-curlew","urn:lsid:biodiversity.org.au:afd.taxon:3ef2d391-7210-4521-a994-5c9b4b8338b2","Burhinidae","Critically Endangered","Critically Endangered","Esacus magnirostris"
"Pterostylis vernalis","https://id.biodiversity.org.au/name/apni/226107","Pterostylis vernalis","Orchidaceae",,"Pterostylis vernalis","<a href=""https://id.biodiversity.org.au/name/apni/226107"">https://id.biodiversity.org.au/name/apni/226107</a>","Orchidaceae","Critically Endangered","Critically Endangered","Pterostylis vernalis"
"Acacia carneorum","https://id.biodiversity.org.au/node/apni/2911484","Acacia carneorum","Fabaceae",,"Purple-wood Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2911484"">https://id.biodiversity.org.au/node/apni/2911484</a>","Fabaceae","Vulnerable","Vulnerable","Acacia carneorum"
"Delma australis","urn:lsid:biodiversity.org.au:afd.taxon:f84ec405-6618-4a11-a946-0740d9ca5b14","Delma australis","Pygopodidae",,"Marble-faced Delma","urn:lsid:biodiversity.org.au:afd.taxon:f84ec405-6618-4a11-a946-0740d9ca5b14","Pygopodidae","Endangered","Endangered","Delma australis"
"Indigofera efoliata","https://id.biodiversity.org.au/node/apni/2899952","Indigofera efoliata","Fabaceae",,"Leafless Indigo","<a href=""https://id.biodiversity.org.au/node/apni/2899952"">https://id.biodiversity.org.au/node/apni/2899952</a>","Fabaceae","Endangered","Endangered","Indigofera efoliata"
"Capparis canescens","https://id.biodiversity.org.au/node/apni/2899690","Capparis canescens","Capparaceae",,"Wild Orange","<a href=""https://id.biodiversity.org.au/node/apni/2899690"">https://id.biodiversity.org.au/node/apni/2899690</a>","Capparaceae","Endangered","Endangered","Capparis canescens"
"Ctenotus pantherinus ocellifer","urn:lsid:biodiversity.org.au:afd.taxon:e0229856-6d0c-4f67-b16b-bb2954e9dc90","Ctenotus pantherinus ocellifer","Scincidae",,"Leopard Ctenotus","urn:lsid:biodiversity.org.au:afd.taxon:e0229856-6d0c-4f67-b16b-bb2954e9dc90","Scincidae","Endangered","Endangered","Ctenotus pantherinus ocellifer"
"Pomaderris cotoneaster","https://id.biodiversity.org.au/node/apni/2910377","Pomaderris cotoneaster","Rhamnaceae",,"Cotoneaster Pomaderris","<a href=""https://id.biodiversity.org.au/node/apni/2910377"">https://id.biodiversity.org.au/node/apni/2910377</a>","Rhamnaceae","Endangered","Endangered","Pomaderris cotoneaster"
"Acacia bakeri","https://id.biodiversity.org.au/node/apni/2902312","Acacia bakeri","Fabaceae",,"Marblewood","<a href=""https://id.biodiversity.org.au/node/apni/2902312"">https://id.biodiversity.org.au/node/apni/2902312</a>","Fabaceae","Vulnerable","Vulnerable","Acacia bakeri"
"Eucalyptus tetrapleura","https://id.biodiversity.org.au/node/apni/2918580","Eucalyptus tetrapleura","Myrtaceae",,"Square-fruited Ironbark","<a href=""https://id.biodiversity.org.au/node/apni/2918580"">https://id.biodiversity.org.au/node/apni/2918580</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus tetrapleura"
"Chelonia mydas","urn:lsid:biodiversity.org.au:afd.taxon:2d605472-979b-49b4-aed3-03a384e9f706","Chelonia mydas","Cheloniidae",,"Green Turtle","urn:lsid:biodiversity.org.au:afd.taxon:2d605472-979b-49b4-aed3-03a384e9f706","Cheloniidae","Vulnerable","Vulnerable","Chelonia mydas"
"Phebalium speciosum","https://id.biodiversity.org.au/node/apni/7858463","Phebalium speciosum","Rutaceae",,"Phebalium speciosum","<a href=""https://id.biodiversity.org.au/node/apni/7858463"">https://id.biodiversity.org.au/node/apni/7858463</a>","Rutaceae","Critically Endangered","Critically Endangered","Phebalium speciosum"
"Dasyornis (Dasyornis) brachypterus","urn:lsid:biodiversity.org.au:afd.taxon:67723115-0e97-42fb-86f5-0f3ce82a0d74","Dasyornis (Dasyornis) brachypterus","Dasyornithidae",,"Eastern Bristlebird","urn:lsid:biodiversity.org.au:afd.taxon:67723115-0e97-42fb-86f5-0f3ce82a0d74","Dasyornithidae","Endangered","Endangered","Dasyornis brachypterus"
"Zieria parrisiae","https://id.biodiversity.org.au/node/apni/2919089","Zieria parrisiae","Rutaceae",,"Parris' Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2919089"">https://id.biodiversity.org.au/node/apni/2919089</a>","Rutaceae","Critically Endangered","Critically Endangered","Zieria parrisiae"
"Amperea xiphoclada var. pedicellata","https://id.biodiversity.org.au/node/apni/2910887","Amperea xiphoclada var. pedicellata","Euphorbiaceae",,"Amperea xiphoclada var. pedicellata","<a href=""https://id.biodiversity.org.au/node/apni/2910887"">https://id.biodiversity.org.au/node/apni/2910887</a>","Euphorbiaceae","Presumed Extinct","Presumed Extinct","Amperea xiphoclada var. pedicellata"
"Pultenaea sp. Genowlan Point (NSW 417813)","https://id.biodiversity.org.au/node/apni/2891788","Pultenaea sp. Genowlan Point (NSW 417813)","Fabaceae",,"Pultenaea sp. Genowlan Point","<a href=""https://id.biodiversity.org.au/node/apni/2891788"">https://id.biodiversity.org.au/node/apni/2891788</a>","Fabaceae","Critically Endangered","Critically Endangered","Pultenaea sp. Genowlan Point"
"Daphnandra johnsonii","https://id.biodiversity.org.au/node/apni/2887039","Daphnandra johnsonii","Atherospermataceae",,"Illawarra Socketwood","<a href=""https://id.biodiversity.org.au/node/apni/2887039"">https://id.biodiversity.org.au/node/apni/2887039</a>","Atherospermataceae","Endangered","Endangered","Daphnandra johnsonii"
"Wollumbinia belli","urn:lsid:biodiversity.org.au:afd.taxon:1a85a82f-5a1f-4c56-9f04-918643461260","Wollumbinia belli","Chelidae",,"Bellâ€™s Turtle, Western Saw-shelled Turtle","urn:lsid:biodiversity.org.au:afd.taxon:1a85a82f-5a1f-4c56-9f04-918643461260","Chelidae","Endangered","Endangered","Myuchelys bellii"
"Acacia pubifolia","https://id.biodiversity.org.au/taxon/apni/51299734","Acacia pubifolia","Fabaceae",,"Velvet Wattle","<a href=""https://id.biodiversity.org.au/taxon/apni/51299734"">https://id.biodiversity.org.au/taxon/apni/51299734</a>","Fabaceae","Endangered","Endangered","Acacia pubifolia"
"Cinclosoma (Malleeavis) castanotum","urn:lsid:biodiversity.org.au:afd.taxon:17c4e4c1-79ff-4f80-b6bd-388005f1f5f4","Cinclosoma (Malleeavis) castanotum","Psophodidae",,"Chestnut Quail-thrush","urn:lsid:biodiversity.org.au:afd.taxon:17c4e4c1-79ff-4f80-b6bd-388005f1f5f4","Psophodidae","Vulnerable","Vulnerable","Cinclosoma castanotum"
"Antechinus arktos","urn:lsid:biodiversity.org.au:afd.taxon:384b33e8-52f9-4d41-ab52-56d52d442709","Antechinus arktos","Dasyuridae",,"Black-tailed Antechinus","urn:lsid:biodiversity.org.au:afd.taxon:384b33e8-52f9-4d41-ab52-56d52d442709","Dasyuridae","Endangered","Endangered","Antechinus arktos"
"Falco (Hierofalco) subniger","urn:lsid:biodiversity.org.au:afd.taxon:89f22850-0aa0-4278-ad58-983de7f97890","Falco (Hierofalco) subniger","Falconidae",,"Black Falcon","urn:lsid:biodiversity.org.au:afd.taxon:89f22850-0aa0-4278-ad58-983de7f97890","Falconidae","Vulnerable","Vulnerable","Falco subniger"
"Syzygium paniculatum","https://id.biodiversity.org.au/node/apni/2886832","Syzygium paniculatum","Myrtaceae",,"Magenta Lilly Pilly","<a href=""https://id.biodiversity.org.au/node/apni/2886832"">https://id.biodiversity.org.au/node/apni/2886832</a>","Myrtaceae","Endangered","Endangered","Syzygium paniculatum"
"Eulamprus leuraensis","urn:lsid:biodiversity.org.au:afd.taxon:26129847-c268-47bf-bd39-cc953e6e9396","Eulamprus leuraensis","Scincidae",,"Blue Mountains Water Skink","urn:lsid:biodiversity.org.au:afd.taxon:26129847-c268-47bf-bd39-cc953e6e9396","Scincidae","Endangered","Endangered","Eulamprus leuraensis"
"Cucumis althaeoides","https://id.biodiversity.org.au/node/apni/2899437","Cucumis althaeoides","Cucurbitaceae",,"Cucumis althaeoides","<a href=""https://id.biodiversity.org.au/node/apni/2899437"">https://id.biodiversity.org.au/node/apni/2899437</a>","Cucurbitaceae","Critically Endangered","Critically Endangered","Cucumis althaeoides"
"Oxyuranus microlepidotus","urn:lsid:biodiversity.org.au:afd.taxon:8cda3523-6c88-4cd0-b852-28266f5023b1","Oxyuranus microlepidotus","Elapidae",,"Fierce Snake","urn:lsid:biodiversity.org.au:afd.taxon:8cda3523-6c88-4cd0-b852-28266f5023b1","Elapidae","Presumed Extinct","Presumed Extinct","Oxyuranus microlepidotus"
"Archidendron hendersonii","https://id.biodiversity.org.au/taxon/apni/51299847","Archidendron hendersonii","Fabaceae",,"White Lace Flower","<a href=""https://id.biodiversity.org.au/taxon/apni/51299847"">https://id.biodiversity.org.au/taxon/apni/51299847</a>","Fabaceae","Vulnerable","Vulnerable","Archidendron hendersonii"
"Amphibromus fluitans","https://id.biodiversity.org.au/node/apni/2897596","Amphibromus fluitans","Poaceae",,"Floating Swamp Wallaby-grass","<a href=""https://id.biodiversity.org.au/node/apni/2897596"">https://id.biodiversity.org.au/node/apni/2897596</a>","Poaceae","Vulnerable","Vulnerable","Amphibromus fluitans"
"Pterostylis ventricosa","https://id.biodiversity.org.au/name/apni/226106","Pterostylis ventricosa","Orchidaceae",,"Pterostylis ventricosa","<a href=""https://id.biodiversity.org.au/name/apni/226106"">https://id.biodiversity.org.au/name/apni/226106</a>","Orchidaceae","Critically Endangered","Critically Endangered","Pterostylis ventricosa"
"Grevillea evansiana","https://id.biodiversity.org.au/node/apni/2913388","Grevillea evansiana","Proteaceae",,"Evans Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2913388"">https://id.biodiversity.org.au/node/apni/2913388</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea evansiana"
"Sida rohlenae","https://id.biodiversity.org.au/node/apni/2893937","Sida rohlenae","Malvaceae",,"Shrub Sida","<a href=""https://id.biodiversity.org.au/node/apni/2893937"">https://id.biodiversity.org.au/node/apni/2893937</a>","Malvaceae","Endangered","Endangered","Sida rohlenae"
"Darwinia biflora","https://id.biodiversity.org.au/node/apni/2906424","Darwinia biflora","Myrtaceae",,"Darwinia biflora","<a href=""https://id.biodiversity.org.au/node/apni/2906424"">https://id.biodiversity.org.au/node/apni/2906424</a>","Myrtaceae","Vulnerable","Vulnerable","Darwinia biflora"
"Rotala tripartita","https://id.biodiversity.org.au/node/apni/2918844","Rotala tripartita","Lythraceae",,"Rotala tripartita","<a href=""https://id.biodiversity.org.au/node/apni/2918844"">https://id.biodiversity.org.au/node/apni/2918844</a>","Lythraceae","Endangered","Endangered","Rotala tripartita"
"Desmodium campylocaulon","https://id.biodiversity.org.au/node/apni/2920219","Desmodium campylocaulon","Fabaceae",,"Creeping Tick-trefoil","<a href=""https://id.biodiversity.org.au/node/apni/2920219"">https://id.biodiversity.org.au/node/apni/2920219</a>","Fabaceae","Endangered","Endangered","Desmodium campylocaulon"
"Correa baeuerlenii","https://id.biodiversity.org.au/node/apni/2897646","Correa baeuerlenii","Rutaceae",,"Chef's Cap Correa","<a href=""https://id.biodiversity.org.au/node/apni/2897646"">https://id.biodiversity.org.au/node/apni/2897646</a>","Rutaceae","Vulnerable","Vulnerable","Correa baeuerlenii"
"Swainsona recta","https://id.biodiversity.org.au/node/apni/2916272","Swainsona recta","Fabaceae",,"Small Purple-pea","<a href=""https://id.biodiversity.org.au/node/apni/2916272"">https://id.biodiversity.org.au/node/apni/2916272</a>","Fabaceae","Endangered","Endangered","Swainsona recta"
"Pomaderris paniculosa subsp. paniculosa","https://id.biodiversity.org.au/node/apni/2909208","Pomaderris paniculosa subsp. paniculosa","Rhamnaceae",,"Pomaderris paniculosa subsp. paniculosa","<a href=""https://id.biodiversity.org.au/node/apni/2909208"">https://id.biodiversity.org.au/node/apni/2909208</a>","Rhamnaceae","Presumed Extinct","Presumed Extinct","Pomaderris paniculosa subsp. paniculosa"
"Ipomoea diamantinensis","https://id.biodiversity.org.au/node/apni/2918411","Ipomoea diamantinensis","Convolvulaceae",,"Desert Cow-Vine","<a href=""https://id.biodiversity.org.au/node/apni/2918411"">https://id.biodiversity.org.au/node/apni/2918411</a>","Convolvulaceae","Endangered","Endangered","Ipomoea diamantinensis"
"Pultenaea parviflora","https://id.biodiversity.org.au/node/apni/2901006","Pultenaea parviflora","Fabaceae",,"Pultenaea parviflora","<a href=""https://id.biodiversity.org.au/node/apni/2901006"">https://id.biodiversity.org.au/node/apni/2901006</a>","Fabaceae","Endangered","Endangered","Pultenaea parviflora"
"Eucalyptus codonocarpa","https://id.biodiversity.org.au/node/apni/2893608","Eucalyptus codonocarpa","Myrtaceae",,"Border Mallee","<a href=""https://id.biodiversity.org.au/node/apni/2893608"">https://id.biodiversity.org.au/node/apni/2893608</a>","Myrtaceae","Endangered","Endangered","Eucalyptus microcodon"
"Ctenophorus mirrityana","urn:lsid:biodiversity.org.au:afd.taxon:408bb1f7-fdd3-4c36-98db-d2170d369d20","Ctenophorus mirrityana","Agamidae",,"Barrier Range Dragon","urn:lsid:biodiversity.org.au:afd.taxon:408bb1f7-fdd3-4c36-98db-d2170d369d20","Agamidae","Endangered","Endangered","Ctenophorus mirrityana"
"Zieria covenyi","https://id.biodiversity.org.au/node/apni/2896921","Zieria covenyi","Rutaceae",,"Coveny's Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2896921"">https://id.biodiversity.org.au/node/apni/2896921</a>","Rutaceae","Endangered","Endangered","Zieria covenyi"
"Pimelea cremnophila","https://id.biodiversity.org.au/node/apni/2889688","Pimelea cremnophila","Thymelaeaceae",,"Gorge Pimelea","<a href=""https://id.biodiversity.org.au/node/apni/2889688"">https://id.biodiversity.org.au/node/apni/2889688</a>","Thymelaeaceae","Critically Endangered","Critically Endangered","Pimelea cremnophila"
"Dysphania plantaginella","https://id.biodiversity.org.au/node/apni/2895787","Dysphania plantaginella","Chenopodiaceae",,"Dysphania plantaginella","<a href=""https://id.biodiversity.org.au/node/apni/2895787"">https://id.biodiversity.org.au/node/apni/2895787</a>","Chenopodiaceae","Endangered","Endangered","Dysphania plantaginella"
"Bertya sp. (Clouds Creek, M. Fatemi 4)","ALA_Bertya_sp_Clouds_Creek_M_Fatemi_4","Bertya sp. (Clouds Creek, M. Fatemi 4)",,,"Bertya sp. (Clouds Creek, M. Fatemi 4)","ALA_Bertya_sp_Clouds_Creek_M_Fatemi_4",,"Endangered","Endangered","Bertya sp. (Clouds Creek, M. Fatemi 4)"
"Notomys mitchellii","urn:lsid:biodiversity.org.au:afd.taxon:e570a40a-15fb-40d4-9429-c2a9417249b3","Notomys mitchellii","Muridae",,"Mitchell's Hopping-mouse","urn:lsid:biodiversity.org.au:afd.taxon:e570a40a-15fb-40d4-9429-c2a9417249b3","Muridae","Presumed Extinct","Presumed Extinct","Notomys mitchellii"
"Eucalyptus sp. Cattai","ALA_Eucalyptus_sp_Cattai","Eucalyptus sp. Cattai",,,"Eucalyptus sp. Cattai","ALA_Eucalyptus_sp_Cattai",,"Critically Endangered","Critically Endangered","Eucalyptus sp. Cattai"
"Senecio behrianus","https://id.biodiversity.org.au/node/apni/2898428","Senecio behrianus","Asteraceae",,"Senecio behrianus","<a href=""https://id.biodiversity.org.au/node/apni/2898428"">https://id.biodiversity.org.au/node/apni/2898428</a>","Asteraceae","Presumed Extinct","Presumed Extinct","Senecio behrianus"
"Synemon plana","urn:lsid:biodiversity.org.au:afd.taxon:a51dca29-50e7-49b4-ae35-5c35a9c4f854","Synemon plana","Castniidae",,"Golden Sun Moth","urn:lsid:biodiversity.org.au:afd.taxon:a51dca29-50e7-49b4-ae35-5c35a9c4f854","Castniidae","Endangered","Endangered","Synemon plana"
"Prasophyllum innubum","https://id.biodiversity.org.au/name/apni/204873","Prasophyllum innubum","Orchidaceae",,"Prasophyllum innubum","<a href=""https://id.biodiversity.org.au/name/apni/204873"">https://id.biodiversity.org.au/name/apni/204873</a>","Orchidaceae","Critically Endangered","Critically Endangered","Prasophyllum innubum"
"Nurus atlas","urn:lsid:biodiversity.org.au:afd.taxon:62fbc3a0-a018-4c99-a2e6-2c5b57522dfa","Nurus atlas","Carabidae",,"Atlas Rainforest Ground-beetle","urn:lsid:biodiversity.org.au:afd.taxon:62fbc3a0-a018-4c99-a2e6-2c5b57522dfa","Carabidae","Endangered","Endangered","Nurus atlas"
"Pimelea serpyllifolia subsp. serpyllifolia","https://id.biodiversity.org.au/node/apni/2910550","Pimelea serpyllifolia subsp. serpyllifolia","Thymelaeaceae",,"Thyme Rice-Flower","<a href=""https://id.biodiversity.org.au/node/apni/2910550"">https://id.biodiversity.org.au/node/apni/2910550</a>","Thymelaeaceae","Endangered","Endangered","Pimelea serpyllifolia subsp. serpyllifolia"
"Calyptorhynchus (Calyptorhynchus) banksii samueli","urn:lsid:biodiversity.org.au:afd.taxon:a6f12637-cbaf-47a2-9321-f71a0f9e59d3","Calyptorhynchus (Calyptorhynchus) banksii samueli","Cacatuidae",,"Red-tailed Black-Cockatoo (inland subspecies)","urn:lsid:biodiversity.org.au:afd.taxon:a6f12637-cbaf-47a2-9321-f71a0f9e59d3","Cacatuidae","Vulnerable","Vulnerable","Calyptorhynchus banksii samueli"
"Diuris arenaria","https://id.biodiversity.org.au/name/apni/135940","Diuris arenaria","Orchidaceae",,"Sand Doubletail","<a href=""https://id.biodiversity.org.au/name/apni/135940"">https://id.biodiversity.org.au/name/apni/135940</a>","Orchidaceae","Endangered","Endangered","Diuris arenaria"
