"Supplied Name","guid","scientificName","family","kingdom","vernacular name","guid","family","status","sourceStatus","Supplied  Name"
"Haematopus longirostris","urn:lsid:biodiversity.org.au:afd.taxon:36eaf641-c8fe-4e5b-a223-4d5e9eb01cc8","Haematopus longirostris","Haematopodidae",,"Pied Oystercatcher","urn:lsid:biodiversity.org.au:afd.taxon:36eaf641-c8fe-4e5b-a223-4d5e9eb01cc8","Haematopodidae","Endangered","Endangered","Haematopus longirostris"
"Falco (Hierofalco) hypoleucos","urn:lsid:biodiversity.org.au:afd.taxon:5c4c5947-83a6-4a42-b861-8c408cfed4e7","Falco (Hierofalco) hypoleucos","Falconidae",,"Grey Falcon","urn:lsid:biodiversity.org.au:afd.taxon:5c4c5947-83a6-4a42-b861-8c408cfed4e7","Falconidae","Endangered","Endangered","Falco hypoleucos"
"Zosterops strenuus","urn:lsid:biodiversity.org.au:afd.taxon:daebdef9-1fae-4851-a3ce-2f08a7efbb6f","Zosterops strenuus","Timaliidae",,"Robust White-eye","urn:lsid:biodiversity.org.au:afd.taxon:daebdef9-1fae-4851-a3ce-2f08a7efbb6f","Timaliidae","Presumed Extinct","Presumed Extinct","Zosterops strenuus"
"Caladenia arenaria","https://id.biodiversity.org.au/node/apni/2910924","Caladenia arenaria","Orchidaceae",,"Sand-hill Spider Orchid","<a href=""https://id.biodiversity.org.au/node/apni/2910924"">https://id.biodiversity.org.au/node/apni/2910924</a>","Orchidaceae","Endangered","Endangered","Caladenia arenaria"
"Acacia acrionastes","https://id.biodiversity.org.au/node/apni/2900521","Acacia acrionastes","Fabaceae",,"Pindari Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2900521"">https://id.biodiversity.org.au/node/apni/2900521</a>","Fabaceae","Endangered","Endangered","Acacia acrionastes"
"Lepidium pseudopapillosum","https://id.biodiversity.org.au/node/apni/2915140","Lepidium pseudopapillosum","Brassicaceae",,"Formbe Peppercress","<a href=""https://id.biodiversity.org.au/node/apni/2915140"">https://id.biodiversity.org.au/node/apni/2915140</a>","Brassicaceae","Endangered","Endangered","Lepidium pseudopapillosum"
"Zieria citriodora","https://id.biodiversity.org.au/node/apni/2921138","Zieria citriodora","Rutaceae",,"Lemon Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2921138"">https://id.biodiversity.org.au/node/apni/2921138</a>","Rutaceae","Endangered","Endangered","Zieria citriodora"
"Parvipsitta porphyrocephala","urn:lsid:biodiversity.org.au:afd.taxon:fb2711ca-71a0-478b-b6f3-2b4ded21bdec","Parvipsitta porphyrocephala","Psittacidae",,"Purple-crowned Lorikeet","urn:lsid:biodiversity.org.au:afd.taxon:fb2711ca-71a0-478b-b6f3-2b4ded21bdec","Psittacidae","Vulnerable","Vulnerable","Glossopsitta porphyrocephala"
"Nettapus (Cheniscus) coromandelianus","urn:lsid:biodiversity.org.au:afd.taxon:03229bdf-31a4-4ada-aeb8-076e461fd602","Nettapus (Cheniscus) coromandelianus","Anatidae",,"Cotton Pygmy-Goose","urn:lsid:biodiversity.org.au:afd.taxon:03229bdf-31a4-4ada-aeb8-076e461fd602","Anatidae","Endangered","Endangered","Nettapus coromandelianus"
"Thelymitra sp. Kangaloon (D.L.Jones 18108)","https://id.biodiversity.org.au/node/apni/2900381","Thelymitra sp. Kangaloon (D.L.Jones 18108)","Orchidaceae",,"Kangaloon Sun Orchid","<a href=""https://id.biodiversity.org.au/node/apni/2900381"">https://id.biodiversity.org.au/node/apni/2900381</a>","Orchidaceae","Critically Endangered","Critically Endangered","Thelymitra kangaloonica"
"Astrotricha cordata","https://id.biodiversity.org.au/node/apni/2906799","Astrotricha cordata","Araliaceae",,"Heart-leaved Star Hair","<a href=""https://id.biodiversity.org.au/node/apni/2906799"">https://id.biodiversity.org.au/node/apni/2906799</a>","Araliaceae","Endangered","Endangered","Astrotricha cordata"
"Bertya opponens","https://id.biodiversity.org.au/node/apni/2914143","Bertya opponens","Euphorbiaceae",,"Coolabah Bertya","<a href=""https://id.biodiversity.org.au/node/apni/2914143"">https://id.biodiversity.org.au/node/apni/2914143</a>","Euphorbiaceae","Vulnerable","Vulnerable","Bertya opponens"
"Endiandra floydii","https://id.biodiversity.org.au/node/apni/2905701","Endiandra floydii","Lauraceae",,"Crystal Creek Walnut","<a href=""https://id.biodiversity.org.au/node/apni/2905701"">https://id.biodiversity.org.au/node/apni/2905701</a>","Lauraceae","Endangered","Endangered","Endiandra floydii"
"Bertya sp. (Chambigne NR, M. Fatemi 24)","ALA_Bertya_sp_Chambigne_NR_M_Fatemi_24","Bertya sp. (Chambigne NR, M. Fatemi 24)",,,"Chambigne Bertya","ALA_Bertya_sp_Chambigne_NR_M_Fatemi_24",,"Endangered","Endangered","Bertya sp. (Chambigne NR, M. Fatemi 24)"
"Dodonaea stenozyga","https://id.biodiversity.org.au/node/apni/2887634","Dodonaea stenozyga","Sapindaceae",,"Desert Hopbush","<a href=""https://id.biodiversity.org.au/node/apni/2887634"">https://id.biodiversity.org.au/node/apni/2887634</a>","Sapindaceae","Critically Endangered","Critically Endangered","Dodonaea stenozyga"
"Genoplesium baueri","https://id.biodiversity.org.au/name/apni/66142","Genoplesium baueri","Orchidaceae",,"Bauer's Midge Orchid","<a href=""https://id.biodiversity.org.au/name/apni/66142"">https://id.biodiversity.org.au/name/apni/66142</a>","Orchidaceae","Endangered","Endangered","Genoplesium baueri"
"Grevillea kennedyana","https://id.biodiversity.org.au/node/apni/2902885","Grevillea kennedyana","Proteaceae",,"Flame Spider Flower","<a href=""https://id.biodiversity.org.au/node/apni/2902885"">https://id.biodiversity.org.au/node/apni/2902885</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea kennedyana"
"Grevillea parviflora subsp. supplicans","https://id.biodiversity.org.au/node/apni/2919430","Grevillea parviflora subsp. supplicans","Proteaceae",,"Grevillea parviflora subsp. supplicans","<a href=""https://id.biodiversity.org.au/node/apni/2919430"">https://id.biodiversity.org.au/node/apni/2919430</a>","Proteaceae","Endangered","Endangered","Grevillea parviflora subsp. supplicans"
"Pseudomys glaucus","urn:lsid:biodiversity.org.au:afd.taxon:d9e4ea2b-3957-44ef-b757-eea038e78f3a","Pseudomys glaucus","Muridae",,"Blue-grey Mouse","urn:lsid:biodiversity.org.au:afd.taxon:d9e4ea2b-3957-44ef-b757-eea038e78f3a","Muridae","Presumed Extinct","Presumed Extinct","Pseudomys glaucus"
"Threlkeldia inchoata","https://id.biodiversity.org.au/node/apni/2917662","Threlkeldia inchoata","Chenopodiaceae",,"Tall Bonefruit","<a href=""https://id.biodiversity.org.au/node/apni/2917662"">https://id.biodiversity.org.au/node/apni/2917662</a>","Chenopodiaceae","Endangered","Endangered","Threlkeldia inchoata"
"Leporillus conditor","urn:lsid:biodiversity.org.au:afd.taxon:5ebc59f2-02c2-41b2-918b-fcc7aa9ddaae","Leporillus conditor","Muridae",,"Greater Stick-nest Rat","urn:lsid:biodiversity.org.au:afd.taxon:5ebc59f2-02c2-41b2-918b-fcc7aa9ddaae","Muridae","Presumed Extinct","Presumed Extinct","Leporillus conditor"
"Coracina (Paragraucalus) lineata","urn:lsid:biodiversity.org.au:afd.taxon:4634c6ac-56df-4b9f-870f-c83bd008a933","Coracina (Paragraucalus) lineata","Campephagidae",,"Barred Cuckoo-shrike","urn:lsid:biodiversity.org.au:afd.taxon:4634c6ac-56df-4b9f-870f-c83bd008a933","Campephagidae","Vulnerable","Vulnerable","Coracina lineata"
"Zannichellia palustris","https://id.biodiversity.org.au/node/apni/2906840","Zannichellia palustris","Potamogetonaceae",,"Zannichellia palustris","<a href=""https://id.biodiversity.org.au/node/apni/2906840"">https://id.biodiversity.org.au/node/apni/2906840</a>","Potamogetonaceae","Endangered","Endangered","Zannichellia palustris"
"Corunastylis sp. Charmhaven (NSW896673)","ALA_Corunastylis_sp_Charmhaven_NSW896673","Corunastylis sp. Charmhaven (NSW896673)",,,"Corunastylis sp. Charmhaven (NSW896673)","ALA_Corunastylis_sp_Charmhaven_NSW896673",,"Critically Endangered","Critically Endangered","Corunastylis sp. Charmhaven (NSW896673)"
"Diuris ochroma","https://id.biodiversity.org.au/node/apni/2914029","Diuris ochroma","Orchidaceae",,"Pale Golden Moths","<a href=""https://id.biodiversity.org.au/node/apni/2914029"">https://id.biodiversity.org.au/node/apni/2914029</a>","Orchidaceae","Endangered","Endangered","Diuris ochroma"
"Polygala linariifolia","https://id.biodiversity.org.au/node/apni/2905798","Polygala linariifolia","Polygalaceae",,"Native Milkwort","<a href=""https://id.biodiversity.org.au/node/apni/2905798"">https://id.biodiversity.org.au/node/apni/2905798</a>","Polygalaceae","Endangered","Endangered","Polygala linariifolia"
"Dugong dugon","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugongidae",,"Dugong","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugongidae","Endangered","Endangered","Dugong dugon"
"Wollumbinia purvisi","urn:lsid:biodiversity.org.au:afd.taxon:f6a3a2b1-ff9d-4e2e-b887-79b4b3fd1e43","Wollumbinia purvisi","Chelidae",,"Manning River Helmeted Turtle","urn:lsid:biodiversity.org.au:afd.taxon:f6a3a2b1-ff9d-4e2e-b887-79b4b3fd1e43","Chelidae","Endangered","Endangered","Myuchelys purvisi"
"Mitrasacme pygmaea","https://id.biodiversity.org.au/node/apni/2889363","Mitrasacme pygmaea","Loganiaceae",,"Pygmy Bishop's Hat","<a href=""https://id.biodiversity.org.au/node/apni/2889363"">https://id.biodiversity.org.au/node/apni/2889363</a>","Loganiaceae","Endangered","Endangered","Mitrasacme pygmaea"
"Cyperus rupicola","https://id.biodiversity.org.au/node/apni/2903994","Cyperus rupicola","Cyperaceae",,"Cliff Sedge","<a href=""https://id.biodiversity.org.au/node/apni/2903994"">https://id.biodiversity.org.au/node/apni/2903994</a>","Cyperaceae","Vulnerable","Vulnerable","Cyperus rupicola"
"Solanum amourense","ALA_Solanum_amourense","Solanum amourense",,,"Solanum amourense","ALA_Solanum_amourense",,"Endangered","Endangered","Solanum amourense"
"Cyclodomorphus venustus","urn:lsid:biodiversity.org.au:afd.taxon:a7c52730-41b4-42fd-87ca-f6a120e9f786","Cyclodomorphus venustus","Scincidae",,"Cyclodomorphus venustus","urn:lsid:biodiversity.org.au:afd.taxon:a7c52730-41b4-42fd-87ca-f6a120e9f786","Scincidae","Endangered","Endangered","Cyclodomorphus venustus"
"Litoria verreauxii alpina","urn:lsid:biodiversity.org.au:afd.taxon:2f901548-a9df-4f55-8c60-158967314703","Litoria verreauxii alpina","Hylidae",,"Alpine Tree Frog","urn:lsid:biodiversity.org.au:afd.taxon:2f901548-a9df-4f55-8c60-158967314703","Hylidae","Endangered","Endangered","Litoria verreauxii alpina"
"Petalura litorea","urn:lsid:biodiversity.org.au:afd.taxon:84e4a238-2495-4abb-93c1-bd15d4e555d1","Petalura litorea","Petaluridae",,"Coastal Petaltail","urn:lsid:biodiversity.org.au:afd.taxon:84e4a238-2495-4abb-93c1-bd15d4e555d1","Petaluridae","Endangered","Endangered","Petalura litorea"
"Pseudonaja modesta","urn:lsid:biodiversity.org.au:afd.taxon:386b5d37-8b8b-4217-9d92-b49a524aa0a9","Pseudonaja modesta","Elapidae",,"Ringed Brown Snake","urn:lsid:biodiversity.org.au:afd.taxon:386b5d37-8b8b-4217-9d92-b49a524aa0a9","Elapidae","Endangered","Endangered","Pseudonaja modesta"
"Tylophora woollsii","https://id.biodiversity.org.au/node/apni/2901871","Tylophora woollsii","Apocynaceae",,"Cryptic Forest Twiner","<a href=""https://id.biodiversity.org.au/node/apni/2901871"">https://id.biodiversity.org.au/node/apni/2901871</a>","Apocynaceae","Endangered","Endangered","Tylophora woollsii"
"Grevillea wilkinsonii","https://id.biodiversity.org.au/node/apni/2905624","Grevillea wilkinsonii","Proteaceae",,"Tumut Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2905624"">https://id.biodiversity.org.au/node/apni/2905624</a>","Proteaceae","Endangered","Endangered","Grevillea wilkinsonii"
"Grevillea parviflora subsp. parviflora","https://id.biodiversity.org.au/node/apni/2906703","Grevillea parviflora subsp. parviflora","Proteaceae",,"Small-flower Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2906703"">https://id.biodiversity.org.au/node/apni/2906703</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea parviflora subsp. parviflora"
"Ardeotis australis","urn:lsid:biodiversity.org.au:afd.taxon:3a0e99fe-fe4d-4be0-a748-8d09e4bcdb98","Ardeotis australis","Otididae",,"Australian Bustard","urn:lsid:biodiversity.org.au:afd.taxon:3a0e99fe-fe4d-4be0-a748-8d09e4bcdb98","Otididae","Endangered","Endangered","Ardeotis australis"
"Dichanthium setosum","https://id.biodiversity.org.au/node/apni/2905357","Dichanthium setosum","Poaceae",,"Bluegrass","<a href=""https://id.biodiversity.org.au/node/apni/2905357"">https://id.biodiversity.org.au/node/apni/2905357</a>","Poaceae","Vulnerable","Vulnerable","Dichanthium setosum"
"Harnieria hygrophiloides","https://id.biodiversity.org.au/node/apni/2893898","Harnieria hygrophiloides","Acanthaceae",,"Harnieria hygrophiloides","<a href=""https://id.biodiversity.org.au/node/apni/2893898"">https://id.biodiversity.org.au/node/apni/2893898</a>","Acanthaceae","Endangered","Endangered","Harnieria hygrophiloides"
"Wilsonia rotundifolia","https://id.biodiversity.org.au/node/apni/2918079","Wilsonia rotundifolia","Convolvulaceae",,"Round-leafed Wilsonia","<a href=""https://id.biodiversity.org.au/node/apni/2918079"">https://id.biodiversity.org.au/node/apni/2918079</a>","Convolvulaceae","Endangered","Endangered","Wilsonia rotundifolia"
"Diospyros yandina","https://id.biodiversity.org.au/taxon/apni/51300810","Diospyros yandina","Ebenaceae",,"Shiny-leaved Ebony","<a href=""https://id.biodiversity.org.au/taxon/apni/51300810"">https://id.biodiversity.org.au/taxon/apni/51300810</a>","Ebenaceae","Endangered","Endangered","Diospyros yandina"
"Micromyrtus minutiflora","https://id.biodiversity.org.au/node/apni/2914563","Micromyrtus minutiflora","Myrtaceae",,"Micromyrtus minutiflora","<a href=""https://id.biodiversity.org.au/node/apni/2914563"">https://id.biodiversity.org.au/node/apni/2914563</a>","Myrtaceae","Endangered","Endangered","Micromyrtus minutiflora"
"Euphrasia bowdeniae","https://id.biodiversity.org.au/node/apni/2893703","Euphrasia bowdeniae","Scrophulariaceae",,"Euphrasia bowdeniae","<a href=""https://id.biodiversity.org.au/node/apni/2893703"">https://id.biodiversity.org.au/node/apni/2893703</a>","Scrophulariaceae","Vulnerable","Vulnerable","Euphrasia bowdeniae"
"Pseudomys desertor","urn:lsid:biodiversity.org.au:afd.taxon:63adcf86-8158-462f-a6f6-6e37456360e2","Pseudomys desertor","Muridae",,"Desert Mouse","urn:lsid:biodiversity.org.au:afd.taxon:63adcf86-8158-462f-a6f6-6e37456360e2","Muridae","Critically Endangered","Critically Endangered","Pseudomys desertor"
"Asterolasia buxifolia","https://id.biodiversity.org.au/node/apni/2920723","Asterolasia buxifolia","Rutaceae",,"Asterolasia buxifolia","<a href=""https://id.biodiversity.org.au/node/apni/2920723"">https://id.biodiversity.org.au/node/apni/2920723</a>","Rutaceae","Endangered","Endangered","Asterolasia buxifolia"
"Deyeuxia appressa","https://id.biodiversity.org.au/node/apni/2913931","Deyeuxia appressa","Poaceae",,"Deyeuxia appressa","<a href=""https://id.biodiversity.org.au/node/apni/2913931"">https://id.biodiversity.org.au/node/apni/2913931</a>","Poaceae","Endangered","Endangered","Deyeuxia appressa"
"Grammitis stenophylla","https://id.biodiversity.org.au/node/apni/2894545","Grammitis stenophylla","Polypodiaceae",,"Narrow-leaf Finger Fern","<a href=""https://id.biodiversity.org.au/node/apni/2894545"">https://id.biodiversity.org.au/node/apni/2894545</a>","Polypodiaceae","Endangered","Endangered","Grammitis stenophylla"
"Pseudanthus ovalifolius","https://id.biodiversity.org.au/node/apni/2911852","Pseudanthus ovalifolius","Euphorbiaceae",,"Oval-leafed Pseudanthus","<a href=""https://id.biodiversity.org.au/node/apni/2911852"">https://id.biodiversity.org.au/node/apni/2911852</a>","Euphorbiaceae","Endangered","Endangered","Pseudanthus ovalifolius"
"Potorous longipes","urn:lsid:biodiversity.org.au:afd.taxon:1e94a0cb-f71e-472f-9d04-20cbe393fae2","Potorous longipes","Potoroidae",,"Long-footed Potoroo","urn:lsid:biodiversity.org.au:afd.taxon:1e94a0cb-f71e-472f-9d04-20cbe393fae2","Potoroidae","Critically Endangered","Critically Endangered","Potorous longipes"
"Calotis pubescens","https://id.biodiversity.org.au/node/apni/2909498","Calotis pubescens","Asteraceae",,"Max Mueller's Burr-daisy","<a href=""https://id.biodiversity.org.au/node/apni/2909498"">https://id.biodiversity.org.au/node/apni/2909498</a>","Asteraceae","Endangered","Endangered","Calotis pubescens"
"Eucalyptus pachycalyx subsp. banyabba","https://id.biodiversity.org.au/node/apni/6810160","Eucalyptus pachycalyx subsp. banyabba","Myrtaceae",,"Banyabba Shiny-barked Gum","<a href=""https://id.biodiversity.org.au/node/apni/6810160"">https://id.biodiversity.org.au/node/apni/6810160</a>","Myrtaceae","Endangered","Endangered","Eucalyptus pachycalyx subsp. banyabba"
"Grevillea banyabba","https://id.biodiversity.org.au/node/apni/2898836","Grevillea banyabba","Proteaceae",,"Banyabba Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2898836"">https://id.biodiversity.org.au/node/apni/2898836</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea banyabba"
"Lathamus discolor","urn:lsid:biodiversity.org.au:afd.taxon:3f12e573-a7b7-45e7-a6e4-aeae9bc3a9ed","Lathamus discolor","Psittacidae",,"Swift Parrot","urn:lsid:biodiversity.org.au:afd.taxon:3f12e573-a7b7-45e7-a6e4-aeae9bc3a9ed","Psittacidae","Endangered","Endangered","Lathamus discolor"
"Leucopogon confertus","https://id.biodiversity.org.au/node/apni/2895126","Leucopogon confertus","Ericaceae",,"Torrington Beard-heath","<a href=""https://id.biodiversity.org.au/node/apni/2895126"">https://id.biodiversity.org.au/node/apni/2895126</a>","Ericaceae","Endangered","Endangered","Leucopogon confertus"
"Thersites mitchellae","urn:lsid:biodiversity.org.au:afd.taxon:8cc2b055-c4b9-4ca1-b5b2-0ef84c62a581","Thersites mitchellae","Camaenidae",,"Mitchell's Rainforest Snail","urn:lsid:biodiversity.org.au:afd.taxon:8cc2b055-c4b9-4ca1-b5b2-0ef84c62a581","Camaenidae","Endangered","Endangered","Thersites mitchellae"
"Pultenaea sp. Olinda","ALA_Pultenaea_sp_Olinda","Pultenaea sp. Olinda",,,"Pultenaea sp. Olinda","ALA_Pultenaea_sp_Olinda",,"Endangered","Endangered","Pultenaea sp. Olinda"
"Caladenia rosella","https://id.biodiversity.org.au/node/apni/2894212","Caladenia rosella","Orchidaceae",,"Rosella Spider Orchid","<a href=""https://id.biodiversity.org.au/node/apni/2894212"">https://id.biodiversity.org.au/node/apni/2894212</a>","Orchidaceae","Presumed Extinct","Presumed Extinct","Caladenia rosella"
"Acacia baueri subsp. aspera","https://id.biodiversity.org.au/node/apni/2892219","Acacia baueri subsp. aspera","Fabaceae",,"Acacia baueri subsp. aspera","<a href=""https://id.biodiversity.org.au/node/apni/2892219"">https://id.biodiversity.org.au/node/apni/2892219</a>","Fabaceae","Vulnerable","Vulnerable","Acacia baueri subsp. aspera"
"Jalmenus eubulus","urn:lsid:biodiversity.org.au:afd.taxon:2da9c823-15f0-43de-8ebc-0f20dacbfa61","Jalmenus eubulus","Lycaenidae",,"Pale Imperial Hairstreak","urn:lsid:biodiversity.org.au:afd.taxon:2da9c823-15f0-43de-8ebc-0f20dacbfa61","Lycaenidae","Critically Endangered","Critically Endangered","Jalmenus eubulus"
"Eucalyptus leucoxylon subsp. pruinosa","https://id.biodiversity.org.au/node/apni/2908258","Eucalyptus leucoxylon subsp. pruinosa","Myrtaceae",,"Yellow Gum","<a href=""https://id.biodiversity.org.au/node/apni/2908258"">https://id.biodiversity.org.au/node/apni/2908258</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus leucoxylon subsp. pruinosa"
"Pseudomys oralis","urn:lsid:biodiversity.org.au:afd.taxon:90d9427a-e91d-433b-982c-760f40d71d3e","Pseudomys oralis","Muridae",,"Hastings River Mouse","urn:lsid:biodiversity.org.au:afd.taxon:90d9427a-e91d-433b-982c-760f40d71d3e","Muridae","Endangered","Endangered","Pseudomys oralis"
"Acacia meiantha","https://id.biodiversity.org.au/node/apni/2888344","Acacia meiantha","Fabaceae",,"Acacia meiantha","<a href=""https://id.biodiversity.org.au/node/apni/2888344"">https://id.biodiversity.org.au/node/apni/2888344</a>","Fabaceae","Endangered","Endangered","Acacia meiantha"
"Grevillea juniperina subsp. juniperina","https://id.biodiversity.org.au/node/apni/2906394","Grevillea juniperina subsp. juniperina","Proteaceae",,"Juniper-leaved Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2906394"">https://id.biodiversity.org.au/node/apni/2906394</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea juniperina subsp. juniperina"
"Calochilus pulchellus","https://id.biodiversity.org.au/name/apni/205215","Calochilus pulchellus","Orchidaceae",,"Pretty Beard Orchid","<a href=""https://id.biodiversity.org.au/name/apni/205215"">https://id.biodiversity.org.au/name/apni/205215</a>","Orchidaceae","Endangered","Endangered","Calochilus pulchellus"
"Pseudomys delicatulus","urn:lsid:biodiversity.org.au:afd.taxon:de366bd1-f4d4-4904-a1a9-11a452ec812c","Pseudomys delicatulus","Muridae",,"Delicate Mouse","urn:lsid:biodiversity.org.au:afd.taxon:de366bd1-f4d4-4904-a1a9-11a452ec812c","Muridae","Endangered","Endangered","Pseudomys delicatulus"
"Prostanthera askania","https://id.biodiversity.org.au/node/apni/2887797","Prostanthera askania","Lamiaceae",,"Tranquility Mintbush","<a href=""https://id.biodiversity.org.au/node/apni/2887797"">https://id.biodiversity.org.au/node/apni/2887797</a>","Lamiaceae","Endangered","Endangered","Prostanthera askania"
"Circus assimilis","urn:lsid:biodiversity.org.au:afd.taxon:75801261-975f-436f-b1c7-d395a06dc067","Circus assimilis","Accipitridae",,"Spotted Harrier","urn:lsid:biodiversity.org.au:afd.taxon:75801261-975f-436f-b1c7-d395a06dc067","Accipitridae","Vulnerable","Vulnerable","Circus assimilis"
"Endiandra muelleri subsp. bracteata","https://id.biodiversity.org.au/node/apni/2915492","Endiandra muelleri subsp. bracteata","Lauraceae",,"Green-leaved Rose Walnut","<a href=""https://id.biodiversity.org.au/node/apni/2915492"">https://id.biodiversity.org.au/node/apni/2915492</a>","Lauraceae","Endangered","Endangered","Endiandra muelleri subsp. bracteata"
"Solanum limitare","https://id.biodiversity.org.au/node/apni/2902706","Solanum limitare","Solanaceae",,"Border Ranges Nightshade","<a href=""https://id.biodiversity.org.au/node/apni/2902706"">https://id.biodiversity.org.au/node/apni/2902706</a>","Solanaceae","Endangered","Endangered","Solanum limitare"
"Crinia tinnula","urn:lsid:biodiversity.org.au:afd.taxon:a101af4a-1dd1-4134-bfb6-3030d204407b","Crinia tinnula","Myobatrachidae",,"Wallum Froglet","urn:lsid:biodiversity.org.au:afd.taxon:a101af4a-1dd1-4134-bfb6-3030d204407b","Myobatrachidae","Vulnerable","Vulnerable","Crinia tinnula"
"Dodonaea procumbens","https://id.biodiversity.org.au/node/apni/2903899","Dodonaea procumbens","Sapindaceae",,"Creeping Hop-bush","<a href=""https://id.biodiversity.org.au/node/apni/2903899"">https://id.biodiversity.org.au/node/apni/2903899</a>","Sapindaceae","Vulnerable","Vulnerable","Dodonaea procumbens"
"Phyllanthus maderaspatensis","https://id.biodiversity.org.au/node/apni/2919355","Phyllanthus maderaspatensis","Phyllanthaceae",,"Phyllanthus maderaspatensis","<a href=""https://id.biodiversity.org.au/node/apni/2919355"">https://id.biodiversity.org.au/node/apni/2919355</a>","Phyllanthaceae","Endangered","Endangered","Phyllanthus maderaspatensis"
"Zieria involucrata","https://id.biodiversity.org.au/node/apni/2888006","Zieria involucrata","Rutaceae",,"Zieria involucrata","<a href=""https://id.biodiversity.org.au/node/apni/2888006"">https://id.biodiversity.org.au/node/apni/2888006</a>","Rutaceae","Endangered","Endangered","Zieria involucrata"
"Wollemia nobilis","https://id.biodiversity.org.au/node/apni/2899238","Wollemia nobilis","Araucariaceae",,"Wollemi Pine","<a href=""https://id.biodiversity.org.au/node/apni/2899238"">https://id.biodiversity.org.au/node/apni/2899238</a>","Araucariaceae","Critically Endangered","Critically Endangered","Wollemia nobilis"
"Corokia whiteana","https://id.biodiversity.org.au/node/apni/2889568","Corokia whiteana","Argophyllaceae",,"Corokia","<a href=""https://id.biodiversity.org.au/node/apni/2889568"">https://id.biodiversity.org.au/node/apni/2889568</a>","Argophyllaceae","Vulnerable","Vulnerable","Corokia whiteana"
"Eleocharis tetraquetra","https://id.biodiversity.org.au/node/apni/2899110","Eleocharis tetraquetra","Cyperaceae",,"Square-stemmed Spike-rush","<a href=""https://id.biodiversity.org.au/node/apni/2899110"">https://id.biodiversity.org.au/node/apni/2899110</a>","Cyperaceae","Endangered","Endangered","Eleocharis tetraquetra"
"Eucalyptus radiata subsp. robertsonii","https://id.biodiversity.org.au/node/apni/2914783","Eucalyptus radiata subsp. robertsonii","Myrtaceae",,"Robertson's Peppermint","<a href=""https://id.biodiversity.org.au/node/apni/2914783"">https://id.biodiversity.org.au/node/apni/2914783</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus robertsonii subsp. hemisphaerica"
"Neochmia (Neochmia) ruficauda","urn:lsid:biodiversity.org.au:afd.taxon:5acc3a7b-c063-4e57-b7bf-96ead9f192d9","Neochmia (Neochmia) ruficauda","Estrildidae",,"Star Finch","urn:lsid:biodiversity.org.au:afd.taxon:5acc3a7b-c063-4e57-b7bf-96ead9f192d9","Estrildidae","Presumed Extinct","Presumed Extinct","Neochmia ruficauda"
"Antechinomys laniger","urn:lsid:biodiversity.org.au:afd.taxon:f26069f0-f03b-4383-819a-94c3f5852adc","Antechinomys laniger","Dasyuridae",,"Kultarr","urn:lsid:biodiversity.org.au:afd.taxon:f26069f0-f03b-4383-819a-94c3f5852adc","Dasyuridae","Endangered","Endangered","Antechinomys laniger"
"Grevillea scortechinii subsp. sarmentosa","https://id.biodiversity.org.au/node/apni/2893875","Grevillea scortechinii subsp. sarmentosa","Proteaceae",,"Backwater Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2893875"">https://id.biodiversity.org.au/node/apni/2893875</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea scortechinii subsp. sarmentosa"
"Allocasuarina glareicola","https://id.biodiversity.org.au/node/apni/2904212","Allocasuarina glareicola","Casuarinaceae",,"Allocasuarina glareicola","<a href=""https://id.biodiversity.org.au/node/apni/2904212"">https://id.biodiversity.org.au/node/apni/2904212</a>","Casuarinaceae","Endangered","Endangered","Allocasuarina glareicola"
"Anomalopus mackayi","urn:lsid:biodiversity.org.au:afd.taxon:a519ba91-5523-4975-9d78-5f3de155f467","Anomalopus mackayi","Scincidae",,"Five-clawed Worm-skink","urn:lsid:biodiversity.org.au:afd.taxon:a519ba91-5523-4975-9d78-5f3de155f467","Scincidae","Endangered","Endangered","Anomalopus mackayi"
"Grevillea masonii","https://id.biodiversity.org.au/node/apni/2913810","Grevillea masonii","Proteaceae",,"Mason's Grevillea","<a href=""https://id.biodiversity.org.au/node/apni/2913810"">https://id.biodiversity.org.au/node/apni/2913810</a>","Proteaceae","Endangered","Endangered","Grevillea masonii"
