Taxon_Name,Status,Authority,Taxon_Geoprivacy,taxon_id,wildnetID,Description,url,iNaturalist_Place_ID,Username
Dipodium ensifolium,Special least concern,Qld Department of Environment and Science,obscured,829442,12846,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12846,7308,peggydnew
Dipodium pandanum,Endangered,Qld Department of Environment and Science,obscured,829451,5029,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=5029,7308,peggydnew
Dipteris conjugata,Near Threatened,Qld Department of Environment and Science,obscured,130823,12034,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12034,7308,peggydnew
Diuris,,Qld Department of Environment and Science,obscured,83523,12798,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12798,7308,peggydnew
Dockrillia,,Qld Department of Environment and Science,obscured,882428,20626,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20626,7308,peggydnew
Drosera,,Qld Department of Environment and Science,obscured,51935,17351,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=17351,7308,peggydnew
Drosera,,Qld Department of Environment and Science,obscured,1064188,17351,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=17351,7308,peggydnew
Drosera,,Qld Department of Environment and Science,obscured,1064197,17351,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=17351,7308,peggydnew
Dryopteris hasseltii,Near Threatened,Qld Department of Environment and Science,obscured,465680,10282,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=10282,7308,peggydnew
Elaphoglossum callifolium,Near Threatened,Qld Department of Environment and Science,obscured,707113,9860,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9860,7308,peggydnew
Emydura macquarii emmotti,Least concern,Qld Department of Environment and Science,obscured,39639,27777,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=27777,7308,peggydnew
Epidendrum,,Qld Department of Environment and Science,obscured,54884,20683,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20683,7308,peggydnew
Epipogium roseum,Special least concern,Qld Department of Environment and Science,obscured,534399,12800,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12800,7308,peggydnew
Epthianura crocea crocea,Vulnerable,Qld Department of Environment and Science,obscured,723365,22458,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=22458,7308,peggydnew
Eria,,Qld Department of Environment and Science,obscured,50250,20689,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20689,7308,peggydnew
Eriochilus,,Qld Department of Environment and Science,obscured,148235,12802,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12802,7308,peggydnew
Erythrorchis,Least concern,Qld Department of Environment and Science,obscured,140706,20698,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20698,7308,peggydnew
Erythrura trichroa,Near Threatened,Qld Department of Environment and Science,obscured,13943,1378,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1378,7308,peggydnew
Euastacus eungella,Endangered,Qld Department of Environment and Science,obscured,100625,33591,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33591,7308,peggydnew
Euastacus hystricosus,Endangered,Qld Department of Environment and Science,obscured,100633,33593,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33593,7308,peggydnew
Euastacus robertsi,Endangered,Qld Department of Environment and Science,obscured,100647,33597,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33597,7308,peggydnew
Eulophia graminea,,Qld Department of Environment and Science,obscured,427629,35945,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=35945,7308,peggydnew
Falco hypoleucos,Vulnerable,Qld Department of Environment and Science,obscured,4642,1705,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1705,7308,peggydnew
Flickingeria,,Qld Department of Environment and Science,obscured,882560,20729,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20729,7308,peggydnew
Gastrodia,,Qld Department of Environment and Science,obscured,140645,20750,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20750,7308,peggydnew
Geodorum,Least concern,Qld Department of Environment and Science,obscured,140659,20762,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20762,7308,peggydnew
Glossodia,Least concern,Qld Department of Environment and Science,obscured,83358,20775,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20775,7308,peggydnew
Grastidium,Least concern,Qld Department of Environment and Science,obscured,882558,20793,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20793,7308,peggydnew
Habenaria,,Qld Department of Environment and Science,obscured,50737,12817,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12817,7308,peggydnew
Habenaria chlorosepala,Endangered,Qld Department of Environment and Science,obscured,1338283,21844,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21844,7308,peggydnew
Habenaria elongata,Special least concern,Qld Department of Environment and Science,obscured,1229065,12812,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12812,7308,peggydnew
Habenaria euryloba,Vulnerable,Qld Department of Environment and Science,obscured,1338223,29234,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=29234,7308,peggydnew
Habenaria exilis,Endangered,Qld Department of Environment and Science,obscured,1338222,21845,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21845,7308,peggydnew
Habenaria ferdinandi,,Qld Department of Environment and Science,obscured,369288,13211,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13211,7308,peggydnew
Habenaria fuscina,Vulnerable,Qld Department of Environment and Science,obscured,1338226,31654,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31654,7308,peggydnew
Habenaria harroldii,Endangered,Qld Department of Environment and Science,obscured,1338279,19331,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=19331,7308,peggydnew
Habenaria hymenophylla,Near Threatened,Qld Department of Environment and Science,obscured,1338281,12814,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12814,7308,peggydnew
Habenaria macraithii,Endangered,Qld Department of Environment and Science,obscured,1338224,9580,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9580,7308,peggydnew
Habenaria praecox,Special least concern,Qld Department of Environment and Science,obscured,1338285,18422,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18422,7308,peggydnew
Habenaria propinquior,Special least concern,Qld Department of Environment and Science,obscured,369289,9015,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9015,7308,peggydnew
Habenaria rumphii,Near Threatened,Qld Department of Environment and Science,obscured,1044347,12813,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12813,7308,peggydnew
Habenaria vatia,Vulnerable,Qld Department of Environment and Science,obscured,1338286,33887,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33887,7308,peggydnew
Haplopteris dareicarpa,Extinct in the wild,Qld Department of Environment and Science,obscured,1003017,41200,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41200,7308,peggydnew
Hymenophyllum eboracense,Vulnerable,Qld Department of Environment and Science,obscured,1002710,13884,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13884,7308,peggydnew
Hymenophyllum gracilescens,Vulnerable,Qld Department of Environment and Science,obscured,1002839,12052,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12052,7308,peggydnew
Hymenophyllum kerianum,Vulnerable,Qld Department of Environment and Science,obscured,1002855,13885,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13885,7308,peggydnew
Hymenophyllum lobbii,Extinct in the wild,Qld Department of Environment and Science,obscured,924199,12047,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12047,7308,peggydnew
Hymenophyllum pallidum,Near Threatened,Qld Department of Environment and Science,obscured,142797,33348,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33348,7308,peggydnew
Hymenophyllum reinwardtii,Critically Endangered,Qld Department of Environment and Science,obscured,866713,41411,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41411,7308,peggydnew
Hymenophyllum whitei,Critically Endangered,Qld Department of Environment and Science,obscured,1002188,13883,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13883,7308,peggydnew
Lastreopsis dissecta,Near Threatened,Qld Department of Environment and Science,obscured,986279,36593,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36593,7308,peggydnew
Lastreopsis walleri,Vulnerable,Qld Department of Environment and Science,obscured,986297,9868,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9868,7308,peggydnew
Lemmaphyllum accedens,Extinct in the wild,Qld Department of Environment and Science,obscured,932921,11649,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=11649,7308,peggydnew
Lepidozamia,Least concern,Qld Department of Environment and Science,obscured,129816,20973,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=20973,7308,peggydnew
Lindsaea terrae-reginae,Endangered,Qld Department of Environment and Science,obscured,1002314,12058,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12058,7308,peggydnew
Liparis,,Qld Department of Environment and Science,obscured,83159,12775,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12775,7308,peggydnew
Liparis,,Qld Department of Environment and Science,obscured,157721,12775,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12775,7308,peggydnew
Lyperanthus,Least concern,Qld Department of Environment and Science,obscured,354028,21019,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21019,7308,peggydnew
Macadamia jansenii,Critically Endangered,Qld Department of Environment and Science,obscured,1032819,8185,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=8185,7308,peggydnew
Macrozamia,,Qld Department of Environment and Science,obscured,129824,12011,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12011,7308,peggydnew
Micropera fasciculata,Special least concern,Qld Department of Environment and Science,obscured,939541,13287,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13287,7308,peggydnew
Microsorum membranifolium,Near Threatened,Qld Department of Environment and Science,obscured,425962,16625,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16625,7308,peggydnew
Microtis,,Qld Department of Environment and Science,obscured,354029,14404,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=14404,7308,peggydnew
Microtis parviflora,Special least concern,Qld Department of Environment and Science,obscured,403938,16629,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16629,7308,peggydnew
Mobilabium hamatum,Special least concern,Qld Department of Environment and Science,obscured,1129486,12783,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12783,7308,peggydnew
Myrmecodia platytyrea antoinii,Special least concern,Qld Department of Environment and Science,obscured,505888,16610,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16610,7308,peggydnew
Neochmia phaeton evangelinae,Endangered,Qld Department of Environment and Science,obscured,638264,1370,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1370,7308,peggydnew
Nepenthes,Least concern,Qld Department of Environment and Science,obscured,52646,16623,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16623,7308,peggydnew
Nepenthes parvula,Special least concern,Qld Department of Environment and Science,obscured,1078704,36037,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36037,7308,peggydnew
Nepenthes rowanae,Least concern,Qld Department of Environment and Science,obscured,912132,40144,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=40144,7308,peggydnew
Oberonia,,Qld Department of Environment and Science,obscured,140567,21157,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21157,7308,peggydnew
Octarrhena,,Qld Department of Environment and Science,obscured,142474,21161,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21161,7308,peggydnew
Orchidaceae,,Qld Department of Environment and Science,obscured,47217,18070,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18070,7308,peggydnew
Orthoceras,,Qld Department of Environment and Science,obscured,55676,21191,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21191,7308,peggydnew
Pachycephala olivacea,Least concern,Qld Department of Environment and Science,obscured,7916,1435,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1435,7308,peggydnew
Parapolystichum grayi,Vulnerable,Qld Department of Environment and Science,obscured,986403,41599,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41599,7308,peggydnew
Parapolystichum tinarooense,Vulnerable,Qld Department of Environment and Science,obscured,986407,41598,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41598,7308,peggydnew
Peristylus banfieldii,Endangered,Qld Department of Environment and Science,obscured,1234435,10469,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=10469,7308,peggydnew
Phlegmariurus,,Qld Department of Environment and Science,obscured,180575,40994,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=40994,7308,peggydnew
Phlegmariurus creber,Critically Endangered,Qld Department of Environment and Science,obscured,1115938,36500,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36500,7308,peggydnew
Phlegmariurus delbrueckii,Vulnerable,Qld Department of Environment and Science,obscured,957762,36497,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36497,7308,peggydnew
Phlegmariurus harmsii,Special least concern,Qld Department of Environment and Science,obscured,1116437,40988,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=40988,7308,peggydnew
Phlegmariurus ledermannii,Vulnerable,Qld Department of Environment and Science,obscured,1117894,40992,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=40992,7308,peggydnew
Phlegmariurus lockyeri,Vulnerable,Qld Department of Environment and Science,obscured,1117910,34766,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=34766,7308,peggydnew
Phlegmariurus pinifolius,Endangered,Qld Department of Environment and Science,obscured,899202,41046,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41046,7308,peggydnew
Phlegmariurus proliferus,,Qld Department of Environment and Science,obscured,956571,40557,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=40557,7308,peggydnew
Phlegmariurus tetrastichoides,Vulnerable,Qld Department of Environment and Science,obscured,1080139,34772,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=34772,7308,peggydnew
Pinalia moluccana,Special least concern,Qld Department of Environment and Science,obscured,1425310,41778,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41778,7308,peggydnew
Plectorrhiza,Least concern,Qld Department of Environment and Science,obscured,369226,6663,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=6663,7308,peggydnew
Plectorrhiza beckleri,Near Threatened,Qld Department of Environment and Science,obscured,1180295,41759,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41759,7308,peggydnew
Plectorrhiza purpurata,Special least concern,Qld Department of Environment and Science,obscured,1280910,41760,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41760,7308,peggydnew
Poephila cincta cincta,Endangered,Qld Department of Environment and Science,obscured,718802,1365,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1365,7308,peggydnew
Pomatocalpa marsupiale,Vulnerable,Qld Department of Environment and Science,obscured,1212021,11376,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=11376,7308,peggydnew
Prasophyllum elatum,Special least concern,Qld Department of Environment and Science,obscured,323927,16367,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16367,7308,peggydnew
Pseudolycopodiella limosa,Near Threatened,Qld Department of Environment and Science,obscured,1359476,41174,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41174,7308,peggydnew
Pseudovanilla,,Qld Department of Environment and Science,obscured,140480,21359,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21359,7308,peggydnew
Pterostylis,,Qld Department of Environment and Science,obscured,83401,12704,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12704,7308,peggydnew
Pterostylis ampliata,Special least concern,Qld Department of Environment and Science,obscured,1235070,41747,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41747,7308,peggydnew
Pterostylis aquilonia,Special least concern,Qld Department of Environment and Science,obscured,1242037,18887,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18887,7308,peggydnew
Pterostylis boormanii,Special least concern,Qld Department of Environment and Science,obscured,824585,12691,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12691,7308,peggydnew
Pterostylis borealis,Special least concern,Qld Department of Environment and Science,obscured,1242044,36221,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36221,7308,peggydnew
Pterostylis cobarensis,Special least concern,Qld Department of Environment and Science,obscured,1142219,18443,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18443,7308,peggydnew
Pterostylis crassichila,Special least concern,Qld Department of Environment and Science,obscured,1242051,31907,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31907,7308,peggydnew
Pterostylis cycnocephala,Special least concern,Qld Department of Environment and Science,obscured,323939,12702,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12702,7308,peggydnew
Pterostylis daintreana,Special least concern,Qld Department of Environment and Science,obscured,994052,13105,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13105,7308,peggydnew
Pterostylis depauperata,Special least concern,Qld Department of Environment and Science,obscured,1078106,12692,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12692,7308,peggydnew
Pterostylis exquisita,Special least concern,Qld Department of Environment and Science,obscured,1242072,36233,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36233,7308,peggydnew
Pterostylis hamata,Special least concern,Qld Department of Environment and Science,obscured,1121140,7911,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=7911,7308,peggydnew
Pterostylis longicurva,Special least concern,Qld Department of Environment and Science,obscured,1159973,8555,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=8555,7308,peggydnew
Pterostylis longipetala,Special least concern,Qld Department of Environment and Science,obscured,1147716,31118,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31118,7308,peggydnew
Pterostylis mitchellii,Special least concern,Qld Department of Environment and Science,obscured,1142220,12695,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12695,7308,peggydnew
Pterostylis mystacina,Special least concern,Qld Department of Environment and Science,obscured,1242096,33979,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33979,7308,peggydnew
Pterostylis obtusa,Special least concern,Qld Department of Environment and Science,obscured,705414,16346,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16346,7308,peggydnew
Pterostylis pearsonii,Special least concern,Qld Department of Environment and Science,obscured,1242103,36534,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36534,7308,peggydnew
Pterostylis procera,Special least concern,Qld Department of Environment and Science,obscured,1079628,7913,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=7913,7308,peggydnew
Pterostylis rufa,Special least concern,Qld Department of Environment and Science,obscured,961015,16349,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16349,7308,peggydnew
Pterostylis russellii,Special least concern,Qld Department of Environment and Science,obscured,1212094,9834,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9834,7308,peggydnew
Pterostylis stricta,Special least concern,Qld Department of Environment and Science,obscured,1164880,12699,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12699,7308,peggydnew
Pterostylis taurus,Special least concern,Qld Department of Environment and Science,obscured,1242353,9776,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9776,7308,peggydnew
Pterostylis torquata,Special least concern,Qld Department of Environment and Science,obscured,1045815,35660,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=35660,7308,peggydnew
Pterostylis vitrea,Special least concern,Qld Department of Environment and Science,obscured,1139170,32533,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=32533,7308,peggydnew
