scientificName,vernacularName,sourceStatus,family,genus,species,status
Platycercus caledonicus brownii,Green Rosella (King Island),Vulnerable,Psittacidae,Platycercus,caledonicus,Vulnerable
Platycercus elegans melanopterus,Kangaroo Island Crimson Rosella,Vulnerable,Psittacidae,Platycercus,elegans,Vulnerable
Plectranthus gratus,-,Vulnerable,Lamiaceae,Plectranthus,gratus,Vulnerable
Plectranthus habrophyllus,-,Endangered,Lamiaceae,Plectranthus,habrophyllus,Endangered
Plectranthus leiperi,-,Vulnerable,Lamiaceae,Plectranthus,leiperi,Vulnerable
Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",Endangered,Lamiaceae,Plectranthus,nitidus,Endangered
Plectranthus omissus,-,Endangered,Lamiaceae,Plectranthus,omissus,Endangered
Plectranthus torrenticola,-,Endangered,Lamiaceae,Plectranthus,torrenticola,Endangered
Plesioneuron tuberculatum,-,Endangered,Thelypteridaceae,Plesioneuron,tuberculatum,Endangered
Pleuropappus phyllocalymmeus,Silver Candles,Vulnerable,Asteraceae,Pleuropappus,phyllocalymmeus,Vulnerable
Plinthanthesis rodwayi,Budawangs Wallaby-grass,Critically Endangered,Poaceae,Plinthanthesis,rodwayi,Critically Endangered
Pluvialis squatarola,Grey Plover,Vulnerable,Charadriidae,Pluvialis,squatarola,Vulnerable
Pneumatopteris truncata,fern,Critically Endangered,Thelypteridaceae,Pneumatopteris,truncata,Critically Endangered
Poa sallacustris,Salt-lake Tussock-grass,Vulnerable,Poaceae,Poa,sallacustris,Vulnerable
Poephila cincta cincta,Southern Black-throated Finch,Endangered,Passeridae,Poephila,cincta,Endangered
Polianthion minutiflorum,-,Vulnerable,Rhamnaceae,Polianthion,minutiflorum,Vulnerable
Polyphlebium endlicherianum,Middle Filmy Fern,Endangered,Hymenophyllaceae,Polyphlebium,endlicherianum,Endangered
Polyscias bellendenkerensis,-,Vulnerable,Araliaceae,Polyscias,bellendenkerensis,Vulnerable
Polystichum moorei,Rock Shield Fern,Endangered,Dryopteridaceae,Polystichum,moorei,Endangered
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",Vulnerable,Psittacidae,Polytelis,alexandrae,Vulnerable
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,Psittacidae,Polytelis,anthopeplus,Vulnerable
Polytelis swainsonii,Superb Parrot,Vulnerable,Psittacidae,Polytelis,swainsonii,Vulnerable
Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",Vulnerable,Rhamnaceae,Pomaderris,brunnea,Vulnerable
Pomaderris clivicola,-,Vulnerable,Rhamnaceae,Pomaderris,clivicola,Vulnerable
Pomaderris cocoparrana,-,Endangered,Rhamnaceae,Pomaderris,cocoparrana,Endangered
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,Rhamnaceae,Pomaderris,cotoneaster,Endangered
Pomaderris delicata,-,Critically Endangered,Rhamnaceae,Pomaderris,delicata,Critically Endangered
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Critically Endangered,Rhamnaceae,Pomaderris,gilmourii,Critically Endangered
Pomaderris gilmourii var. gilmourii,-,Endangered,Rhamnaceae,Pomaderris,gilmourii,Endangered
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Vulnerable,Rhamnaceae,Pomaderris,halmaturina,Vulnerable
Pomaderris pallida,Pale Pomaderris,Vulnerable,Rhamnaceae,Pomaderris,pallida,Vulnerable
Pomaderris parrisiae,Parris' Pomaderris,Vulnerable,Rhamnaceae,Pomaderris,parrisiae,Vulnerable
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Vulnerable,Rhamnaceae,Pomaderris,pilifera,Vulnerable
Pomaderris reperta,Denman Pomaderris,Critically Endangered,Rhamnaceae,Pomaderris,reperta,Critically Endangered
Pomaderris sericea,Bent Pomaderris,Vulnerable,Rhamnaceae,Pomaderris,sericea,Vulnerable
Pomaderris subplicata,Concave Pomaderris,Vulnerable,Rhamnaceae,Pomaderris,subplicata,Vulnerable
Pomaderris vacciniifolia,Round-leaf Pomaderris,Critically Endangered,Rhamnaceae,Pomaderris,vacciniifolia,Critically Endangered
Pomaderris walshii,Carrington Falls Pomaderris,Critically Endangered,Rhamnaceae,Pomaderris,walshii,Critically Endangered
Pommerhelix duralensis,Dural Land Snail,Endangered,Camaenidae,Pommerhelix,duralensis,Endangered
Poranthera petalifera,Mountain Poranthera,Vulnerable,Euphorbiaceae,Poranthera,petalifera,Vulnerable
Porphyrio albus,White Gallinule,Extinct,Rallidae,Porphyrio,albus,Extinct
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",Critically Endangered,Potoroidae,Potorous,gilbertii,Critically Endangered
Potorous longipes,Long-footed Potoroo,Endangered,Potoroidae,Potorous,longipes,Endangered
Potorous platyops,"Broad-faced Potoroo, Moda",Extinct,Potoroidae,Potorous,platyops,Extinct
Potorous tridactylus tridactylus,Long-nosed Potoroo (northern),Vulnerable,Potoroidae,Potorous,tridactylus,Vulnerable
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),Vulnerable,Potoroidae,Potorous,tridactylus,Vulnerable
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Endangered,Orchidaceae,Prasophyllum,affine,Endangered
Prasophyllum amoenum,Dainty Leek-orchid,Endangered,Orchidaceae,Prasophyllum,amoenum,Endangered
Prasophyllum apoxychilum,Tapered Leek-orchid,Endangered,Orchidaceae,Prasophyllum,apoxychilum,Endangered
Prasophyllum atratum,Three Hummock Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,atratum,Critically Endangered
Prasophyllum bagoense,Bago Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,bagoense,Critically Endangered
Prasophyllum castaneum,Chestnut Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,castaneum,Critically Endangered
Prasophyllum colemaniae,Lilac Leek-orchid,Vulnerable,Orchidaceae,Prasophyllum,colemaniae,Vulnerable
Prasophyllum correctum,Gaping Leek-orchid,Endangered,Orchidaceae,Prasophyllum,correctum,Endangered
Prasophyllum crebriflorum,Crowded Leek-Orchid,Endangered,Orchidaceae,Prasophyllum,crebriflorum,Endangered
Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,Orchidaceae,Prasophyllum,diversiflorum,Endangered
Prasophyllum favonium,Western Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,favonium,Critically Endangered
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,Orchidaceae,Prasophyllum,frenchii,Endangered
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Orchidaceae,Prasophyllum,fuscum,Vulnerable
Prasophyllum goldsackii,Goldsack's Leek-orchid,Endangered,Orchidaceae,Prasophyllum,goldsackii,Endangered
Prasophyllum incorrectum,Golfers Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,incorrectum,Critically Endangered
Prasophyllum innubum,Brandy Marys Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,innubum,Critically Endangered
Prasophyllum keltonii,Kelton's Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,keltonii,Critically Endangered
Prasophyllum laxum,Lax Leek Orchid,Critically Endangered,Orchidaceae,Prasophyllum,laxum,Critically Endangered
Prasophyllum limnetes,Marsh Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,limnetes,Critically Endangered
Prasophyllum littorale,Coastal Leek Orchid,Critically Endangered,Orchidaceae,Prasophyllum,littorale,Critically Endangered
Prasophyllum milfordense,Milford Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,milfordense,Critically Endangered
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Orchidaceae,Prasophyllum,morganii,Vulnerable
Prasophyllum murfetii,Fleurieu Leek Orchid,Critically Endangered,Orchidaceae,Prasophyllum,murfetii,Critically Endangered
Prasophyllum olidum,Pungent Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,olidum,Critically Endangered
Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,Orchidaceae,Prasophyllum,pallidum,Vulnerable
Prasophyllum perangustum,Knocklofty Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,perangustum,Critically Endangered
Prasophyllum petilum,Tarengo Leek Orchid,Endangered,Orchidaceae,Prasophyllum,petilum,Endangered
Prasophyllum pruinosum,Plum Leek-orchid,Endangered,Orchidaceae,Prasophyllum,pruinosum,Endangered
Prasophyllum pulchellum,Pretty Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,pulchellum,Critically Endangered
Prasophyllum robustum,Robust Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,robustum,Critically Endangered
Prasophyllum secutum,Northern Leek-orchid,Endangered,Orchidaceae,Prasophyllum,secutum,Endangered
Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,sp. Wybong (C.Phelps ORG 5269),Critically Endangered
Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,Orchidaceae,Prasophyllum,spicatum,Vulnerable
Prasophyllum stellatum,Ben Lomond Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,stellatum,Critically Endangered
Prasophyllum suaveolens,Fragrant Leek-orchid,Endangered,Orchidaceae,Prasophyllum,suaveolens,Endangered
Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,Orchidaceae,Prasophyllum,subbisectum,Endangered
Prasophyllum taphanyx,Graveside Leek-orchid,Critically Endangered,Orchidaceae,Prasophyllum,taphanyx,Critically Endangered
Prasophyllum tunbridgense,Tunbridge Leek-orchid,Endangered,Orchidaceae,Prasophyllum,tunbridgense,Endangered
Prasophyllum uvidulum,Shelley Leek Orchid,Critically Endangered,Orchidaceae,Prasophyllum,uvidulum,Critically Endangered
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Orchidaceae,Prasophyllum,validum,Vulnerable
Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,Orchidaceae,Prasophyllum,wallum,Vulnerable
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Pristidae,Pristis,clavata,Vulnerable
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Pristidae,Pristis,pristis,Vulnerable
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Pristidae,Pristis,zijsron,Vulnerable
Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),Vulnerable,Cacatuidae,Probosciger,aterrimus,Vulnerable
Promethis sterrha,a beetle,Critically Endangered,Tenebrionidae,Promethis,sterrha,Critically Endangered
Prostanthera albohirta,-,Critically Endangered,Lamiaceae,Prostanthera,albohirta,Critically Endangered
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Endangered,Lamiaceae,Prostanthera,askania,Endangered
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Lamiaceae,Prostanthera,calycina,Vulnerable
Prostanthera cineolifera,-,Vulnerable,Lamiaceae,Prostanthera,cineolifera,Vulnerable
Prostanthera clotteniana,-,Critically Endangered,Lamiaceae,Prostanthera,clotteniana,Critically Endangered
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Vulnerable,Lamiaceae,Prostanthera,cryptandroides,Vulnerable
Prostanthera densa,Villous Mintbush,Vulnerable,Lamiaceae,Prostanthera,densa,Vulnerable
Prostanthera discolor,-,Vulnerable,Lamiaceae,Prostanthera,discolor,Vulnerable
Prostanthera eurybioides,Monarto Mintbush,Endangered,Lamiaceae,Prostanthera,eurybioides,Endangered
Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,Lamiaceae,Prostanthera,galbraithiae,Vulnerable
Prostanthera gilesii,-,Critically Endangered,Lamiaceae,Prostanthera,gilesii,Critically Endangered
Prostanthera junonis,Somersby Mintbush,Endangered,Lamiaceae,Prostanthera,junonis,Endangered
Prostanthera marifolia,Seaforth Mintbush,Critically Endangered,Lamiaceae,Prostanthera,marifolia,Critically Endangered
Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Lamiaceae,Prostanthera,nudula,Vulnerable
Prostanthera palustris,Swamp Mint-bush,Critically Endangered,Lamiaceae,Prostanthera,palustris,Critically Endangered
Prostanthera schultzii,-,Vulnerable,Lamiaceae,Prostanthera,schultzii,Vulnerable
Prostanthera sp. Dunmore (D.M.Gordon 8A),-,Vulnerable,Lamiaceae,Prostanthera,sp. Dunmore (D.M.Gordon 8A),Vulnerable
Prostanthera spathulata,-,Vulnerable,Lamiaceae,Prostanthera,spathulata,Vulnerable
Prostanthera staurophylla,a mint-bush,Critically Endangered,Lamiaceae,Prostanthera,staurophylla,Critically Endangered
Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,Lamiaceae,Prostanthera,stricta,Vulnerable
Prototroctes maraena,Australian Grayling,Vulnerable,Retropinnidae,Prototroctes,maraena,Vulnerable
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Endangered,Psittacidae,Psephotus,chrysopterygius,Endangered
Psephotus pulcherrimus,Paradise Parrot,Extinct,Psittacidae,Psephotus,pulcherrimus,Extinct
Pseudemoia cryodroma,"Alpine Bog Skink, Alpine Bog-skink",Endangered,Scincidae,Pseudemoia,cryodroma,Endangered
Pseudemydura umbrina,Western Swamp Tortoise,Critically Endangered,Chelidae,Pseudemydura,umbrina,Critically Endangered
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,Lepidoziaceae,Pseudocephalozia,paludicola,Vulnerable
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Critically Endangered,Charopidae,Pseudocharopa,ledgbirdi,Critically Endangered
Pseudocharopa whiteleggei,Whitelegge's Land Snail,Critically Endangered,Charopidae,Pseudocharopa,whiteleggei,Critically Endangered
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Pseudocheiridae,Pseudocheirus,occidentalis,Critically Endangered
Pseudococcus markharveyi,Banksia montana mealybug,Critically Endangered,Pseudococcidae,Pseudococcus,markharveyi,Critically Endangered
Pseudomugil mellis,"Honey Blue Eye, Honey Blue-eye",Endangered,Pseudomugilidae,Pseudomugil,mellis,Endangered
Pseudomys auritus,Long-eared Mouse,Extinct,Muridae,Pseudomys,auritus,Extinct
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",Vulnerable,Muridae,Pseudomys,australis,Vulnerable
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Muridae,Pseudomys,fieldi,Vulnerable
Pseudomys fumeus,"Smoky Mouse, Konoom",Endangered,Muridae,Pseudomys,fumeus,Endangered
Pseudomys glaucus,Blue-grey Mouse,Extinct,Muridae,Pseudomys,glaucus,Extinct
Pseudomys gouldii,"Gould's Mouse, Koontin",Extinct,Muridae,Pseudomys,gouldii,Extinct
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Vulnerable,Muridae,Pseudomys,novaehollandiae,Vulnerable
Pseudomys oralis,"Hastings River Mouse, Koontoo",Endangered,Muridae,Pseudomys,oralis,Endangered
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Vulnerable,Muridae,Pseudomys,pilligaensis,Vulnerable
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Endangered,Muridae,Pseudomys,shortridgei,Endangered
Pseudophryne corroboree,Southern Corroboree Frog,Critically Endangered,Myobatrachidae,Pseudophryne,corroboree,Critically Endangered
Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,Myobatrachidae,Pseudophryne,covacevichae,Vulnerable
Pseudophryne pengilleyi,Northern Corroboree Frog,Critically Endangered,Myobatrachidae,Pseudophryne,pengilleyi,Critically Endangered
Psophodes leucogaster leucogaster,Mallee Whipbird,Endangered,Psophodidae,Psophodes,leucogaster,Endangered
Psophodes nigrogularis lashmari,Western Whipbird (Kangaroo Island),Endangered,Psophodidae,Psophodes,nigrogularis,Endangered
Psophodes nigrogularis nigrogularis,Western Heath Whipbird,Endangered,Psophodidae,Psophodes,nigrogularis,Endangered
Pteris kingiana,King's Brakefern,Endangered,Pteridaceae,Pteris,kingiana,Endangered
Pteris zahlbruckneriana,Netted Brakefern,Endangered,Pteridaceae,Pteris,zahlbruckneriana,Endangered
Pterodroma heraldica,Herald Petrel,Critically Endangered,Procellariidae,Pterodroma,heraldica,Critically Endangered
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,Procellariidae,Pterodroma,leucoptera,Endangered
Pterodroma mollis,Soft-plumaged Petrel,Vulnerable,Procellariidae,Pterodroma,mollis,Vulnerable
Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,Procellariidae,Pterodroma,neglecta,Vulnerable
Pteropus brunneus,"Percy Island Flying-fox, Dusky Fruit Bat",Extinct,Pteropodidae,Pteropus,brunneus,Extinct
Pteropus conspicillatus,Spectacled Flying-fox,Endangered,Pteropodidae,Pteropus,conspicillatus,Endangered
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,Pteropodidae,Pteropus,natalis,Critically Endangered
Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,Pteropodidae,Pteropus,poliocephalus,Vulnerable
Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,Orchidaceae,Pterostylis,arenicola,Vulnerable
Pterostylis basaltica,Basalt Greenhood,Endangered,Orchidaceae,Pterostylis,basaltica,Endangered
Pterostylis bicornis,-,Vulnerable,Orchidaceae,Pterostylis,bicornis,Vulnerable
Pterostylis bryophila,Hindmarsh Valley Greenhood,Critically Endangered,Orchidaceae,Pterostylis,bryophila,Critically Endangered
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Orchidaceae,Pterostylis,cheraphila,Vulnerable
Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,Orchidaceae,Pterostylis,chlorogramma,Vulnerable
Pterostylis commutata,Midland Greenhood,Critically Endangered,Orchidaceae,Pterostylis,commutata,Critically Endangered
Pterostylis cucullata,Leafy Greenhood,Vulnerable,Orchidaceae,Pterostylis,cucullata,Vulnerable
Pterostylis despectans,Lowly Greenhood,Endangered,Orchidaceae,Pterostylis,despectans,Endangered
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Orchidaceae,Pterostylis,gibbosa,Endangered
Pterostylis lepida,Halbury Greenhood,Endangered,Orchidaceae,Pterostylis,lepida,Endangered
Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,Orchidaceae,Pterostylis,mirabilis,Vulnerable
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Orchidaceae,Pterostylis,oreophila,Critically Endangered
Pterostylis pratensis,Liawenee Greenhood,Vulnerable,Orchidaceae,Pterostylis,pratensis,Vulnerable
Pterostylis psammophila,Two-bristle Greenhood,Critically Endangered,Orchidaceae,Pterostylis,psammophila,Critically Endangered
Pterostylis pulchella,Pretty Greenhood,Vulnerable,Orchidaceae,Pterostylis,pulchella,Vulnerable
Pterostylis rubenachii,Arthur River Greenhood,Endangered,Orchidaceae,Pterostylis,rubenachii,Endangered
Pterostylis saxicola,Sydney Plains Greenhood,Endangered,Orchidaceae,Pterostylis,saxicola,Endangered
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",Endangered,Orchidaceae,Pterostylis,sinuata,Endangered
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,Orchidaceae,Pterostylis,sp. Botany Bay (A.Bishop J221/1-13),Endangered
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,Orchidaceae,Pterostylis,sp. Hale (R.Bates 21725),Endangered
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Orchidaceae,Pterostylis,tenuissima,Vulnerable
Pterostylis valida,Robust Greenhood,Critically Endangered,Orchidaceae,Pterostylis,valida,Critically Endangered
Pterostylis vernalis,Halbury Rustyhood,Critically Endangered,Orchidaceae,Pterostylis,vernalis,Critically Endangered
Pterostylis wapstrarum,Fleshy Greenhood,Critically Endangered,Orchidaceae,Pterostylis,wapstrarum,Critically Endangered
Pterostylis X aenigma,Enigmatic Greenhood,Endangered,Orchidaceae,Pterostylis,X aenigma,Endangered
Pterostylis xerophila,Desert Greenhood,Vulnerable,Orchidaceae,Pterostylis,xerophila,Vulnerable
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Orchidaceae,Pterostylis,ziegeleri,Vulnerable
Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,Amaranthaceae,Ptilotus,beckerianus,Vulnerable
Ptilotus pyramidatus,Pyramid Mulla-mulla,Critically Endangered,Amaranthaceae,Ptilotus,pyramidatus,Critically Endangered
Ptychosema pusillum,Dwarf Pea,Vulnerable,Fabaceae,Ptychosema,pusillum,Vulnerable
Pultenaea aristata,-,Vulnerable,Fabaceae,Pultenaea,aristata,Vulnerable
Pultenaea baeuerlenii,Budawangs Bush-pea,Endangered,Fabaceae,Pultenaea,baeuerlenii,Endangered
Pultenaea elusa,Elusive Bush-pea,Endangered,Fabaceae,Pultenaea,elusa,Endangered
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Fabaceae,Pultenaea,glabra,Vulnerable
Pultenaea maidenii,Maiden's Bush-pea,Extinct,Fabaceae,Pultenaea,maidenii,Extinct
Pultenaea parrisiae,-,Vulnerable,Fabaceae,Pultenaea,parrisiae,Vulnerable
Pultenaea parviflora,-,Vulnerable,Fabaceae,Pultenaea,parviflora,Vulnerable
Pultenaea pauciflora,Narrogin Pea,Vulnerable,Fabaceae,Pultenaea,pauciflora,Vulnerable
Pultenaea setulosa,-,Vulnerable,Fabaceae,Pultenaea,setulosa,Vulnerable
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,Fabaceae,Pultenaea,sp. Genowlan Point (NSW 417813),Critically Endangered
Pultenaea trichophylla,Tufted Bush-pea,Endangered,Fabaceae,Pultenaea,trichophylla,Endangered
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Fabaceae,Pultenaea,villifera,Vulnerable
Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,Fabaceae,Pultenaea,williamsoniana,Vulnerable
Pycnoptilus floccosus,Pilotbird,Vulnerable,Acanthizidae,Pycnoptilus,floccosus,Vulnerable
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Critically Endangered,Helicarionidae,Quintalia,stoddartii,Critically Endangered
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Typhlopidae,Ramphotyphlops,exocoeti,Vulnerable
Randia moorei,Spiny Gardenia,Endangered,Rubiaceae,Randia,moorei,Endangered
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,Ranunculaceae,Ranunculus,anemoneus,Vulnerable
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,Ranunculaceae,Ranunculus,prasinus,Endangered
Rattus macleari,"Maclear's Rat, Christmas Island Rat",Extinct,Muridae,Rattus,macleari,Extinct
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,Muridae,Rattus,nativitatis,Extinct
Reedia spathacea,Reedia,Critically Endangered,Cyperaceae,Reedia,spathacea,Critically Endangered
Rexea solandri (eastern Australian population),Eastern Gemfish,Conservation Dependent,Gempylidae,Rexea,solandri (eastern Australian population),Conservation Dependent
Rhagodia acicularis,Wongan Rhagodia,Vulnerable,Chenopodiaceae,Rhagodia,acicularis,Vulnerable
Rhaphidospora bonneyana,-,Vulnerable,Acanthaceae,Rhaphidospora,bonneyana,Vulnerable
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Asteraceae,Rhaponticum,australe,Vulnerable
Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,Myobatrachidae,Rheobatrachus,silus,Extinct
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Myobatrachidae,Rheobatrachus,vitellinus,Extinct
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Vulnerable,Chelidae,Rheodytes,leukops,Vulnerable
Rhincodon typus,Whale Shark,Vulnerable,Rhincodontidae,Rhincodon,typus,Vulnerable
Rhinerrhizopsis matutina,-,Vulnerable,Orchidaceae,Rhinerrhizopsis,matutina,Vulnerable
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",Vulnerable,Rhinolophidae,Rhinolophus,robertsi,Vulnerable
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Vulnerable,Rhinonycteridae,Rhinonicteris,aurantia (Pilbara form),Vulnerable
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,Muscicapidae,Rhipidura,fuliginosa,Extinct
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid",Critically Endangered,Orchidaceae,Rhizanthella,gardneri,Critically Endangered
Rhizanthella johnstonii,South Coast Underground Orchid,Critically Endangered,Orchidaceae,Rhizanthella,johnstonii,Critically Endangered
Rhizanthella slateri,Eastern Underground Orchid,Endangered,Orchidaceae,Rhizanthella,slateri,Endangered
Rhodamnia angustifolia,Narrow-leaved Malletwood,Critically Endangered,Myrtaceae,Rhodamnia,angustifolia,Critically Endangered
Rhodamnia longisepala,-,Critically Endangered,Myrtaceae,Rhodamnia,longisepala,Critically Endangered
Rhodamnia maideniana,Smooth Scrub Turpentine,Critically Endangered,Myrtaceae,Rhodamnia,maideniana,Critically Endangered
Rhodamnia rubescens,"Scrub Turpentine, Brown Malletwood",Critically Endangered,Myrtaceae,Rhodamnia,rubescens,Critically Endangered
Rhodomyrtus psidioides,Native Guava,Critically Endangered,Myrtaceae,Rhodomyrtus,psidioides,Critically Endangered
Ricinocarpos brevis,-,Endangered,Euphorbiaceae,Ricinocarpos,brevis,Endangered
Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,Euphorbiaceae,Ricinocarpos,gloria-medii,Vulnerable
Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,Euphorbiaceae,Ricinocarpos,trichophorus,Endangered
Ristantia gouldii,-,Vulnerable,Myrtaceae,Ristantia,gouldii,Vulnerable
Romnalda strobilacea,-,Vulnerable,Xanthorrhoeaceae,Romnalda,strobilacea,Vulnerable
Rostratula australis,Australian Painted Snipe,Endangered,Rostratulidae,Rostratula,australis,Endangered
Roycea pycnophylloides,Saltmat,Endangered,Chenopodiaceae,Roycea,pycnophylloides,Endangered
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,Asteraceae,Rutidosis,heterogama,Vulnerable
Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,Asteraceae,Rutidosis,leiolepis,Vulnerable
Rutidosis leptorhynchoides,Button Wrinklewort,Endangered,Asteraceae,Rutidosis,leptorhynchoides,Endangered
Rytidosperma pumilum,Feldmark Grass,Vulnerable,Poaceae,Rytidosperma,pumilum,Vulnerable
