scientificName,family,vernacularName,status,sourceStatus
atriplex intermedia,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex lindleyi subsp. inflata,amaranthaceae,"atriplex, dwarf saltbush",DD,Data Deficient
atriplex lobativalvis,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex morrisii,amaranthaceae,"atriplex, saltbush",DD,Data Deficient
atriplex muelleri,amaranthaceae,"atriplex, annual saltbush, muellers saltbush, mueller's saltbush",NT,Near Threatened
atriplex nummularia subsp. omissa,amaranthaceae,"atriplex, dwarf old man saltbush",DD,Data Deficient
atriplex pseudocampanulata,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex quadrivalvata,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex quadrivalvata var. quadrivalvata,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex quinii,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex sturtii,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex turbinata,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
cyathula prostrata,amaranthaceae,cyathula,DD,Data Deficient
dissocarpus biflorus,amaranthaceae,"dissocarpus, twin-flower saltbush",NT,Near Threatened
dissocarpus biflorus var. biflorus,amaranthaceae,"dissocarpus, twin-flower saltbush",NT,Near Threatened
dysphania pumilio,amaranthaceae,dysphania,DD,Data Deficient
dysphania rhadinostachya subsp. inflata,amaranthaceae,dysphania,DD,Data Deficient
einadia nutans subsp. nutans,amaranthaceae,einadia,NT,Near Threatened
enchylaena tomentosa var. glabra,amaranthaceae,"enchylaena, ruby saltbush, sturts saltbush, plum puddings, berry cottonbush",DD,Data Deficient
gomphrena atrorubra,amaranthaceae,gomphrena,DD,Data Deficient
gomphrena conica,amaranthaceae,"gomphrena, fluffy gomphrena",DD,Data Deficient
gomphrena involucrata,amaranthaceae,gomphrena,DD,Data Deficient
gomphrena leptoclada,amaranthaceae,gomphrena,DD,Data Deficient
gomphrena leptoclada subsp. leptoclada,amaranthaceae,gomphrena,DD,Data Deficient
gomphrena leptoclada subsp. saxosa,amaranthaceae,gomphrena,DD,Data Deficient
gomphrena sp. martins well,amaranthaceae,,DD,Data Deficient
maireana appressa,amaranthaceae,maireana,DD,Data Deficient
maireana brevifolia,amaranthaceae,"maireana, small-leaf bluebush, short-leaf bluebush, eastern cotton-bush",NT,Near Threatened
maireana carnosa,amaranthaceae,"maireana, cottony bluebush",NT,Near Threatened
maireana ciliata,amaranthaceae,maireana,NT,Near Threatened
maireana dichoptera,amaranthaceae,maireana,NT,Near Threatened
maireana eriantha,amaranthaceae,maireana,NT,Near Threatened
maireana lanosa,amaranthaceae,maireana,NT,Near Threatened
maireana microcarpa,amaranthaceae,"maireana, swamp bluebush",NT,Near Threatened
maireana ovata,amaranthaceae,maireana,NT,Near Threatened
maireana pentatropis,amaranthaceae,"maireana, erect bluebush",NT,Near Threatened
maireana pyramidata,amaranthaceae,"maireana, black bluebush, shrubby bluebush, sago bush",NT,Near Threatened
maireana sedifolia,amaranthaceae,"maireana, pearl saltbush, pearl bluebush, hoary bluebush",DD,Data Deficient
malacocera biflora,amaranthaceae,malacocera,NT,Near Threatened
malacocera tricornis,amaranthaceae,"malacocera, soft horns",NT,Near Threatened
omegandra kanisii,amaranthaceae,omegandra,NT,Near Threatened
osteocarpum acropterum,amaranthaceae,"osteocarpum, babbagia",DD,Data Deficient
osteocarpum acropterum var. acropterum,amaranthaceae,"osteocarpum, babbagia",DD,Data Deficient
osteocarpum pentapterum,amaranthaceae,osteocarpum,NT,Near Threatened
osteocarpum salsuginosum,amaranthaceae,"osteocarpum, bone fruit",NT,Near Threatened
ptilotus aervoides,amaranthaceae,ptilotus,NT,Near Threatened
ptilotus aristatus,amaranthaceae,ptilotus,NT,Near Threatened
ptilotus aristatus subsp. aristatus,amaranthaceae,ptilotus,NT,Near Threatened
ptilotus aristatus subsp. micranthus,amaranthaceae,ptilotus,NT,Near Threatened
ptilotus brachyanthus,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus capitatus,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus chippendalei,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus comatus,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus crispus,amaranthaceae,,DD,Data Deficient
ptilotus dissitiflorus,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus exaltatus var. glaber,amaranthaceae,"ptilotus, large pink pussy-tails, pink mulla mulla, tall mulla mulla, lambs tail",DD,Data Deficient
ptilotus exaltatus var. pallidus,amaranthaceae,"ptilotus, large pink pussy-tails, pink mulla mulla, tall mulla mulla, lambs tail",DD,Data Deficient
ptilotus gardneri,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus gaudichaudii subsp. parviflorus,amaranthaceae,"ptilotus, paper foxtail",DD,Data Deficient
ptilotus leucocoma,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus lophotrichus,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus obovatus var. griseus,amaranthaceae,"ptilotus, smoke bush, silver bush, silver tails",DD,Data Deficient
ptilotus robynsianus,amaranthaceae,,DD,Data Deficient
ptilotus rotundatus,amaranthaceae,ptilotus,DD,Data Deficient
ptilotus royceanus,amaranthaceae,ptilotus,NT,Near Threatened
ptilotus sp. fish river,amaranthaceae,,DD,Data Deficient
pupalia lappacea,amaranthaceae,pupalia,DD,Data Deficient
sclerolaena birchii,amaranthaceae,"sclerolaena, galvinised burr",NT,Near Threatened
sclerolaena blackiana,amaranthaceae,,DD,Data Deficient
sclerolaena densiflora,amaranthaceae,sclerolaena,NT,Near Threatened
sclerolaena limbata,amaranthaceae,"sclerolaena, pearl copper burr",DD,Data Deficient
sclerolaena longicuspis,amaranthaceae,"sclerolaena, long-spined poverty bush",NT,Near Threatened
sclerolaena muricata,amaranthaceae,sclerolaena,NT,Near Threatened
sclerolaena muricata var. muricata,amaranthaceae,sclerolaena,NT,Near Threatened
sclerolaena parallelicuspis,amaranthaceae,"sclerolaena, western copper burr",NT,Near Threatened
sclerolaena symoniana,amaranthaceae,sclerolaena,DD,Data Deficient
tecticornia calyptrata,amaranthaceae,"tecticornia, samphire",DD,Data Deficient
tecticornia disarticulata,amaranthaceae,"tecticornia, samphire",NT,Near Threatened
tecticornia indica subsp. bidens,amaranthaceae,"tecticornia, samphire",DD,Data Deficient
tecticornia pergranulata subsp. divaricata,amaranthaceae,"tecticornia, blackseed samphire, samphire",DD,Data Deficient
tecticornia pruinosa,amaranthaceae,"tecticornia, samphire",NT,Near Threatened
tecticornia triandra,amaranthaceae,"tecticornia, desert glasswort, samphire",NT,Near Threatened
tecticornia undulata,amaranthaceae,"tecticornia, samphire",DD,Data Deficient
threlkeldia inchoata,amaranthaceae,"threlkeldia, tall bonefruit",DD,Data Deficient
actinotus schwarzii,apiaceae,"actinotus, desert flannel-flower",VU,Vulnerable
centella asiatica,apiaceae,centella,DD,Data Deficient
daucus glochidiatus var. mulga hills,apiaceae,daucus,DD,Data Deficient
eryngium supinum,apiaceae,"eryngium, little devil",DD,Data Deficient
platysace saxatilis,apiaceae,platysace,VU,Vulnerable
alyxia evansii,apocynaceae,alyxia,DD,Data Deficient
carissa ovata,apocynaceae,"carissa, conkerberry, conkle berry, currant bush, kungsberry bush",DD,Data Deficient
cerbera manghas,apocynaceae,"cerbera, native frangipani",NT,Near Threatened
cynanchum brevipedicellatum,apocynaceae,"sarcostemma, caustic vine, pencil caustic, milk bush, milk vine",DD,Data Deficient
cynanchum christineae,apocynaceae,cynanchum,DD,Data Deficient
cynanchum leptolepis,apocynaceae,cynanchum,NT,Near Threatened
finlaysonia obovata,apocynaceae,finlaysonia,DD,Data Deficient
gymnanthera cunninghamii,apocynaceae,gymnanthera,NT,Near Threatened
heterostemma magnificum,apocynaceae,heterostemma,NT,Near Threatened
hoya australis subsp. oramicola,apocynaceae,hoya,VU,Vulnerable
marsdenia muelleri,apocynaceae,marsdenia,DD,Data Deficient
melodinus forbesii,apocynaceae,melodinus,NT,Near Threatened
oxystelma esculentum,apocynaceae,sarcostemma  esculentum,DD,Data Deficient
parsonsia alboflavescens,apocynaceae,parsonsia,NT,Near Threatened
parsonsia sp. melville island,apocynaceae,parsonsia,NT,Near Threatened
sarcolobus ritae,apocynaceae,sarcolobus,DD,Data Deficient
vincetoxicum brachystelmoides,apocynaceae,cynanchum,DD,Data Deficient
vincetoxicum liebianum,apocynaceae,cynanchum,DD,Data Deficient
hydrocotyle sp. harts range,araliaceae,hydrocotyle,DD,Data Deficient
hydrocotyle sp. watarrka,araliaceae,hydrocotyle,NT,Near Threatened
trachymene bialata,araliaceae,trachymene,NT,Near Threatened
trachymene bivestita,araliaceae,,DD,Data Deficient
trachymene ceratocarpa,araliaceae,"trachymene, creeping carrot",DD,Data Deficient
trachymene dusenii,araliaceae,trachymene,DD,Data Deficient
trachymene glandulosa,araliaceae,trachymene,DD,Data Deficient
trachymene inflata,araliaceae,trachymene,NT,Near Threatened
trachymene longipedunculata,araliaceae,trachymene,DD,Data Deficient
trachymene oleracea,araliaceae,trachymene,DD,Data Deficient
trachymene oleracea subsp. sedimenta,araliaceae,,DD,Data Deficient
trachymene psammophila,araliaceae,trachymene,DD,Data Deficient
trachymene tenuifolia,araliaceae,,DD,Data Deficient
trachymene umbratica,araliaceae,trachymene,DD,Data Deficient
trachymene villosa,araliaceae,trachymene,DD,Data Deficient
acmella grandiflora var. discoidea,asteraceae,acmella,DD,Data Deficient
adenostemma lavenia var. lavenia,asteraceae,,DD,Data Deficient
anemocarpa podolepidium,asteraceae,"anemocarpa, rock everlasting",NT,Near Threatened
athroisma laciniatum,asteraceae,,DD,Data Deficient
bidens subalternans,asteraceae,bidens,DD,Data Deficient
blainvillea calcicola,asteraceae,wedelia,DD,Data Deficient
blumea benthamiana,asteraceae,blumea,DD,Data Deficient
blumea lacera,asteraceae,blumea,DD,Data Deficient
blumea pungens,asteraceae,blumea,DD,Data Deficient
brachyscome ciliaris,asteraceae,"brachyscome, variable daisy",DD,Data Deficient
brachyscome ciliaris var. ciliaris,asteraceae,brachyscome,DD,Data Deficient
brachyscome ciliaris var. lanuginosa,asteraceae,brachyscome,DD,Data Deficient
brachyscome ciliaris var. subintegrifolia,asteraceae,brachyscome,DD,Data Deficient
calotis cuneifolia,asteraceae,"calotis, blue burr-daisy, purple burr-daisy",DD,Data Deficient
calotis squamigera,asteraceae,calotis,NT,Near Threatened
calotis xanthosioidea,asteraceae,calotis,NT,Near Threatened
cassinia laevis,asteraceae,"cassinia, cough bush",NT,Near Threatened
centipeda cunninghamii,asteraceae,"centipeda, common sneezeweed",NT,Near Threatened
chthonocephalus pseudevax,asteraceae,"chthonocephalus, ground-heads",NT,Near Threatened
cratystylis centralis,asteraceae,"cratystylis, bluebush daisy, blue daisy-bush",NT,Near Threatened
cyanthillium patulum,asteraceae,vernonia,DD,Data Deficient
diodontium filifolium,asteraceae,diodontium,DD,Data Deficient
eclipta alatocarpa,asteraceae,eclipta,DD,Data Deficient
eriochlamys eremaea,asteraceae,"eriochlamys, woolly mantle",DD,Data Deficient
hullsia argillicola,asteraceae,hullsia,DD,Data Deficient
iotasperma sessilifolium,asteraceae,iotasperma,DD,Data Deficient
isoetopsis graminifolia,asteraceae,,DD,Data Deficient
ixiochlamys integerrima,asteraceae,ixiochlamys,NT,Near Threatened
ixiochlamys nana,asteraceae,"ixiochlamys, small fuzzweed",DD,Data Deficient
kippistia suaedifolia,asteraceae,kippistia,NT,Near Threatened
millotia greevesii,asteraceae,"millotia, woolly sand daisy",DD,Data Deficient
millotia greevesii subsp. greevesii,asteraceae,"millotia, woolly sand daisy",DD,Data Deficient
millotia greevesii subsp. helmsii,asteraceae,"millotia, woolly sand daisy",DD,Data Deficient
minuria multiseta,asteraceae,minuria,NT,Near Threatened
minuria tridens,asteraceae,minuria,VU,Vulnerable
myriocephalus pluriflorus,asteraceae,myriocephalus,DD,Data Deficient
olearia arida,asteraceae,olearia,DD,Data Deficient
olearia macdonnellensis,asteraceae,olearia,EN,Endangered
olearia sp. mt edward,asteraceae,olearia,DD,Data Deficient
ozothamnus filifolius,asteraceae,ozothamnus,NT,Near Threatened
pentalepis ecliptoides subsp. cucullata,asteraceae,,DD,Data Deficient
pentalepis grandis,asteraceae,,DD,Data Deficient
pentalepis linearifolia,asteraceae,,DD,Data Deficient
pentalepis linearifolia subsp. nudibranchoides,asteraceae,,DD,Data Deficient
phacellothrix cladochaeta,asteraceae,phacellothrix,DD,Data Deficient
pluchea macdonnellensis,asteraceae,pluchea,NT,Near Threatened
pluchea punctata,asteraceae,,DD,Data Deficient
pterocaulon xenicum,asteraceae,,DD,Data Deficient
pycnosorus eremaeus,asteraceae,pycnosorus,DD,Data Deficient
pycnosorus pleiocephalus,asteraceae,"pycnosorus, soft billy-buttons",NT,Near Threatened
rhodanthe gossypina,asteraceae,rhodanthe,DD,Data Deficient
rhodanthe laevis,asteraceae,"rhodanthe, smooth sunray",NT,Near Threatened
rhodanthe uniflora,asteraceae,"rhodanthe, woolly sunray",NT,Near Threatened
rutidosis helichrysoides subsp. acutiglumis,asteraceae,rutidosis,DD,Data Deficient
senecio depressicola,asteraceae,senecio,DD,Data Deficient
senecio glossanthus,asteraceae,"senecio, slender groundsel",NT,Near Threatened
senecio lanibracteus,asteraceae,"senecio, bushy groundsel",NT,Near Threatened
sonchus hydrophilus,asteraceae,"sonchus, native sow-thistle",DD,Data Deficient
tietkensia corrickiae,asteraceae,tietkensia,DD,Data Deficient
trichanthodium skirrophorum,asteraceae,"trichanthodium, woolly yellow-heads",DD,Data Deficient
vittadinia obovata,asteraceae,vittadinia,NT,Near Threatened
vittadinia pterochaeta,asteraceae,"vittadinia, rough fuzzweed",NT,Near Threatened
vittadinia sp. junction reserve,asteraceae,vittadinia,DD,Data Deficient
vittadinia sp. keep river,asteraceae,vittadinia,DD,Data Deficient
halgania sp. a kimberley flora,boraginaceae,,DD,Data Deficient
heliotropium albrechtii,boraginaceae,heliotropium,DD,Data Deficient
heliotropium arenitense,boraginaceae,heliotropium,DD,Data Deficient
heliotropium ballii,boraginaceae,heliotropium,DD,Data Deficient
heliotropium brachythrix,boraginaceae,heliotropium,DD,Data Deficient
heliotropium chrysocarpum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium consimile,boraginaceae,heliotropium,DD,Data Deficient
heliotropium discorde,boraginaceae,heliotropium,DD,Data Deficient
heliotropium epacrideum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium euodes,boraginaceae,heliotropium,DD,Data Deficient
heliotropium fasciculatum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium foveolatum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium geocharis,boraginaceae,heliotropium,DD,Data Deficient
heliotropium inexplicitum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium parviantrum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium prostratum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium pulvinum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium sphaericum,boraginaceae,heliotropium,DD,Data Deficient
heliotropium tachyglossoides,boraginaceae,heliotropium,DD,Data Deficient
heliotropium transforme,boraginaceae,heliotropium,DD,Data Deficient
heliotropium uniflorum,boraginaceae,heliotropium,DD,Data Deficient
plagiobothrys plurisepalus,boraginaceae,plagiobothrys,NT,Near Threatened
trichodesma zeylanicum var. grandiflorum,boraginaceae,"trichodesma, cattle bush, camel bush",DD,Data Deficient
arabidella glaucescens,brassicaceae,arabidella,NT,Near Threatened
arabidella nasturtium,brassicaceae,"arabidella, yellow cress",NT,Near Threatened
arabidella procumbens,brassicaceae,"arabidella, creeping cress",NT,Near Threatened
cuphonotus andraeanus,brassicaceae,"cuphonotus, downy mother-of-misery",NT,Near Threatened
lepidium strongylophyllum,brassicaceae,"lepidium, rare peppercress, bull peppercress",NT,Near Threatened
menkea crassa,brassicaceae,,DD,Data Deficient
menkea sphaerocarpa,brassicaceae,menkea,NT,Near Threatened
rorippa eustylis,brassicaceae,"rorippa, dwarf bitter-cress",DD,Data Deficient
byblis aquatica,byblidaceae,byblis,NT,Near Threatened
byblis rorida,byblidaceae,byblis,DD,Data Deficient
isotoma gulliveri,campanulaceae,,DD,Data Deficient
isotoma sp. kakadu,campanulaceae,isotoma,DD,Data Deficient
isotoma sp. tanumbirini,campanulaceae,isotoma,DD,Data Deficient
lobelia gibbosa,campanulaceae,"lobelia, tall lobelia",NT,Near Threatened
lobelia sp. cox peninsula,campanulaceae,lobelia,DD,Data Deficient
wahlenbergia gracilis,campanulaceae,"wahlenbergia, australian bluebell",DD,Data Deficient
celtis paniculata,cannabaceae,celtis,NT,Near Threatened
crateva religiosa,capparaceae,crateva,DD,Data Deficient
polycarpaea multicaulis,caryophyllaceae,polycarpaea,DD,Data Deficient
spergularia diandroides,caryophyllaceae,spergularia,NT,Near Threatened
pleurostylia opposita,celastraceae,pleurostylia,NT,Near Threatened
stackhousia muricata,celastraceae,stackhousia,DD,Data Deficient
stackhousia muricata var. annual,celastraceae,stackhousia,DD,Data Deficient
stackhousia sp. lake mackay,celastraceae,stackhousia,DD,Data Deficient
cleome bundeica,cleomaceae,,DD,Data Deficient
cleome insolata,cleomaceae,,VU,Vulnerable
cleome limmenensis,cleomaceae,,DD,Data Deficient
cleome lophosperma,cleomaceae,,DD,Data Deficient
cleome sp. flying fox creek,cleomaceae,,DD,Data Deficient
cleome sp. large coastal,cleomaceae,,DD,Data Deficient
cleome uncifera,cleomaceae,cleome,NT,Near Threatened
cleome uncifera subsp. microphylla,cleomaceae,cleome,NT,Near Threatened
garcinia warrenii,clusiaceae,garcinia,EN,Endangered
terminalia aridicola,combretaceae,"terminalia, arid peach",NT,Near Threatened
terminalia aridicola subsp. aridicola,combretaceae,terminalia,NT,Near Threatened
terminalia sp. black point,combretaceae,terminalia,NT,Near Threatened
bonamia alatisemina,convolvulaceae,bonamia,DD,Data Deficient
bonamia linearis,convolvulaceae,bonamia,DD,Data Deficient
convolvulus crispifolius,convolvulaceae,"convolvulus, silver bindweed",DD,Data Deficient
cuscuta chinensis,convolvulaceae,cuscuta,DD,Data Deficient
distimake kimberleyensis,convolvulaceae,,DD,Data Deficient
duperreya commixta,convolvulaceae,duperreya,NT,Near Threatened
evolvulus alsinoides var. alsinoides,convolvulaceae,"evolvulus, blue periwinkle, tropical speedwell",DD,Data Deficient
evolvulus alsinoides var. sericeus,convolvulaceae,"evolvulus, blue periwinkle, tropical speedwell",DD,Data Deficient
ipomoea argillicola,convolvulaceae,ipomoea,NT,Near Threatened
ipomoea diantha,convolvulaceae,ipomoea,DD,Data Deficient
ipomoea mauritiana,convolvulaceae,ipomoea,DD,Data Deficient
ipomoea polpha,convolvulaceae,ipomoea,NT,Near Threatened
ipomoea polpha subsp. latzii,convolvulaceae,"ipomoea, giant sweet potato, anjulkinha",NT,Near Threatened
ipomoea purpurea,convolvulaceae,,DD,Data Deficient
jacquemontia sp. borroloola,convolvulaceae,jacquemontia,DD,Data Deficient
jacquemontia sp. darwin,convolvulaceae,jacquemontia,DD,Data Deficient
jacquemontia sp. douglas daly,convolvulaceae,jacquemontia,DD,Data Deficient
jacquemontia sp. keep river,convolvulaceae,jacquemontia,DD,Data Deficient
operculina sp. cotton island,convolvulaceae,operculina,DD,Data Deficient
operculina turpethum,convolvulaceae,operculina,NT,Near Threatened
polymeria angusta,convolvulaceae,,DD,Data Deficient
polymeria calycina,convolvulaceae,"polymeria, swamp bindweed",DD,Data Deficient
polymeria distigma,convolvulaceae,polymeria,DD,Data Deficient
polymeria lanata,convolvulaceae,,DD,Data Deficient
polymeria pusilla,convolvulaceae,polymeria,DD,Data Deficient
polymeria sp. western tanami,convolvulaceae,polymeria,DD,Data Deficient
austrobryonia argillicola,cucurbitaceae,austrobryonia,NT,Near Threatened
austrobryonia micrantha,cucurbitaceae,austrobryonia,DD,Data Deficient
muellerargia timorensis,cucurbitaceae,muellerargia,DD,Data Deficient
trichosanthes morrisii,cucurbitaceae,,DD,Data Deficient
zehneria mucronata,cucurbitaceae,zehneria,DD,Data Deficient
dichapetalum timoriense,dichapetalaceae,dichapetalum,NT,Near Threatened
hibbertia angulata,dilleniaceae,hibbertia,NT,Near Threatened
hibbertia auriculiflora subsp. auriculiflora,dilleniaceae,,NT,Near Threatened
hibbertia brennanii,dilleniaceae,hibbertia,VU,Vulnerable
hibbertia brownii subsp. cordate,dilleniaceae,,DD,Data Deficient
hibbertia circularis,dilleniaceae,hibbertia,DD,Data Deficient
hibbertia echiifolia subsp. rotata,dilleniaceae,,DD,Data Deficient
hibbertia extrorsa,dilleniaceae,,NT,Near Threatened
hibbertia fractiflexa subsp. filicaulis,dilleniaceae,,DD,Data Deficient
hibbertia fractiflexa subsp. serotina,dilleniaceae,,DD,Data Deficient
hibbertia guttata,dilleniaceae,hibbertia,NT,Near Threatened
hibbertia incompta,dilleniaceae,,DD,Data Deficient
hibbertia incurvata,dilleniaceae,hibbertia,DD,Data Deficient
hibbertia ligulata,dilleniaceae,,DD,Data Deficient
hibbertia marrawalina,dilleniaceae,,DD,Data Deficient
hibbertia muelleri,dilleniaceae,hibbertia,DD,Data Deficient
hibbertia oligocarpa,dilleniaceae,,DD,Data Deficient
hibbertia orbicularis,dilleniaceae,hibbertia,DD,Data Deficient
hibbertia orientalis,dilleniaceae,,DD,Data Deficient
hibbertia pancerea,dilleniaceae,hibbertia,VU,Vulnerable
hibbertia pendula,dilleniaceae,hibbertia,VU,Vulnerable
hibbertia scabra,dilleniaceae,hibbertia,NT,Near Threatened
hibbertia scopulicola,dilleniaceae,hibbertia,NT,Near Threatened
hibbertia solanifolia,dilleniaceae,hibbertia,NT,Near Threatened
hibbertia sp. chewings range,dilleniaceae,hibbertia,NT,Near Threatened
hibbertia sulcata,dilleniaceae,,DD,Data Deficient
hibbertia tricornis,dilleniaceae,,VU,Vulnerable
hibbertia tridentata,dilleniaceae,hibbertia,DD,Data Deficient
aldrovanda vesiculosa,droseraceae,"aldrovanda, waterwheel",NT,Near Threatened
drosera cucullata,droseraceae,,DD,Data Deficient
drosera finlaysoniana,droseraceae,,DD,Data Deficient
drosera fragrans,droseraceae,,DD,Data Deficient
drosera fulva,droseraceae,"drosera, sundew",DD,Data Deficient
drosera lunata,droseraceae,,DD,Data Deficient
drosera nana,droseraceae,,DD,Data Deficient
dubouzetia australiensis,elaeocarpaceae,dubouzetia,NT,Near Threatened
elaeocarpus miegei,elaeocarpaceae,elaeocarpus,CR,Critically Endangered
bergia barklyana,elatinaceae,bergia,NT,Near Threatened
bergia diacheiron,elatinaceae,bergia,NT,Near Threatened
elatine macrocalyx,elatinaceae,"elatine, claypan waterwort",NT,Near Threatened
leucopogon sonderensis,ericaceae,"leucopogon, mt sonder beard-heath",NT,Near Threatened
leucopogon sp. wessell islands,ericaceae,leucopogon,DD,Data Deficient
erythroxylum sp. cholmondely creek,erythroxylaceae,erythroxylum,EN,Endangered
acalypha lanceolata,euphorbiaceae,acalypha,DD,Data Deficient
acalypha lanceolata var. lanceolata,euphorbiaceae,,DD,Data Deficient
acalypha pubiflora,euphorbiaceae,acalypha,NT,Near Threatened
acalypha pubiflora subsp. australica,euphorbiaceae,acalypha,NT,Near Threatened
adriana tomentosa var. tomentosa,euphorbiaceae,adriana,DD,Data Deficient
amperea spicata,euphorbiaceae,"amperea, george gill range cliff-bush",VU,Vulnerable
croton armstrongii,euphorbiaceae,croton,DD,Data Deficient
croton dockrillii,euphorbiaceae,croton,DD,Data Deficient
endospermum myrmecophilum,euphorbiaceae,endospermum,NT,Near Threatened
euphorbia dallachyana,euphorbiaceae,euphorbia,DD,Data Deficient
euphorbia philochalix,euphorbiaceae,,DD,Data Deficient
euphorbia psilosperma,euphorbiaceae,,DD,Data Deficient
euphorbia sarcostemmoides,euphorbiaceae,"euphorbia, false caustic bush, climbing caustic",NT,Near Threatened
euphorbia victoriensis,euphorbiaceae,,DD,Data Deficient
mallotus dispersus,euphorbiaceae,mallotus,NT,Near Threatened
monotaxis luteiflora,euphorbiaceae,monotaxis,NT,Near Threatened
ricinocarpos gloria-medii,euphorbiaceae,"ricinocarpos, glory-of-the-centre",NT,Near Threatened
ricinocarpos trichophyllus,euphorbiaceae,ricinocarpos,NT,Near Threatened
shonia territorialis,euphorbiaceae,shonia,DD,Data Deficient
tragia arnhemica,euphorbiaceae,tragia,DD,Data Deficient
acacia abbreviata,fabaceae,"acacia, tanami wattle, tanami flying-saucer bush, wattle",NT,Near Threatened
acacia amanda,fabaceae,"acacia, wattle",NT,Near Threatened
acacia amentifera,fabaceae,"acacia, wattle",DD,Data Deficient
acacia ammobia,fabaceae,"acacia, mt conner wattle, wattle",NT,Near Threatened
acacia armitii,fabaceae,"acacia, wattle",DD,Data Deficient
acacia catenulata,fabaceae,"acacia, wattle",DD,Data Deficient
acacia chisholmii,fabaceae,"acacia, chisholms wattle, chisholm's wattle, turpentine, wattle",NT,Near Threatened
acacia citriodora,fabaceae,"acacia, wattle",DD,Data Deficient
acacia colei var. ileocarpa,fabaceae,"acacia, wattle",DD,Data Deficient
acacia cyperophylla,fabaceae,"acacia, mineritchie, red mulga, minni ritchi, wattle",NT,Near Threatened
acacia cyperophylla var. cyperophylla,fabaceae,"acacia, mineritchie, red mulga, minni ritchi, wattle",NT,Near Threatened
acacia desmondii,fabaceae,"acacia, des nelson wattle, wattle",DD,Data Deficient
acacia dolichophylla,fabaceae,"acacia, chewings range wattle, wattle",NT,Near Threatened
acacia equisetifolia,fabaceae,acacia graveside gorge,CR,Critically Endangered
acacia helmsiana,fabaceae,"acacia, wattle",DD,Data Deficient
acacia hyaloneura,fabaceae,"acacia, wattle",NT,Near Threatened
acacia incurvaneura,fabaceae,"acacia, mulga",DD,Data Deficient
acacia kelleri,fabaceae,"acacia, wattle",NT,Near Threatened
acacia latzii,fabaceae,"acacia, tjilpi wattle, latz's wattle, wattle",VU,Vulnerable
acacia macdonnellensis subsp. teretifolia,fabaceae,"acacia, hill mulga, wattle",DD,Data Deficient
acacia maconochieana,fabaceae,"acacia, salt wattle, wattle",DD,Data Deficient
acacia malloclada,fabaceae,"acacia, wattle",DD,Data Deficient
acacia manipularis,fabaceae,"acacia, wattle",DD,Data Deficient
acacia mulganeura,fabaceae,,DD,Data Deficient
acacia nicholsonensis,fabaceae,,NT,Near Threatened
acacia nyssophylla,fabaceae,"acacia, wattle",DD,Data Deficient
acacia olgana,fabaceae,"acacia, mt olga wattle, kata tjuta wattle, wattle",DD,Data Deficient
acacia oligoneura,fabaceae,"acacia, wattle",NT,Near Threatened
acacia oswaldii,fabaceae,"acacia, umbrella wattle, miljee, nelia, wattle",DD,Data Deficient
acacia pachycarpa,fabaceae,"acacia, wattle",DD,Data Deficient
acacia peuce,fabaceae,"acacia, waddy-wood, casuarina wattle, birdsville wattle, wattle",EN,Endangered
acacia pickardii,fabaceae,"acacia, birds nest wattle, wattle",NT,Near Threatened
acacia praetermissa,fabaceae,"acacia, wattle",VU,Vulnerable
acacia prainii,fabaceae,"acacia, prains wattle, wattle",DD,Data Deficient
acacia proiantha,fabaceae,"acacia, wattle",NT,Near Threatened
acacia pteraneura,fabaceae,"acacia, christmas tree mulga, wattle",DD,Data Deficient
acacia ptychophylla,fabaceae,"acacia, wattle",NT,Near Threatened
acacia repens,fabaceae,"acacia, wattle",DD,Data Deficient
acacia richardsii,fabaceae,"acacia, wattle",NT,Near Threatened
acacia rigens,fabaceae,"acacia, wattle",DD,Data Deficient
acacia rigescens,fabaceae,"acacia, wattle",NT,Near Threatened
acacia sabulosa,fabaceae,"acacia, wattle",DD,Data Deficient
acacia setulifera,fabaceae,"acacia, wattle",NT,Near Threatened
