id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,taxonID,status,Threatened  Species  Listed  Name,Threatened  Species  Date  Effective,Recovery  Plan,Recovery  Plan  Decisions,Taxon  Group,Norfolk  Island,sourceStatus,Conservation  Advice,Queensland,Western  Australia,iucn Red List,iucn Red List Listed Names,South  Australia,Tasmania,New  South  Wales,Victoria,Finalised  Priority  Assessment  List,Listed  Name,Northern  Territory,Christmas  Island,Marine  Status,Listed  Name  Marine,Ashmore and  Cartier  Islands,Commonwealth  Marine  Area,Australian  Capital  Territory,Jervis  Bay  Territory,Heard and  Mc Donald  Islands,Australian  Antarctic  Territory,Act  Migratory,Bonn,Cetacean,Cocos   Keeling   Islands,Coral  Sea  Islands,Camba,Jamba,Rokamba
4074490,Dasyurus maculatus gracilis,,Dasyurus maculatus gracilis,https://biodiversity.org.au/afd/taxa/428ea60d-7f8b-401e-b63b-83910f9ef8b8,dr656,"[{'key': 'taxonID', 'value': '64475'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dasyurus maculatus gracilis'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Recovery  Plan', 'value': '06-May-16'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'mammals'}, {'key': 'Queensland', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",64475,Endangered,Dasyurus maculatus gracilis,2000-07-16,06-May-16,Recovery Plan required,mammals,,Endangered,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074083,Dasyurus maculatus maculatus (SE mainland population),Spot-tailed Quoll,Dasyurus maculatus maculatus,ALA_DR652_224,dr656,"[{'key': 'taxonID', 'value': '75184'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dasyurus maculatus maculatus (SE mainland population)'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2004-05-14'}, {'key': 'Finalised  Priority  Assessment  List', 'value': 'Completed'}, {'key': 'Listed  Name', 'value': 'Dasyurus maculatus maculatus (SE mainland population)'}, {'key': 'Conservation  Advice', 'value': '01-Sep-20'}, {'key': 'Recovery  Plan', 'value': '06-May-16'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'mammals'}, {'key': 'Australian  Capital  Territory', 'value': 'Present'}, {'key': 'New  South  Wales', 'value': 'Present'}, {'key': 'Queensland', 'value': 'Present'}, {'key': 'South  Australia', 'value': 'Present'}, {'key': 'Victoria', 'value': 'Present'}, {'key': 'Jervis  Bay  Territory', 'value': 'Present'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",75184,Endangered,Dasyurus maculatus maculatus (SE mainland population),2004-05-14,06-May-16,Recovery Plan required,mammals,,Endangered,01-Sep-20,Present,,,,Present,,Present,Present,Completed,Dasyurus maculatus maculatus (SE mainland population),,,,,,,Present,Present,,,,,,,,,,
4075705,Dasyurus maculatus maculatus (Tasmanian population),Spot-tailed Quoll,Dasyurus maculatus maculatus,ALA_DR652_224,dr656,"[{'key': 'taxonID', 'value': '75183'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dasyurus maculatus maculatus (Tasmanian population)'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2004-05-14'}, {'key': 'Recovery  Plan', 'value': '06-May-16'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'mammals'}, {'key': 'Tasmania', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",75183,Vulnerable,Dasyurus maculatus maculatus (Tasmanian population),2004-05-14,06-May-16,Recovery Plan required,mammals,,Vulnerable,,,,,,,Endemic,,,,,,,,,,,,,,,,,,,,,,
4073966,Dasyurus viverrinus,Eastern Quoll,Dasyurus viverrinus,https://biodiversity.org.au/afd/taxa/52149285-a12a-4085-a285-b41af5ba3ce3,dr656,"[{'key': 'taxonID', 'value': '333'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dasyurus viverrinus'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2015-12-03'}, {'key': 'Finalised  Priority  Assessment  List', 'value': 'Completed'}, {'key': 'Listed  Name', 'value': 'Dasyurus viverrinus'}, {'key': 'Conservation  Advice', 'value': '03-Dec-15'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'mammals'}, {'key': 'iucn Red List', 'value': 'Endangered'}, {'key': 'iucn Red List Listed Names', 'value': 'Dasyurus viverrinus'}, {'key': 'New  South  Wales', 'value': 'Present'}, {'key': 'South  Australia', 'value': 'Present'}, {'key': 'Tasmania', 'value': 'Present'}, {'key': 'Victoria', 'value': 'Present'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",333,Endangered,Dasyurus viverrinus,2015-12-03,,Recovery Plan not required,mammals,,Endangered,03-Dec-15,,,Endangered,Dasyurus viverrinus,Present,Present,Present,Present,Completed,Dasyurus viverrinus,,,,,,,,,,,,,,,,,,
4075767,Davidsonia jerseyana,Davidson's Plum,Davidsonia jerseyana,https://id.biodiversity.org.au/node/apni/2918807,dr656,"[{'key': 'taxonID', 'value': '67219'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Davidsonia jerseyana'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '01-Oct-15'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'New  South  Wales', 'value': 'Endemic, Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",67219,Endangered,Davidsonia jerseyana,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Endangered,01-Oct-15,,,,,,,"Endemic, Endemic",,,,,,,,,,,,,,,,,,,,,
4074139,Davidsonia johnsonii,Smooth Davidson's Plum,Davidsonia johnsonii,https://id.biodiversity.org.au/node/apni/2915538,dr656,"[{'key': 'taxonID', 'value': '67178'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Davidsonia johnsonii'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '16-Dec-16'}, {'key': 'Recovery  Plan', 'value': '10-Nov-06'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'New  South  Wales', 'value': 'Present, Present'}, {'key': 'Queensland', 'value': 'Present, Present'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",67178,Endangered,Davidsonia johnsonii,2000-07-16,10-Nov-06,Recovery Plan required,dicots (two seed leaves),,Endangered,16-Dec-16,"Present, Present",,,,,,"Present, Present",,,,,,,,,,,,,,,,,,,,,
4075422,Daviesia bursarioides,Three Springs Daviesia,Daviesia bursarioides,https://id.biodiversity.org.au/node/apni/2886149,dr656,"[{'key': 'taxonID', 'value': '56696'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia bursarioides'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '01-Oct-15'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",56696,Endangered,Daviesia bursarioides,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Endangered,01-Oct-15,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4075084,Daviesia cunderdin,Cunderdin Daviesia,Daviesia cunderdin,https://id.biodiversity.org.au/node/apni/2905232,dr656,"[{'key': 'taxonID', 'value': '64882'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia cunderdin'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Recovery  Plan', 'value': '12-Mar-10'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",64882,Endangered,Daviesia cunderdin,2000-07-16,12-Mar-10,Recovery Plan required,dicots (two seed leaves),,Endangered,,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4075191,Daviesia dielsii,Diels' Daviesia,Daviesia dielsii,https://id.biodiversity.org.au/node/apni/2910290,dr656,"[{'key': 'taxonID', 'value': '19617'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia dielsii'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2009-06-11'}, {'key': 'Conservation  Advice', 'value': '11-Jun-09'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",19617,Endangered,Daviesia dielsii,2009-06-11,,Recovery Plan not required,dicots (two seed leaves),,Endangered,11-Jun-09,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4074826,Daviesia discolor,,Daviesia discolor,https://id.biodiversity.org.au/node/apni/2899725,dr656,"[{'key': 'taxonID', 'value': '3567'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia discolor'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '01-Oct-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Queensland', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",3567,Vulnerable,Daviesia discolor,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Vulnerable,01-Oct-08,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074576,Daviesia elongata subsp. elongata,,Daviesia elongata subsp. elongata,https://id.biodiversity.org.au/node/apni/2910392,dr656,"[{'key': 'taxonID', 'value': '64883'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia elongata subsp. elongata'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '26-Mar-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",64883,Vulnerable,Daviesia elongata subsp. elongata,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Vulnerable,26-Mar-08,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4074945,Daviesia euphorbioides,Wongan Cactus,Daviesia euphorbioides,https://id.biodiversity.org.au/node/apni/2918417,dr656,"[{'key': 'taxonID', 'value': '3477'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia euphorbioides'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '15-Jul-16'}, {'key': 'Recovery  Plan', 'value': '26-Mar-02'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",3477,Endangered,Daviesia euphorbioides,2000-07-16,26-Mar-02,Recovery Plan required,dicots (two seed leaves),,Endangered,15-Jul-16,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4074803,Daviesia glossosema,Maroon-flowered Daviesia,Daviesia glossosema,https://id.biodiversity.org.au/node/apni/2902104,dr656,"[{'key': 'taxonID', 'value': '65037'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia glossosema'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2006-08-18'}, {'key': 'Conservation  Advice', 'value': '01-Oct-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",65037,Critically Endangered,Daviesia glossosema,2006-08-18,,Recovery Plan not required,dicots (two seed leaves),,Critically Endangered,01-Oct-08,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4075246,Daviesia laevis,Grampians Bitter-pea,Daviesia laevis,https://id.biodiversity.org.au/node/apni/2910689,dr656,"[{'key': 'taxonID', 'value': '55052'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia laevis'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '01-Apr-16'}, {'key': 'Recovery  Plan', 'value': '22-Dec-06'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Victoria', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",55052,Vulnerable,Daviesia laevis,2000-07-16,22-Dec-06,Recovery Plan required,dicots (two seed leaves),,Vulnerable,01-Apr-16,,,,,,,,Endemic,,,,,,,,,,,,,,,,,,,,
4075683,Daviesia megacalyx,Long-sepalled Daviesia,Daviesia megacalyx,https://id.biodiversity.org.au/node/apni/2905192,dr656,"[{'key': 'taxonID', 'value': '56785'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia megacalyx'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Recovery  Plan', 'value': '22-Mar-13'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",56785,Endangered,Daviesia megacalyx,2000-07-16,22-Mar-13,Recovery Plan required,dicots (two seed leaves),,Endangered,,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4075721,Daviesia microcarpa,Norseman Pea,Daviesia microcarpa,https://id.biodiversity.org.au/node/apni/2906376,dr656,"[{'key': 'taxonID', 'value': '56766'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia microcarpa'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '29-Sep-21'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",56766,Endangered,Daviesia microcarpa,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Endangered,29-Sep-21,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4074213,Daviesia obovata,Paddle-leaf Daviesia,Daviesia obovata,https://id.biodiversity.org.au/node/apni/2889066,dr656,"[{'key': 'taxonID', 'value': '17311'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia obovata'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2009-01-08'}, {'key': 'Conservation  Advice', 'value': '08-Jan-09'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",17311,Endangered,Daviesia obovata,2009-01-08,,Recovery Plan not required,dicots (two seed leaves),,Endangered,08-Jan-09,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4075604,Daviesia ovata,Broad-leaf Daviesia,Daviesia ovata,https://id.biodiversity.org.au/node/apni/2894923,dr656,"[{'key': 'taxonID', 'value': '21193'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia ovata'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2018-05-11'}, {'key': 'Finalised  Priority  Assessment  List', 'value': 'Completed'}, {'key': 'Listed  Name', 'value': 'Daviesia ovata'}, {'key': 'Conservation  Advice', 'value': '11-May-18'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Present'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}]",21193,Critically Endangered,Daviesia ovata,2018-05-11,,Recovery Plan not required,dicots (two seed leaves),,Critically Endangered,11-May-18,,Present,,,,,,,Completed,Daviesia ovata,,,,,,,,,,,,,,,,,,
4074463,Daviesia pseudaphylla,Stirling Range Daviesia,Daviesia pseudaphylla,https://id.biodiversity.org.au/node/apni/2917692,dr656,"[{'key': 'taxonID', 'value': '56747'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia pseudaphylla'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Finalised  Priority  Assessment  List', 'value': '30/10/2022'}, {'key': 'Listed  Name', 'value': 'Daviesia pseudaphylla'}, {'key': 'Conservation  Advice', 'value': '16-Dec-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",56747,Endangered,Daviesia pseudaphylla,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Endangered,16-Dec-08,,Endemic,,,,,,,30/10/2022,Daviesia pseudaphylla,,,,,,,,,,,,,,,,,,
4075775,Daviesia speciosa,Beautiful Daviesia,Daviesia speciosa,https://id.biodiversity.org.au/node/apni/2897366,dr656,"[{'key': 'taxonID', 'value': '56698'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Daviesia speciosa'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '03-Jul-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Western  Australia', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",56698,Endangered,Daviesia speciosa,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Endangered,03-Jul-08,,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,
4075130,Decaspermum struckoilicum,Mount Morgan Myrtle,Decaspermum struckoilicum,https://id.biodiversity.org.au/node/apni/2898542,dr656,"[{'key': 'taxonID', 'value': '78796'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Decaspermum struckoilicum'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Finalised  Priority  Assessment  List', 'value': '30/04/2023'}, {'key': 'Listed  Name', 'value': 'Decaspermum struckoilicum'}, {'key': 'Conservation  Advice', 'value': '01-Oct-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'dicots (two seed leaves)'}, {'key': 'Queensland', 'value': 'Endemic, Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",78796,Endangered,Decaspermum struckoilicum,2000-07-16,,Recovery Plan not required,dicots (two seed leaves),,Endangered,01-Oct-08,"Endemic, Endemic",,,,,,,,30/04/2023,Decaspermum struckoilicum,,,,,,,,,,,,,,,,,,
4075235,Delma impar,Many-lined Delma,Delma impar,https://biodiversity.org.au/afd/taxa/51c700dd-d2c3-4fb4-9d1f-2728bf2e302f,dr656,"[{'key': 'taxonID', 'value': '1649'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Delma impar'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Finalised  Priority  Assessment  List', 'value': '30/04/2023'}, {'key': 'Listed  Name', 'value': 'Delma impar'}, {'key': 'Conservation  Advice', 'value': '16-Dec-16'}, {'key': 'Recovery  Plan', 'value': '16-Jul-00'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'reptiles'}, {'key': 'iucn Red List', 'value': 'Endangered'}, {'key': 'iucn Red List Listed Names', 'value': 'Delma impar'}, {'key': 'Australian  Capital  Territory', 'value': 'Present'}, {'key': 'New  South  Wales', 'value': 'Present'}, {'key': 'South  Australia', 'value': 'Present'}, {'key': 'Victoria', 'value': 'Present'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",1649,Vulnerable,Delma impar,2000-07-16,16-Jul-00,Recovery Plan not required,reptiles,,Vulnerable,16-Dec-16,,,Endangered,Delma impar,Present,,Present,Present,30/04/2023,Delma impar,,,,,,,Present,,,,,,,,,,,
4075500,Delma mitella,Legless Lizard,Delma mitella,https://biodiversity.org.au/afd/taxa/6a3f2266-c0df-46a9-8820-774aca39ddc9,dr656,"[{'key': 'taxonID', 'value': '25931'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Delma mitella'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '26-Mar-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'reptiles'}, {'key': 'iucn Red List', 'value': 'Least Concern'}, {'key': 'iucn Red List Listed Names', 'value': 'Delma mitella'}, {'key': 'Queensland', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",25931,Vulnerable,Delma mitella,2000-07-16,,Recovery Plan not required,reptiles,,Vulnerable,26-Mar-08,Endemic,,Least Concern,Delma mitella,,,,,,,,,,,,,,,,,,,,,,,,
4074624,Delma torquata,Collared Delma,Delma torquata,https://biodiversity.org.au/afd/taxa/92ec5b2c-1f8f-4d29-b088-77bacaeeb99f,dr656,"[{'key': 'taxonID', 'value': '1656'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Delma torquata'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '03-Jul-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'reptiles'}, {'key': 'iucn Red List', 'value': 'Least Concern'}, {'key': 'iucn Red List Listed Names', 'value': 'Delma torquata'}, {'key': 'New  South  Wales', 'value': 'Present'}, {'key': 'Queensland', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",1656,Vulnerable,Delma torquata,2000-07-16,,Recovery Plan not required,reptiles,,Vulnerable,03-Jul-08,Endemic,,Least Concern,Delma torquata,,,Present,,,,,,,,,,,,,,,,,,,,,
4075142,Dendrobium antennatum,Antelope Orchid,Dendrobium antennatum,https://id.biodiversity.org.au/taxon/apni/51402824,dr656,"[{'key': 'taxonID', 'value': '15240'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dendrobium antennatum'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '01-Oct-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'monocots (single seed leaf)'}, {'key': 'iucn Red List', 'value': 'Least Concern'}, {'key': 'iucn Red List Listed Names', 'value': 'Dendrobium antennatum'}, {'key': 'Queensland', 'value': 'Endemic, Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",15240,Endangered,Dendrobium antennatum,2000-07-16,,Recovery Plan not required,monocots (single seed leaf),,Endangered,01-Oct-08,"Endemic, Endemic",,Least Concern,Dendrobium antennatum,,,,,,,,,,,,,,,,,,,,,,,,
4074962,Dendrobium bigibbum,Cooktown Orchid,Dendrobium bigibbum,https://id.biodiversity.org.au/taxon/apni/51402830,dr656,"[{'key': 'taxonID', 'value': '10306'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dendrobium bigibbum'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2000-07-16'}, {'key': 'Conservation  Advice', 'value': '01-Oct-08'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan not required'}, {'key': 'Taxon  Group', 'value': 'monocots (single seed leaf)'}, {'key': 'Queensland', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Vulnerable'}]",10306,Vulnerable,Dendrobium bigibbum,2000-07-16,,Recovery Plan not required,monocots (single seed leaf),,Vulnerable,01-Oct-08,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075127,Dendrobium brachypus,Norfolk Island Orchid,Dendrobium brachypus,https://id.biodiversity.org.au/taxon/apni/51402832,dr656,"[{'key': 'taxonID', 'value': '2592'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'Threatened  Species  Listed  Name', 'value': 'Dendrobium brachypus'}, {'key': 'Threatened  Species  Date  Effective', 'value': '2003-11-25'}, {'key': 'Recovery  Plan', 'value': '28-Jul-10'}, {'key': 'Recovery  Plan  Decisions', 'value': 'Recovery Plan required'}, {'key': 'Taxon  Group', 'value': 'monocots (single seed leaf)'}, {'key': 'Norfolk  Island', 'value': 'Endemic'}, {'key': 'sourceStatus', 'value': 'Endangered'}]",2592,Endangered,Dendrobium brachypus,2003-11-25,28-Jul-10,Recovery Plan required,monocots (single seed leaf),Endemic,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
