taxonId,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,significant,confidential,endemicity,status,endemicity1,epbcStatus
8345,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia glabra,native bluebell,P.J.Sm.,SL,Y,N,Q,Special least concern,Queensland endemic,
15918,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia gracilis,sprawling bluebell,(G.Forst.) A.DC.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
13728,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia graniticola,granite bluebell,Carolin,SL,Y,N,QA,Special least concern,Australian endemic,
8348,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia islensis,,P.J.Sm.,SL,Y,N,Q,Special least concern,Queensland endemic,
8342,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia littoricola,,P.J.Sm.,SL,Y,N,QA,Special least concern,Australian endemic,
8350,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia planiflora subsp. longipila,,Carolin ex P.J.Sm.,SL,Y,N,QA,Special least concern,Australian endemic,
8343,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia queenslandica,,Carolin ex P.J.Sm.,SL,Y,N,QA,Special least concern,Australian endemic,
8347,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia scopulicola,,Carolin ex P.J.Sm.,V,Y,N,QA,Vulnerable,Australian endemic,
19393,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia stricta,,(R.Br.) Sweet,SL,Y,N,QA,Special least concern,Australian endemic,
8863,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia stricta subsp. alterna,,P.J.Sm.,SL,Y,N,QA,Special least concern,Australian endemic,
9878,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia stricta subsp. stricta,,(R.Br.) Sweet,SL,Y,N,QA,Special least concern,Australian endemic,
8346,Plantae,Equisetopsida,Campanulaceae,Wahlenbergia tumidifructa,,P.J.Sm.,SL,Y,N,QA,Special least concern,Australian endemic,
32526,Plantae,Equisetopsida,Capparaceae,Capparis batianoffii,,Guymer,V,Y,N,Q,Vulnerable,Queensland endemic,
9497,Plantae,Equisetopsida,Capparaceae,Capparis humistrata,,(F.Muell.) F.Muell.,E,Y,N,Q,Endangered,Queensland endemic,
9794,Plantae,Equisetopsida,Capparaceae,Capparis thozetiana,,(F.Muell.) F.Muell.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
17737,Plantae,Equisetopsida,Cardiopteridaceae,Cardiopteris moluccana,,Blume,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
9786,Plantae,Equisetopsida,Casuarinaceae,Allocasuarina emuina,Mt. Emu she-oak,L.A.S.Johnson,E,Y,N,Q,Endangered,Queensland endemic,Endangered
9743,Plantae,Equisetopsida,Casuarinaceae,Allocasuarina filidens,Mt. Beerwah she-oak,L.A.S.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,
9357,Plantae,Equisetopsida,Casuarinaceae,Allocasuarina rigida subsp. exsul,,L.A.S.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,
10132,Plantae,Equisetopsida,Casuarinaceae,Allocasuarina rupicola,shrubby she-oak,L.A.S.Johnson,NT,Y,N,QA,Near Threatened,Australian endemic,
9787,Plantae,Equisetopsida,Casuarinaceae,Allocasuarina thalassoscopica,Mt. Coolum she-oak,L.A.S.Johnson,E,Y,N,QA,Endangered,Australian endemic,Endangered
13926,Plantae,Equisetopsida,Casuarinaceae,Gymnostoma australianum,,L.A.S.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,
26374,Plantae,Equisetopsida,Celastraceae,Apatophyllum flavovirens,,A.R.Bean & Jessup,CR,Y,N,Q,Critically Endangered,Queensland endemic,
11115,Plantae,Equisetopsida,Celastraceae,Apatophyllum olsenii,,McGill.,E,Y,N,Q,Endangered,Queensland endemic,Vulnerable
26373,Plantae,Equisetopsida,Celastraceae,Apatophyllum teretifolium,,A.R.Bean & Jessup,NT,Y,N,Q,Near Threatened,Queensland endemic,
41329,Plantae,Equisetopsida,Celastraceae,Denhamia megacarpa,large-fruited denhamia,J.J.Halford & Jessup,E,Y,N,Q,Endangered,Queensland endemic,
13932,Plantae,Equisetopsida,Celastraceae,Denhamia parvifolia,,L.S.Sm.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
9762,Plantae,Equisetopsida,Celastraceae,Hexaspora pubescens,,C.T.White,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
10088,Plantae,Equisetopsida,Chenopodiaceae,Atriplex morrisii,,R.H.Anderson,V,Y,N,QA,Vulnerable,Australian endemic,
9781,Plantae,Equisetopsida,Chenopodiaceae,Sclerolaena blakei,,(Ising) A.J.Scott,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
15560,Plantae,Equisetopsida,Clusiaceae,Calophyllum bicolor,,P.F.Stevens,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
35014,Plantae,Equisetopsida,Clusiaceae,Garcinia russellii,Rupert's mangosteen,W.E.Cooper,CR,Y,N,Q,Critically Endangered,Queensland endemic,
15236,Plantae,Equisetopsida,Clusiaceae,Mammea touriga,brown touriga,(C.T.White & W.D.Francis) L.S.Sm.,NT,Y,N,Q,Near Threatened,Queensland endemic,
11792,Plantae,Equisetopsida,Clusiaceae,Mesua larnachiana,,(F.Muell.) Kosterm.,V,Y,N,Q,Vulnerable,Queensland endemic,
13024,Plantae,Equisetopsida,Combretaceae,Combretum trifoliatum,,Vent.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
17490,Plantae,Equisetopsida,Combretaceae,Dansiea elliptica,,Byrnes,NT,Y,N,Q,Near Threatened,Queensland endemic,
12177,Plantae,Equisetopsida,Combretaceae,Dansiea grandiflora,,Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,
7667,Plantae,Equisetopsida,Combretaceae,Macropteranthes leiocaulis,,P.I.Forst.,NT,Y,N,Q,Near Threatened,Queensland endemic,
13590,Plantae,Equisetopsida,Combretaceae,Macropteranthes montana,,(F.Muell.) F.Muell. ex Benth.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
9922,Plantae,Equisetopsida,Convolvulaceae,Ipomoea antonschmidii,,R.W.Johnson,NT,Y,N,Q,Near Threatened,Queensland endemic,
33744,Plantae,Equisetopsida,Convolvulaceae,Ipomoea imperati,,(Vahl) Griseb.,V,Y,N,QAI,Vulnerable,Naturally occurs in Australia and overseas,
10979,Plantae,Equisetopsida,Convolvulaceae,Ipomoea saintronanensis,,R.W.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,
29760,Plantae,Equisetopsida,Convolvulaceae,Stictocardia queenslandica,,(Domin) R.W.Johnson,V,Y,N,Q,Vulnerable,Queensland endemic,
32527,Plantae,Equisetopsida,Corsiaceae,Corsia dispar,,D.L.Jones & B.Gray,NT,Y,N,Q,Near Threatened,Queensland endemic,
9895,Plantae,Equisetopsida,Corynocarpaceae,Corynocarpus rupestris subsp. arborescens,southern corynocarpus,Guymer,V,Y,N,QA,Vulnerable,Australian endemic,
34731,Plantae,Equisetopsida,Costaceae,Cheilocostus potierae,,(F.Muell.) M.G.Harr. & Zich,E,Y,N,QI,Endangered,Naturally occurs in Queensland and overseas,
34053,Plantae,Equisetopsida,Cucurbitaceae,Cucumis costatus,,I.Telford,NT,Y,N,Q,Near Threatened,Queensland endemic,
35624,Plantae,Equisetopsida,Cucurbitaceae,Momordica sphaeroidea,,Blanco,NT,Y,N,Q,Near Threatened,Queensland endemic,
16586,Plantae,Equisetopsida,Cucurbitaceae,Nothoalsomitra suberosa,,(F.M.Bailey) I.Telford,NT,Y,N,Q,Near Threatened,Queensland endemic,
11099,Plantae,Equisetopsida,Cunoniaceae,Ceratopetalum corymbosum,,C.T.White,V,Y,N,Q,Vulnerable,Queensland endemic,
17669,Plantae,Equisetopsida,Cunoniaceae,Ceratopetalum macrophyllum,,Hoogland,NT,Y,N,Q,Near Threatened,Queensland endemic,
22362,Plantae,Equisetopsida,Cunoniaceae,Davidsonia johnsonii,smooth davidsonia,J.B.Williams & G.Harden,E,Y,N,QA,Endangered,Australian endemic,Endangered
19354,Plantae,Equisetopsida,Cunoniaceae,Eucryphia jinksii,Springbrook leatherwood,P.I.Forst.,CR,Y,N,QA,Critically Endangered,Australian endemic,
18195,Plantae,Equisetopsida,Cunoniaceae,Eucryphia wilkiei,Wilkie's leatherwood,B.Hyland,CR,Y,N,Q,Critically Endangered,Queensland endemic,Vulnerable
14766,Plantae,Equisetopsida,Cupressaceae,Callitris baileyi,Bailey's cypress,C.T.White,NT,Y,N,QA,Near Threatened,Australian endemic,
41744,Plantae,Equisetopsida,Cyatheaceae,Alsophila cunninghamii,,(Hook.f.) R.M.Tryon,NT,Y,Y,QAI,Near Threatened,Naturally occurs in Australia and overseas,
41582,Plantae,Equisetopsida,Cyatheaceae,Alsophila exilis,,(Holttum) A.R.Field,E,Y,Y,Q,Endangered,Queensland endemic,
41745,Plantae,Equisetopsida,Cyatheaceae,Sphaeropteris celebica,,(Blume) R.M.Tryon,NT,Y,Y,QI,Near Threatened,Naturally occurs in Queensland and overseas,
41592,Plantae,Equisetopsida,Cyatheaceae,Sphaeropteris felina,,(Roxb.) Pic.Serm.,E,Y,Y,QI,Endangered,Naturally occurs in Queensland and overseas,
12076,Plantae,Equisetopsida,Cycadaceae,Cycas angulata,,R.Br.,SL,Y,Y,QA,Special least concern,Australian endemic,
5934,Plantae,Equisetopsida,Cycadaceae,Cycas badensis,,K.D.Hill,SL,Y,Y,Q,Special least concern,Queensland endemic,
8338,Plantae,Equisetopsida,Cycadaceae,Cycas brunnea,,K.D.Hill,V,Y,Y,Q,Vulnerable,Queensland endemic,
12077,Plantae,Equisetopsida,Cycadaceae,Cycas cairnsiana,,F.Muell.,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
27956,Plantae,Equisetopsida,Cycadaceae,Cycas candida,,K.D.Hill,SL,Y,Y,Q,Special least concern,Queensland endemic,
8439,Plantae,Equisetopsida,Cycadaceae,Cycas couttsiana,,K.D.Hill,V,Y,Y,Q,Vulnerable,Queensland endemic,
27451,Plantae,Equisetopsida,Cycadaceae,Cycas cupida,,P.I.Forst.,V,Y,Y,Q,Vulnerable,Queensland endemic,
6326,Plantae,Equisetopsida,Cycadaceae,Cycas desolata,,P.I.Forst.,V,Y,Y,Q,Vulnerable,Queensland endemic,
36662,Plantae,Equisetopsida,Cycadaceae,Cycas distans,,P.I.Forster & B.Gray,E,Y,Y,Q,Endangered,Queensland endemic,
17503,Plantae,Equisetopsida,Cycadaceae,Cycas media,,R.Br.,SL,Y,Y,Q,Special least concern,Queensland endemic,
5939,Plantae,Equisetopsida,Cycadaceae,Cycas media subsp. banksii,,K.D.Hill,SL,Y,Y,Q,Special least concern,Queensland endemic,
5935,Plantae,Equisetopsida,Cycadaceae,Cycas media subsp. ensata,,K.D.Hill,SL,Y,Y,Q,Special least concern,Queensland endemic,
5940,Plantae,Equisetopsida,Cycadaceae,Cycas media subsp. media,,R.Br.,SL,Y,Y,Q,Special least concern,Queensland endemic,
8445,Plantae,Equisetopsida,Cycadaceae,Cycas megacarpa,,K.D.Hill,E,Y,Y,Q,Endangered,Queensland endemic,Endangered
8437,Plantae,Equisetopsida,Cycadaceae,Cycas ophiolitica,Marlborough blue,K.D.Hill,E,Y,Y,Q,Endangered,Queensland endemic,Endangered
34680,Plantae,Equisetopsida,Cycadaceae,Cycas papuana,,F.Muell.,SL,Y,Y,QI,Special least concern,Naturally occurs in Queensland and overseas,
8897,Plantae,Equisetopsida,Cycadaceae,Cycas platyphylla,,K.D.Hill,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
30730,Plantae,Equisetopsida,Cycadaceae,Cycas scratchleyana,,F.Muell.,SL,Y,Y,QI,Special least concern,Naturally occurs in Queensland and overseas,
5936,Plantae,Equisetopsida,Cycadaceae,Cycas semota,,K.D.Hill,E,Y,Y,Q,Endangered,Queensland endemic,
8384,Plantae,Equisetopsida,Cycadaceae,Cycas silvestris,,K.D.Hill,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
34314,Plantae,Equisetopsida,Cycadaceae,Cycas terryana,,P.I.Forst.,V,Y,Y,Q,Vulnerable,Queensland endemic,
5937,Plantae,Equisetopsida,Cycadaceae,Cycas tuckeri,,K.D.Hill,V,Y,Y,Q,Vulnerable,Queensland endemic,
5781,Plantae,Equisetopsida,Cycadaceae,Cycas xipholepis,,K.D.Hill,SL,Y,Y,Q,Special least concern,Queensland endemic,
5938,Plantae,Equisetopsida,Cycadaceae,Cycas yorkiana,,K.D.Hill,SL,Y,Y,Q,Special least concern,Queensland endemic,
14654,Plantae,Equisetopsida,Cymodoceaceae,Cymodocea rotundata,,(Hempr. & Ehrenb.) Asch. & Schweinf.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
14653,Plantae,Equisetopsida,Cymodoceaceae,Cymodocea serrulata,,(R.Br.) Asch. & Magnus,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14101,Plantae,Equisetopsida,Cymodoceaceae,Halodule pinifolia,,(Miki) Hartog,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
34186,Plantae,Equisetopsida,Cymodoceaceae,Halodule tridentata,,(Steinh.) Endl. ex Unger,SL,Y,N,Q,Special least concern,Queensland endemic,
14102,Plantae,Equisetopsida,Cymodoceaceae,Halodule uninervis,,(Forssk.) Asch.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14192,Plantae,Equisetopsida,Cymodoceaceae,Syringodium isoetifolium,,(Asch.) Dandy,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
9842,Plantae,Equisetopsida,Cymodoceaceae,Thalassodendron ciliatum,,(Forssk.) Hartog,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
17687,Plantae,Equisetopsida,Cyperaceae,Carex breviscapa,,C.B.Clarke,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
18196,Plantae,Equisetopsida,Cyperaceae,Caustis blakei subsp. macrantha,,M.E.Johnst. & J.H.Webber,V,Y,N,Q,Vulnerable,Queensland endemic,
9852,Plantae,Equisetopsida,Cyperaceae,Cyperus cephalotes,,Vahl,E,Y,N,QI,Endangered,Naturally occurs in Queensland and overseas,Endangered
9855,Plantae,Equisetopsida,Cyperaceae,Cyperus clarus,,S.T.Blake,V,Y,N,QA,Vulnerable,Australian endemic,
10207,Plantae,Equisetopsida,Cyperaceae,Cyperus rupicola,,S.T.Blake,V,Y,N,QA,Vulnerable,Australian endemic,
10277,Plantae,Equisetopsida,Cyperaceae,Cyperus semifertilis,,S.T.Blake,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
9815,Plantae,Equisetopsida,Cyperaceae,Eleocharis difformis,,S.T.Blake,E,Y,N,Q,Endangered,Queensland endemic,
10164,Plantae,Equisetopsida,Cyperaceae,Eleocharis retroflexa,,(Poir.) Urb.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
9716,Plantae,Equisetopsida,Cyperaceae,Fimbristylis adjuncta,,S.T.Blake,E,Y,N,Q,Endangered,Queensland endemic,Endangered
8828,Plantae,Equisetopsida,Cyperaceae,Fimbristylis carolinii,,Latz,NT,Y,N,Q,Near Threatened,Queensland endemic,
10141,Plantae,Equisetopsida,Cyperaceae,Fimbristylis distincta,,S.T.Blake,V,Y,N,QA,Vulnerable,Australian endemic,
9715,Plantae,Equisetopsida,Cyperaceae,Fimbristylis micans,,S.T.Blake,V,Y,N,Q,Vulnerable,Queensland endemic,
10186,Plantae,Equisetopsida,Cyperaceae,Fimbristylis vagans,,S.T.Blake,E,Y,N,Q,Endangered,Queensland endemic,
11937,Plantae,Equisetopsida,Cyperaceae,Paramapania parvibractea,,(C.B.Clarke) Uittien,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
13958,Plantae,Equisetopsida,Dicksoniaceae,Calochlaena villosa,,(C.Chr.) M.D.Turner & R.A.White,NT,Y,Y,QI,Near Threatened,Naturally occurs in Queensland and overseas,
14596,Plantae,Equisetopsida,Dicksoniaceae,Dicksonia antarctica,,Labill.,SL,Y,N,QA,Special least concern,Australian endemic,
12498,Plantae,Equisetopsida,Dicksoniaceae,Dicksonia herbertii,,W.Hill,SL,Y,N,Q,Special least concern,Queensland endemic,
12079,Plantae,Equisetopsida,Dicksoniaceae,Dicksonia youngiae,bristly tree fern,C.Moore ex Baker,SL,Y,N,QA,Special least concern,Australian endemic,
9057,Plantae,Equisetopsida,Dilleniaceae,Hibbertia cymosa,,S.T.Reynolds,V,Y,N,Q,Vulnerable,Queensland endemic,
16939,Plantae,Equisetopsida,Dilleniaceae,Hibbertia elata,guinea flower,Maiden & Betche,NT,Y,N,QA,Near Threatened,Australian endemic,
11592,Plantae,Equisetopsida,Dilleniaceae,Hibbertia hexandra,,C.T.White,NT,Y,N,QA,Near Threatened,Australian endemic,
11597,Plantae,Equisetopsida,Dilleniaceae,Hibbertia monticola,mountain guinea flower,Stanley,NT,Y,N,Q,Near Threatened,Queensland endemic,
40883,Plantae,Equisetopsida,Dilleniaceae,Hibbertia sp. (Taravale J.E.Kemp+ 20074),,,E,Y,N,Q,Endangered,Queensland endemic,
12034,Plantae,Equisetopsida,Dipteridaceae,Dipteris conjugata,,Reinw.,NT,Y,Y,QI,Near Threatened,Naturally occurs in Queensland and overseas,
11715,Plantae,Equisetopsida,Doryanthaceae,Doryanthes palmeri,giant spear lily,W.Hill ex Benth.,SL,Y,N,Q,Special least concern,Queensland endemic,
9657,Plantae,Equisetopsida,Droseraceae,Aldrovanda vesiculosa,waterwheel plant,L.,SL,Y,N,QA,Special least concern,Australian endemic,
11623,Plantae,Equisetopsida,Droseraceae,Drosera adelae,,F.Muell.,NT,Y,Y,Q,Near Threatened,Queensland endemic,
40934,Plantae,Equisetopsida,Droseraceae,Drosera aquatica,,Lowrie,SL,Y,N,QA,Special least concern,Australian endemic,
11619,Plantae,Equisetopsida,Droseraceae,Drosera auriculata,,Backh. ex Planch.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
11620,Plantae,Equisetopsida,Droseraceae,Drosera banksii,,R.Br. ex DC.,SL,Y,N,QA,Special least concern,Australian endemic,
17397,Plantae,Equisetopsida,Droseraceae,Drosera binata,forked sundew,Labill.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17345,Plantae,Equisetopsida,Droseraceae,Drosera burmanni,,Vahl,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41407,Plantae,Equisetopsida,Droseraceae,Drosera buubugujin,,M.T.Mathieson,CR,Y,Y,Q,Critically Endangered,Queensland endemic,
35068,Plantae,Equisetopsida,Droseraceae,Drosera finlaysoniana,,Wall. ex Arn.,SL,Y,N,QA,Special least concern,Australian endemic,
11624,Plantae,Equisetopsida,Droseraceae,Drosera glanduligera,,Lehm.,SL,Y,N,QA,Special least concern,Australian endemic,
34473,Plantae,Equisetopsida,Droseraceae,Drosera hookeri,,"R.P.Gibson, B.J.Conn & Conran",SL,Y,N,QA,Special least concern,Australian endemic,
17347,Plantae,Equisetopsida,Droseraceae,Drosera lanata,,K.Kondo,SL,Y,N,QA,Special least concern,Australian endemic,
34475,Plantae,Equisetopsida,Droseraceae,Drosera lunata,,Buch.-Ham. ex DC.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17349,Plantae,Equisetopsida,Droseraceae,Drosera petiolaris,,R.Br. ex DC.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
11621,Plantae,Equisetopsida,Droseraceae,Drosera prolifera,trailing sundew,C.T.White,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
11622,Plantae,Equisetopsida,Droseraceae,Drosera pygmaea,,DC.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
9811,Plantae,Equisetopsida,Droseraceae,Drosera schizandra,notched sundew,Diels,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
35066,Plantae,Equisetopsida,Droseraceae,Drosera serpens,,Planch.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17350,Plantae,Equisetopsida,Droseraceae,Drosera spatulata,,Labill.,SL,Y,N,QA,Special least concern,Australian endemic,
32511,Plantae,Equisetopsida,Droseraceae,Drosera spatulata var. gympiensis,,R.P.Gibson & I.Snyder,SL,Y,N,Q,Special least concern,Queensland endemic,
32510,Plantae,Equisetopsida,Droseraceae,Drosera spatulata var. spatulata,,Labill.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41346,Plantae,Equisetopsida,Droseraceae,Drosera stipularis,,"Baleeiro, R.W.Jobson & R.L.Barrett",SL,Y,N,Q,Special least concern,Queensland endemic,
15806,Plantae,Equisetopsida,Dryopteridaceae,Arachniodes aristata,prickly shield fern,(G.Forst.) Tindale,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14047,Plantae,Equisetopsida,Dryopteridaceae,Bolbitis quoyana,,(Gaudich.) Ching,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
14048,Plantae,Equisetopsida,Dryopteridaceae,Bolbitis taylorii,,(F.M.Bailey) Ching,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
10282,Plantae,Equisetopsida,Dryopteridaceae,Dryopteris hasseltii,,(Blume) C.Chr.,NT,Y,Y,Q,Near Threatened,Queensland endemic,
12039,Plantae,Equisetopsida,Dryopteridaceae,Dryopteris sparsa,,(Buch.-Ham. ex D.Don) Kuntze,V,Y,Y,QI,Vulnerable,Naturally occurs in Queensland and overseas,
34742,Plantae,Equisetopsida,Dryopteridaceae,Dryopteris wattsii,,"M.McKeown, Sundue & Barrington",V,Y,Y,Q,Vulnerable,Queensland endemic,
9860,Plantae,Equisetopsida,Dryopteridaceae,Elaphoglossum callifolium,,(Blume) T.Moore,NT,Y,Y,Q,Near Threatened,Queensland endemic,
17338,Plantae,Equisetopsida,Dryopteridaceae,Elaphoglossum queenslandicum,tongue fern,S.B.Andrews,SL,Y,N,Q,Special least concern,Queensland endemic,
14432,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis decomposita,trim shield fern,(R.Br.) Tindale,SL,Y,N,QA,Special least concern,Australian endemic,
36593,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis dissecta,,"(C.T.White & Goy) Labiak, Sundue & R.C.Moran",NT,Y,Y,Q,Near Threatened,Queensland endemic,
14433,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis marginans,glossy shield fern,(F.Muell.) D.A.Sm. & Tindale,SL,Y,N,QA,Special least concern,Australian endemic,
36580,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis poecilophlebia,,"(Hook.) Labiak, Sundue & R.C.Moran",SL,Y,N,Q,Special least concern,Queensland endemic,
13855,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis silvestris,,D.A.Sm. ex Tindale,V,Y,Y,QA,Vulnerable,Australian endemic,
14435,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis tenera,,(R.Br.) Tindale,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
36584,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis tripinnata,,"(F.Muell. ex Benth.) Labiak, Sundue & R.C.Moran",SL,Y,N,Q,Special least concern,Queensland endemic,
9868,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis walleri,,Tindale,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
16858,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis wurunuran,,(Domin) Tindale,SL,Y,N,Q,Special least concern,Queensland endemic,
41585,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum acuminatum,,"(Houlston) Labiak, Sundue & R.C.Moran",SL,Y,N,QA,Special least concern,Australian endemic,
41599,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum grayi,,(D.L.Jones) J.J.S.Gardner & Nagalingum,V,Y,Y,Q,Vulnerable,Queensland endemic,
41725,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum microsorum,,"(Endl.) Labiak, Sundue & R.C.Moran",SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41602,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum munitum,,"(Mett.) Labiak, Sundue & R.C.Moran",SL,Y,N,QA,Special least concern,Australian endemic,
41588,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum rufescens,,"(Blume) Labiak, Sundue & R.C.Moran",SL,Y,N,Q,Special least concern,Queensland endemic,
41608,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum smithianum,,"(Tindale) Labiak, Sundue & R.C.Moran",SL,Y,N,QA,Special least concern,Australian endemic,
41598,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum tinarooense,,"(Tindale) Labiak, Sundue & R.C.Moran",V,Y,Y,Q,Vulnerable,Queensland endemic,
41584,Plantae,Equisetopsida,Dryopteridaceae,Parapolystichum windsorense,,"(D.L.Jones & B.Gray) Labiak, Sundue & R.C.Moran",SL,Y,N,Q,Special least concern,Queensland endemic,
12019,Plantae,Equisetopsida,Dryopteridaceae,Polystichum fallax,,Tindale,SL,Y,N,QA,Special least concern,Australian endemic,
12020,Plantae,Equisetopsida,Dryopteridaceae,Polystichum formosum,,Tindale,SL,Y,N,QA,Special least concern,Australian endemic,
28162,Plantae,Equisetopsida,Dryopteridaceae,Polystichum proliferum,,(R.Br.) C.Presl,SL,Y,N,QA,Special least concern,Australian endemic,
16020,Plantae,Equisetopsida,Dryopteridaceae,Teratophyllum brightiae,,(F.Muell.) Holttum,SL,Y,N,Q,Special least concern,Queensland endemic,
34491,Plantae,Equisetopsida,Ebenaceae,Diospyros areolifolia,,Kosterm.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
35533,Plantae,Equisetopsida,Ebenaceae,Diospyros granitica,,Jessup,NT,Y,N,Q,Near Threatened,Queensland endemic,
18098,Plantae,Equisetopsida,Elaeocarpaceae,Aceratium ferrugineum,rusty carabeen,C.T.White,NT,Y,N,Q,Near Threatened,Queensland endemic,
18100,Plantae,Equisetopsida,Elaeocarpaceae,Aceratium sericoleopsis,silky aceratium,Balgooy,NT,Y,N,Q,Near Threatened,Queensland endemic,
18191,Plantae,Equisetopsida,Elaeocarpaceae,Dubouzetia saxatilis,,A.R.Bean & Jessup,V,Y,N,Q,Vulnerable,Queensland endemic,
14573,Plantae,Equisetopsida,Elaeocarpaceae,Elaeocarpus coorangooloo,brown quandong,J.F.Bailey & C.T.White,NT,Y,N,Q,Near Threatened,Queensland endemic,
17336,Plantae,Equisetopsida,Elaeocarpaceae,Elaeocarpus thelmae,,B.Hyland & Coode,V,Y,N,Q,Vulnerable,Queensland endemic,
16490,Plantae,Equisetopsida,Elaeocarpaceae,Peripentadenia mearsii,buff quandong,(C.T.White) L.S.Sm.,NT,Y,N,Q,Near Threatened,Queensland endemic,
9925,Plantae,Equisetopsida,Elaeocarpaceae,Peripentadenia phelpsii,,B.Hyland & Coode,V,Y,N,Q,Vulnerable,Queensland endemic,
10304,Plantae,Equisetopsida,Ericaceae,Acrotriche baileyana,,(Domin) J.M.Powell,NT,Y,N,Q,Near Threatened,Queensland endemic,
30301,Plantae,Equisetopsida,Ericaceae,Agiortia cicatricata,,(J.M.Powell) Quinn,NT,Y,N,QA,Near Threatened,Australian endemic,
11618,Plantae,Equisetopsida,Ericaceae,Dracophyllum sayeri,,F.Muell.,V,Y,N,Q,Vulnerable,Queensland endemic,
