dcterms_rightsHolder,dcterms_rights,dcterms_language,dcterms_type,dcterms_modified,dcterms_available,speciesID,taxonRank,kingdomID,kingdom,classID,class,orderID,order,familyID,family,sortOrder,genusID,genus,parentSpeciesID,specificEpithet,infraspecificEpithet,scientificNameAuthorship,scientificNameID,speciesCode_Synonym,scientificName,scientificNameHTML,vernacularName,otherVernacularNames,taxonID,currentScientificNameCode,currentScientificName,currentVernacularName,isCurrent,generalTypeID,generalType,establishmentMeans,primaryGrowthForm,primaryGrowthFormGroup,secondaryGrowthForms,secondaryGrowthFormGroups,stateConservation,protectedInNSW,sensitivityClass,TSProfileID,countryConservation,highThreatWeed,widelyCultivatedNativeSpecies,CAMBA,JAMBA,ROKAMBA,status
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2022-05-12T15:53:47.187+10:00,1995-12-15T12:51:10+11:00,440,Species,138,Animalia,21,Aves,100,Passeriformes,86,Petroicidae,3382,1303.0,Petroica,440.0,boodang,,"(Lesson, 1838)",440,0380,Petroica boodang,<em>Petroica boodang</em>,Scarlet Robin,,440,0380,Petroica boodang,Scarlet Robin,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,20133.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-12-22T14:44:36.52+11:00,1995-12-15T12:51:12+11:00,444,Species,138,Animalia,21,Aves,77,Gruiformes,88,Otididae,2170,157.0,Ardeotis,444.0,australis,,"(J.E. Gray, 1829)",444,0176,Ardeotis australis,<em>Ardeotis australis</em>,Australian Bustard,,444,0176,Ardeotis australis,Australian Bustard,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10063.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:03+11:00,1995-12-15T12:51:15+11:00,453,Species,138,Animalia,21,Aves,57,Ciconiiformes,89,Ciconiidae,2042,575.0,Ephippiorhynchus,453.0,asiaticus,,"(Latham, 1790)",453,0183,Ephippiorhynchus asiaticus,<em>Ephippiorhynchus asiaticus</em>,Black-necked Stork,,453,0183,Ephippiorhynchus asiaticus,Black-necked Stork,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10275.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-12-22T11:36:37.117+11:00,1995-12-15T12:51:15+11:00,454,Species,138,Animalia,21,Aves,113,Procellariiformes,745,Oceanitidae,1883,657.0,Fregetta,454.0,grallaria,,"(Vieillot, 1818)",454,0944,Fregetta grallaria,<em>Fregetta grallaria</em>,White-bellied Storm-Petrel,,454,0944,Fregetta grallaria,White-bellied Storm-Petrel,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10882.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-08-05T13:29:13.003+10:00,1995-12-15T12:51:16+11:00,456,Species,138,Animalia,32,Mammalia,69,Diprotodonta,76,Potoroidae,3775,232.0,Bettongia,456.0,tropica,,"Wakefield, 1967",456,1183,Bettongia tropica,<em>Bettongia tropica</em>,Northern Bettong,,456,1183,Bettongia tropica,Northern Bettong,true,178.0,Marsupials,"Extinct in NSW, Native",,,,,Extinct,true,Not Sensitive,20194.0,Endangered,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-07-30T13:36:05.537+10:00,1995-12-15T12:51:22+11:00,473,Species,138,Animalia,21,Aves,100,Passeriformes,472,Acanthizidae,2787,270.0,Calamanthus,473.0,campestris,,"(Gould, 1841)",473,9950,Calamanthus campestris,<em>Calamanthus campestris</em>,Rufous Fieldwren,Rufous Calamanthus,473,9950,Calamanthus campestris,Rufous Fieldwren,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,20138.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:03+11:00,1995-12-15T12:51:25+11:00,479,Species,138,Animalia,21,Aves,114,Psittaciformes,21,Psittacidae,2412,701.0,Glossopsitta,479.0,porphyrocephala,,"(Dietrichsen, 1837)",479,0259,Glossopsitta porphyrocephala,<em>Glossopsitta porphyrocephala</em>,Purple-crowned Lorikeet,,479,0259,Glossopsitta porphyrocephala,Purple-crowned Lorikeet,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Category 3,10352.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:22:59+11:00,1995-12-15T12:51:25+11:00,480,Species,138,Animalia,21,Aves,114,Psittaciformes,21,Psittacidae,2413,701.0,Glossopsitta,480.0,pusilla,,"(Shaw, 1790)",480,0260,Glossopsitta pusilla,<em>Glossopsitta pusilla</em>,Little Lorikeet,,480,0260,Glossopsitta pusilla,Little Lorikeet,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,20111.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-12-22T14:48:24.223+11:00,1995-12-15T12:51:28+11:00,486,Species,138,Animalia,21,Aves,42,Anseriformes,33,Anatidae,1759,1135.0,Nettapus,486.0,coromandelianus,,"(J.F. Gmelin, 1789)",486,0200,Nettapus coromandelianus,<em>Nettapus coromandelianus</em>,Cotton Pygmy-Goose,,486,0200,Nettapus coromandelianus,Cotton Pygmy-Goose,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10557.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:01+11:00,1995-12-15T12:51:29+11:00,489,Species,138,Animalia,35,Reptilia,132,Testudines,73,Cheloniidae,357,300.0,Caretta,489.0,caretta,,"(Linnaeus, 1758)",489,2004,Caretta caretta,<em>Caretta caretta</em>,Loggerhead Turtle,Loggerhead Turtle,489,2004,Caretta caretta,Loggerhead Turtle,true,182.0,Reptiles,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10146.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:06+11:00,1995-12-15T12:51:37+11:00,511,Species,138,Animalia,32,Mammalia,118,Rodentia,8,Muridae,4005,995.0,Mastacomys,511.0,fuscus,,"Thomas, 1882",511,1438,Mastacomys fuscus,<em>Mastacomys fuscus</em>,Broad-toothed Rat,,511,1438,Mastacomys fuscus,Broad-toothed Rat,true,183.0,Rodents,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10510.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-09-04T16:08:02.35+10:00,1995-12-15T12:51:38+11:00,515,Species,138,Animalia,21,Aves,55,Charadriiformes,64,Charadriidae,2190,343.0,Charadrius,515.0,leschenaultii,,"Lesson, 1826",515,0141,Charadrius leschenaultii,<em>Charadrius leschenaultii</em>,Greater Sand-plover,Large Sand Plover,515,0141,Charadrius leschenaultii,Greater Sand-plover,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10161.0,Vulnerable,,,true,true,true,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:11+11:00,1995-12-15T12:51:39+11:00,517,Species,138,Animalia,32,Mammalia,118,Rodentia,8,Muridae,4039,1439.0,Pseudomys,517.0,bolami,,"Troughton, 1932",517,1452,Pseudomys bolami,<em>Pseudomys bolami</em>,Bolam's Mouse,Bolam's Mouse,517,1452,Pseudomys bolami,Bolam's Mouse,true,183.0,Rodents,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10684.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2021-01-22T14:43:49.187+11:00,1995-12-15T12:51:40+11:00,518,Species,138,Animalia,32,Mammalia,66,Dasyuromorphia,40,Dasyuridae,3617,477.0,Dasycercus,518.0,cristicauda,,"(Krefft, 1867)",518,1679,Dasycercus cristicauda,<em>Dasycercus cristicauda</em>,Crest-tailed Mulgara,Crest-tailed Marsupial Mouse,518,1679,Dasycercus cristicauda,Crest-tailed Mulgara,true,178.0,Marsupials,"Extinct in NSW, Native",,,,,Extinct,true,Not Sensitive,20182.0,Vulnerable,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:11+11:00,1995-12-15T12:51:41+11:00,521,Species,138,Animalia,32,Mammalia,118,Rodentia,8,Muridae,4046,1439.0,Pseudomys,521.0,fumeus,,"Brazenor, 1934",521,1458,Pseudomys fumeus,<em>Pseudomys fumeus</em>,Smoky Mouse,,521,1458,Pseudomys fumeus,Smoky Mouse,true,183.0,Rodents,"Alive in NSW, Native",,,,,Critically Endangered,true,Not Sensitive,10686.0,Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:08+11:00,1995-12-15T12:51:47+11:00,536,Species,138,Animalia,21,Aves,113,Procellariiformes,19,Procellariidae,1938,981.0,Macronectes,536.0,halli,,"Mathews, 1912",536,0937,Macronectes halli,<em>Macronectes halli</em>,Northern Giant-Petrel,,536,0937,Macronectes halli,Northern Giant-Petrel,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10913.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:02+11:00,1995-12-15T12:51:51+11:00,545,Species,138,Animalia,17,Amphibia,119,Anura,18,Myobatrachidae,108,430.0,Crinia,545.0,tinnula,,"Straughan & Main, 1966",545,3137,Crinia tinnula,<em>Crinia tinnula</em>,Wallum Froglet,"Wallum Froglet, Tinkling Froglet",545,3137,Crinia tinnula,Wallum Froglet,true,162.0,Amphibians,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10183.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:08+11:00,1995-12-15T12:51:57+11:00,559,Species,138,Animalia,21,Aves,113,Procellariiformes,46,Diomedeidae,1910,1659.0,Thalassarche,559.0,cauta,,"(Gould, 1841)",559,0091,Thalassarche cauta,<em>Thalassarche cauta</em>,Shy Albatross,,559,0091,Thalassarche cauta,Shy Albatross,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10918.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2019-07-11T13:10:20.693+10:00,1995-12-15T12:52:06+11:00,583,Species,138,Animalia,32,Mammalia,56,Chiroptera,1145,Miniopteridae,3993,1049.0,Miniopterus,583.0,australis,,"(Tomes, 1858)",583,1346,Miniopterus australis,<em>Miniopterus australis</em>,Little Bent-winged Bat,,583,1346,Miniopterus australis,Little Bent-winged Bat,true,166.0,Bats,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10533.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-01-22T14:14:02.937+11:00,1995-12-15T12:52:16+11:00,610,Species,138,Animalia,32,Mammalia,118,Rodentia,8,Muridae,4004,909.0,Leporillus,610.0,conditor,,"(Sturt, 1848)",610,1429,Leporillus conditor,<em>Leporillus conditor</em>,Greater Stick-nest Rat,,610,1429,Leporillus conditor,Greater Stick-nest Rat,true,183.0,Rodents,"Extinct in NSW, Native",,,,,Extinct,true,Not Sensitive,20201.0,Vulnerable,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:05+11:00,1995-12-15T12:52:17+11:00,613,Species,138,Animalia,21,Aves,114,Psittaciformes,21,Psittacidae,2415,891.0,Lathamus,613.0,discolor,,"(Shaw, 1790)",613,0309,Lathamus discolor,<em>Lathamus discolor</em>,Swift Parrot,,613,0309,Lathamus discolor,Swift Parrot,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Category 3,10455.0,Critically Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:00+11:00,1995-12-15T12:52:18+11:00,614,Species,138,Animalia,21,Aves,55,Charadriiformes,100,Burhinidae,2173,259.0,Burhinus,614.0,grallarius,,"(Latham, 1801)",614,0174,Burhinus grallarius,<em>Burhinus grallarius</em>,Bush Stone-curlew,Bush Thick-knee,614,0174,Burhinus grallarius,Bush Stone-curlew,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10113.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-08-05T13:29:13.003+10:00,1995-12-15T12:52:18+11:00,615,Species,138,Animalia,21,Aves,114,Psittaciformes,21,Psittacidae,2501,1421.0,Psephotus,615.0,pulcherrimus,,"(Gould, 1845)",615,0299,Psephotus pulcherrimus,<em>Psephotus pulcherrimus</em>,Paradise Parrot,,615,0299,Psephotus pulcherrimus,Paradise Parrot,true,165.0,Birds,"Extinct in NSW, Native",,,,,Extinct,true,Not Sensitive,20172.0,Extinct,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-08-05T13:29:13.003+10:00,1995-12-15T12:52:19+11:00,616,Species,138,Animalia,32,Mammalia,118,Rodentia,8,Muridae,4003,909.0,Leporillus,616.0,apicalis,,"(Gould, 1853)",616,1430,Leporillus apicalis,<em>Leporillus apicalis</em>,Lesser Stick-nest Rat,,616,1430,Leporillus apicalis,Lesser Stick-nest Rat,true,183.0,Rodents,"Extinct in NSW, Native",,,,,Extinct,true,Not Sensitive,20200.0,Extinct,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:06+11:00,1995-12-15T12:52:19+11:00,617,Species,138,Animalia,21,Aves,114,Psittaciformes,21,Psittacidae,2430,1123.0,Neophema,617.0,splendida,,"(Gould, 1841)",617,0303,Neophema splendida,<em>Neophema splendida</em>,Scarlet-chested Parrot,,617,0303,Neophema splendida,Scarlet-chested Parrot,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10556.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-09-04T16:08:58.23+10:00,1995-12-15T12:52:20+11:00,619,Species,138,Animalia,21,Aves,103,Pelecaniformes,47,Sulidae,2022,1603.0,Sula,619.0,dactylatra,,"Lesson, 1831",619,0105,Sula dactylatra,<em>Sula dactylatra</em>,Masked Booby,,619,0105,Sula dactylatra,Masked Booby,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10898.0,Not Listed,,,false,true,true,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:07+11:00,1995-12-15T12:52:22+11:00,625,Species,138,Animalia,32,Mammalia,56,Chiroptera,42,Pteropodidae,3892,1607.0,Syconycteris,625.0,australis,,"(Peters, 1867)",625,1294,Syconycteris australis,<em>Syconycteris australis</em>,Common Blossom-bat,,625,1294,Syconycteris australis,Common Blossom-bat,true,166.0,Bats,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10785.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:07+11:00,1995-12-15T12:52:22+11:00,627,Species,138,Animalia,21,Aves,113,Procellariiformes,19,Procellariidae,1982,1449.0,Pterodroma,627.0,nigripennis,,"(Rothschild, 1893)",627,0955,Pterodroma nigripennis,<em>Pterodroma nigripennis</em>,Black-winged Petrel,,627,0955,Pterodroma nigripennis,Black-winged Petrel,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10893.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:09+11:00,1995-12-15T12:52:25+11:00,632,Species,138,Animalia,35,Reptilia,129,Squamata,32,Varanidae,1400,1744.0,Varanus,632.0,rosenbergi,,"Mertens, 1957",632,2287,Varanus rosenbergi,<em>Varanus rosenbergi</em>,Rosenberg's Goanna,"Heath Monitor, Spotted Tree Monitor",632,2287,Varanus rosenbergi,Rosenberg's Goanna,true,182.0,Reptiles,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10826.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2021-02-01T18:08:25.693+11:00,1995-12-15T12:52:25+11:00,633,Species,138,Animalia,17,Amphibia,119,Anura,1245,Limnodynastidae,346,1326.0,Philoria,633.0,loveridgei,,"Parker, 1940",633,3108,Philoria loveridgei,<em>Philoria loveridgei</em>,Loveridge's Frog,"Loveridge's Frog, Masked Mountain Frog",633,3108,Philoria loveridgei,Loveridge's Frog,true,162.0,Amphibians,"Alive in NSW, Native",,,,,Endangered,true,Category 2,10619.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:08+11:00,1995-12-15T12:52:32+11:00,653,Species,138,Animalia,35,Reptilia,129,Squamata,2,Scincidae,1235,1679.0,Tiliqua,653.0,multifasciata,,"Sternfeld, 1919",653,2577,Tiliqua multifasciata,<em>Tiliqua multifasciata</em>,Centralian Blue-tongued Lizard,"Centralian Bluetongue, Centralian Blue-Tongued Lizard",653,2577,Tiliqua multifasciata,Centralian Blue-tongued Lizard,true,182.0,Reptiles,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10806.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2018-10-26T23:43:15.47+11:00,1995-12-15T12:52:38+11:00,668,Species,138,Animalia,35,Reptilia,129,Squamata,880,Diplodactylidae,454,71.0,Amalosia,668.0,rhombifer,,"(J.E. Gray, 1845)",668,2122,Amalosia rhombifer,<em>Amalosia rhombifer</em>,Zigzag Velvet Gecko,"Zigzag Velvet Gecko, Zig-zag Gecko",668,2122,Amalosia rhombifer,Zigzag Velvet Gecko,true,182.0,Reptiles,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10871.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-01-22T14:14:58.753+11:00,1995-12-15T12:52:43+11:00,679,Species,138,Animalia,35,Reptilia,129,Squamata,16,Elapidae,1640,1234.0,Oxyuranus,679.0,microlepidotus,,"(McCoy, 1879)",679,2689,Oxyuranus microlepidotus,<em>Oxyuranus microlepidotus</em>,Fierce Snake,"Fierce Snake, Inland Taipan",679,2689,Oxyuranus microlepidotus,Fierce Snake,true,182.0,Reptiles,"Extinct in NSW, Native",,,,,Extinct,true,Not Sensitive,20169.0,Not Listed,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:10+11:00,1995-12-15T12:52:45+11:00,687,Species,138,Animalia,35,Reptilia,129,Squamata,16,Elapidae,1673,1555.0,Simoselaps,687.0,fasciolatus,,"(Gunther, 1872)",687,2713,Simoselaps fasciolatus,<em>Simoselaps fasciolatus</em>,Narrow-banded Snake,"Narrow-banded Shovel-nosed Snake, Narrow-banded Burrowing Snake",687,2713,Simoselaps fasciolatus,Narrow-banded Snake,true,182.0,Reptiles,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10757.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2022-05-12T15:54:32.07+10:00,1995-12-15T12:52:53+11:00,702,Species,138,Animalia,17,Amphibia,119,Anura,9,Hylidae,263,948.0,Litoria,702.0,raniformis,,"(Keferstein, 1867)",702,3207,Litoria raniformis,<em>Litoria raniformis</em>,Southern Bell Frog,"Southern Bell Frog, Green Swamp Frog, Warty Swamp Frog",702,3207,Litoria raniformis,Southern Bell Frog,true,162.0,Amphibians,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10491.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-04-19T11:38:54.04+10:00,1995-12-15T12:52:55+11:00,707,Species,138,Animalia,21,Aves,100,Passeriformes,742,Dasyornithidae,2728,479.0,Dasyornis,707.0,brachypterus,,"(Latham, 1801)",707,0519,Dasyornis brachypterus,<em>Dasyornis brachypterus</em>,Eastern Bristlebird,,707,0519,Dasyornis brachypterus,Eastern Bristlebird,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Category 2,10206.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2012-09-04T16:10:02.6+10:00,1995-12-15T12:52:55+11:00,709,Species,138,Animalia,21,Aves,55,Charadriiformes,12,Scolopacidae,2223,273.0,Calidris,709.0,ferruginea,,"(Pontoppidan, 1763)",709,0161,Calidris ferruginea,<em>Calidris ferruginea</em>,Curlew Sandpiper,,709,0161,Calidris ferruginea,Curlew Sandpiper,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,20166.0,Critically Endangered,,,true,true,true,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:11+11:00,1995-12-15T12:52:59+11:00,720,Species,138,Animalia,17,Amphibia,119,Anura,18,Myobatrachidae,104,430.0,Crinia,720.0,sloanei,,"Littlejohn, 1958",720,3135,Crinia sloanei,<em>Crinia sloanei</em>,Sloane's Froglet,,720,3135,Crinia sloanei,Sloane's Froglet,true,162.0,Amphibians,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,20088.0,Endangered,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:02+11:00,1995-12-15T12:53:14+11:00,759,Species,138,Animalia,32,Mammalia,66,Dasyuromorphia,40,Dasyuridae,3623,482.0,Dasyurus,759.0,maculatus,,"(Kerr, 1792)",759,1008,Dasyurus maculatus,<em>Dasyurus maculatus</em>,Spotted-tailed Quoll,"Tiger cat, Tiger Quoll, Spotted-tailed Native Cat, Spotted-tailed Dasyure",759,1008,Dasyurus maculatus,Spotted-tailed Quoll,true,178.0,Marsupials,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10207.0,Endangered,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:09+11:00,1995-12-15T12:53:23+11:00,783,Species,138,Animalia,21,Aves,113,Procellariiformes,46,Diomedeidae,1918,1659.0,Thalassarche,783.0,melanophris,,"(Temminck, 1828)",783,0088,Thalassarche melanophris,<em>Thalassarche melanophris</em>,Black-browed Albatross,,783,0088,Thalassarche melanophris,Black-browed Albatross,true,165.0,Birds,"Alive in NSW, Native",,,,,Vulnerable,true,Not Sensitive,10919.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2011-11-11T11:23:01+11:00,1995-12-15T12:53:29+11:00,800,Species,138,Animalia,21,Aves,100,Passeriformes,472,Acanthizidae,2788,270.0,Calamanthus,800.0,fuliginosus,,"(Vigors & Horsfield, 1827) sensu stricto",800,0500,Calamanthus fuliginosus,<em>Calamanthus fuliginosus</em>,Striated Fieldwren,"Calamanthus, Striated Calamanthus",800,0500,Calamanthus fuliginosus,Striated Fieldwren,true,165.0,Birds,"Alive in NSW, Native",,,,,Endangered,true,Not Sensitive,10126.0,Not Listed,,,false,false,false,Endangered
