dcterms_rightsHolder,dcterms_rights,dcterms_language,dcterms_type,dcterms_modified,dcterms_available,speciesID,taxonRank,kingdomID,kingdom,classID,class,orderID,order,familyID,family,sortOrder,genusID,genus,parentSpeciesID,specificEpithet,infraspecificEpithet,scientificNameAuthorship,scientificNameID,speciesCode_Synonym,scientificName,scientificNameHTML,vernacularName,otherVernacularNames,taxonID,currentScientificNameCode,currentScientificName,currentVernacularName,isCurrent,generalTypeID,generalType,establishmentMeans,primaryGrowthForm,primaryGrowthFormGroup,secondaryGrowthForms,secondaryGrowthFormGroups,stateConservation,protectedInNSW,sensitivityClass,TSProfileID,countryConservation,highThreatWeed,widelyCultivatedNativeSpecies,CAMBA,JAMBA,ROKAMBA,status
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:09.907+11:00,1995-12-15T14:01:20+11:00,11249,Species,139,Plantae,38,Flora,137,Flora,302,Ericaceae,9706,3850.0,Styphelia,11249.0,perileuca,,J. Powell,11249,9058,Styphelia perileuca,<em>Styphelia perileuca</em>,Montane Green Five-corners,,11249,9058,Styphelia perileuca,Montane Green Five-corners,true,184.0,Shrubs,"Alive in NSW, Native",Heath shrub,Shrub (SG),Shrub,Shrub (SG),Vulnerable,false,Not Sensitive,10772.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:36:52.05+11:00,1995-12-15T14:01:42+11:00,11306,Species,139,Plantae,38,Flora,137,Flora,159,Poaceae,15372,2875.0,Homopholis,11306.0,belsonii,,C.E. Hubb,11306,5007,Homopholis belsonii,<em>Homopholis belsonii</em>,Belson's Panic,,11306,5007,Homopholis belsonii,Belson's Panic,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Tussock Grass,Grass & grasslike (GG),,,Endangered,false,Not Sensitive,10925.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:35:04.36+11:00,1995-12-15T14:02:00+11:00,11343,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13376,2974.0,Kunzea,11343.0,cambagei,,Maiden & E. Betche,11343,4206,Kunzea cambagei,<em>Kunzea cambagei</em>,Cambage Kunzea,,11343,4206,Kunzea cambagei,Cambage Kunzea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10446.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:45:55.983+11:00,1995-12-15T14:02:18+11:00,11394,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10749,1793.0,Acacia,11394.0,dangarensis,,Tindale & Kodela,11394,8971,Acacia dangarensis,<em>Acacia dangarensis</em>,,,11394,8971,Acacia dangarensis,,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Critically Endangered,false,Category 3,20028.0,Not Listed,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:45:39.233+11:00,1995-12-15T14:02:24+11:00,11411,Species,139,Plantae,38,Flora,137,Flora,183,Rutaceae,17016,2003.0,Asterolasia,11411.0,elegans,,McDougall & Porteners,11411,8851,Asterolasia elegans,<em>Asterolasia elegans</em>,,,11411,8851,Asterolasia elegans,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10072.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:42:08.337+11:00,1995-12-15T14:02:28+11:00,11424,Species,139,Plantae,38,Flora,137,Flora,245,Acanthaceae,5688,2942.0,Isoglossa,11424.0,eranthemoides,,(F. Muell.) R. Barker,11424,7310,Isoglossa eranthemoides,<em>Isoglossa eranthemoides</em>,Isoglossa,,11424,7310,Isoglossa eranthemoides,Isoglossa,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10438.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:27:30.88+11:00,1995-12-15T14:02:30+11:00,11429,Species,139,Plantae,38,Flora,137,Flora,165,Asteraceae,7064,2967.0,Kippistia,11429.0,suaedifolia,,F. Muell.,11429,1548,Kippistia suaedifolia,<em>Kippistia suaedifolia</em>,Fleshy Minuria,,11429,1548,Kippistia suaedifolia,Fleshy Minuria,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10445.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:41:15.51+11:00,1995-12-15T14:02:36+11:00,11446,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10058,2392.0,Crotalaria,11446.0,cunninghamii,,R. Br.,11446,6901,Crotalaria cunninghamii,<em>Crotalaria cunninghamii</em>,Green Bird Flower,,11446,6901,Crotalaria cunninghamii,Green Bird Flower,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10184.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2018-10-29T14:29:26.807+11:00,1995-12-15T14:02:56+11:00,11491,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12876,2641.0,Eucalyptus,11491.0,aggregata,,Deane & Maiden,11491,4038,Eucalyptus aggregata,<em>Eucalyptus aggregata</em>,Black Gum,,11491,4038,Eucalyptus aggregata,Black Gum,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,20128.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:10.7+11:00,1995-12-15T14:03:07+11:00,11520,Species,139,Plantae,38,Flora,137,Flora,330,Winteraceae,18181,3876.0,Tasmannia,11520.0,glaucifolia,,J. Williams,11520,8194,Tasmannia glaucifolia,<em>Tasmannia glaucifolia</em>,Fragrant Pepperbush,,11520,8194,Tasmannia glaucifolia,Fragrant Pepperbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10796.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:39:03.803+11:00,1995-12-15T14:03:10+11:00,11529,Species,139,Plantae,38,Flora,137,Flora,895,Orobanchaceae,14372,2652.0,Euphrasia,11529.0,arguta,,R. Br.,11529,5954,Euphrasia arguta,<em>Euphrasia arguta</em>,,,11529,5954,Euphrasia arguta,,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Critically Endangered,false,Not Sensitive,20165.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2018-10-26T23:43:19.55+11:00,1995-12-15T14:03:11+11:00,11532,Subspecies,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13066,2641.0,Eucalyptus,3558.0,leucoxylon,pruinosa,(F. Muell. ex. Miq.) Boland,11532,6961,Eucalyptus leucoxylon subsp. pruinosa,<em>Eucalyptus leucoxylon </em>subsp.<em> pruinosa</em>,Yellow Gum,,11532,6961,Eucalyptus leucoxylon subsp. pruinosa,Yellow Gum,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,20050.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:42:14.79+11:00,1995-12-15T14:03:30+11:00,11583,Species,139,Plantae,38,Flora,137,Flora,896,Linderniaceae,12100,3071.0,Lindernia,11583.0,alsinoides,,R. Br.,11583,7359,Lindernia alsinoides,<em>Lindernia alsinoides</em>,Noah's False Chickweed,,11583,7359,Lindernia alsinoides,Noah's False Chickweed,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10922.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2019-05-30T15:03:15.13+10:00,1995-12-15T14:03:32+11:00,11588,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13530,3642.0,Rhodamnia,11588.0,rubescens,,(Benth.) Miq.,11588,4283,Rhodamnia rubescens,<em>Rhodamnia rubescens</em>,Scrub Turpentine,,11588,4283,Rhodamnia rubescens,Scrub Turpentine,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Critically Endangered,false,Not Sensitive,20341.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:55.467+11:00,1995-12-15T14:03:33+11:00,11592,Species,139,Plantae,38,Flora,137,Flora,181,Goodeniaceae,11239,2773.0,Goodenia,11592.0,occidentalis,,Carolin,11592,8541,Goodenia occidentalis,<em>Goodenia occidentalis</em>,Western Goodenia,,11592,8541,Goodenia occidentalis,Western Goodenia,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10355.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:27.497+11:00,1995-12-15T14:04:03+11:00,11667,Species,139,Plantae,38,Flora,137,Flora,192,Euphorbiaceae,9863,2695.0,Fontainea,11667.0,oraria,,Jessup & Guymer,11667,8334,Fontainea oraria,<em>Fontainea oraria</em>,Coastal Fontainea,,11667,8334,Fontainea oraria,Coastal Fontainea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Critically Endangered,false,Category 2,10334.0,Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-01-22T14:47:30.59+11:00,1995-12-15T14:04:08+11:00,11678,Species,139,Plantae,38,Flora,137,Flora,155,Brassicaceae,7941,3827.0,Stenopetalum,11678.0,velutinum,,F. Muell.,11678,1860,Stenopetalum velutinum,<em>Stenopetalum velutinum</em>,Velvet Thread-petal,,11678,1860,Stenopetalum velutinum,Velvet Thread-petal,true,174.0,Herbs and Forbs,"Extinct in NSW, Native",Forb,Forb (FG),,,Extinct,false,Not Sensitive,20219.0,Not Listed,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:39:24.943+11:00,1995-12-15T14:04:08+11:00,11680,Species,139,Plantae,38,Flora,137,Flora,206,Malvaceae,12442,2996.0,Lasiopetalum,11680.0,longistamineum,,Maiden & Betche,11680,6141,Lasiopetalum longistamineum,<em>Lasiopetalum longistamineum</em>,,,11680,6141,Lasiopetalum longistamineum,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10452.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2019-06-07T10:41:35.75+10:00,1995-12-15T14:04:10+11:00,11683,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13533,3647.0,Rhodomyrtus,11683.0,psidioides,,(G.Don) Benth.,11683,4284,Rhodomyrtus psidioides,<em>Rhodomyrtus psidioides</em>,Native Guava,,11683,4284,Rhodomyrtus psidioides,Native Guava,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Critically Endangered,false,Not Sensitive,20342.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2018-10-26T23:43:19.8+11:00,1995-12-15T14:04:12+11:00,11689,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,14200,3589.0,Pterostylis,11689.0,foliata,,Hook. f.,11689,4550,Pterostylis foliata,<em>Pterostylis foliata</em>,Slender Greenhood,,11689,4550,Pterostylis foliata,Slender Greenhood,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Vulnerable,true,Category 2,20321.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-09-08T19:03:37.473+10:00,1995-12-15T14:04:15+11:00,11698,Species,139,Plantae,38,Flora,137,Flora,201,Thymelaeaceae,17950,3469.0,Pimelea,11698.0,venosa,,Threlfall,11698,6196,Pimelea venosa,<em>Pimelea venosa</em>,Bolivia Hill Rice-flower,,11698,6196,Pimelea venosa,Bolivia Hill Rice-flower,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Category 3,10633.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:41:39.273+11:00,1995-12-15T14:04:17+11:00,11705,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,14084,3303.0,Oberonia,11705.0,titania,,Lindl.,11705,7077,Oberonia titania,<em>Oberonia titania</em>,Red-flowered King of the Fairies,,11705,7077,Oberonia titania,Red-flowered King of the Fairies,true,179.0,Orchids,"Alive in NSW, Native",Epiphyte,Other (OG),Forb,Forb (FG),Vulnerable,true,Category 2,10571.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:30:59.463+11:00,1995-12-15T14:04:19+11:00,11710,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10133,2476.0,Desmodium,11710.0,acanthocladum,,F. Muell.,11710,2833,Desmodium acanthocladum,<em>Desmodium acanthocladum</em>,Thorny Pea,,11710,2833,Desmodium acanthocladum,Thorny Pea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10218.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:32:26.433+11:00,1995-12-15T14:04:30+11:00,11742,Species,139,Plantae,38,Flora,137,Flora,161,Lamiaceae,11816,3559.0,Prostanthera,11742.0,discolor,,R. Baker,11742,3406,Prostanthera discolor,<em>Prostanthera discolor</em>,,,11742,3406,Prostanthera discolor,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10677.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:33:19.67+11:00,1995-12-15T14:04:34+11:00,11755,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10682,1793.0,Acacia,11755.0,bakeri,,Maiden,11755,3711,Acacia bakeri,<em>Acacia bakeri</em>,Marblewood,,11755,3711,Acacia bakeri,Marblewood,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,10004.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:38.607+11:00,1995-12-15T14:05:42+11:00,11934,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13204,2641.0,Eucalyptus,11934.0,saxatilis,,Kirkpatr. & Brooker,11934,8382,Eucalyptus saxatilis,<em>Eucalyptus saxatilis</em>,Suggan Buggan Mallee,,11934,8382,Eucalyptus saxatilis,Suggan Buggan Mallee,true,176.0,Mallees,"Alive in NSW, Native",Mallee tree,Tree (TG),,,Endangered,false,Not Sensitive,10313.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:17.137+11:00,1995-12-15T14:05:44+11:00,11941,Subspecies,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16088,2780.0,Grevillea,3074.0,acanthifolia,paludosa,Makinson & Albrecht,11941,8264,Grevillea acanthifolia subsp. paludosa,<em>Grevillea acanthifolia </em>subsp.<em> paludosa</em>,Bog Grevillea,,11941,8264,Grevillea acanthifolia subsp. paludosa,Bog Grevillea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10358.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:31:18.277+11:00,1995-12-15T14:05:52+11:00,11958,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10432,3597.0,Pultenaea,11958.0,aristata,,Sieber ex DC.,11958,2974,Pultenaea aristata,<em>Pultenaea aristata</em>,Prickly Bush-pea,,11958,2974,Pultenaea aristata,Prickly Bush-pea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10710.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:35:57.377+11:00,1995-12-15T14:05:53+11:00,11960,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,14203,3589.0,Pterostylis,11960.0,gibbosa,,R. Br.,11960,4553,Pterostylis gibbosa,<em>Pterostylis gibbosa</em>,Illawarra Greenhood,,11960,4553,Pterostylis gibbosa,Illawarra Greenhood,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,true,Category 2,10701.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:33:55.17+11:00,1995-12-15T14:05:54+11:00,11961,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10913,1793.0,Acacia,11961.0,pubescens,,(Vent.) R. Br.,11961,3860,Acacia pubescens,<em>Acacia pubescens</em>,Downy Wattle,,11961,3860,Acacia pubescens,Downy Wattle,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10023.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:31:29.463+11:00,1995-12-15T14:05:55+11:00,11962,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10505,3792.0,Sophora,11962.0,fraseri,,Benth.,11962,3030,Sophora fraseri,<em>Sophora fraseri</em>,Brush Sophora,,11962,3030,Sophora fraseri,Brush Sophora,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10764.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:37:54.723+11:00,1995-12-15T14:05:55+11:00,11963,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16372,3416.0,Persoonia,11963.0,nutans,,R. Br.,11963,5467,Persoonia nutans,<em>Persoonia nutans</em>,Nodding Geebung,,11963,5467,Persoonia nutans,Nodding Geebung,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,true,Not Sensitive,10598.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:35:21.11+11:00,1995-12-15T14:05:56+11:00,11964,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13560,3865.0,Syzygium,11964.0,paniculatum,,Gaertn.,11964,4293,Syzygium paniculatum,<em>Syzygium paniculatum</em>,Magenta Lilly Pilly,,11964,4293,Syzygium paniculatum,Magenta Lilly Pilly,true,185.0,Trees,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Endangered,false,Not Sensitive,10794.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2018-10-26T23:43:20.033+11:00,1995-12-15T14:05:57+11:00,11966,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10174,2501.0,Dillwynia,11966.0,tenuifolia,,Sieber ex DC.,11966,2853,Dillwynia tenuifolia,<em>Dillwynia tenuifolia</em>,,,11966,2853,Dillwynia tenuifolia,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10226.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:35:12.83+11:00,1995-12-15T14:05:58+11:00,11969,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13470,3170.0,Melaleuca,11969.0,deanei,,F. Muell.,11969,4248,Melaleuca deanei,<em>Melaleuca deanei</em>,Deane's Paperbark,,11969,4248,Melaleuca deanei,Deane's Paperbark,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10515.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:32:08.403+11:00,1995-12-15T14:05:59+11:00,11970,Species,139,Plantae,38,Flora,137,Flora,231,Haloragaceae,11355,2806.0,Haloragodendron,11970.0,lucasii,,(Maiden & E. Betche) Orch.,11970,3257,Haloragodendron lucasii,<em>Haloragodendron lucasii</em>,,,11970,3257,Haloragodendron lucasii,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10394.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:37:30.643+11:00,1995-12-15T14:05:59+11:00,11971,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16113,2780.0,Grevillea,11971.0,caleyi,,R. Br.,11971,5365,Grevillea caleyi,<em>Grevillea caleyi</em>,Caley's Grevillea,,11971,5365,Grevillea caleyi,Caley's Grevillea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Critically Endangered,false,Category 3,10361.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:42:42.68+11:00,1995-12-15T14:05:59+11:00,11972,Species,139,Plantae,38,Flora,137,Flora,352,Olacaceae,13616,3310.0,Olax,11972.0,angulata,,A.S. George,11972,7557,Olax angulata,<em>Olax angulata</em>,Square-stemmed Olax,,11972,7557,Olax angulata,Square-stemmed Olax,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10574.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:27:51.82+11:00,1995-12-15T14:06:00+11:00,11974,Species,139,Plantae,38,Flora,137,Flora,165,Asteraceae,7361,3693.0,Rutidosis,11974.0,leptorrhynchoides,,F. Muell.,11974,1645,Rutidosis leptorrhynchoides,<em>Rutidosis leptorrhynchoides</em>,Button Wrinklewort,,11974,1645,Rutidosis leptorrhynchoides,Button Wrinklewort,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10739.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:31:24.76+11:00,1995-12-15T14:06:01+11:00,11975,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10465,3597.0,Pultenaea,11975.0,parviflora,,Sieber ex DC.,11975,3007,Pultenaea parviflora,<em>Pultenaea parviflora</em>,,,11975,3007,Pultenaea parviflora,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10715.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:35:20.89+11:00,1995-12-15T14:06:01+11:00,11976,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13558,3865.0,Syzygium,11976.0,moorei,,(F. Muell.) L. Johnson,11976,4292,Syzygium moorei,<em>Syzygium moorei</em>,Durobby,,11976,4292,Syzygium moorei,Durobby,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,10793.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:34:25.25+11:00,1995-12-15T14:06:03+11:00,11979,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12859,2450.0,Darwinia,11979.0,glaucophylla,,B.G. Briggs,11979,4028,Darwinia glaucophylla,<em>Darwinia glaucophylla</em>,,,11979,4028,Darwinia glaucophylla,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10204.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:38:46.787+11:00,1995-12-15T14:06:03+11:00,11980,Species,139,Plantae,38,Flora,137,Flora,183,Rutaceae,17279,4089.0,Zieria,11980.0,granulata,,C. Moore ex Benth.,11980,5839,Zieria granulata,<em>Zieria granulata</em>,Illawarra Zieria,,11980,5839,Zieria granulata,Illawarra Zieria,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10856.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:39:40.27+11:00,1995-12-15T14:06:04+11:00,11982,Species,139,Plantae,38,Flora,137,Flora,228,Elaeocarpaceae,9508,3894.0,Tetratheca,11982.0,glandulosa,,Sm.,11982,6205,Tetratheca glandulosa,<em>Tetratheca glandulosa</em>,,,11982,6205,Tetratheca glandulosa,,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10798.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:34:30.547+11:00,1995-12-15T14:06:04+11:00,11983,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12904,2641.0,Eucalyptus,11983.0,benthamii,,Maiden & Cambage,11983,4055,Eucalyptus benthamii,<em>Eucalyptus benthamii</em>,Camden White Gum,,11983,4055,Eucalyptus benthamii,Camden White Gum,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,10284.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:39:40.507+11:00,1995-12-15T14:06:05+11:00,11984,Species,139,Plantae,38,Flora,137,Flora,228,Elaeocarpaceae,9509,3894.0,Tetratheca,11984.0,juncea,,Sm.,11984,6206,Tetratheca juncea,<em>Tetratheca juncea</em>,Black-eyed Susan,,11984,6206,Tetratheca juncea,Black-eyed Susan,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Forb,Forb (FG),Vulnerable,false,Not Sensitive,10799.0,Vulnerable,,,false,false,false,Vulnerable
