scientificName,vernacularName,family,genus,sourceStatus,listedSpratTaxonId,currentSpratTaxonId,status
Seriolella brama,Blue Warehou,Centrolophidae,Seriolella,Conservation Dependent,69374,,Conservation Dependent
Setonix brachyurus,Quokka,Macropodidae,Setonix,Vulnerable,229,,Vulnerable
Sinumelon bednalli,Bednall's Land Snail,Camaenidae,Sinumelon,Endangered,79113,,Endangered
Sminthopsis butleri,Butler's Dunnart,Dasyuridae,Sminthopsis,Vulnerable,302,,Vulnerable
Sminthopsis douglasi,Julia Creek Dunnart,Dasyuridae,Sminthopsis,Vulnerable,305,,Vulnerable
Sminthopsis fuliginosa aitkeni,Kangaroo Island Dunnart,Dasyuridae,Sminthopsis,Endangered,92894,,Endangered
Sminthopsis psammophila,Sandhill Dunnart,Dasyuridae,Sminthopsis,Endangered,291,,Endangered
Solanum bauerianum,Bridal Flower,Solanaceae,Solanum,Extinct,13657,,Extinct
Solanum dissectum,-,Solanaceae,Solanum,Endangered,75720,,Endangered
Solanum dunalianum,-,Solanaceae,Solanum,Vulnerable,13819,,Vulnerable
Solanum graniticum,Granite Nightshade,Solanaceae,Solanum,Endangered,84819,,Endangered
Solanum johnsonianum,-,Solanaceae,Solanum,Endangered,84820,,Endangered
Solanum karsense,Menindee Nightshade,Solanaceae,Solanum,Vulnerable,7776,,Vulnerable
Solanum orgadophilum,Capella Potato Bush,Solanaceae,Solanum,Critically Endangered,89185,,Critically Endangered
Solanum sulphureum,-,Solanaceae,Solanum,Endangered,87381,,Endangered
Sophora fraseri,-,Fabaceae,Sophora,Vulnerable,8836,,Vulnerable
Sphaerolobium acanthos,Grampians Globe-pea,Fabaceae,Sphaerolobium,Critically Endangered,65835,,Critically Endangered
Sphenotoma drummondii,Mountain Paper-heath,Ericaceae,Sphenotoma,Endangered,21160,,Endangered
Sphyrna lewini,Scalloped Hammerhead,Sphyrnidae,Sphyrna,Conservation Dependent,85267,,Conservation Dependent
Spicospina flammocaerulea,Sunset Frog,Myobatrachidae,Spicospina,Vulnerable,64782,,Vulnerable
Spirogardnera rubescens,Spiral Bush,Santalaceae,Spirogardnera,Endangered,15667,,Endangered
Sporobolus pamelae,a grass,Poaceae,Sporobolus,Endangered,65710,,Endangered
Spyridium coactilifolium,Butterfly Spyridium,Rhamnaceae,Spyridium,Vulnerable,6572,,Vulnerable
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Rhamnaceae,Spyridium,Vulnerable,13771,,Vulnerable
Spyridium fontis-woodii,Woods Well Spyridium,Rhamnaceae,Spyridium,Critically Endangered,89082,,Critically Endangered
Spyridium furculentum,Forked Spyridium,Rhamnaceae,Spyridium,Endangered,87544,,Endangered
Spyridium lawrencei,Small-leaf Spyridium,Rhamnaceae,Spyridium,Endangered,27036,,Endangered
Spyridium obcordatum,Creeping Dusty Miller,Rhamnaceae,Spyridium,Vulnerable,17447,,Vulnerable
Stachystemon nematophorus,Three-flowered Stachystemon,Euphorbiaceae,Stachystemon,Vulnerable,81447,,Vulnerable
Stackhousia annua,"Annual Stackhousia, Annual Candles",Celastraceae,Stackhousia,Vulnerable,17773,,Vulnerable
Stagonopleura bella samueli,"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",Estrildidae,Stagonopleura,Endangered,80202,,Endangered
Stagonopleura guttata,Diamond Firetail,Passeridae,Stagonopleura,Vulnerable,59398,,Vulnerable
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Rhamnaceae,Stenanthemum,Vulnerable,15450,,Vulnerable
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Laridae,Sterna,Endangered,64451,,Endangered
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Laridae,Sterna,Vulnerable,64452,,Vulnerable
Sternula nereis nereis,Australian Fairy Tern,Laridae,Sternula,Vulnerable,82950,,Vulnerable
Stiphodon semoni,Opal Cling Goby,Gobiidae,Stiphodon,Critically Endangered,83909,,Critically Endangered
Stipiturus malachurus halmaturinus,Kangaroo Island Southern Emu-wren,Maluridae,Stipiturus,Endangered,85046,,Endangered
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Maluridae,Stipiturus,Endangered,26005,,Endangered
Stipiturus malachurus parimeda,"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",Maluridae,Stipiturus,Endangered,26006,,Endangered
Stipiturus mallee,Mallee Emu-wren,Maluridae,Stipiturus,Endangered,59459,,Endangered
Stonesiella selaginoides,Clubmoss Bush-pea,Fabaceae,Stonesiella,Endangered,68100,,Endangered
Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Moraceae,Streblus,Endangered,21618,,Endangered
Strepera fuliginosa colei,Black Currawong (King Island),Artamidae,Strepera,Vulnerable,67113,,Vulnerable
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Artamidae,Strepera,Vulnerable,25994,,Vulnerable
Stylidium amabile,-,Stylidiaceae,Stylidium,Critically Endangered,85007,,Critically Endangered
Stylidium applanatum,Flat-leaved Triggerplant,Stylidiaceae,Stylidium,Critically Endangered,87813,,Critically Endangered
Stylidium asymmetricum,Asymmetric Triggerplant,Stylidiaceae,Stylidium,Endangered,89458,,Endangered
Stylidium coroniforme subsp. amblyphyllum,-,Stylidiaceae,Stylidium,Endangered,85017,,Endangered
Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Stylidiaceae,Stylidium,Endangered,85016,,Endangered
Stylidium ensatum,a triggerplant,Stylidiaceae,Stylidium,Endangered,86366,,Endangered
Stylidium galioides,Yellow Mountain Triggerplant,Stylidiaceae,Stylidium,Vulnerable,4666,,Vulnerable
Stylidium semaphorum,-,Stylidiaceae,Stylidium,Critically Endangered,65964,,Critically Endangered
Styphelia longissima,-,Ericaceae,Styphelia,Critically Endangered,89333,,Critically Endangered
Styphelia perileuca,-,Ericaceae,Styphelia,Endangered,56017,,Endangered
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Fabaceae,Swainsona,Vulnerable,6765,,Vulnerable
Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Fabaceae,Swainsona,Vulnerable,10804,,Vulnerable
Swainsona pyrophila,Yellow Swainson-pea,Fabaceae,Swainsona,Vulnerable,56344,,Vulnerable
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Fabaceae,Swainsona,Endangered,7580,,Endangered
Symonanthus bancroftii,Bancrofts Symonanthus,Solanaceae,Symonanthus,Endangered,12837,,Endangered
Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Symplocaceae,Symplocos,Vulnerable,19010,,Vulnerable
Synaphea quartzitica,Quartz-loving Synaphea,Proteaceae,Synaphea,Endangered,64978,,Endangered
Synaphea sp. Fairbridge Farm (D.Papenfus 696),Selena's Synaphea,Proteaceae,Synaphea,Critically Endangered,82881,,Critically Endangered
Synaphea sp. Pinjarra (R.Davis 6578),Club-leafed Synaphea,Proteaceae,Synaphea,Critically Endangered,82880,,Critically Endangered
Synaphea sp. Pinjarra Plain (A.S.George 17182),-,Proteaceae,Synaphea,Endangered,86878,,Endangered
Synaphea sp. Serpentine (G.R.Brand 103),-,Proteaceae,Synaphea,Critically Endangered,86879,,Critically Endangered
Synaphea stenoloba,Dwellingup Synaphea,Proteaceae,Synaphea,Endangered,66311,,Endangered
Synemon plana,Golden Sun Moth,Castniidae,Synemon,Vulnerable,25234,,Vulnerable
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Myrtaceae,Syzygium,Vulnerable,3539,,Vulnerable
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Myrtaceae,Syzygium,Vulnerable,12284,,Vulnerable
Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Myrtaceae,Syzygium,Vulnerable,20307,,Vulnerable
Syzygium velarum,-,Myrtaceae,Syzygium,Vulnerable,56714,,Vulnerable
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Tachyglossidae,Tachyglossus,Endangered,87597,,Endangered
Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Orchidaceae,Taeniophyllum,Vulnerable,82347,,Vulnerable
Taraxacum cygnorum,"Coast Dandelion, Native Dandelion",Asteraceae,Taraxacum,Vulnerable,2508,,Vulnerable
Tarennoidea wallichii,-,Rubiaceae,Tarennoidea,Endangered,65173,,Endangered
Tasmannia glaucifolia,Fragrant Pepperbush,Winteraceae,Tasmannia,Vulnerable,21975,,Vulnerable
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Myobatrachidae,Taudactylus,Extinct,1911,,Extinct
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Myobatrachidae,Taudactylus,Extinct,1886,,Extinct
Taudactylus eungellensis,Eungella Day Frog,Myobatrachidae,Taudactylus,Endangered,1887,,Endangered
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Myobatrachidae,Taudactylus,Critically Endangered,1889,,Critically Endangered
Taudactylus rheophilus,Tinkling Frog,Myobatrachidae,Taudactylus,Critically Endangered,1890,,Critically Endangered
Tectaria devexa,Cave Fern,Dryopteridaceae,Tectaria,Endangered,14767,,Endangered
Tecticornia bulbosa,Large-articled Samphire,Chenopodiaceae,Tecticornia,Vulnerable,82741,,Vulnerable
Tecticornia flabelliformis,"Bead Glasswort, Bead Samphire",Chenopodiaceae,Tecticornia,Vulnerable,82664,,Vulnerable
Tephrosia leveillei,-,Fabaceae,Tephrosia,Vulnerable,16946,,Vulnerable
Tetraria australiensis,Southern Tetraria,Cyperaceae,Tetraria,Vulnerable,10137,92784.0,Vulnerable
Tetratheca aphylla,Bungalbin Tetratheca,Elaeocarpaceae,Tetratheca,Vulnerable,2915,,Vulnerable
Tetratheca deltoidea,Granite Tetratheca,Elaeocarpaceae,Tetratheca,Endangered,5802,,Endangered
Tetratheca fasciculata,Cronin's Tetratheca,Elaeocarpaceae,Tetratheca,Extinct,15534,,Extinct
Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Elaeocarpaceae,Tetratheca,Critically Endangered,14415,,Critically Endangered
Tetratheca harperi,Jackson Tetratheca,Elaeocarpaceae,Tetratheca,Vulnerable,6251,,Vulnerable
Tetratheca juncea,Black-eyed Susan,Elaeocarpaceae,Tetratheca,Vulnerable,21407,,Vulnerable
Tetratheca nephelioides,-,Elaeocarpaceae,Tetratheca,Critically Endangered,83217,,Critically Endangered
Tetratheca paynterae,Paynter's Tetratheca,Elaeocarpaceae,Tetratheca,Endangered,66451,,Endangered
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Diomedeidae,Thalassarche,Vulnerable,64460,,Vulnerable
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Diomedeidae,Thalassarche,Vulnerable,82273,,Vulnerable
Thalassarche carteri,Indian Yellow-nosed  Albatross,Diomedeidae,Thalassarche,Vulnerable,64464,,Vulnerable
Thalassarche cauta,Shy Albatross,Diomedeidae,Thalassarche,Endangered,89224,,Endangered
Thalassarche chrysostoma,Grey-headed Albatross,Diomedeidae,Thalassarche,Endangered,66491,,Endangered
Thalassarche eremita,Chatham Albatross,Diomedeidae,Thalassarche,Endangered,64457,,Endangered
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Diomedeidae,Thalassarche,Vulnerable,64459,,Vulnerable
Thalassarche melanophris,Black-browed Albatross,Diomedeidae,Thalassarche,Vulnerable,66472,,Vulnerable
Thalassarche salvini,Salvin's Albatross,Diomedeidae,Thalassarche,Vulnerable,64463,,Vulnerable
Thalassarche steadi,White-capped Albatross,Diomedeidae,Thalassarche,Vulnerable,64462,,Vulnerable
Thaumatoperla alpina,Alpine Stonefly,Eustheniidae,Thaumatoperla,Endangered,25289,,Endangered
Thelymitra adorata,Wyong Sun Orchid,Orchidaceae,Thelymitra,Critically Endangered,84724,,Critically Endangered
Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Orchidaceae,Thelymitra,Critically Endangered,81872,,Critically Endangered
Thelymitra dedmaniarum,Cinnamon Sun Orchid,Orchidaceae,Thelymitra,Endangered,65105,,Endangered
Thelymitra epipactoides,Metallic Sun-orchid,Orchidaceae,Thelymitra,Endangered,11896,,Endangered
Thelymitra hygrophila,Blue Star Sun-orchid,Orchidaceae,Thelymitra,Critically Endangered,87679,,Critically Endangered
Thelymitra jonesii,Sky-blue Sun-orchid,Orchidaceae,Thelymitra,Endangered,76352,,Endangered
Thelymitra kangaloonica,Kangaloon Sun Orchid,Orchidaceae,Thelymitra,Critically Endangered,81861,,Critically Endangered
Thelymitra mackibbinii,Brilliant Sun-orchid,Orchidaceae,Thelymitra,Vulnerable,26941,,Vulnerable
Thelymitra matthewsii,Spiral Sun-orchid,Orchidaceae,Thelymitra,Vulnerable,4168,,Vulnerable
Thelymitra orientalis,Hoary Sun-orchid,Orchidaceae,Thelymitra,Critically Endangered,88011,,Critically Endangered
Thelymitra psammophila,Sandplain Sun-orchid,Orchidaceae,Thelymitra,Vulnerable,4908,,Vulnerable
Thelymitra stellata,Star Sun-orchid,Orchidaceae,Thelymitra,Endangered,7060,,Endangered
Thersites mitchellae,Mitchell's Rainforest Snail,Camaenidae,Thersites,Critically Endangered,66774,,Critically Endangered
Thesium australe,"Austral Toadflax, Toadflax",Santalaceae,Thesium,Vulnerable,15202,,Vulnerable
Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",Charadriidae,Thinornis,Vulnerable,90381,,Vulnerable
Thomasia gardneri,Mt Holland Thomasia,Sterculiaceae,Thomasia,Extinct,4714,,Extinct
Thomasia glabripetala,Sandplain Thomasia,Sterculiaceae,Thomasia,Vulnerable,56547,,Vulnerable
Thomasia montana,Hill Thomasia,Sterculiaceae,Thomasia,Vulnerable,12136,,Vulnerable
Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Sterculiaceae,Thomasia,Endangered,64542,,Endangered
Thryptomene wittweri,Mountain Thryptomene,Myrtaceae,Thryptomene,Vulnerable,16645,,Vulnerable
Thunnus maccoyii,Southern Bluefin Tuna,Scombridae,Thunnus,Conservation Dependent,69402,,Conservation Dependent
Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",Thylacinidae,Thylacinus,Extinct,342,,Extinct
Thymichthys politus,Red Handfish,Brachionichthyidae,Thymichthys,Critically Endangered,83756,,Critically Endangered
Thynninorchis nothofagicola,Myrtle Elbow Orchid,Orchidaceae,Thynninorchis,Critically Endangered,76409,,Critically Endangered
Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Scincidae,Tiliqua,Endangered,1270,,Endangered
Tmesipteris lanceolata,-,Psilotaceae,Tmesipteris,Extinct,15153,,Extinct
Tmesipteris norfolkensis,Hanging Fork-fern,Psilotaceae,Tmesipteris,Vulnerable,65895,,Vulnerable
Toechima pterocarpum,-,Sapindaceae,Toechima,Endangered,4690,,Endangered
Toechima sp. East Alligator (J.Russell-Smith 8418),a tree,Sapindaceae,Toechima,Endangered,81627,,Endangered
Tomophyllum walleri,-,Grammitidaceae,Tomophyllum,Vulnerable,83507,,Vulnerable
Trachymene scapigera,Mountain Trachymene,Apiaceae,Trachymene,Endangered,9367,,Endangered
Trianthema cypseleoides,-,Aizoaceae,Trianthema,Extinct,5051,,Extinct
Tribonanthes purpurea,Granite Pink,Haemodoraceae,Tribonanthes,Vulnerable,16244,,Vulnerable
Trichanthodium baracchianum,Dwarf Yellow-heads,Asteraceae,Trichanthodium,Vulnerable,21910,,Vulnerable
Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,Phalangeridae,Trichosurus,Vulnerable,83091,,Vulnerable
Trioza barrettae,Banksia brownii plant louse,Triozidae,Trioza,Endangered,87805,,Endangered
Triplarina imbricata,-,Myrtaceae,Triplarina,Endangered,64543,,Endangered
Triplarina nitchaga,-,Myrtaceae,Triplarina,Vulnerable,64593,,Vulnerable
Triplarina nowraensis,Nowra Heath-myrtle,Myrtaceae,Triplarina,Endangered,64544,,Endangered
Trisyntopa scatophaga,Antbed Parrot Moth,Oecophoridae,Trisyntopa,Endangered,84159,,Endangered
Trithuria occidentalis,Swan Hydatella,Hydatellaceae,Trithuria,Endangered,42224,,Endangered
Triunia robusta,Glossy Spice Bush,Proteaceae,Triunia,Endangered,14747,,Endangered
Tropilis callitrophilis,Thin Feather Orchid,Orchidaceae,Tropilis,Vulnerable,82771,56050.0,Vulnerable
Turdus poliocephalus erythropleurus,Christmas Island Thrush,Muscicapidae,Turdus,Endangered,67122,,Endangered
Turdus poliocephalus poliocephalus,"Grey-headed Blackbird, Norfolk Island Thrush",Muscicapidae,Turdus,Extinct,26017,,Extinct
Turdus poliocephalus vinitinctus,"Lord Howe Thrush, Vinous-tinted Thrush",Muscicapidae,Turdus,Extinct,67123,,Extinct
Turnix melanogaster,Black-breasted Button-quail,Turnicidae,Turnix,Vulnerable,923,,Vulnerable
Turnix olivii,Buff-breasted Button-quail,Turnicidae,Turnix,Endangered,59293,,Endangered
Turnix varius scintillans,Painted Button-quail (Houtman Abrolhos),Turnicidae,Turnix,Endangered,82451,,Endangered
Tylophora linearis,-,Apocynaceae,Tylophora,Endangered,55231,92384.0,Endangered
Tylophora rupicola,-,Apocynaceae,Tylophora,Endangered,55237,92385.0,Endangered
Tylophora woollsii,-,Apocynaceae,Tylophora,Endangered,20503,40080.0,Endangered
Tympanocryptis condaminensis,Condamine Earless Dragon,Agamidae,Tympanocryptis,Endangered,87888,,Endangered
Tympanocryptis lineata,"Canberra Grassland Earless Dragon, Lined Earless Dragon",Agamidae,Tympanocryptis,Critically Endangered,25558,,Critically Endangered
Tympanocryptis mccartneyi,Bathurst Grassland Earless Dragon,Agamidae,Tympanocryptis,Critically Endangered,90478,,Critically Endangered
Tympanocryptis osbornei,Monaro Grassland Earless Dragon,Agamidae,Tympanocryptis,Endangered,90479,,Endangered
Tympanocryptis pinguicolla,Victorian Grassland Earless Dragon,Agamidae,Tympanocryptis,Critically Endangered,66727,,Critically Endangered
Typhonium jonesii,a herb,Araceae,Typhonium,Endangered,62412,,Endangered
Typhonium mirabile,a herb,Araceae,Typhonium,Endangered,79227,,Endangered
Typhonium taylori,a herb,Araceae,Typhonium,Endangered,65904,,Endangered
Tyto novaehollandiae castanops (Tasmanian population),Masked Owl (Tasmanian),Tytonidae,Tyto,Vulnerable,67051,,Vulnerable
Tyto novaehollandiae kimberli,Masked Owl (northern),Tytonidae,Tyto,Vulnerable,26048,,Vulnerable
Tyto novaehollandiae melvillensis,"Tiwi Masked Owl, Tiwi Islands Masked Owl",Tytonidae,Tyto,Endangered,26049,,Endangered
Ungeria floribunda,Bastard Oak,Sterculiaceae,Ungeria,Vulnerable,41714,,Vulnerable
Uperoleia daviesae,"Howard River Toadlet, Davies's Toadlet",Myobatrachidae,Uperoleia,Vulnerable,85375,,Vulnerable
Uperoleia mahonyi,Mahony's Toadlet,Myobatrachidae,Uperoleia,Endangered,89189,,Endangered
Uromyrtus australis,Peach Myrtle,Myrtaceae,Uromyrtus,Endangered,8830,,Endangered
Uvidicolus sphyrurus,"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",Carphodactylidae,Uvidicolus,Vulnerable,84578,,Vulnerable
Vanda hindsii,Cape York Vanda,Orchidaceae,Vanda,Vulnerable,4494,,Vulnerable
Vanvoorstia bennettiana,Bennett's Seaweed,Delesseriaceae,Vanvoorstia,Extinct,67217,,Extinct
Vappodes lithocola,"Dwarf Butterfly Orchid, Cooktown Orchid",Orchidaceae,Vappodes,Endangered,78893,,Endangered
Vappodes phalaenopsis,Cooktown Orchid,Orchidaceae,Vappodes,Vulnerable,78894,,Vulnerable
Velleia perfoliata,-,Goodeniaceae,Velleia,Vulnerable,17190,,Vulnerable
Veronica ciliolata,Ciliolate Hebe,Scrophulariaceae,Veronica,Vulnerable,83205,,Vulnerable
Veronica derwentiana subsp. homalodonta,Mount Lofty Speedwell,Plantaginaceae,Veronica,Critically Endangered,82836,,Critically Endangered
Veronica lithophila,-,Plantaginaceae,Veronica,Endangered,87479,,Endangered
Veronica parnkalliana,Port Lincoln Speedwell,Plantaginaceae,Veronica,Endangered,17458,,Endangered
Verticordia albida,White Featherflower,Myrtaceae,Verticordia,Endangered,55635,,Endangered
Verticordia apecta,"Hay River Featherflower, Scruffy Verticordia",Myrtaceae,Verticordia,Critically Endangered,65545,,Critically Endangered
Verticordia carinata,Stirling Range Featherflower,Myrtaceae,Verticordia,Vulnerable,24342,,Vulnerable
Verticordia crebra,-,Myrtaceae,Verticordia,Vulnerable,55678,,Vulnerable
Verticordia densiflora var. pedunculata,Long-stalked Featherflower,Myrtaceae,Verticordia,Endangered,55689,,Endangered
Verticordia fimbrilepis subsp. australis,Southern Shy Featherflower,Myrtaceae,Verticordia,Vulnerable,24630,,Vulnerable
Verticordia fimbrilepis subsp. fimbrilepis,Shy Featherflower,Myrtaceae,Verticordia,Endangered,24631,,Endangered
Verticordia helichrysantha,Coast Featherflower,Myrtaceae,Verticordia,Vulnerable,8204,,Vulnerable
Verticordia hughanii,Hughan's Featherflower,Myrtaceae,Verticordia,Endangered,11434,,Endangered
Verticordia pityrhops,"Little Pine Verticordia, Pine-like Featherflower",Myrtaceae,Verticordia,Endangered,55798,,Endangered
Verticordia plumosa var. ananeotes,Tufted Plumed Featherflower,Myrtaceae,Verticordia,Endangered,23871,,Endangered
Verticordia plumosa var. vassensis,Vasse Featherflower,Myrtaceae,Verticordia,Endangered,55804,,Endangered
Verticordia spicata subsp. squamosa,Scaly-leaved Featherflower,Myrtaceae,Verticordia,Endangered,55822,,Endangered
Verticordia staminosa subsp. staminosa,Wongan Featherflower,Myrtaceae,Verticordia,Endangered,55825,,Endangered
Verticordia staminosa var. cylindracea,Granite Featherflower,Myrtaceae,Verticordia,Endangered,55823,,Endangered
