scientificName,vernacularName,family,genus,sourceStatus,listedSpratTaxonId,currentSpratTaxonId,status
Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Dilleniaceae,Hibbertia,Vulnerable,64917,,Vulnerable
Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Dilleniaceae,Hibbertia,Vulnerable,64918,,Vulnerable
Hibbertia marginata,-,Dilleniaceae,Hibbertia,Vulnerable,21970,,Vulnerable
Hibbertia praemorsa,Bundanoon Guinea-flower,Dilleniaceae,Hibbertia,Endangered,86346,,Endangered
Hibbertia priceana,-,Dilleniaceae,Hibbertia,Critically Endangered,82694,,Critically Endangered
Hibbertia puberula subsp. glabrescens,-,Dilleniaceae,Hibbertia,Critically Endangered,86645,,Critically Endangered
Hibbertia sp. Toolbrunup (J.R.Wheeler 2504),-,Dilleniaceae,Hibbertia,Critically Endangered,89455,90405.0,Critically Endangered
Hibbertia spanantha,Julian's Hibbertia,Dilleniaceae,Hibbertia,Critically Endangered,88475,,Critically Endangered
Hibbertia tenuis,-,Dilleniaceae,Hibbertia,Critically Endangered,76189,,Critically Endangered
Hibiscus brennanii,a shrub,Malvaceae,Hibiscus,Vulnerable,65592,,Vulnerable
Hibiscus cravenii,-,Malvaceae,Hibiscus,Vulnerable,81624,,Vulnerable
Hibiscus insularis,Phillip Island Hibiscus,Malvaceae,Hibiscus,Critically Endangered,30614,,Critically Endangered
Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Proteaceae,Hicksbeachia,Vulnerable,21189,,Vulnerable
Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Syngnathidae,Hippocampus,Endangered,66240,,Endangered
Hipposideros inornatus,Arnhem Leaf-nosed Bat,Hipposideridae,Hipposideros,Endangered,86675,,Endangered
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Hipposideridae,Hipposideros,Vulnerable,180,,Vulnerable
Hirundapus caudacutus,White-throated Needletail,Apodidae,Hirundapus,Vulnerable,682,,Vulnerable
Homopholis belsonii,Belson's Panic,Poaceae,Homopholis,Vulnerable,2406,,Vulnerable
Homoranthus bebo,-,Myrtaceae,Homoranthus,Critically Endangered,88498,,Critically Endangered
Homoranthus bruhlii,-,Myrtaceae,Homoranthus,Critically Endangered,88500,,Critically Endangered
Homoranthus darwinioides,-,Myrtaceae,Homoranthus,Vulnerable,12974,,Vulnerable
Homoranthus decumbens,a shrub,Myrtaceae,Homoranthus,Endangered,55186,,Endangered
Homoranthus elusus,-,Myrtaceae,Homoranthus,Critically Endangered,88502,,Critically Endangered
Homoranthus floydii,-,Myrtaceae,Homoranthus,Vulnerable,55187,,Vulnerable
Homoranthus lunatus,-,Myrtaceae,Homoranthus,Vulnerable,55189,,Vulnerable
Homoranthus montanus,-,Myrtaceae,Homoranthus,Vulnerable,24319,,Vulnerable
Homoranthus porteri,-,Myrtaceae,Homoranthus,Vulnerable,55196,,Vulnerable
Homoranthus prolixus,-,Myrtaceae,Homoranthus,Vulnerable,55198,,Vulnerable
Hoplocephalus bungaroides,Broad-headed Snake,Elapidae,Hoplocephalus,Vulnerable,1182,,Vulnerable
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Lucanidae,Hoplogonus,Critically Endangered,66754,,Critically Endangered
Hoplogonus simsoni,Simson's Stag Beetle,Lucanidae,Hoplogonus,Vulnerable,66796,,Vulnerable
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Lucanidae,Hoplogonus,Vulnerable,66797,,Vulnerable
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",Trachichthyidae,Hoplostethus,Conservation Dependent,68455,,Conservation Dependent
Hoya australis subsp. oramicola,a vine,Asclepiadaceae,Hoya,Vulnerable,55436,,Vulnerable
Huperzia serrata,Water Tassel-fern,Lycopodiaceae,Huperzia,Extinct,24168,,Extinct
Hybanthus cymulosus,Ninghan Violet,Violaceae,Hybanthus,Critically Endangered,2803,,Critically Endangered
Hydriastele costata,a palm,Arecaceae,Hydriastele,Vulnerable,41998,,Vulnerable
Hylacola cauta halmaturina,Shy Heathwren (Kangaroo Island),Acanthizidae,Hylacola,Vulnerable,82332,,Vulnerable
Hymenophyllum lobbii,-,Hymenophyllaceae,Hymenophyllum,Extinct,24119,,Extinct
Hymenophyllum whitei,a filmy fern,Hymenophyllaceae,Hymenophyllum,Extinct,15113,,Extinct
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),-,Myrtaceae,Hypocalymma,Endangered,85023,93069.0,Endangered
Hypocalymma longifolium,Long-leaved Myrtle,Myrtaceae,Hypocalymma,Vulnerable,8081,,Vulnerable
Hypocalymma sp. Cascade (R.Bruhn 20896),-,Myrtaceae,Hypocalymma,Endangered,88311,,Endangered
Hypocalymma sylvestre,chittering Myrtle,Myrtaceae,Hypocalymma,Endangered,86384,,Endangered
Hypochrysops piceatus,Bulloak Jewel Butterfly,Lycaenidae,Hypochrysops,Critically Endangered,77869,,Critically Endangered
Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Dennstaedtiaceae,Hypolepis,Vulnerable,10243,,Vulnerable
Hypolepis distans,Scrambling Ground-fern,Dennstaedtiaceae,Hypolepis,Endangered,2148,92548.0,Endangered
Hypolimnus pedderensis,Lake Pedder Earthworm,Megascolecidae,Hypolimnus,Extinct,83060,,Extinct
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Rallidae,Hypotaenidia,Endangered,88994,,Endangered
Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Rallidae,Hypotaenidia,Extinct,88995,,Extinct
Hypotaenidia sylvestris,Lord Howe Woodhen,Rallidae,Hypotaenidia,Endangered,87732,,Endangered
Hypseleotris gymnocephala,Bald Carp Gudgeon,Eleotridae,Hypseleotris,Critically Endangered,92610,,Critically Endangered
Hyridella glenelgensis,Glenelg Freshwater Mussel,Hyriidae,Hyridella,Critically Endangered,82953,,Critically Endangered
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Idiopidae,Idiosoma,Vulnerable,66798,,Vulnerable
Ileostylus micranthus,Mistletoe,Loranthaceae,Ileostylus,Vulnerable,65891,,Vulnerable
Indigofera efoliata,-,Fabaceae,Indigofera,Endangered,4951,,Endangered
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Brassicaceae,Irenepharsus,Endangered,14664,,Endangered
Isoglossa eranthemoides,Isoglossa,Acanthaceae,Isoglossa,Endangered,16663,,Endangered
Isoodon auratus auratus,Golden Bandicoot (mainland),Peramelidae,Isoodon,Vulnerable,66665,,Vulnerable
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Peramelidae,Isoodon,Vulnerable,66666,,Vulnerable
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Peramelidae,Isoodon,Vulnerable,66667,,Vulnerable
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Peramelidae,Isoodon,Endangered,68050,,Endangered
Isopogon fletcheri,Fletcher's Drumsticks,Proteaceae,Isopogon,Vulnerable,19980,,Vulnerable
Isopogon robustus,Robust Coneflower,Proteaceae,Isopogon,Critically Endangered,82646,,Critically Endangered
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Proteaceae,Isopogon,Endangered,20871,,Endangered
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Asteraceae,Ixodia,Vulnerable,21474,,Vulnerable
Jacksonia pungens,Pungent Jacksonia,Fabaceae,Jacksonia,Endangered,64920,,Endangered
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Fabaceae,Jacksonia,Endangered,67417,,Endangered
Jacksonia velveta,Collie Jacksonia,Fabaceae,Jacksonia,Endangered,82671,,Endangered
Kardomia granitica,a shrub,Myrtaceae,Kardomia,Vulnerable,83201,,Vulnerable
Kardomia prominens,-,Myrtaceae,Kardomia,Critically Endangered,85097,,Critically Endangered
Kelleria bogongensis,Kelleria,Thymelaeaceae,Kelleria,Vulnerable,88203,,Vulnerable
Kennedia glabrata,Northcliffe Kennedia,Fabaceae,Kennedia,Vulnerable,16452,,Vulnerable
Kennedia lateritia,Augusta Kennedia,Fabaceae,Kennedia,Endangered,45985,,Endangered
Kennedia retrorsa,-,Fabaceae,Kennedia,Vulnerable,19716,,Vulnerable
Keyacris scurra,Key's Matchstick Grasshopper,Morabidae,Keyacris,Endangered,89739,,Endangered
Kumonga exleyi,Cape Range Remipede,Kumongidae,Kumonga,Vulnerable,86875,,Vulnerable
Kunzea cambagei,-,Myrtaceae,Kunzea,Vulnerable,11420,,Vulnerable
Kunzea ericifolia subsp. subulata,-,Myrtaceae,Kunzea,Vulnerable,89147,,Vulnerable
Kunzea rupestris,-,Myrtaceae,Kunzea,Vulnerable,8798,,Vulnerable
Kunzea similis subsp. similis,-,Myrtaceae,Kunzea,Critically Endangered,84068,,Critically Endangered
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Poaceae,Lachnagrostis,Endangered,76211,,Endangered
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Poaceae,Lachnagrostis,Endangered,78119,,Endangered
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",Macropodidae,Lagorchestes,Extinct,243,,Extinct
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Macropodidae,Lagorchestes,Vulnerable,66661,,Vulnerable
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Macropodidae,Lagorchestes,Vulnerable,66662,,Vulnerable
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Macropodidae,Lagorchestes,Endangered,88019,,Endangered
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Macropodidae,Lagorchestes,Vulnerable,66663,,Vulnerable
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",Macropodidae,Lagorchestes,Extinct,66655,,Extinct
Lagorchestes leporides,Eastern Hare-wallaby,Macropodidae,Lagorchestes,Extinct,246,,Extinct
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),Macropodidae,Lagostrophus,Extinct,66654,,Extinct
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning",Macropodidae,Lagostrophus,Vulnerable,66664,,Vulnerable
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Campephagidae,Lalage,Extinct,25985,,Extinct
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Proteaceae,Lambertia,Endangered,56729,,Endangered
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Proteaceae,Lambertia,Endangered,64528,,Endangered
Lambertia fairallii,Fairall's Honeysuckle,Proteaceae,Lambertia,Critically Endangered,4881,,Critically Endangered
Lambertia orbifolia,Roundleaf Honeysuckle,Proteaceae,Lambertia,Endangered,15725,,Endangered
Lasiopetalum joyceae,-,Sterculiaceae,Lasiopetalum,Vulnerable,20311,,Vulnerable
Lasiopetalum longistamineum,-,Sterculiaceae,Lasiopetalum,Vulnerable,19181,,Vulnerable
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Sterculiaceae,Lasiopetalum,Endangered,64922,,Endangered
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Sterculiaceae,Lasiopetalum,Endangered,2885,,Endangered
Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381),-,Malvaceae,Lasiopetalum,Critically Endangered,89457,89524.0,Critically Endangered
Lasiopetalum sp. Proston (J.A.Baker 17),Proston Lasiopetalum,Sterculiaceae,Lasiopetalum,Critically Endangered,68391,,Critically Endangered
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Vombatidae,Lasiorhinus,Critically Endangered,198,,Critically Endangered
Lastreopsis calantha,"Shield-fern, Shieldfern",Dryopteridaceae,Lastreopsis,Endangered,65884,,Endangered
Lastreopsis walleri,a fern,Dryopteridaceae,Lastreopsis,Vulnerable,18229,,Vulnerable
Lathamus discolor,Swift Parrot,Psittacidae,Lathamus,Critically Endangered,744,,Critically Endangered
Latrobea colophona,-,Fabaceae,Latrobea,Critically Endangered,85004,92781.0,Critically Endangered
Lawrencia buchananensis,-,Malvaceae,Lawrencia,Vulnerable,10919,,Vulnerable
Lechenaultia chlorantha,Kalbarri Leschenaultia,Goodeniaceae,Lechenaultia,Vulnerable,16763,,Vulnerable
Lechenaultia laricina,Scarlet Leschenaultia,Goodeniaceae,Lechenaultia,Endangered,18535,,Endangered
Leichhardtia araujacea,-,Apocynaceae,Leichhardtia,Critically Endangered,91900,,Critically Endangered
Leiocarpa gatesii,Wrinkled Buttons,Asteraceae,Leiocarpa,Vulnerable,76212,,Vulnerable
Leionema equestre,Kangaroo Island Phebalium,Rutaceae,Leionema,Endangered,64923,,Endangered
Leionema lachnaeoides,-,Rutaceae,Leionema,Endangered,64924,,Endangered
Leionema lamprophyllum subsp. fractum,-,Rutaceae,Leionema,Critically Endangered,89743,,Critically Endangered
Leionema obtusifolium,-,Rutaceae,Leionema,Vulnerable,64925,,Vulnerable
Leionema ralstonii,-,Rutaceae,Leionema,Vulnerable,64926,,Vulnerable
Leionema sympetalum,Rylstone Bell,Rutaceae,Leionema,Vulnerable,64927,,Vulnerable
Leionema westonii,-,Rutaceae,Leionema,Critically Endangered,90225,,Critically Endangered
Leioproctus douglasiellus,a short-tongued bee,Colletidae,Leioproctus,Critically Endangered,66756,,Critically Endangered
Leipoa ocellata,Malleefowl,Megapodiidae,Leipoa,Vulnerable,934,,Vulnerable
Lemmaphyllum accedens,-,Polypodiaceae,Lemmaphyllum,Extinct,24428,,Extinct
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),-,Myrtaceae,Lenwebbia,Critically Endangered,87240,,Critically Endangered
Lepidium aschersonii,Spiny Peppercress,Brassicaceae,Lepidium,Vulnerable,10976,,Vulnerable
Lepidium drummondii,Drummond's Lepidium,Brassicaceae,Lepidium,Extinct,20704,,Extinct
Lepidium ginninderrense,Ginninderra Peppercress,Brassicaceae,Lepidium,Vulnerable,78474,,Vulnerable
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Brassicaceae,Lepidium,Endangered,16542,,Endangered
Lepidium monoplocoides,Winged Pepper-cress,Brassicaceae,Lepidium,Endangered,9190,,Endangered
Lepidium peregrinum,Wandering Pepper-cress,Brassicaceae,Lepidium,Endangered,14035,,Endangered
Lepidium pseudopapillosum,Erect Pepper-cress,Brassicaceae,Lepidium,Vulnerable,11548,,Vulnerable
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Cheloniidae,Lepidochelys,Endangered,1767,,Endangered
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Gekkonidae,Lepidodactylus,Critically Endangered,1711,,Critically Endangered
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",Arecaceae,Lepidorrhachis,Critically Endangered,6388,,Critically Endangered
Lepidosperma rostratum,Beaked Lepidosperma,Cyperaceae,Lepidosperma,Endangered,14152,,Endangered
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Muridae,Leporillus,Extinct,136,,Extinct
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Muridae,Leporillus,Vulnerable,137,,Vulnerable
Leptomeria dielsiana,Diels' Currant Bush,Santalaceae,Leptomeria,Vulnerable,5146,,Vulnerable
Leptospermum deanei,Deane's Tea-tree,Myrtaceae,Leptospermum,Vulnerable,21777,,Vulnerable
Leptospermum jingera,Stringybark Tea-tree,Myrtaceae,Leptospermum,Critically Endangered,65905,,Critically Endangered
Leptospermum thompsonii,Monga Tea-tree,Myrtaceae,Leptospermum,Vulnerable,21806,,Vulnerable
Lerista allanae,"Allan's Lerista, Retro Slider",Scincidae,Lerista,Endangered,1378,,Endangered
Lerista nevinae,Nevin's Slider,Scincidae,Lerista,Endangered,85296,,Endangered
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Scincidae,Lerista,Vulnerable,1308,,Vulnerable
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Phalacrocoracidae,Leucocarbo,Vulnerable,66994,,Vulnerable
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Phalacrocoracidae,Leucocarbo,Vulnerable,66995,,Vulnerable
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Asteraceae,Leucochrysum,Endangered,89104,,Endangered
Leucopatus anophthalmus,Blind Velvet Worm,Peripatopsidae,Leucopatus,Endangered,90855,,Endangered
Leucopogon confertus,Torrington Beard-heath,Epacridaceae,Leucopogon,Endangered,14417,,Endangered
Leucopogon cryptanthus,Small-flowered Leucopogon,Epacridaceae,Leucopogon,Extinct,14621,,Extinct
Leucopogon exolasius,Woronora Beard-heath,Epacridaceae,Leucopogon,Vulnerable,14251,,Vulnerable
Leucopogon gnaphalioides,Stirling Range Beard Heath,Epacridaceae,Leucopogon,Critically Endangered,21609,,Critically Endangered
Leucopogon marginatus,Thick-margined Leucopogon,Ericaceae,Leucopogon,Endangered,12527,,Endangered
Leucopogon nitidus,-,Ericaceae,Leucopogon,Endangered,87812,,Endangered
Leucopogon obtectus,Hidden Beard-heath,Ericaceae,Leucopogon,Endangered,19614,,Endangered
Leucopogon sp. Coolmunda (D.Halford Q1635),-,Ericaceae,Leucopogon,Endangered,64928,92620.0,Endangered
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,Ericaceae,Leucopogon,Critically Endangered,86385,,Critically Endangered
Leucopogon sp. Ongerup (A.S.George 16682),-,Ericaceae,Leucopogon,Vulnerable,85018,92782.0,Vulnerable
Leucopogon spectabilis,Ironstone Beard-heath,Epacridaceae,Leucopogon,Critically Endangered,83012,,Critically Endangered
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Rallidae,Lewinia,Extinct,82446,,Extinct
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Boidae,Liasis,Vulnerable,66699,,Vulnerable
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Meliphagidae,Lichenostomus,Critically Endangered,26011,,Critically Endangered
Limonium australe var. baudinii,Baudin's Sea-lavender,Plumbaginaceae,Limonium,Vulnerable,86369,,Vulnerable
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Scolopacidae,Limosa,Vulnerable,86380,,Vulnerable
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Scolopacidae,Limosa,Critically Endangered,86432,,Critically Endangered
Limosella granitica,Granite Mudwort,Scrophulariaceae,Limosella,Vulnerable,6704,,Vulnerable
Lindsaea pulchella var. blanda,-,Lindsaeaceae,Lindsaea,Vulnerable,20842,,Vulnerable
Liopholis guthega,Guthega Skink,Scincidae,Liopholis,Endangered,83079,,Endangered
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Scincidae,Liopholis,Vulnerable,83160,,Vulnerable
Liopholis montana,Mountain Skink,Scincidae,Liopholis,Endangered,87162,,Endangered
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Scincidae,Liopholis,Vulnerable,83162,,Vulnerable
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Scincidae,Liopholis,Endangered,83163,,Endangered
Lissolepis coventryi,"Swamp Skink, Eastern Mourning Skink",Scincidae,Lissolepis,Endangered,84053,,Endangered
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Lucanidae,Lissotes,Endangered,66760,,Endangered
Litoria aurea,Green and Golden Bell Frog,Hylidae,Litoria,Vulnerable,1870,,Vulnerable
Litoria booroolongensis,Booroolong Frog,Hylidae,Litoria,Endangered,1844,,Endangered
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Hylidae,Litoria,Critically Endangered,1848,,Critically Endangered
Litoria daviesae,Davies' Tree Frog,Hylidae,Litoria,Vulnerable,78964,,Vulnerable
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Hylidae,Litoria,Vulnerable,86707,,Vulnerable
Litoria kroombitensis,Kroombit Treefrog,Hylidae,Litoria,Critically Endangered,87765,,Critically Endangered
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Hylidae,Litoria,Endangered,64733,,Endangered
Litoria lorica,Armoured Mistfrog,Hylidae,Litoria,Critically Endangered,1841,,Critically Endangered
Litoria myola,Kuranda Tree Frog,Hylidae,Litoria,Critically Endangered,82063,,Critically Endangered
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Hylidae,Litoria,Critically Endangered,1820,,Critically Endangered
Litoria olongburensis,Wallum Sedge Frog,Hylidae,Litoria,Vulnerable,1821,,Vulnerable
Litoria piperata,Peppered Tree Frog,Hylidae,Litoria,Vulnerable,1827,,Vulnerable
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Hylidae,Litoria,Vulnerable,1828,,Vulnerable
Litoria spenceri,Spotted Tree Frog,Hylidae,Litoria,Critically Endangered,25959,,Critically Endangered
Litoria subglandulosa,Glandular Frog,Hylidae,Litoria,Vulnerable,1807,,Vulnerable
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Hylidae,Litoria,Vulnerable,66669,,Vulnerable
Litoria watsoni,Watson's Tree Frog,Hylidae,Litoria,Endangered,91509,,Endangered
Livistona lanuginosa,Waxy Cabbage Palm,Arecaceae,Livistona,Vulnerable,64581,,Vulnerable
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Arecaceae,Livistona,Endangered,64929,,Endangered
Lobelia claviflora,-,Campanulaceae,Lobelia,Critically Endangered,90219,,Critically Endangered
Lobelia gelida,-,Campanulaceae,Lobelia,Vulnerable,49983,,Vulnerable
Logania diffusa,-,Loganiaceae,Logania,Vulnerable,24159,,Vulnerable
Logania insularis,Kangaroo Island Logania,Loganiaceae,Logania,Vulnerable,13105,,Vulnerable
Lomatia tasmanica,King's Lomatia,Proteaceae,Lomatia,Critically Endangered,3745,,Critically Endangered
Lophochroa leadbeateri leadbeateri,"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo",Cacatuidae,Lophochroa,Endangered,82926,,Endangered
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Diplodactylidae,Lucasium,Endangered,82993,,Endangered
Lychnothamnus barbatus,a green alga,Characeae,Lychnothamnus,Endangered,64479,,Endangered
Lycopodium volubile,-,Lycopodiaceae,Lycopodium,Extinct,24170,90431.0,Extinct
Lysiosepalum abollatum,Woolly Lysiosepalum,Sterculiaceae,Lysiosepalum,Critically Endangered,83216,,Critically Endangered
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Proteaceae,Macadamia,Vulnerable,7326,,Vulnerable
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Proteaceae,Macadamia,Endangered,55597,,Endangered
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Proteaceae,Macadamia,Vulnerable,7214,,Vulnerable
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Proteaceae,Macadamia,Vulnerable,6581,,Vulnerable
Macarthuria keigheryi,Keighery's Macarthuria,Molluginaceae,Macarthuria,Endangered,64930,,Endangered
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Percichthyidae,Maccullochella,Endangered,26170,,Endangered
Maccullochella macquariensis,Trout Cod,Percichthyidae,Maccullochella,Endangered,26171,,Endangered
Maccullochella mariensis,Mary River Cod,Percichthyidae,Maccullochella,Endangered,83806,,Endangered
Maccullochella peelii,Murray Cod,Percichthyidae,Maccullochella,Vulnerable,66633,,Vulnerable
Macquaria australasica,Macquarie Perch,Percichthyidae,Macquaria,Endangered,66632,,Endangered
Macroderma gigas,Ghost Bat,Megadermatidae,Macroderma,Vulnerable,174,,Vulnerable
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Procellariidae,Macronectes,Endangered,1060,,Endangered
Macronectes halli,Northern Giant Petrel,Procellariidae,Macronectes,Vulnerable,1061,,Vulnerable
Macropteranthes montana,-,Combretaceae,Macropteranthes,Vulnerable,9003,,Vulnerable
Macrotis lagotis,Greater Bilby,Thylacomyidae,Macrotis,Vulnerable,282,,Vulnerable
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Thylacomyidae,Macrotis,Extinct,283,,Extinct
Macrozamia conferta,-,Zamiaceae,Macrozamia,Vulnerable,64582,,Vulnerable
Macrozamia cranei,-,Zamiaceae,Macrozamia,Endangered,64681,,Endangered
Macrozamia johnsonii,-,Zamiaceae,Macrozamia,Endangered,55674,,Endangered
Macrozamia lomandroides,cycad,Zamiaceae,Macrozamia,Endangered,55406,,Endangered
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Zamiaceae,Macrozamia,Vulnerable,11843,,Vulnerable
Macrozamia machinii,-,Zamiaceae,Macrozamia,Vulnerable,64583,,Vulnerable
Macrozamia occidua,-,Zamiaceae,Macrozamia,Vulnerable,64584,,Vulnerable
Macrozamia parcifolia,-,Zamiaceae,Macrozamia,Vulnerable,64682,,Vulnerable
Macrozamia pauli-guilielmi,Pineapple Zamia,Zamiaceae,Macrozamia,Endangered,5712,,Endangered
Macrozamia platyrhachis,cycad,Zamiaceae,Macrozamia,Endangered,3412,,Endangered
Maireana cheelii,Chariot Wheels,Chenopodiaceae,Maireana,Vulnerable,8008,,Vulnerable
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Maluridae,Malurus,Endangered,64442,,Endangered
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Maluridae,Malurus,Vulnerable,26194,,Vulnerable
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Maluridae,Malurus,Vulnerable,26004,,Vulnerable
Manorina melanotis,Black-eared Miner,Meliphagidae,Manorina,Endangered,449,,Endangered
Marattia salicina,"King Fern, Para, Potato Fern",Marattiaceae,Marattia,Endangered,16197,91570.0,Endangered
Marginaster littoralis,Derwent River Seastar,Poraniidae,Marginaster,Critically Endangered,66762,,Critically Endangered
Marianthus paralius,-,Pittosporaceae,Marianthus,Endangered,83925,,Endangered
Marsdenia brevifolia,-,Apocynaceae,Marsdenia,Vulnerable,64585,91893.0,Vulnerable
Marsdenia longiloba,Clear Milkvine,Apocynaceae,Marsdenia,Vulnerable,2794,91911.0,Vulnerable
Marsdenia paludicola,-,Apocynaceae,Marsdenia,Vulnerable,64529,91913.0,Vulnerable
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Muridae,Mastacomys,Vulnerable,87617,,Vulnerable
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Helicarionidae,Mathewsoconcha,Critically Endangered,81852,,Critically Endangered
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Helicarionidae,Mathewsoconcha,Critically Endangered,81252,,Critically Endangered
